ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P102_1,P102_2,P401A_400C,P411B_400C,P419_N,P419_NOM,P419_COD,P420_CANT_ENT,P420_CANT_DEC,P420_UM,P420_UM_COD,P420_EQUIV,P421_1_CANT_ENT,P421_1_CANT_DEC,P421_1_PREC_ENT,P421_1_PREC_DEC,P421_1_VAL,P421_1_PRE_KG,P421_2_CANT_ENT,P421_2_CANT_DEC,P421_3_CANT_ENT,P421_3_CANT_DEC,OMICAP400_04
2021.0,06,CAJAMARCA,07,HUALGAYOC,02,CHUGUR,03070,00029,3,Completa,Sierra,Sierra Norte,254.06517857142853,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,20.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,15.0,00,5.0,00,
2021.0,06,CAJAMARCA,07,HUALGAYOC,02,CHUGUR,03070,00034,4,Completa,Sierra,Sierra Norte,254.06517857142853,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,10.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,10.0,00,0.0,00,
2021.0,06,CAJAMARCA,07,HUALGAYOC,02,CHUGUR,03070,00052,6,Completa,Sierra,Sierra Norte,254.06517857142853,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,10.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,10.0,00,0.0,00,
2021.0,06,CAJAMARCA,07,HUALGAYOC,02,CHUGUR,03070,00056,7,Completa,Sierra,Sierra Norte,254.06517857142853,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,10.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,10.0,00,0.0,00,
2021.0,06,CAJAMARCA,07,HUALGAYOC,02,CHUGUR,03070,00078,9,Completa,Sierra,Sierra Norte,254.06517857142853,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,10.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,10.0,00,0.0,00,
2021.0,06,CAJAMARCA,07,HUALGAYOC,02,CHUGUR,03070,00081,10,Completa,Sierra,Sierra Norte,254.06517857142853,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,10.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,10.0,00,0.0,00,
2021.0,06,CAJAMARCA,07,HUALGAYOC,02,CHUGUR,03070,00097,11,Completa,Sierra,Sierra Norte,254.06517857142853,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,10.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,10.0,00,0.0,00,
2021.0,06,CAJAMARCA,07,HUALGAYOC,02,CHUGUR,03070,00099,12,Completa,Sierra,Sierra Norte,254.06517857142853,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,20.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,15.0,00,5.0,00,
2021.0,06,CAJAMARCA,07,HUALGAYOC,02,CHUGUR,03070,00114,13,Completa,Sierra,Sierra Norte,254.06517857142853,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,20.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,15.0,00,5.0,00,
2021.0,06,CAJAMARCA,07,HUALGAYOC,02,CHUGUR,03070,00115,14,Completa,Sierra,Sierra Norte,254.06517857142853,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,20.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,16.0,00,4.0,00,
2021.0,06,CAJAMARCA,07,HUALGAYOC,02,CHUGUR,03071,00074,7,Completa,Sierra,Sierra Norte,254.06517857142853,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,QUESO,4208.0,10.0,00,KILOGRAMO,12,1.0,10.0,00,15.0,00,150.0,15.0,0.0,00,0.0,00,
2021.0,06,CAJAMARCA,07,HUALGAYOC,02,CHUGUR,03074,00018,3,Completa,Sierra,Sierra Norte,254.06517857142853,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,30.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,30.0,00,0.0,00,
2021.0,06,CAJAMARCA,07,HUALGAYOC,02,CHUGUR,03074,00028,4,Completa,Sierra,Sierra Norte,254.06517857142853,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,10.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,10.0,00,0.0,00,
2021.0,06,CAJAMARCA,07,HUALGAYOC,02,CHUGUR,03074,00044,6,Completa,Sierra,Sierra Norte,254.06517857142853,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,26.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,26.0,00,0.0,00,
2021.0,06,CAJAMARCA,07,HUALGAYOC,02,CHUGUR,03074,00053,7,Completa,Sierra,Sierra Norte,254.06517857142853,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,20.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,15.0,00,5.0,00,
2021.0,06,CAJAMARCA,07,HUALGAYOC,02,CHUGUR,03074,00063,9,Completa,Sierra,Sierra Norte,254.06517857142853,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,50.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,50.0,00,0.0,00,
2021.0,06,CAJAMARCA,07,HUALGAYOC,02,CHUGUR,03074,00070,10,Completa,Sierra,Sierra Norte,254.06517857142853,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,18.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,18.0,00,0.0,00,
2021.0,06,CAJAMARCA,07,HUALGAYOC,02,CHUGUR,03074,00080,11,Completa,Sierra,Sierra Norte,254.06517857142853,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,15.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,15.0,00,0.0,00,
2021.0,06,CAJAMARCA,07,HUALGAYOC,02,CHUGUR,03074,00096,13,Completa,Sierra,Sierra Norte,254.06517857142853,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,30.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,30.0,00,0.0,00,
2021.0,06,CAJAMARCA,07,HUALGAYOC,02,CHUGUR,03074,00103,14,Completa,Sierra,Sierra Norte,254.06517857142853,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,63.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,50.0,00,13.0,00,
2021.0,06,CAJAMARCA,07,HUALGAYOC,01,BAMBAMARCA,03358,00003,1,Completa,Sierra,Sierra Norte,254.0651785714286,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,16.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,16.0,00,0.0,00,
2021.0,06,CAJAMARCA,07,HUALGAYOC,01,BAMBAMARCA,03358,00012,2,Completa,Sierra,Sierra Norte,254.0651785714286,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,15.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,15.0,00,0.0,00,
2021.0,06,CAJAMARCA,07,HUALGAYOC,01,BAMBAMARCA,03358,00016,3,Completa,Sierra,Sierra Norte,254.0651785714286,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,10.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,10.0,00,0.0,00,
2021.0,06,CAJAMARCA,07,HUALGAYOC,01,BAMBAMARCA,03358,00023,4,Completa,Sierra,Sierra Norte,254.0651785714286,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,14.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,14.0,00,0.0,00,
2021.0,06,CAJAMARCA,07,HUALGAYOC,01,BAMBAMARCA,03358,00034,6,Completa,Sierra,Sierra Norte,254.0651785714286,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,12.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,12.0,00,0.0,00,
2021.0,06,CAJAMARCA,07,HUALGAYOC,01,BAMBAMARCA,03358,00040,7,Completa,Sierra,Sierra Norte,254.0651785714286,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,10.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,10.0,00,0.0,00,
2021.0,06,CAJAMARCA,07,HUALGAYOC,01,BAMBAMARCA,03358,00058,9,Completa,Sierra,Sierra Norte,254.0651785714286,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,10.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,10.0,00,0.0,00,
2021.0,06,CAJAMARCA,07,HUALGAYOC,01,BAMBAMARCA,03358,00073,12,Completa,Sierra,Sierra Norte,254.0651785714286,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,15.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,15.0,00,0.0,00,
2021.0,06,CAJAMARCA,07,HUALGAYOC,01,BAMBAMARCA,03358,00080,13,Completa,Sierra,Sierra Norte,254.0651785714286,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,10.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,10.0,00,0.0,00,
2021.0,06,CAJAMARCA,07,HUALGAYOC,01,BAMBAMARCA,03358,00086,14,Completa,Sierra,Sierra Norte,254.0651785714286,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,10.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,10.0,00,0.0,00,
2021.0,06,CAJAMARCA,13,SANTA CRUZ,04,CHANCAYBAÑOS,03481,00002,1,Completa,Sierra,Sierra Norte,296.40937499999995,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,8.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,8.0,00,0.0,00,
2021.0,06,CAJAMARCA,13,SANTA CRUZ,04,CHANCAYBAÑOS,03481,00031,4,Completa,Sierra,Sierra Norte,296.40937499999995,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,56.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,56.0,00,0.0,00,
2021.0,06,CAJAMARCA,13,SANTA CRUZ,04,CHANCAYBAÑOS,03481,00037,5,Completa,Sierra,Sierra Norte,296.40937499999995,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,48.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,48.0,00,0.0,00,
2021.0,06,CAJAMARCA,13,SANTA CRUZ,04,CHANCAYBAÑOS,03481,00089,9,Completa,Sierra,Sierra Norte,296.40937499999995,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,270.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,270.0,00,0.0,00,
2021.0,06,CAJAMARCA,13,SANTA CRUZ,06,NINABAMBA,03503,00004,1,Completa,Sierra,Sierra Norte,355.6912499999999,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,5.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,5.0,00,0.0,00,
2021.0,06,CAJAMARCA,13,SANTA CRUZ,06,NINABAMBA,03503,00048,5,Completa,Sierra,Sierra Norte,355.6912499999999,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,8.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,8.0,00,0.0,00,
2021.0,06,CAJAMARCA,13,SANTA CRUZ,06,NINABAMBA,03503,00083,9,Completa,Sierra,Sierra Norte,355.6912499999999,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,30.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,30.0,00,0.0,00,
2021.0,06,CAJAMARCA,13,SANTA CRUZ,06,NINABAMBA,03503,00109,10,Completa,Sierra,Sierra Norte,355.6912499999999,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,6.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,6.0,00,0.0,00,
2021.0,06,CAJAMARCA,13,SANTA CRUZ,06,NINABAMBA,03503,00144,13,Completa,Sierra,Sierra Norte,355.6912499999999,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,5.0,00,LITRO,14,1.0,0.0,00,,,,,5.0,00,0.0,00,
2021.0,06,CAJAMARCA,13,SANTA CRUZ,05,LA ESPERANZA,03535,00008,1,Completa,Sierra,Sierra Norte,296.40937499999995,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,45.0,00,KILOGRAMO,12,1.0,30.0,00,8.0,00,240.0,8.0,15.0,00,0.0,00,
2021.0,06,CAJAMARCA,13,SANTA CRUZ,05,LA ESPERANZA,03535,00029,3,Completa,Sierra,Sierra Norte,296.40937499999995,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,5.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,5.0,00,0.0,00,
2021.0,06,CAJAMARCA,13,SANTA CRUZ,05,LA ESPERANZA,03535,00040,4,Completa,Sierra,Sierra Norte,296.40937499999995,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,50.0,00,KILOGRAMO,12,1.0,20.0,00,8.0,00,160.0,8.0,30.0,00,0.0,00,
2021.0,06,CAJAMARCA,13,SANTA CRUZ,05,LA ESPERANZA,03535,00048,5,Completa,Sierra,Sierra Norte,296.40937499999995,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,72.0,00,KILOGRAMO,12,1.0,10.0,00,6.0,00,60.0,6.0,62.0,00,0.0,00,
2021.0,06,CAJAMARCA,13,SANTA CRUZ,05,LA ESPERANZA,03535,00050,6,Completa,Sierra,Sierra Norte,296.40937499999995,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,30.0,00,KILOGRAMO,12,1.0,15.0,00,7.0,00,105.0,7.0,15.0,00,0.0,00,
2021.0,06,CAJAMARCA,13,SANTA CRUZ,05,LA ESPERANZA,03535,00073,7,Completa,Sierra,Sierra Norte,296.40937499999995,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,52.0,50,KILOGRAMO,12,1.0,0.0,00,,,,,52.0,50,0.0,00,
2021.0,06,CAJAMARCA,11,SAN MIGUEL,04,CATILLUC,03629,00072,9,Completa,Sierra,Sierra Norte,254.0651785714286,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,10.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,10.0,00,0.0,00,
2021.0,06,CAJAMARCA,11,SAN MIGUEL,04,CATILLUC,03629,00115,14,Completa,Sierra,Sierra Norte,254.0651785714286,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,235.0,00,KILOGRAMO,12,1.0,230.0,00,14.0,00,3220.0,14.0,5.0,00,0.0,00,
2021.0,06,CAJAMARCA,11,SAN MIGUEL,07,LLAPA,03650,00012,2,Completa,Sierra,Sierra Norte,254.0651785714286,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,5.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,5.0,00,0.0,00,
2021.0,06,CAJAMARCA,11,SAN MIGUEL,07,LLAPA,03650,00048,6,Completa,Sierra,Sierra Norte,254.0651785714286,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,15.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,15.0,00,0.0,00,
2021.0,06,CAJAMARCA,11,SAN MIGUEL,07,LLAPA,03650,00058,7,Completa,Sierra,Sierra Norte,254.0651785714286,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,24.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,24.0,00,0.0,00,
2021.0,06,CAJAMARCA,11,SAN MIGUEL,07,LLAPA,03650,00076,9,Completa,Sierra,Sierra Norte,254.0651785714286,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,6.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,6.0,00,0.0,00,
2021.0,06,CAJAMARCA,11,SAN MIGUEL,07,LLAPA,03650,00093,11,Completa,Sierra,Sierra Norte,254.0651785714286,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,3.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,3.0,00,0.0,00,
2021.0,06,CAJAMARCA,11,SAN MIGUEL,11,SAN SILVESTRE DE COCHAN,03669,00002,1,Completa,Sierra,Sierra Norte,296.40937499999995,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,18.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,18.0,00,0.0,00,
2021.0,06,CAJAMARCA,11,SAN MIGUEL,11,SAN SILVESTRE DE COCHAN,03669,00005,2,Completa,Sierra,Sierra Norte,296.40937499999995,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,18.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,18.0,00,0.0,00,
2021.0,06,CAJAMARCA,11,SAN MIGUEL,11,SAN SILVESTRE DE COCHAN,03669,00010,3,Completa,Sierra,Sierra Norte,296.40937499999995,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,6.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,6.0,00,0.0,00,
2021.0,06,CAJAMARCA,11,SAN MIGUEL,11,SAN SILVESTRE DE COCHAN,03669,00023,4,Completa,Sierra,Sierra Norte,296.40937499999995,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,12.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,12.0,00,0.0,00,
2021.0,06,CAJAMARCA,11,SAN MIGUEL,11,SAN SILVESTRE DE COCHAN,03669,00028,5,Completa,Sierra,Sierra Norte,296.40937499999995,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,61.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,61.0,00,0.0,00,
2021.0,06,CAJAMARCA,11,SAN MIGUEL,11,SAN SILVESTRE DE COCHAN,03669,00036,8,Completa,Sierra,Sierra Norte,296.40937499999995,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,8.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,8.0,00,0.0,00,
2021.0,06,CAJAMARCA,11,SAN MIGUEL,11,SAN SILVESTRE DE COCHAN,03669,00055,11,Completa,Sierra,Sierra Norte,296.40937499999995,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,5.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,5.0,00,0.0,00,
2021.0,06,CAJAMARCA,11,SAN MIGUEL,11,SAN SILVESTRE DE COCHAN,03669,00074,14,Completa,Sierra,Sierra Norte,296.40937499999995,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,45.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,45.0,00,0.0,00,
2021.0,06,CAJAMARCA,11,SAN MIGUEL,01,SAN MIGUEL,03672,00008,1,Completa,Sierra,Sierra Norte,254.0651785714286,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,4.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,4.0,00,0.0,00,
2021.0,06,CAJAMARCA,11,SAN MIGUEL,01,SAN MIGUEL,03672,00019,2,Completa,Sierra,Sierra Norte,254.0651785714286,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,7.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,7.0,00,0.0,00,
2021.0,06,CAJAMARCA,11,SAN MIGUEL,01,SAN MIGUEL,03672,00027,3,Completa,Sierra,Sierra Norte,254.0651785714286,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,3.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,3.0,00,0.0,00,
2021.0,06,CAJAMARCA,11,SAN MIGUEL,01,SAN MIGUEL,03672,00042,5,Completa,Sierra,Sierra Norte,254.0651785714286,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,4.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,4.0,00,0.0,00,
2021.0,06,CAJAMARCA,11,SAN MIGUEL,01,SAN MIGUEL,03672,00043,6,Completa,Sierra,Sierra Norte,254.0651785714286,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,4.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,4.0,00,0.0,00,
2021.0,06,CAJAMARCA,11,SAN MIGUEL,08,NANCHOC,03732,00126,11,Completa,Costa,Costa Norte,90.375,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,11.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,11.0,00,0.0,00,
2021.0,06,CAJAMARCA,11,SAN MIGUEL,08,NANCHOC,03732,00144,13,Completa,Costa,Costa Norte,90.375,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,75.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,75.0,00,0.0,00,
2021.0,06,CAJAMARCA,11,SAN MIGUEL,08,NANCHOC,03732,00147,14,Completa,Costa,Costa Norte,90.375,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,330.0,00,KILOGRAMO,12,1.0,300.0,00,14.0,00,4200.0,14.0,30.0,00,0.0,00,
2021.0,06,CAJAMARCA,12,SAN PABLO,01,SAN PABLO,03770,00003,1,Completa,Sierra,Sierra Norte,254.0651785714286,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,10.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,10.0,00,0.0,00,
2021.0,06,CAJAMARCA,12,SAN PABLO,01,SAN PABLO,03770,00011,2,Completa,Sierra,Sierra Norte,254.0651785714286,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,30.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,30.0,00,0.0,00,
2021.0,06,CAJAMARCA,12,SAN PABLO,01,SAN PABLO,03770,00034,3,Completa,Sierra,Sierra Norte,254.0651785714286,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,38.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,38.0,00,0.0,00,
2021.0,06,CAJAMARCA,12,SAN PABLO,01,SAN PABLO,03770,00056,6,Completa,Sierra,Sierra Norte,254.0651785714286,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,34.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,34.0,00,0.0,00,
2021.0,06,CAJAMARCA,05,CONTUMAZA,03,CUPISNIQUE,03844,00001,1,Completa,Sierra,Sierra Norte,254.06517857142853,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,80.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,80.0,00,0.0,00,
2021.0,06,CAJAMARCA,05,CONTUMAZA,03,CUPISNIQUE,03844,00013,2,Completa,Sierra,Sierra Norte,254.06517857142853,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,50.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,50.0,00,0.0,00,
2021.0,06,CAJAMARCA,05,CONTUMAZA,03,CUPISNIQUE,03844,00074,10,Completa,Sierra,Sierra Norte,254.06517857142853,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,120.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,120.0,00,0.0,00,
2021.0,06,CAJAMARCA,05,CONTUMAZA,03,CUPISNIQUE,03844,00111,13,Completa,Sierra,Sierra Norte,254.06517857142853,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,"1,3","1,3",1.0,CUAJADA,4203.0,243.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,13.0,00,230.0,00,
2021.0,06,CAJAMARCA,01,CAJAMARCA,08,LOS BAÑOS DEL INCA,04005,00170,9,Completa,Sierra,Sierra Norte,296.409375,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,1,1,1.0,CUAJADA,4203.0,30.0,00,KILOGRAMO,12,1.0,0.0,00,,,,,20.0,00,10.0,00,
