ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,ESTRATO,RESFIN,REGION,Dominio,FACTOR,CODIGO,P102_1,P102_2,P224A_N,P224B_NOM,P224B_COD,P224B_TIPO,P224C_MES,P224C_ANIO,P224D_SUP_1,P224D_SUP_2,P224E_1,P224E_2,P224E_3,P224E_4,P224E_5,P224E_6,P224E_7,P224E_8,OMICAP200_00
2015.0,24,TUMBES,02,CONTRALMIRANTE VILLAR,03,CANOAS DE PUNTA SAL,00001,00010,0001,,Completa,Costa,COSTA NORTE,16.3571428571,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MANGO,1147.0,2.0,5,2000.0,0.0,050,pase,pase,Fue afectada por plagas y/o enfermedades,pase,pase,pase,Fue afectada por sequía,pase,
2015.0,24,TUMBES,02,CONTRALMIRANTE VILLAR,03,CANOAS DE PUNTA SAL,00001,00010,0001,,Completa,Costa,COSTA NORTE,16.3571428571,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,NARANJO,1156.0,2.0,5,2000.0,0.0,020,pase,pase,pase,pase,pase,pase,Fue afectada por sequía,pase,
2015.0,24,TUMBES,02,CONTRALMIRANTE VILLAR,03,CANOAS DE PUNTA SAL,00001,00010,0001,,Completa,Costa,COSTA NORTE,16.3571428571,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MANDARINA,1146.0,2.0,3,2006.0,0.0,010,pase,pase,pase,pase,pase,pase,Fue afectada por sequía,pase,
2015.0,24,TUMBES,02,CONTRALMIRANTE VILLAR,03,CANOAS DE PUNTA SAL,00001,00010,0001,,Completa,Costa,COSTA NORTE,16.3571428571,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,TAMARINDO,1179.0,2.0,1,1990.0,0.0,010,pase,pase,pase,pase,pase,pase,Fue afectada por sequía,pase,
2015.0,24,TUMBES,02,CONTRALMIRANTE VILLAR,03,CANOAS DE PUNTA SAL,00001,00010,0001,,Completa,Costa,COSTA NORTE,16.3571428571,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,GUAYABO,1134.0,2.0,3,2002.0,0.0,010,pase,pase,Fue afectada por plagas y/o enfermedades,pase,pase,pase,Fue afectada por sequía,pase,
2015.0,24,TUMBES,02,CONTRALMIRANTE VILLAR,03,CANOAS DE PUNTA SAL,00001,00026,0002,,Completa,Costa,COSTA NORTE,16.3571428571,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MANGO,1147.0,2.0,1,1995.0,0.0,050,pase,pase,pase,pase,pase,pase,Fue afectada por sequía,pase,
2015.0,24,TUMBES,02,CONTRALMIRANTE VILLAR,03,CANOAS DE PUNTA SAL,00001,00026,0002,,Completa,Costa,COSTA NORTE,16.3571428571,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CIROLERO,1124.0,2.0,7,2000.0,0.0,010,pase,pase,Fue afectada por plagas y/o enfermedades,pase,pase,pase,pase,pase,
2015.0,24,TUMBES,02,CONTRALMIRANTE VILLAR,03,CANOAS DE PUNTA SAL,00001,00144,0009,,Completa,Costa,COSTA NORTE,16.3571428571,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,COCOTERO,1128.0,2.0,3,1990.0,0.0,025,pase,pase,pase,pase,Otro,pase,pase,pase,
2015.0,24,TUMBES,02,CONTRALMIRANTE VILLAR,03,CANOAS DE PUNTA SAL,00001,00144,0009,,Completa,Costa,COSTA NORTE,16.3571428571,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,TAMARINDO,1179.0,2.0,12,1984.0,0.0,010,pase,pase,Fue afectada por plagas y/o enfermedades,pase,pase,pase,Fue afectada por sequía,pase,
2015.0,24,TUMBES,02,CONTRALMIRANTE VILLAR,02,CASITAS,00006,00040,0004,,Completa,Costa,COSTA NORTE,15.4285714286,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CACAO,1202.0,3.0,5,2000.0,0.0,025,pase,pase,Fue afectada por plagas y/o enfermedades,pase,pase,pase,pase,pase,
2015.0,24,TUMBES,02,CONTRALMIRANTE VILLAR,02,CASITAS,00006,00040,0004,,Completa,Costa,COSTA NORTE,15.4285714286,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CHIRIMOYO,1121.0,2.0,4,2001.0,0.0,010,pase,pase,Fue afectada por plagas y/o enfermedades,pase,pase,pase,pase,pase,
2015.0,24,TUMBES,02,CONTRALMIRANTE VILLAR,02,CASITAS,00006,00040,0004,,Completa,Costa,COSTA NORTE,15.4285714286,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,GUANABANO,1133.0,2.0,4,2001.0,0.0,020,pase,pase,Fue afectada por plagas y/o enfermedades,pase,pase,pase,pase,pase,
2015.0,24,TUMBES,01,TUMBES,02,CORRALES,00009,00125,0014,,Completa,Costa,COSTA NORTE,8.8571428571,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,PAPAYA,1163.0,2.0,9,2014.0,0.0,036,pase,pase,Fue afectada por plagas y/o enfermedades,pase,pase,pase,pase,pase,
2015.0,24,TUMBES,01,TUMBES,02,CORRALES,00010,00019,0001,GRANJAS Y ESTABLOS,Completa,Costa,,5.1619,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,2.0,MAIZ AMARILLO DURO,2107.0,1.0,1,2015.0,5.0,000,pase,pase,Fue afectada por plagas y/o enfermedades,pase,pase,,,,
2015.0,24,TUMBES,01,TUMBES,02,CORRALES,00016,00021,0003,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,3.0,PIMIENTO,2335.0,1.0,2,2015.0,0.0,200,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,24,TUMBES,01,TUMBES,02,CORRALES,00016,00021,0003,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,3.0,FRIJOL CAUPI,2911.0,1.0,2,2015.0,0.0,200,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,24,TUMBES,01,TUMBES,02,CORRALES,00016,00023,0004,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,4.0,ARROZ CASCARA,2101.0,1.0,1,2015.0,0.0,300,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,24,TUMBES,01,TUMBES,02,CORRALES,00016,00025,0005,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,1.0,MAIZ CHOCLO,2109.0,1.0,2,2015.0,0.0,500,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,24,TUMBES,01,TUMBES,02,CORRALES,00016,00052,0009,,Incompleta,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,2.0,ARROZ CASCARA,2101.0,1.0,1,2015.0,0.0,500,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,24,TUMBES,01,TUMBES,02,CORRALES,00016,00088,0014,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,3.0,CAMOTE,2603.0,1.0,12,2014.0,0.0,300,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,24,TUMBES,01,TUMBES,02,CORRALES,00016,00088,0014,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,3.0,PIMIENTO,2335.0,1.0,1,2015.0,0.0,100,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,24,TUMBES,01,TUMBES,02,CORRALES,00016,00088,0014,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,3.0,CULANTRO,2321.0,1.0,1,2015.0,0.0,100,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,24,TUMBES,01,TUMBES,02,CORRALES,00018,00044,0007,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,2.0,ARROZ CASCARA,2101.0,1.0,11,2012.0,0.0,866,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,24,TUMBES,01,TUMBES,02,CORRALES,00019,00007,0002,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,1.0,CAMOTE,2603.0,1.0,7,2014.0,0.0,006,pase,pase,Fue afectada por plagas y/o enfermedades,pase,pase,pase,pase,pase,
2015.0,24,TUMBES,01,TUMBES,02,CORRALES,00020,00070,0010,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,4.0,MAIZ CHOCLO,2109.0,1.0,1,2015.0,2.0,150,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,24,TUMBES,01,TUMBES,02,CORRALES,00021,00033,0005,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,4.0,PLATANO,1171.0,3.0,6,1995.0,0.0,200,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,24,TUMBES,01,TUMBES,02,CORRALES,00021,00063,0010,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,1.0,AJI,2302.0,1.0,11,2014.0,0.0,200,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,24,TUMBES,01,TUMBES,01,TUMBES,00027,00001,0001,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MAIZ CHOCLO,2109.0,1.0,4,2015.0,0.0,800,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,24,TUMBES,01,TUMBES,01,TUMBES,00027,00023,0004,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,2.0,FRIJOL CAUPI,2911.0,1.0,1,2015.0,0.0,400,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,24,TUMBES,01,TUMBES,01,TUMBES,00027,00070,0012,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,PLATANO,1171.0,3.0,12,2013.0,0.0,942,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,24,TUMBES,01,TUMBES,01,TUMBES,00027,00070,0012,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,FRIJOL DE PALO,2914.0,1.0,8,2014.0,0.0,040,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,24,TUMBES,01,TUMBES,01,TUMBES,00027,00071,0013,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MAIZ CHOCLO,2109.0,1.0,1,2015.0,1.0,800,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,24,TUMBES,01,TUMBES,01,TUMBES,00028,00003,0002,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MAIZ CHOCLO,2109.0,1.0,12,2014.0,0.0,200,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,24,TUMBES,01,TUMBES,01,TUMBES,00028,00003,0002,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,YUCA,2620.0,1.0,1,2014.0,0.0,180,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,24,TUMBES,01,TUMBES,01,TUMBES,00028,00003,0002,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CAMOTE,2603.0,1.0,1,2014.0,0.0,100,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,24,TUMBES,01,TUMBES,01,TUMBES,00028,00013,0003,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,2.0,PLATANO,1171.0,3.0,1,2014.0,0.0,500,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,24,TUMBES,01,TUMBES,06,SAN JUAN DE LA VIRGEN,00030,00013,0002,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MAIZ CHOCLO,2109.0,1.0,1,2015.0,4.0,480,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,24,TUMBES,01,TUMBES,06,SAN JUAN DE LA VIRGEN,00030,00041,0007,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,PLATANO,1171.0,3.0,8,2013.0,1.0,500,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,24,TUMBES,01,TUMBES,06,SAN JUAN DE LA VIRGEN,00033,00081,0003,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,2.0,TAMARINDO,1179.0,2.0,1,1985.0,0.0,010,pase,pase,Fue afectada por plagas y/o enfermedades,pase,pase,pase,pase,pase,
2015.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00036,00074,0012,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,YUCA,2620.0,1.0,7,2014.0,0.0,272,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00037,00036,0007,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,1.0,PLATANO,1171.0,3.0,6,2005.0,0.0,600,"Fue afectada por huaycos, deslizamientos o derrumbes",pase,pase,pase,pase,pase,pase,pase,
2015.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00037,00036,0007,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,1.0,CACAO,1202.0,3.0,6,2003.0,0.0,600,"Fue afectada por huaycos, deslizamientos o derrumbes",pase,pase,pase,pase,pase,pase,pase,
2015.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00037,00036,0007,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,1.0,MANGO,1147.0,2.0,6,2003.0,0.0,005,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00037,00036,0007,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,1.0,LIMON ACIDO,1140.0,3.0,3,1990.0,0.0,045,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00044,00082,0012,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MAIZ AMARILLO DURO,2107.0,1.0,3,2015.0,0.0,500,pase,pase,pase,pase,pase,pase,Fue afectada por sequía,pase,
2015.0,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,00047,00098,0010,,Completa,Costa,COSTA NORTE,8.1428571429,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,2.0,MAIZ CHOCLO,2109.0,1.0,4,2015.0,0.0,300,pase,pase,pase,pase,pase,pase,Fue afectada por sequía,pase,
2015.0,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,00047,00099,0011,,Completa,Costa,COSTA NORTE,8.1428571429,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,2.0,PLATANO,1171.0,3.0,7,2013.0,0.0,600,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,00047,00106,0012,,Completa,Costa,COSTA NORTE,8.1428571429,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,4.0,PLATANO,1171.0,3.0,6,1999.0,0.0,150,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,00049,00053,0007,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CACAO,1202.0,3.0,7,2000.0,0.0,050,pase,pase,Fue afectada por plagas y/o enfermedades,pase,Otro,pase,pase,pase,
2015.0,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,00051,00095,0011,,Completa,Costa,COSTA NORTE,8.7692307692,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,1.0,MAIZ CHOCLO,2109.0,1.0,5,2015.0,0.0,050,pase,pase,Fue afectada por plagas y/o enfermedades,pase,pase,pase,pase,pase,
2015.0,24,TUMBES,03,ZARUMILLA,01,ZARUMILLA,00055,00064,0009,,Completa,Costa,COSTA NORTE,9.3946078431,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,1.0,SANDIA,2209.0,1.0,1,2015.0,0.0,500,pase,pase,pase,pase,pase,pase,Fue afectada por sequía,pase,
2015.0,24,TUMBES,03,ZARUMILLA,01,ZARUMILLA,00055,00091,0012,,Completa,Costa,COSTA NORTE,9.3946078431,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,1.0,ZARANDAJA,2951.0,1.0,2,2015.0,0.0,500,pase,pase,pase,pase,pase,pase,Fue afectada por sequía,pase,
2015.0,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00056,00005,0001,,Completa,Costa,COSTA NORTE,10.3846153846,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,FRIJOL CAUPI,2911.0,1.0,10,2014.0,1.0,500,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00056,00005,0001,,Completa,Costa,COSTA NORTE,10.3846153846,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MELON,2206.0,1.0,10,2014.0,2.0,000,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00056,00005,0001,,Completa,Costa,COSTA NORTE,10.3846153846,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MAIZ CHOCLO,2109.0,1.0,10,2014.0,0.0,500,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00056,00005,0001,,Completa,Costa,COSTA NORTE,10.3846153846,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,PAPAYA,1163.0,2.0,9,2014.0,0.0,360,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00056,00143,0014,,Completa,Costa,COSTA NORTE,10.3846153846,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,2.0,LIMON ACIDO,1140.0,3.0,2,2007.0,0.0,120,pase,pase,Fue afectada por plagas y/o enfermedades,pase,pase,pase,pase,pase,
2015.0,24,TUMBES,03,ZARUMILLA,04,PAPAYAL,00065,00007,0001,,Completa,Costa,COSTA NORTE,8.4285714286,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MAIZ AMARILLO DURO,2107.0,1.0,3,2015.0,0.0,300,pase,pase,pase,pase,pase,pase,Fue afectada por sequía,pase,
2015.0,24,TUMBES,03,ZARUMILLA,04,PAPAYAL,00067,00030,0005,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,1.0,LIMON ACIDO,1140.0,3.0,7,2013.0,0.0,200,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,24,TUMBES,03,ZARUMILLA,04,PAPAYAL,00067,00084,0010,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,2.0,LIMON ACIDO,1140.0,3.0,12,2003.0,0.0,343,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,24,TUMBES,03,ZARUMILLA,04,PAPAYAL,00067,00084,0010,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,2.0,PLATANO,1171.0,3.0,1,1998.0,0.0,320,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,24,TUMBES,03,ZARUMILLA,04,PAPAYAL,00067,00093,0011,,Completa,Costa,COSTA NORTE,8.0525210084,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,2.0,PLATANO,1171.0,3.0,7,2013.0,0.0,100,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,20,PIURA,02,AYABACA,10,SUYO,00264,00122,0006,,Completa,Costa,COSTA NORTE,145.4396551724,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,2.0,YUCA,2620.0,1.0,9,2014.0,0.0,250,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,20,PIURA,02,AYABACA,01,AYABACA,00285,00012,0001,,Completa,Sierra,SIERRA NORTE,79.025,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,1.0,SOYA,2829.0,1.0,7,2014.0,0.0,250,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,20,PIURA,02,AYABACA,01,AYABACA,00299,00036,0004,,Completa,Sierra,SIERRA NORTE,73.3803571429,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MAIZ AMILACEO,2108.0,1.0,2,2015.0,0.0,100,pase,pase,pase,pase,pase,pase,Fue afectada por sequía,pase,
2015.0,20,PIURA,02,AYABACA,01,AYABACA,00313,00030,0003,,Completa,Sierra,SIERRA NORTE,85.6104166667,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,1.0,MAIZ AMILACEO,2108.0,1.0,1,2015.0,0.0,100,pase,pase,Fue afectada por plagas y/o enfermedades,pase,pase,pase,pase,pase,
2015.0,20,PIURA,02,AYABACA,01,AYABACA,00313,00109,0010,,Completa,Sierra,SIERRA NORTE,85.6104166667,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,2.0,MAIZ CHOCLO,2109.0,1.0,12,2014.0,0.0,002,pase,pase,pase,pase,Otro,pase,pase,pase,
2015.0,20,PIURA,02,AYABACA,08,SAPILLICA,00390,00006,0002,,Completa,Costa,COSTA NORTE,174.5275862069,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,2.0,YUCA,2620.0,1.0,3,2015.0,0.0,500,"Fue afectada por huaycos, deslizamientos o derrumbes",pase,pase,pase,pase,pase,pase,pase,
2015.0,20,PIURA,02,AYABACA,08,SAPILLICA,00390,00118,0012,,Completa,Costa,COSTA NORTE,174.5275862069,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MAIZ AMILACEO,2108.0,1.0,1,2015.0,0.0,500,pase,pase,Fue afectada por plagas y/o enfermedades,pase,pase,pase,pase,pase,
2015.0,20,PIURA,02,AYABACA,08,SAPILLICA,00390,00143,0014,,Completa,Costa,COSTA NORTE,174.5275862069,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MAIZ AMILACEO,2108.0,1.0,1,2015.0,1.0,000,pase,pase,Fue afectada por plagas y/o enfermedades,pase,pase,pase,pase,pase,
2015.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00427,00030,0003,,Completa,Sierra,SIERRA NORTE,79.025,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MAIZ AMARILLO DURO,2107.0,1.0,12,2014.0,0.0,100,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00427,00032,0004,,Completa,Sierra,SIERRA NORTE,79.025,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,YUCA,2620.0,1.0,7,2014.0,0.0,025,pase,pase,Fue afectada por plagas y/o enfermedades,pase,pase,pase,pase,pase,
2015.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00434,00077,0008,,Completa,Sierra,SIERRA NORTE,85.6104166667,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,OLLUCO,2609.0,1.0,11,2014.0,0.0,100,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00434,00114,0011,,Completa,Sierra,SIERRA NORTE,85.6104166667,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,ARVEJA,2901.0,1.0,2,2015.0,0.0,250,pase,pase,Fue afectada por plagas y/o enfermedades,pase,pase,pase,pase,pase,
2015.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00535,00056,0007,,Completa,Sierra,SIERRA NORTE,79.025,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,3.0,OCA,2608.0,1.0,10,2014.0,0.0,200,pase,pase,pase,pase,pase,pase,Fue afectada por sequía,pase,
2015.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00535,00070,0008,,Completa,Sierra,SIERRA NORTE,79.025,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,ARVEJA,2901.0,1.0,4,2014.0,0.0,150,pase,pase,pase,Fue afectada por heladas,pase,pase,pase,Fue afectada por mal manejo del cultivo,
2015.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00535,00070,0008,,Completa,Sierra,SIERRA NORTE,79.025,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,2.0,PAPA AMARILLA,2611.0,1.0,4,2014.0,0.0,050,pase,pase,pase,pase,pase,pase,Fue afectada por sequía,pase,
2015.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00535,00099,0011,,Completa,Sierra,SIERRA NORTE,79.025,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,2.0,PAPA BLANCA,2612.0,1.0,3,2014.0,0.0,150,pase,pase,pase,pase,pase,pase,Fue afectada por sequía,pase,
2015.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00535,00124,0013,,Completa,Sierra,SIERRA NORTE,79.025,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,PAPA BLANCA,2612.0,1.0,2,2015.0,0.0,500,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
