ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,ESTRATO,RESFIN,REGION,Dominio,FACTOR,CODIGO,P102_1,P102_2,P224A_N,P224B_NOM,P224B_COD,P224B_TIPO,P224C_MES,P224C_ANIO,P224D_SUP_1,P224D_SUP_2,P224E_1,P224E_2,P224E_3,P224E_4,P224E_5,P224E_6,P224E_7,P224E_8,OMICAP200_00
2015.0,02,ANCASH,15,PALLASCA,02,BOLOGNESI,08119,00075,0013,,Completa,Sierra,SIERRA CENTRO,147.3920454545,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,2.0,ALFALFA,1401.0,3.0,11,2010.0,0.0,320,pase,pase,pase,pase,pase,pase,Fue afectada por sequía,pase,
2015.0,02,ANCASH,15,PALLASCA,10,SANTA ROSA,08140,00099,0012,,Completa,Sierra,SIERRA CENTRO,126.336038961,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,3.0,MAIZ MORADO,2110.0,1.0,12,2014.0,0.0,250,pase,pase,Fue afectada por plagas y/o enfermedades,pase,pase,pase,pase,pase,
2015.0,02,ANCASH,19,SIHUAS,08,RAGASH,08171,00001,0001,,Completa,Sierra,SIERRA CENTRO,136.0541958042,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,3.0,CEBADA GRANO,2104.0,1.0,8,2014.0,0.0,500,pase,pase,Fue afectada por plagas y/o enfermedades,pase,pase,pase,pase,pase,
2015.0,02,ANCASH,18,SANTA,08,SANTA,08232,00058,0008,,Completa,Costa,COSTA CENTRO,58.8705357143,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,1.0,ZANAHORIA,2344.0,1.0,6,2015.0,0.0,550,pase,pase,pase,pase,Otro,pase,pase,pase,
2015.0,02,ANCASH,18,SANTA,08,SANTA,08232,00058,0008,,Completa,Costa,COSTA CENTRO,58.8705357143,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,4.0,ZANAHORIA,2344.0,1.0,5,2015.0,2.0,000,pase,pase,pase,pase,Otro,pase,pase,pase,
2015.0,02,ANCASH,18,SANTA,01,CHIMBOTE,08235,00090,0011,,Completa,Costa,COSTA CENTRO,63.3990384615,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,ALFALFA,1401.0,3.0,9,2011.0,0.0,010,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,02,ANCASH,18,SANTA,04,MACATE,08276,00060,0007,,Completa,Sierra,SIERRA CENTRO,126.336038961,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,2.0,HABA,2942.0,1.0,3,2014.0,0.0,250,pase,pase,Fue afectada por plagas y/o enfermedades,Fue afectada por heladas,pase,pase,pase,pase,
2015.0,02,ANCASH,18,SANTA,05,MORO,08295,00088,0009,,Completa,Costa,COSTA CENTRO,63.3990384615,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,PACAE,1159.0,2.0,3,2005.0,0.0,008,pase,pase,Fue afectada por plagas y/o enfermedades,pase,pase,pase,pase,pase,
2015.0,02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,08310,00048,0003,,Completa,Costa,COSTA CENTRO,58.8705357143,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,1.0,MARACUYA,2205.0,1.0,8,2014.0,2.0,000,pase,pase,Fue afectada por plagas y/o enfermedades,pase,pase,pase,pase,pase,
2015.0,02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,08310,00170,0013,,Completa,Costa,COSTA CENTRO,58.8705357143,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,1.0,MANGO,1147.0,2.0,3,2004.0,2.0,000,pase,pase,Fue afectada por plagas y/o enfermedades,pase,pase,pase,pase,pase,
2015.0,02,ANCASH,12,HUAYLAS,01,CARAZ,08384,00109,0009,,Completa,Sierra,SIERRA CENTRO,126.336038961,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,FRIJOL PANAMITO,2929.0,1.0,12,2014.0,1200.0,000,pase,pase,pase,Fue afectada por heladas,pase,pase,pase,pase,
2015.0,02,ANCASH,16,POMABAMBA,04,QUINUABAMBA,08442,00021,0003,,Completa,Sierra,SIERRA CENTRO,160.791322314,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,6.0,ARVEJA,2901.0,1.0,11,2014.0,0.0,030,pase,pase,Fue afectada por plagas y/o enfermedades,pase,pase,pase,pase,pase,
2015.0,02,ANCASH,16,POMABAMBA,04,QUINUABAMBA,08443,00066,0007,,Completa,Sierra,SIERRA CENTRO,147.3920454545,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,3.0,OCA,2608.0,1.0,12,2014.0,2946.0,000,pase,pase,pase,pase,pase,pase,pase,Fue afectada por mal manejo del cultivo,
2015.0,02,ANCASH,13,MARISCAL LUZURIAGA,02,CASCA,08496,00044,0004,,Completa,Sierra,SIERRA CENTRO,126.336038961,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,PAPA BLANCA,2612.0,1.0,9,2014.0,500.0,000,pase,Fue afectada por inundaciones,Fue afectada por plagas y/o enfermedades,Fue afectada por heladas,pase,pase,pase,pase,
2015.0,02,ANCASH,13,MARISCAL LUZURIAGA,02,CASCA,08496,00095,0010,,Incompleta,Sierra,SIERRA CENTRO,126.336038961,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,6.0,MAIZ AMILACEO,2108.0,1.0,10,2014.0,500.0,000,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,02,ANCASH,13,MARISCAL LUZURIAGA,02,CASCA,08501,00070,0011,,Completa,Sierra,SIERRA CENTRO,136.0541958042,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,3.0,MAIZ AMILACEO,2108.0,1.0,10,2014.0,850.0,000,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,02,ANCASH,20,YUNGAY,01,YUNGAY,08593,00099,0012,,Completa,Sierra,SIERRA CENTRO,126.336038961,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,2.0,FRIJOL LECHE,2923.0,1.0,9,2014.0,800.0,000,pase,pase,Fue afectada por plagas y/o enfermedades,pase,pase,pase,pase,pase,
2015.0,02,ANCASH,20,YUNGAY,01,YUNGAY,08593,00099,0012,,Completa,Sierra,SIERRA CENTRO,126.336038961,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,4.0,MELOCOTONERO,1152.0,2.0,8,2005.0,250.0,000,pase,pase,pase,pase,pase,pase,pase,Fue afectada por mal manejo del cultivo,
2015.0,02,ANCASH,20,YUNGAY,06,RANRAHIRCA,08623,00006,0001,,Completa,Sierra,SIERRA CENTRO,136.0541958042,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,3.0,ARVEJA,2901.0,1.0,2,2014.0,1000.0,000,pase,Fue afectada por inundaciones,pase,Fue afectada por heladas,pase,pase,pase,pase,
2015.0,02,ANCASH,08,CASMA,02,BUENA VISTA ALTA,08710,00018,0002,,Completa,Costa,COSTA CENTRO,58.8705357143,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,LENTEJA,2944.0,1.0,3,2015.0,0.0,500,pase,pase,pase,pase,pase,pase,Fue afectada por sequía,pase,
2015.0,02,ANCASH,08,CASMA,02,BUENA VISTA ALTA,08710,00061,0006,,Completa,Costa,COSTA CENTRO,58.8705357143,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,3.0,LENTEJA,2944.0,1.0,4,2015.0,0.0,750,pase,pase,pase,pase,pase,pase,Fue afectada por sequía,pase,
2015.0,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,08809,00003,0001,,Completa,Sierra,SIERRA CENTRO,136.0541958042,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,4.0,PAPA BLANCA,2612.0,1.0,10,2014.0,200.0,000,pase,pase,Fue afectada por plagas y/o enfermedades,pase,pase,pase,pase,pase,
2015.0,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,08809,00069,0009,,Completa,Sierra,SIERRA CENTRO,136.0541958042,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,4.0,LINAZA,2819.0,1.0,12,2014.0,200.0,000,pase,pase,pase,Fue afectada por heladas,pase,pase,pase,pase,
2015.0,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,08809,00096,0012,,Completa,Sierra,SIERRA CENTRO,136.0541958042,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,6.0,MAIZ AMILACEO,2108.0,1.0,11,2013.0,0.0,070,pase,pase,pase,pase,pase,pase,pase,Fue afectada por mal manejo del cultivo,
2015.0,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,08809,00096,0012,,Completa,Sierra,SIERRA CENTRO,136.0541958042,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,7.0,MAIZ AMILACEO,2108.0,1.0,11,2013.0,0.0,070,pase,pase,pase,pase,pase,pase,pase,Fue afectada por mal manejo del cultivo,
2015.0,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,08809,00107,0014,,Completa,Sierra,SIERRA CENTRO,136.0541958042,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,8.0,MAIZ AMILACEO,2108.0,1.0,10,2014.0,68.0,000,pase,pase,Fue afectada por plagas y/o enfermedades,pase,pase,pase,pase,pase,
2015.0,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,08819,00067,0009,,Completa,Sierra,SIERRA CENTRO,126.336038961,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,PAPA BLANCA,2612.0,1.0,9,2014.0,1100.0,000,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,08819,00084,0012,,Completa,Sierra,SIERRA CENTRO,126.336038961,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,4.0,ARVEJA,2901.0,1.0,8,2014.0,100.0,000,pase,pase,Fue afectada por plagas y/o enfermedades,Fue afectada por heladas,pase,pase,pase,pase,
2015.0,02,ANCASH,06,CARHUAZ,10,TINCO,08982,00111,0012,,Completa,Sierra,SIERRA CENTRO,136.0541958042,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,ARVEJA,2901.0,1.0,5,2014.0,0.0,100,pase,pase,Fue afectada por plagas y/o enfermedades,pase,pase,pase,pase,pase,
2015.0,02,ANCASH,06,CARHUAZ,02,ACOPAMPA,09067,00033,0006,,Completa,Sierra,SIERRA CENTRO,126.336038961,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,1.0,MAIZ CHOCLO,2109.0,1.0,7,2014.0,700.0,000,pase,pase,Fue afectada por plagas y/o enfermedades,pase,pase,pase,pase,pase,
2015.0,02,ANCASH,04,ASUNCION,02,ACOCHACA,09147,00006,0002,,Completa,Sierra,SIERRA CENTRO,136.0541958042,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,HABA,2942.0,1.0,11,2014.0,473.0,000,pase,pase,pase,pase,pase,pase,pase,Fue afectada por mal manejo del cultivo,
2015.0,02,ANCASH,07,CARLOS FERMIN FITZCARRALD,01,SAN LUIS,09166,00075,0007,,Completa,Sierra,SIERRA CENTRO,160.791322314,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,4.0,TRIGO,2113.0,1.0,12,2014.0,2000.0,000,pase,pase,pase,pase,pase,Fue afectada por granizadas,pase,pase,
2015.0,02,ANCASH,07,CARLOS FERMIN FITZCARRALD,03,YAUYA,09204,00015,0002,,Completa,Sierra,SIERRA CENTRO,126.336038961,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,2.0,TRIGO,2113.0,1.0,1,2014.0,600.0,000,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,02,ANCASH,10,HUARI,14,SAN MARCOS,09354,00084,0010,,Completa,Sierra,SIERRA CENTRO,126.336038961,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,2.0,MAIZ AMILACEO,2108.0,1.0,10,2014.0,120.0,000,pase,pase,pase,pase,pase,pase,Fue afectada por sequía,pase,
2015.0,10,HUÁNUCO,07,MARAÑON,02,CHOLON,09593,00145,0006,,Completa,Sierra,SIERRA CENTRO,75.9770723104,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CACAO,1202.0,3.0,9,2011.0,0.0,750,pase,pase,Fue afectada por plagas y/o enfermedades,pase,pase,pase,pase,Fue afectada por mal manejo del cultivo,
2015.0,10,HUÁNUCO,05,HUAMALIES,07,MONZON,09653,00003,0001,,Completa,Sierra,SIERRA CENTRO,75.9770723104,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,COCA,1209.0,2.0,2,2013.0,2.0,000,pase,pase,pase,pase,pase,pase,pase,Fue afectada por mal manejo del cultivo,
2015.0,10,HUÁNUCO,05,HUAMALIES,07,MONZON,09653,00071,0007,,Completa,Sierra,SIERRA CENTRO,75.9770723104,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CAFE PERGAMINO,1203.0,2.0,9,2011.0,3.0,000,pase,pase,Fue afectada por plagas y/o enfermedades,pase,pase,pase,pase,pase,
2015.0,10,HUÁNUCO,05,HUAMALIES,04,JACAS GRANDE,09672,00049,0003,,Completa,Sierra,SIERRA CENTRO,75.9770723104,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,ARVEJA,2901.0,1.0,1,2015.0,0.0,013,pase,pase,Fue afectada por plagas y/o enfermedades,pase,pase,pase,pase,pase,
2015.0,10,HUÁNUCO,05,HUAMALIES,04,JACAS GRANDE,09672,00159,0013,,Completa,Sierra,SIERRA CENTRO,75.9770723104,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,3.0,ARVEJA,2901.0,1.0,12,2014.0,0.0,010,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,10,HUÁNUCO,05,HUAMALIES,04,JACAS GRANDE,09677,00003,0001,,Completa,Sierra,SIERRA CENTRO,75.9770723104,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,HABA,2942.0,1.0,12,2014.0,0.0,250,pase,pase,pase,Fue afectada por heladas,pase,pase,pase,pase,
2015.0,10,HUÁNUCO,05,HUAMALIES,04,JACAS GRANDE,09677,00085,0013,,Completa,Sierra,SIERRA CENTRO,75.9770723104,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,2.0,HABA,2942.0,1.0,8,2014.0,0.0,250,pase,pase,Fue afectada por plagas y/o enfermedades,pase,pase,pase,pase,pase,
2015.0,10,HUÁNUCO,05,HUAMALIES,06,MIRAFLORES,09707,00103,0008,,Completa,Sierra,SIERRA CENTRO,75.9770723104,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,2.0,PAPA NATIVA,2615.0,1.0,10,2014.0,0.0,116,pase,pase,pase,Fue afectada por heladas,pase,pase,pase,pase,
2015.0,10,HUÁNUCO,05,HUAMALIES,01,LLATA,09737,00001,0001,,Completa,Sierra,SIERRA CENTRO,75.9770723104,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,1.0,PAPA BLANCA,2612.0,1.0,11,2014.0,0.0,069,pase,pase,pase,Fue afectada por heladas,pase,pase,pase,pase,
2015.0,10,HUÁNUCO,05,HUAMALIES,01,LLATA,09739,00001,0001,,Completa,Sierra,SIERRA CENTRO,75.9770723104,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,TRIGO,2113.0,1.0,11,2014.0,0.0,120,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,10,HUÁNUCO,06,LEONCIO PRADO,04,JOSE CRESPO Y CASTILLO,09754,00017,0003,,Completa,Selva,SELVA,158.5873015873,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MAIZ AMARILLO DURO,2107.0,1.0,6,2015.0,0.0,120,pase,pase,Fue afectada por plagas y/o enfermedades,pase,pase,pase,pase,pase,
2015.0,10,HUÁNUCO,06,LEONCIO PRADO,04,JOSE CRESPO Y CASTILLO,09754,00019,0004,,Completa,Selva,SELVA,158.5873015873,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MAIZ AMARILLO DURO,2107.0,1.0,8,2014.0,1.0,000,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,10,HUÁNUCO,06,LEONCIO PRADO,04,JOSE CRESPO Y CASTILLO,09754,00019,0004,,Completa,Selva,SELVA,158.5873015873,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,COCONA,1127.0,2.0,7,2014.0,0.0,500,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,10,HUÁNUCO,06,LEONCIO PRADO,02,DANIEL ALOMIAS ROBLES,09825,00103,0013,,Completa,Selva,SELVA,158.5873015873,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CAFE PERGAMINO,1203.0,2.0,1,1991.0,0.0,250,pase,pase,Fue afectada por plagas y/o enfermedades,pase,pase,pase,pase,pase,
2015.0,10,HUÁNUCO,09,PUERTO INCA,03,HONORIA,09862,00100,0010,,Completa,Selva,SELVA,158.5873015873,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CACAO,1202.0,3.0,9,2006.0,4.0,000,"Fue afectada por huaycos, deslizamientos o derrumbes",Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,10,HUÁNUCO,09,PUERTO INCA,03,HONORIA,09862,00100,0010,,Completa,Selva,SELVA,158.5873015873,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MAIZ AMARILLO DURO,2107.0,1.0,10,2014.0,3.0,000,"Fue afectada por huaycos, deslizamientos o derrumbes",Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,10,HUÁNUCO,09,PUERTO INCA,03,HONORIA,09862,00100,0010,,Completa,Selva,SELVA,158.5873015873,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,PLATANO,1171.0,3.0,11,2013.0,5.0,000,"Fue afectada por huaycos, deslizamientos o derrumbes",Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,10,HUÁNUCO,09,PUERTO INCA,03,HONORIA,09862,00100,0010,,Completa,Selva,SELVA,158.5873015873,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,PAPAYA,1163.0,2.0,5,2014.0,7.0,000,"Fue afectada por huaycos, deslizamientos o derrumbes",Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,10,HUÁNUCO,09,PUERTO INCA,03,HONORIA,09862,00107,0011,,Completa,Selva,SELVA,158.5873015873,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MAIZ AMARILLO DURO,2107.0,1.0,4,2014.0,3.0,000,"Fue afectada por huaycos, deslizamientos o derrumbes",Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,10,HUÁNUCO,09,PUERTO INCA,03,HONORIA,09862,00107,0011,,Completa,Selva,SELVA,158.5873015873,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,PAPAYA,1163.0,2.0,9,2013.0,4.0,000,"Fue afectada por huaycos, deslizamientos o derrumbes",Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,10,HUÁNUCO,09,PUERTO INCA,03,HONORIA,09862,00107,0011,,Completa,Selva,SELVA,158.5873015873,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,PLATANO,1171.0,3.0,9,2013.0,3.0,000,"Fue afectada por huaycos, deslizamientos o derrumbes",Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,10,HUÁNUCO,09,PUERTO INCA,03,HONORIA,09862,00118,0013,,Completa,Selva,SELVA,158.5873015873,Pequeños y medianos productores/as agropecuarios/as,Agrícola,pase,1.0,MAIZ AMARILLO DURO,2107.0,1.0,9,2014.0,1.0,000,pase,Fue afectada por inundaciones,Fue afectada por plagas y/o enfermedades,pase,pase,pase,pase,Fue afectada por mal manejo del cultivo,
2015.0,10,HUÁNUCO,08,PACHITEA,04,UMARI,09921,00013,0002,,Completa,Sierra,SIERRA CENTRO,75.9770723104,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,ARVEJA,2901.0,1.0,3,2014.0,0.0,315,pase,pase,Fue afectada por plagas y/o enfermedades,pase,pase,pase,pase,pase,
2015.0,10,HUÁNUCO,08,PACHITEA,04,UMARI,09921,00013,0002,,Completa,Sierra,SIERRA CENTRO,75.9770723104,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,2.0,MAIZ AMARILLO DURO,2107.0,1.0,11,2013.0,0.0,063,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,10,HUÁNUCO,08,PACHITEA,04,UMARI,09921,00024,0003,,Completa,Sierra,SIERRA CENTRO,75.9770723104,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,ARVEJA,2901.0,1.0,6,2014.0,0.0,125,pase,pase,Fue afectada por plagas y/o enfermedades,pase,pase,pase,pase,pase,
2015.0,10,HUÁNUCO,08,PACHITEA,04,UMARI,09921,00092,0014,,Completa,Sierra,SIERRA CENTRO,75.9770723104,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,MAIZ AMARILLO DURO,2107.0,1.0,11,2013.0,0.0,250,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,10,HUÁNUCO,08,PACHITEA,01,PANAO,09972,00142,0014,,Completa,Sierra,SIERRA CENTRO,75.9770723104,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,PAPA BLANCA,2612.0,1.0,7,2014.0,0.0,012,pase,pase,pase,pase,pase,pase,pase,Fue afectada por mal manejo del cultivo,
2015.0,10,HUÁNUCO,01,HUANUCO,03,CHINCHAO,10025,00080,0008,,Completa,Sierra,SIERRA CENTRO,81.8214624881,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,2.0,PAPA BLANCA,2612.0,1.0,3,2015.0,0.0,100,pase,pase,Fue afectada por plagas y/o enfermedades,pase,pase,pase,pase,pase,
2015.0,10,HUÁNUCO,01,HUANUCO,09,SANTA MARIA DEL VALLE,10071,00047,0007,,Completa,Sierra,SIERRA CENTRO,75.9770723104,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,COL,2319.0,1.0,3,2014.0,0.0,500,pase,pase,Fue afectada por plagas y/o enfermedades,Fue afectada por heladas,pase,pase,pase,pase,
2015.0,10,HUÁNUCO,01,HUANUCO,06,QUISQUI,10096,00046,0008,,Completa,Sierra,SIERRA CENTRO,75.9770723104,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,2.0,ARVEJA,2901.0,1.0,12,2014.0,0.0,750,pase,pase,Fue afectada por plagas y/o enfermedades,pase,pase,pase,pase,pase,
2015.0,10,HUÁNUCO,01,HUANUCO,06,QUISQUI,10098,00117,0005,,Completa,Sierra,SIERRA CENTRO,75.9770723104,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,QUINUA,2111.0,1.0,12,2014.0,0.0,250,pase,Fue afectada por inundaciones,pase,pase,pase,pase,pase,pase,
2015.0,10,HUÁNUCO,01,HUANUCO,07,SAN FRANCISCO DE CAYRAN,10143,00061,0005,,Completa,Sierra,SIERRA CENTRO,75.9770723104,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,ARRACACHA,2602.0,1.0,9,2014.0,0.0,250,pase,pase,Fue afectada por plagas y/o enfermedades,pase,pase,pase,pase,pase,
2015.0,10,HUÁNUCO,01,HUANUCO,07,SAN FRANCISCO DE CAYRAN,10143,00061,0005,,Completa,Sierra,SIERRA CENTRO,75.9770723104,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,YUCA,2620.0,1.0,5,2014.0,0.0,250,"Fue afectada por huaycos, deslizamientos o derrumbes",pase,pase,pase,pase,pase,pase,pase,
2015.0,10,HUÁNUCO,03,DOS DE MAYO,07,CHUQUIS,10193,00026,0004,,Completa,Sierra,SIERRA CENTRO,75.9770723104,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,2.0,OCA,2608.0,1.0,8,2014.0,0.0,010,pase,pase,pase,Fue afectada por heladas,pase,pase,pase,pase,
2015.0,10,HUÁNUCO,03,DOS DE MAYO,22,SILLAPATA,10210,00040,0004,,Completa,Sierra,SIERRA CENTRO,81.8214624881,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,PAPA BLANCA,2612.0,1.0,8,2014.0,0.0,250,pase,pase,Fue afectada por plagas y/o enfermedades,pase,pase,Fue afectada por granizadas,pase,pase,
2015.0,10,HUÁNUCO,03,DOS DE MAYO,22,SILLAPATA,10210,00040,0004,,Completa,Sierra,SIERRA CENTRO,81.8214624881,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,AVENA FORRAJERA,2701.0,1.0,3,2015.0,0.0,100,pase,pase,pase,pase,pase,pase,Fue afectada por sequía,pase,
2015.0,10,HUÁNUCO,03,DOS DE MAYO,22,SILLAPATA,10210,00040,0004,,Completa,Sierra,SIERRA CENTRO,81.8214624881,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,RYE GRASS,1476.0,3.0,11,2014.0,0.0,250,pase,pase,pase,Fue afectada por heladas,pase,Fue afectada por granizadas,pase,pase,
2015.0,10,HUÁNUCO,03,DOS DE MAYO,22,SILLAPATA,10210,00040,0004,,Completa,Sierra,SIERRA CENTRO,81.8214624881,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,HABA,2942.0,1.0,10,2014.0,0.0,125,pase,pase,Fue afectada por plagas y/o enfermedades,pase,pase,pase,pase,pase,
2015.0,10,HUÁNUCO,11,YAROWILCA,04,APARICIO POMARES,10241,00012,0001,,Completa,Sierra,SIERRA CENTRO,75.9770723104,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,HABA,2942.0,1.0,8,2013.0,0.0,250,pase,pase,Fue afectada por plagas y/o enfermedades,Fue afectada por heladas,pase,pase,pase,pase,
2015.0,10,HUÁNUCO,11,YAROWILCA,04,APARICIO POMARES,10241,00012,0001,,Completa,Sierra,SIERRA CENTRO,75.9770723104,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,1.0,CEBADA GRANO,2104.0,1.0,2,2014.0,0.0,250,pase,pase,Fue afectada por plagas y/o enfermedades,Fue afectada por heladas,pase,pase,pase,pase,
2015.0,10,HUÁNUCO,11,YAROWILCA,04,APARICIO POMARES,10241,00014,0002,,Completa,Sierra,SIERRA CENTRO,75.9770723104,Pequeños y medianos productores/as agropecuarios/as,Agrícola,Pecuaria,2.0,HABA,2942.0,1.0,9,2014.0,0.0,480,pase,pase,Fue afectada por plagas y/o enfermedades,pase,pase,pase,pase,pase,
