UBIGEO,ANIO,CCDD,NOMBREDD,CCPP,NOMBREPP,CCDI,NOMBREDI,CONGLOME,REGION,CODIGO,ZONA,X,Y,LONGITUD,LATITUD,ALTITUD
090109,2014.0,09,HUANCAVELICA,01,HUANCAVELICA,09,LARIA,13339,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,497102.0,8612918.0,-75.0266801824,-12.5473692503,3867.0
090114,2014.0,09,HUANCAVELICA,01,HUANCAVELICA,14,PALCA,13410,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,503491.0,8603105.0,-74.9678523503,-12.6361108837,4004.0
090117,2014.0,09,HUANCAVELICA,01,HUANCAVELICA,17,YAULI,13444,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,527847.0,8577701.0,-74.7433450398,-12.865712543,4060.0
090119,2014.0,09,HUANCAVELICA,01,HUANCAVELICA,19,HUANDO,13363,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,506779.0,8608706.0,-74.9375919931,-12.5854496893,3714.0
090119,2014.0,09,HUANCAVELICA,01,HUANCAVELICA,19,HUANDO,13358,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,502392.0,8616245.0,-74.9779868463,-12.5172847848,3420.0
090201,2014.0,09,HUANCAVELICA,02,ACOBAMBA,01,ACOBAMBA,13195,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,543971.0,8577574.0,-74.5947366421,-12.8666731461,3269.0
090201,2014.0,09,HUANCAVELICA,02,ACOBAMBA,01,ACOBAMBA,13186,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,546872.0,8581560.0,-74.5680613073,-12.8305808493,3494.0
090201,2014.0,09,HUANCAVELICA,02,ACOBAMBA,01,ACOBAMBA,13177,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,549555.0,8583448.0,-74.5433634871,-12.8134722647,3537.0
090202,2014.0,09,HUANCAVELICA,02,ACOBAMBA,02,ANDABAMBA,13146,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,537341.0,8595897.0,-74.656070473,-12.7010711877,4052.0
090202,2014.0,09,HUANCAVELICA,02,ACOBAMBA,02,ANDABAMBA,13145,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,542658.0,8597275.0,-74.6071135354,-12.6885349882,3282.0
090203,2014.0,09,HUANCAVELICA,02,ACOBAMBA,03,ANTA,13172,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,540539.0,8582034.0,-74.6264260994,-12.8263836202,3605.0
090206,2014.0,09,HUANCAVELICA,02,ACOBAMBA,06,PAUCARA,13127,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,536176.0,8591205.0,-74.6667374618,-12.7435086613,3781.0
090206,2014.0,09,HUANCAVELICA,02,ACOBAMBA,06,PAUCARA,13137,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,525061.0,8589911.0,-74.7691216922,-12.7553193772,3938.0
090207,2014.0,09,HUANCAVELICA,02,ACOBAMBA,07,POMACOCHA,13208,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,549816.0,8576095.0,-74.5408407575,-12.8799565514,3087.0
090207,2014.0,09,HUANCAVELICA,02,ACOBAMBA,07,POMACOCHA,13207,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,550716.0,8577824.0,-74.5325786344,-12.8643100817,3363.0
090207,2014.0,09,HUANCAVELICA,02,ACOBAMBA,07,POMACOCHA,13202,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,550368.0,8580581.0,-74.5358260705,-12.8393808769,3608.0
090208,2014.0,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,13149,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,546492.0,8593399.0,-74.5717460456,-12.723532946,2952.0
090301,2014.0,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13286,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,521798.0,8560598.0,-74.7989717443,-13.0204123775,3758.0
090301,2014.0,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13277,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,527433.0,8561427.0,-74.7470104671,-13.0128728726,3458.0
090301,2014.0,09,HUANCAVELICA,03,ANGARAES,01,LIRCAY,13272,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,532112.0,8563308.0,-74.7038816498,-12.9958154107,3889.0
090302,2014.0,09,HUANCAVELICA,03,ANGARAES,02,ANCHONGA,13234,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,530080.0,8569886.0,-74.7226873967,-12.936358032,3545.0
090302,2014.0,09,HUANCAVELICA,03,ANGARAES,02,ANCHONGA,13229,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,534750.0,8575523.0,-74.6797020095,-12.8853359631,3732.0
090302,2014.0,09,HUANCAVELICA,03,ANGARAES,02,ANCHONGA,13228,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,534905.0,8577614.0,-74.6782914716,-12.8664289392,3660.0
090305,2014.0,09,HUANCAVELICA,03,ANGARAES,05,CHINCHO,13252,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,572701.0,8566401.0,-74.3296824526,-12.9671593816,2753.0
090306,2014.0,09,HUANCAVELICA,03,ANGARAES,06,CONGALLA,13243,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,550812.0,8570219.0,-74.5315675862,-12.9330742928,3401.0
090309,2014.0,09,HUANCAVELICA,03,ANGARAES,09,JULCAMARCA,13256,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,560474.0,8560448.0,-74.4422924347,-13.0212516675,3330.0
090311,2014.0,09,HUANCAVELICA,03,ANGARAES,11,SANTO TOMAS DE PATA,13262,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,561843.0,8549114.0,-74.4294328873,-13.1237105797,3320.0
090312,2014.0,09,HUANCAVELICA,03,ANGARAES,12,SECCLLA,13263,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,549904.0,8558371.0,-74.5397363552,-13.0402266684,4189.0
090504,2014.0,09,HUANCAVELICA,05,CHURCAMPA,04,EL CARMEN,13094,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,554493.0,8600800.0,-74.4981772671,-12.6564818107,4220.0
090506,2014.0,09,HUANCAVELICA,05,CHURCAMPA,06,LOCROJA,13103,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,561123.0,8592656.0,-74.4369584617,-12.7300026923,3508.0
090508,2014.0,09,HUANCAVELICA,05,CHURCAMPA,08,SAN MIGUEL DE MAYOCC,13121,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,562864.0,8586119.0,-74.420788675,-12.7890798042,2793.0
090509,2014.0,09,HUANCAVELICA,05,CHURCAMPA,09,SAN PEDRO DE CORIS,13092,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,564822.0,8608918.0,-74.4032333493,-12.5828731642,3131.0
090510,2014.0,09,HUANCAVELICA,05,CHURCAMPA,10,PACHAMARCA,13066,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,555492.0,8613648.0,-74.4892102251,-12.540280663,4217.0
090501,2014.0,09,HUANCAVELICA,05,CHURCAMPA,01,CHURCAMPA,13113,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,570464.0,8591632.0,-74.3508923056,-12.7390604839,2971.0
090501,2014.0,09,HUANCAVELICA,05,CHURCAMPA,01,CHURCAMPA,13106,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,562979.0,8598497.0,-74.4199822571,-12.6771505848,4098.0
090502,2014.0,09,HUANCAVELICA,05,CHURCAMPA,02,ANCO,13088,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,551880.0,8597004.0,-74.5221707746,-12.690850279,3593.0
090502,2014.0,09,HUANCAVELICA,05,CHURCAMPA,02,ANCO,13084,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,547875.0,8598500.0,-74.5590844302,-12.6773897736,3082.0
090503,2014.0,09,HUANCAVELICA,05,CHURCAMPA,03,CHINCHIHUASI,13060,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,544045.0,8618888.0,-74.5946431083,-12.4930821525,3825.0
090510,2014.0,09,HUANCAVELICA,05,CHURCAMPA,10,PACHAMARCA,13063,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,557238.0,8619131.0,-74.4732347755,-12.490670518,4157.0
090601,2014.0,09,HUANCAVELICA,06,HUAYTARA,01,HUAYTARA,13502,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,450826.0,8486726.0,-75.4547433675,-13.6880569323,3183.0
090607,2014.0,09,HUANCAVELICA,06,HUAYTARA,07,PILPICHACA,13496,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,505388.0,8533829.0,-74.9502605531,-13.262546025,4564.0
090608,2014.0,09,HUANCAVELICA,06,HUAYTARA,08,QUERCO,13525,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,516103.0,8455070.0,-74.8509037057,-13.9746660637,4182.0
090609,2014.0,09,HUANCAVELICA,06,HUAYTARA,09,QUITO-ARMA,13488,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,461717.0,8502898.0,-75.3538106995,-13.5419954076,3191.0
090610,2014.0,09,HUANCAVELICA,06,HUAYTARA,10,SAN ANTONIO DE CUSICANCHA,13491,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,474409.0,8515206.0,-75.2364048453,-13.4308462875,4121.0
090613,2014.0,09,HUANCAVELICA,06,HUAYTARA,13,SANTIAGO DE CHOCORVOS,13512,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,476626.0,8465512.0,-75.2163357678,-13.8801986435,3759.0
090613,2014.0,09,HUANCAVELICA,06,HUAYTARA,13,SANTIAGO DE CHOCORVOS,13509,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,484022.0,8478289.0,-75.1478095537,-13.7647221946,3989.0
090701,2014.0,09,HUANCAVELICA,07,TAYACAJA,01,PAMPAS,13042,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,512768.0,8638651.0,-74.8825694672,-12.3146387475,3462.0
090703,2014.0,09,HUANCAVELICA,07,TAYACAJA,03,ACRAQUIA,13024,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,506015.0,8633068.0,-74.9446688694,-12.3651449026,3908.0
090704,2014.0,09,HUANCAVELICA,07,TAYACAJA,04,AHUAYCHA,13035,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,512426.0,8627940.0,-74.8856755307,-12.4114987833,3555.0
090704,2014.0,09,HUANCAVELICA,07,TAYACAJA,04,AHUAYCHA,13031,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,508471.0,8639614.0,-74.9220913912,-12.305945952,3619.0
090705,2014.0,09,HUANCAVELICA,07,TAYACAJA,05,COLCABAMBA,12955,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,534596.0,8629741.0,-74.6817236211,-12.3950485681,2774.0
090706,2014.0,09,HUANCAVELICA,07,TAYACAJA,06,DANIEL HERNANDEZ,12983,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,519573.0,8639887.0,-74.8199946022,-12.303423366,2385.0
090709,2014.0,09,HUANCAVELICA,07,TAYACAJA,09,HUARIBAMBA,12999,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,500954.0,8643728.0,-74.9912271304,-12.2687512711,3716.0
090710,2014.0,09,HUANCAVELICA,07,TAYACAJA,10,ÑAHUIMPUQUIO,13016,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,488987.0,8637560.0,-75.1012886038,-12.3245107278,4277.0
090711,2014.0,09,HUANCAVELICA,07,TAYACAJA,11,PAZOS,13012,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,500123.0,8639315.0,-74.998871471,-12.3086630558,3784.0
090711,2014.0,09,HUANCAVELICA,07,TAYACAJA,11,PAZOS,13006,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,492932.0,8646812.0,-75.0649832766,-12.240854334,3952.0
090713,2014.0,09,HUANCAVELICA,07,TAYACAJA,13,QUISHUAR,12981,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,525344.0,8644594.0,-74.7669583556,-12.2608255709,2421.0
090714,2014.0,09,HUANCAVELICA,07,TAYACAJA,14,SALCABAMBA,12914,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,521412.0,8646820.0,-74.8031338872,-12.2407217252,3142.0
090715,2014.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12924,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,527652.0,8656059.0,-74.7458327614,-12.1571208112,2688.0
090715,2014.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12923,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,528640.0,8658608.0,-74.7367801121,-12.1340647591,2921.0
090716,2014.0,09,HUANCAVELICA,07,TAYACAJA,16,SAN MARCOS DE ROCCHAC,12908,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,513779.0,8658413.0,-74.8733564426,-12.135925956,3717.0
090716,2014.0,09,HUANCAVELICA,07,TAYACAJA,16,SAN MARCOS DE ROCCHAC,12909,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,516816.0,8659556.0,-74.8454568065,-12.1255768069,3677.0
090717,2014.0,09,HUANCAVELICA,07,TAYACAJA,17,SURCUBAMBA,12929,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,541462.0,8657178.0,-74.6189157829,-12.1468607773,3856.0
090718,2014.0,09,HUANCAVELICA,07,TAYACAJA,18,TINTAY PUNCU,12942,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,544402.0,8646892.0,-74.591749876,-12.2398326074,4027.0
090718,2014.0,09,HUANCAVELICA,07,TAYACAJA,18,TINTAY PUNCU,12940,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,561112.0,8651269.0,-74.43820076,-12.1999824866,2321.0
090112,2014.0,09,HUANCAVELICA,01,HUANCAVELICA,12,MOYA,13298,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,486607.0,8626902.0,-75.1232214416,-12.4208826279,4118.0
101002,2014.0,10,HUÁNUCO,10,LAURICOCHA,02,BAÑOS,10309,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,303439.0,8885832.0,-76.7936414668,-10.0743195545,4355.0
101005,2014.0,10,HUÁNUCO,10,LAURICOCHA,05,RONDOS,10292,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,318861.0,8899791.0,-76.652318957,-9.94884984359,3538.0
101006,2014.0,10,HUÁNUCO,10,LAURICOCHA,06,SAN FRANCISCO DE ASIS,10304,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,320819.0,8893231.0,-76.6347600435,-10.0082537923,3905.0
101007,2014.0,10,HUÁNUCO,10,LAURICOCHA,07,SAN MIGUEL DE CAURI,10330,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,315417.0,8865918.0,-76.6853212378,-10.2549250835,4010.0
101007,2014.0,10,HUÁNUCO,10,LAURICOCHA,07,SAN MIGUEL DE CAURI,10329,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,324289.0,8867513.0,-76.6042688026,-10.2409160457,3878.0
101007,2014.0,10,HUÁNUCO,10,LAURICOCHA,07,SAN MIGUEL DE CAURI,10324,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,324954.0,8879310.0,-76.5976657379,-10.1342888521,3708.0
101101,2014.0,10,HUÁNUCO,11,YAROWILCA,01,CHAVINILLO,10256,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,327005.0,8906915.0,-76.5777443832,-9.88480105971,3585.0
101101,2014.0,10,HUÁNUCO,11,YAROWILCA,01,CHAVINILLO,10254,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,325063.0,8908402.0,-76.5953906019,-9.87128021308,3724.0
101101,2014.0,10,HUÁNUCO,11,YAROWILCA,01,CHAVINILLO,10258,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,329174.0,8910952.0,-76.5577956985,-9.84839688076,3821.0
101101,2014.0,10,HUÁNUCO,11,YAROWILCA,01,CHAVINILLO,10248,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,325750.0,8916778.0,-76.588759124,-9.79557717325,4000.0
101102,2014.0,10,HUÁNUCO,11,YAROWILCA,02,CAHUAC,10275,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,322061.0,8907602.0,-76.62279293,-9.8783775122,3731.0
101104,2014.0,10,HUÁNUCO,11,YAROWILCA,04,APARICIO POMARES,10236,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,317147.0,8928726.0,-76.6666395447,-9.68717807867,3673.0
101106,2014.0,10,HUÁNUCO,11,YAROWILCA,06,OBAS,10267,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,318369.0,8912871.0,-76.6562146359,-9.83057620093,3609.0
101107,2014.0,10,HUÁNUCO,11,YAROWILCA,07,PAMPAMARCA,10232,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,311983.0,8917447.0,-76.7142146397,-9.78891691889,3869.0
100201,2014.0,10,HUÁNUCO,02,AMBO,01,AMBO,10357,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,374619.0,8870257.0,-76.1447334001,-10.218048751,2883.0
100201,2014.0,10,HUÁNUCO,02,AMBO,01,AMBO,10351,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,375689.0,8873128.0,-76.1348751297,-10.1921190872,3091.0
100201,2014.0,10,HUÁNUCO,02,AMBO,01,AMBO,10346,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,370430.0,8882934.0,-76.1825548768,-10.1032757514,2719.0
100202,2014.0,10,HUÁNUCO,02,AMBO,02,CAYNA,10376,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,349285.0,8867573.0,-76.3760998574,-10.2414244938,4024.0
100202,2014.0,10,HUÁNUCO,02,AMBO,02,CAYNA,10373,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,350392.0,8875647.0,-76.3656778694,-10.1684570656,4135.0
100203,2014.0,10,HUÁNUCO,02,AMBO,03,COLPAS,10381,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,336769.0,8863228.0,-76.4905356195,-10.2801990186,3965.0
100206,2014.0,10,HUÁNUCO,02,AMBO,06,SAN FRANCISCO,10383,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,361200.0,8860713.0,-76.2675707588,-10.3038958806,3518.0
100207,2014.0,10,HUÁNUCO,02,AMBO,07,SAN RAFAEL,10403,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,383517.0,8851719.0,-76.0640691357,-10.385957498,4212.0
100501,2014.0,10,HUÁNUCO,05,HUAMALIES,01,LLATA,09733,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,302813.0,8938643.0,-76.7967719349,-9.59687242013,3922.0
100501,2014.0,10,HUÁNUCO,05,HUAMALIES,01,LLATA,09730,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,305711.0,8942288.0,-76.7702061597,-9.56404859567,3677.0
100503,2014.0,10,HUÁNUCO,05,HUAMALIES,03,CHAVIN DE PARIARCA,09684,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,304627.0,8955996.0,-76.7794374335,-9.44007628633,2965.0
100504,2014.0,10,HUÁNUCO,05,HUAMALIES,04,JACAS GRANDE,09675,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,315422.0,8946565.0,-76.6815652828,-9.52582460911,4208.0
100507,2014.0,10,HUÁNUCO,05,HUAMALIES,07,MONZON,09650,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,345654.0,8976700.0,-76.4051083807,-9.25455985912,1825.0
100507,2014.0,10,HUÁNUCO,05,HUAMALIES,07,MONZON,09658,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,363059.0,8978424.0,-76.2466286432,-9.2395499072,1503.0
100507,2014.0,10,HUÁNUCO,05,HUAMALIES,07,MONZON,09656,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,378190.0,8976478.0,-76.1089566446,-9.25759951316,1216.0
100507,2014.0,10,HUÁNUCO,05,HUAMALIES,07,MONZON,09657,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,370010.0,8975027.0,-76.1834655862,-9.27048940283,1688.0
100508,2014.0,10,HUÁNUCO,05,HUAMALIES,08,PUNCHAO,09701,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,302085.0,8953020.0,-76.8027203606,-9.46686555617,3334.0
100508,2014.0,10,HUÁNUCO,05,HUAMALIES,08,PUNCHAO,09700,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,302311.0,8954730.0,-76.8005838828,-9.45141555413,3175.0
100108,2014.0,10,HUÁNUCO,01,HUANUCO,08,SAN PEDRO DE CHAULAN,10168,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,342956.0,8874957.0,-76.433570683,-10.174407115,4156.0
100509,2014.0,10,HUÁNUCO,05,HUAMALIES,09,PUÑOS,09709,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,290695.0,8952643.0,-76.9064495309,-9.4697200881,3988.0
100606,2014.0,10,HUÁNUCO,06,LEONCIO PRADO,06,MARIANO DAMASO BERAUN,09843,SELVA,Pequeños y medianos productores/as agropecuarios/as,18,394522.0,8967223.0,-75.9605130845,-9.34173084942,1030.0
100604,2014.0,10,HUÁNUCO,06,LEONCIO PRADO,04,JOSE CRESPO Y CASTILLO,09780,SELVA,Pequeños y medianos productores/as agropecuarios/as,18,385567.0,8993363.0,-76.041357852,-9.10510471737,604.0
100601,2014.0,10,HUÁNUCO,06,LEONCIO PRADO,01,RUPA-RUPA,09799,SELVA,Pequeños y medianos productores/as agropecuarios/as,18,392837.0,8971087.0,-75.9757611889,-9.30674766864,786.0
100601,2014.0,10,HUÁNUCO,06,LEONCIO PRADO,01,RUPA-RUPA,09792,SELVA,Pequeños y medianos productores/as agropecuarios/as,18,379851.0,8988727.0,-76.0934993174,-9.1468810697,839.0
100604,2014.0,10,HUÁNUCO,06,LEONCIO PRADO,04,JOSE CRESPO Y CASTILLO,09748,SELVA,Pequeños y medianos productores/as agropecuarios/as,18,390741.0,9028640.0,-75.9934163532,-8.78620483724,995.0
100604,2014.0,10,HUÁNUCO,06,LEONCIO PRADO,04,JOSE CRESPO Y CASTILLO,09761,SELVA,Pequeños y medianos productores/as agropecuarios/as,18,379052.0,9031042.0,-76.0996186839,-8.76418038775,778.0
100101,2014.0,10,HUÁNUCO,01,HUANUCO,01,HUANUCO,10111,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,358324.0,8906010.0,-76.2922000802,-9.8942030461,3056.0
100101,2014.0,10,HUÁNUCO,01,HUANUCO,01,HUANUCO,10107,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,355225.0,8903892.0,-76.3205313626,-9.91324833554,2456.0
100102,2014.0,10,HUÁNUCO,01,HUANUCO,02,AMARILIS,10127,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,368702.0,8898365.0,-76.1978072772,-9.96368448108,2935.0
100102,2014.0,10,HUÁNUCO,01,HUANUCO,02,AMARILIS,10124,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,372382.0,8900058.0,-76.1641830387,-9.94849107249,2935.0
100102,2014.0,10,HUÁNUCO,01,HUANUCO,02,AMARILIS,10117,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,369131.0,8903614.0,-76.1937256979,-9.91623546767,2280.0
100103,2014.0,10,HUÁNUCO,01,HUANUCO,03,CHINCHAO,10016,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,381296.0,8916359.0,-76.0823977728,-9.80136174784,2402.0
100103,2014.0,10,HUÁNUCO,01,HUANUCO,03,CHINCHAO,10015,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,379021.0,8914731.0,-76.1031919312,-9.81601387707,2608.0
100103,2014.0,10,HUÁNUCO,01,HUANUCO,03,CHINCHAO,10011,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,380785.0,8923794.0,-76.0868382466,-9.73411283361,2757.0
100103,2014.0,10,HUÁNUCO,01,HUANUCO,03,CHINCHAO,10009,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,383583.0,8927192.0,-76.0612338345,-9.70346178788,2674.0
100103,2014.0,10,HUÁNUCO,01,HUANUCO,03,CHINCHAO,10002,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,387529.0,8935807.0,-76.0250367009,-9.62565814902,1990.0
100104,2014.0,10,HUÁNUCO,01,HUANUCO,04,CHURUBAMBA,10055,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,379507.0,8908304.0,-76.0989530287,-9.87414859048,2960.0
100104,2014.0,10,HUÁNUCO,01,HUANUCO,04,CHURUBAMBA,10040,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,365411.0,8917186.0,-76.2271945535,-9.79338341117,2946.0
100104,2014.0,10,HUÁNUCO,01,HUANUCO,04,CHURUBAMBA,10043,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,375433.0,8918754.0,-76.1357809055,-9.77952262405,3097.0
100104,2014.0,10,HUÁNUCO,01,HUANUCO,04,CHURUBAMBA,10037,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,365150.0,8922284.0,-76.2294100323,-9.74727825406,3598.0
100104,2014.0,10,HUÁNUCO,01,HUANUCO,04,CHURUBAMBA,10031,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,354313.0,8938007.0,-76.3276321788,-9.60473958606,3801.0
100105,2014.0,10,HUÁNUCO,01,HUANUCO,05,MARGOS,10162,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,329491.0,8891668.0,-76.5557312589,-10.0227646956,4047.0
100109,2014.0,10,HUÁNUCO,01,HUANUCO,09,SANTA MARIA DEL VALLE,10086,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,375432.0,8905453.0,-76.136198925,-9.8998070444,2821.0
100109,2014.0,10,HUÁNUCO,01,HUANUCO,09,SANTA MARIA DEL VALLE,10082,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,371869.0,8909454.0,-76.1685678912,-9.86351666497,1929.0
100109,2014.0,10,HUÁNUCO,01,HUANUCO,09,SANTA MARIA DEL VALLE,10077,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,362107.0,8909572.0,-76.2575735016,-9.86212807338,2670.0
100109,2014.0,10,HUÁNUCO,01,HUANUCO,09,SANTA MARIA DEL VALLE,10061,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,350751.0,8916004.0,-76.3608869515,-9.80356260178,3541.0
100112,2014.0,10,HUÁNUCO,01,HUANUCO,12,"100112,",10154,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,335174.0,8897520.0,-76.5036520824,-9.9700916708,3732.0
100112,2014.0,10,HUÁNUCO,01,HUANUCO,12,"100112,",10150,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,332362.0,8899879.0,-76.5291960277,-9.94864010249,3831.0
100307,2014.0,10,HUÁNUCO,03,DOS DE MAYO,07,CHUQUIS,10198,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,324861.0,8933131.0,-76.5961646025,-9.64768534043,4203.0
100311,2014.0,10,HUÁNUCO,03,DOS DE MAYO,11,MARIAS,10182,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,313831.0,8937474.0,-76.6964579039,-9.60794060309,3637.0
100316,2014.0,10,HUÁNUCO,03,DOS DE MAYO,16,QUIVILLA,10181,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,315724.0,8941094.0,-76.6790554194,-9.57530031839,3912.0
