UBIGEO,ANIO,CCDD,NOMBREDD,CCPP,NOMBREPP,CCDI,NOMBREDI,CONGLOME,REGION,CODIGO,ZONA,X,Y,LONGITUD,LATITUD,ALTITUD
061007,2014.0,06,CAJAMARCA,10,SAN MARCOS,07,JOSE SABOGAL,04722,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,829676.0,9199070.0,-78.0149712211,-7.23608938657,3519.0
061201,2014.0,06,CAJAMARCA,12,SAN PABLO,01,SAN PABLO,03761,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,741081.0,9219213.0,-78.8175420793,-7.05856254129,2846.0
060310,2014.0,06,CAJAMARCA,03,CELENDIN,10,SUCRE,04629,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,811714.0,9215436.0,-78.1783788085,-7.08925509917,3672.0
060305,2014.0,06,CAJAMARCA,03,CELENDIN,05,JORGE CHAVEZ,04656,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,820811.0,9234178.0,-78.0971565462,-6.91943555926,2922.0
060302,2014.0,06,CAJAMARCA,03,CELENDIN,02,CHUMUCH,04310,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,810105.0,9279737.0,-78.196304095,-6.50837617132,1759.0
060301,2014.0,06,CAJAMARCA,03,CELENDIN,01,CELENDIN,04365,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,816290.0,9241934.0,-78.1384463984,-6.84960265871,2661.0
060301,2014.0,06,CAJAMARCA,03,CELENDIN,01,CELENDIN,04352,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,815441.0,9243746.0,-78.1462218527,-6.8332804506,2569.0
060304,2014.0,06,CAJAMARCA,03,CELENDIN,04,HUASMIN,04435,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,798200.0,9241335.0,-78.3019528933,-6.85596219098,3473.0
060309,2014.0,06,CAJAMARCA,03,CELENDIN,09,SOROCHUCO,04591,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,800978.0,9230443.0,-78.2762780591,-6.95423733391,3586.0
060309,2014.0,06,CAJAMARCA,03,CELENDIN,09,SOROCHUCO,04542,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,798920.0,9233674.0,-78.2950561437,-6.92515616621,3119.0
060601,2014.0,06,CAJAMARCA,06,CUTERVO,01,CUTERVO,02540,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,736919.0,9291705.0,-78.8580818147,-6.40342796608,2619.0
060906,2014.0,06,CAJAMARCA,09,SAN IGNACIO,06,SAN JOSÉ DE LOURDES,01876,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,727217.0,9457209.0,-78.9510274031,-4.9075300826,1646.0
060906,2014.0,06,CAJAMARCA,09,SAN IGNACIO,06,SAN JOSÉ DE LOURDES,01875,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,729392.0,9457169.0,-78.9314208683,-4.90783589419,1973.0
060902,2014.0,06,CAJAMARCA,09,SAN IGNACIO,02,CHIRINOS,01949,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,733570.0,9418905.0,-78.8926397741,-5.25363778626,1163.0
060904,2014.0,06,CAJAMARCA,09,SAN IGNACIO,04,LA COIPA,01999,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,730886.0,9402076.0,-78.9163357139,-5.40586572332,1795.0
060903,2014.0,06,CAJAMARCA,09,SAN IGNACIO,03,HUARANGO,01934,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,758027.0,9406690.0,-78.6716799894,-5.3632672636,1175.0
060901,2014.0,06,CAJAMARCA,09,SAN IGNACIO,01,SAN IGNACIO,01838,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,718808.0,9432513.0,-79.0261559491,-5.13104544928,1507.0
061002,2014.0,06,CAJAMARCA,10,SAN MARCOS,02,CHANCAY,04851,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,823380.0,9177431.0,-78.0706473595,-7.43194003062,2465.0
060303,2014.0,06,CAJAMARCA,03,CELENDIN,03,CORTEGANA,04308,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,801812.0,9279940.0,-78.2712319647,-6.50695374049,2917.0
060801,2014.0,06,CAJAMARCA,08,JAEN,01,JAEN,02160,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,741471.0,9368969.0,-78.8197481802,-5.70481136154,825.0
060809,2014.0,06,CAJAMARCA,08,JAEN,09,SALLIQUE,02053,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,685442.0,9367252.0,-79.3254217985,-5.72203082639,2157.0
061303,2014.0,06,CAJAMARCA,13,SANTA CRUZ,03,CATACHE,03598,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,717387.0,9246841.0,-79.0329848519,-6.80973654191,3003.0
061307,2014.0,06,CAJAMARCA,13,SANTA CRUZ,07,PULAN,03579,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,729813.0,9252753.0,-78.9208272038,-6.75582895805,2361.0
061301,2014.0,06,CAJAMARCA,13,SANTA CRUZ,01,SANTA CRUZ,03551,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,730997.0,9264801.0,-78.9105886757,-6.64686534,2432.0
061305,2014.0,06,CAJAMARCA,13,SANTA CRUZ,05,LA ESPERANZA,03535,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,735151.0,9264914.0,-78.8730353934,-6.64568747562,2340.0
061310,2014.0,06,CAJAMARCA,13,SANTA CRUZ,10,UTICYACU,03500,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,743807.0,9266129.0,-78.7948255972,-6.63435685293,2057.0
061101,2014.0,06,CAJAMARCA,11,SAN MIGUEL,01,SAN MIGUEL,03709,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,723651.0,9212488.0,-78.9750021774,-7.12007153637,1629.0
061101,2014.0,06,CAJAMARCA,11,SAN MIGUEL,01,SAN MIGUEL,03702,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,724445.0,9217363.0,-78.9680040296,-7.07596491914,2477.0
061101,2014.0,06,CAJAMARCA,11,SAN MIGUEL,01,SAN MIGUEL,03698,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,728476.0,9221010.0,-78.9316727333,-7.04283134471,2779.0
061105,2014.0,06,CAJAMARCA,11,SAN MIGUEL,05,EL PRADO,03713,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,722483.0,9222341.0,-78.9859622439,-7.03103538918,2949.0
061106,2014.0,06,CAJAMARCA,11,SAN MIGUEL,06,LA FLORIDA,03608,COSTA,Pequeños y medianos productores/as agropecuarios/as,17,712388.0,9238413.0,-79.0778959008,-6.88612179667,1586.0
060501,2014.0,06,CAJAMARCA,05,CONTUMAZA,01,CONTUMAZA,03816,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,759310.0,9188392.0,-78.6511844578,-7.33632949433,2721.0
060502,2014.0,06,CAJAMARCA,05,CONTUMAZA,02,CHILETE,03810,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,740521.0,9197335.0,-78.8216711564,-7.25634544688,1496.0
060505,2014.0,06,CAJAMARCA,05,CONTUMAZA,05,SAN BENITO,03848,COSTA,Pequeños y medianos productores/as agropecuarios/as,17,736960.0,9176936.0,-78.853026363,-7.44089999945,1429.0
060508,2014.0,06,CAJAMARCA,05,CONTUMAZA,08,YONAN,03795,COSTA,Pequeños y medianos productores/as agropecuarios/as,17,718930.0,9200600.0,-79.0172669183,-7.22772706525,1834.0
060505,2014.0,06,CAJAMARCA,05,CONTUMAZA,05,SAN BENITO,03851,COSTA,Pequeños y medianos productores/as agropecuarios/as,17,723019.0,9158984.0,-78.9785288691,-7.6037787761,690.0
060702,2014.0,06,CAJAMARCA,07,HUALGAYOC,02,CHUGUR,03077,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,753392.0,9256006.0,-78.7077539724,-6.72546155413,3684.0
060703,2014.0,06,CAJAMARCA,07,HUALGAYOC,03,HUALGAYOC,03179,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,764804.0,9247470.0,-78.6042009803,-6.8021156771,3830.0
060703,2014.0,06,CAJAMARCA,07,HUALGAYOC,03,HUALGAYOC,03148,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,767229.0,9256879.0,-78.5826951443,-6.71697222338,3142.0
060804,2014.0,06,CAJAMARCA,08,JAEN,04,COLASAY,02193,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,714605.0,9336552.0,-79.0612172738,-5.99876724548,1815.0
060809,2014.0,06,CAJAMARCA,08,JAEN,09,SALLIQUE,02045,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,682815.0,9384397.0,-79.3495760981,-5.56706871758,2286.0
060812,2014.0,06,CAJAMARCA,08,JAEN,12,SANTA ROSA,02120,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,767196.0,9407394.0,-78.5890207416,-5.35658683412,1837.0
060107,2014.0,06,CAJAMARCA,01,CAJAMARCA,07,LLACANORA,04231,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,784569.0,9201232.0,-78.4232023777,-7.2190418326,2586.0
060111,2014.0,06,CAJAMARCA,01,CAJAMARCA,11,NAMORA,04148,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,802015.0,9206678.0,-78.2656353427,-7.16891955674,3408.0
060108,2014.0,06,CAJAMARCA,01,CAJAMARCA,08,LOS BAÑOS DEL INCA,03968,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,784446.0,9218156.0,-78.4251721793,-7.06610853668,3127.0
060108,2014.0,06,CAJAMARCA,01,CAJAMARCA,08,LOS BAÑOS DEL INCA,03965,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,782804.0,9220227.0,-78.4401243917,-7.04747485832,3375.0
060108,2014.0,06,CAJAMARCA,01,CAJAMARCA,08,LOS BAÑOS DEL INCA,03990,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,778963.0,9213927.0,-78.4745619489,-7.10460262925,3064.0
060106,2014.0,06,CAJAMARCA,01,CAJAMARCA,06,JESUS,04177,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,781901.0,9199470.0,-78.4472486685,-7.2351047169,2998.0
060105,2014.0,06,CAJAMARCA,01,CAJAMARCA,05,ENCAÑADA,04110,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,797098.0,9216271.0,-78.3106270909,-7.08249873813,3310.0
060105,2014.0,06,CAJAMARCA,01,CAJAMARCA,05,ENCAÑADA,04092,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,793017.0,9219390.0,-78.347701993,-7.05452343623,3522.0
060105,2014.0,06,CAJAMARCA,01,CAJAMARCA,05,ENCAÑADA,04108,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,800627.0,9219939.0,-78.2788996426,-7.04916987877,3705.0
060105,2014.0,06,CAJAMARCA,01,CAJAMARCA,05,ENCAÑADA,04076,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,788712.0,9221380.0,-78.3867419598,-7.03676204867,3286.0
060105,2014.0,06,CAJAMARCA,01,CAJAMARCA,05,ENCAÑADA,04069,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,784633.0,9223723.0,-78.4237570457,-7.01579358452,3340.0
060101,2014.0,06,CAJAMARCA,01,CAJAMARCA,01,CAJAMARCA,03936,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,772774.0,9204700.0,-78.5301069896,-7.18829048983,3328.0
060101,2014.0,06,CAJAMARCA,01,CAJAMARCA,01,CAJAMARCA,03889,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,772702.0,9211770.0,-78.5311009384,-7.12439668736,2984.0
060101,2014.0,06,CAJAMARCA,01,CAJAMARCA,01,CAJAMARCA,03867,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,768725.0,9220284.0,-78.5674846719,-7.04764846531,3681.0
060102,2014.0,06,CAJAMARCA,01,CAJAMARCA,02,ASUNCION,04273,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,766401.0,9186599.0,-78.5869021181,-7.35219276264,3038.0
060415,2014.0,06,CAJAMARCA,04,CHOTA,15,QUEROCOTO,02633,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,723140.0,9299741.0,-78.9828827826,-6.33128233003,1842.0
060414,2014.0,06,CAJAMARCA,04,CHOTA,14,PION,02983,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,775886.0,9321129.0,-78.5072677703,-6.13591641578,1068.0
060417,2014.0,06,CAJAMARCA,04,CHOTA,17,TACABAMBA,02935,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,762982.0,9293224.0,-78.6226468899,-6.38866568822,2311.0
060607,2014.0,06,CAJAMARCA,06,CUTERVO,07,QUEROCOTILLO,02245,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,710111.0,9305826.0,-79.1008200595,-6.27670848541,1672.0
060601,2014.0,06,CAJAMARCA,06,CUTERVO,01,CUTERVO,02481,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,750395.0,9297217.0,-78.7365303236,-6.35308752375,2142.0
060417,2014.0,06,CAJAMARCA,04,CHOTA,17,TACABAMBA,02957,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,778776.0,9289222.0,-78.4797853558,-6.42414889363,2791.0
060419,2014.0,06,CAJAMARCA,04,CHOTA,19,CHALAMARCA,03019,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,776773.0,9279454.0,-78.4974457576,-6.51251789562,2796.0
060411,2014.0,06,CAJAMARCA,04,CHOTA,11,LLAMA,02609,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,709687.0,9277143.0,-79.1036905787,-6.53605513438,2289.0
060401,2014.0,06,CAJAMARCA,04,CHOTA,01,CHOTA,02845,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,759832.0,9267578.0,-78.6500305854,-6.62059631486,3229.0
060401,2014.0,06,CAJAMARCA,04,CHOTA,01,CHOTA,02814,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,755463.0,9270094.0,-78.6896291986,-6.59804433775,2938.0
060401,2014.0,06,CAJAMARCA,04,CHOTA,01,CHOTA,02859,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,766462.0,9270511.0,-78.5902292659,-6.59380227238,3065.0
060401,2014.0,06,CAJAMARCA,04,CHOTA,01,CHOTA,02797,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,765769.0,9278013.0,-78.5968162623,-6.52602798054,3313.0
060402,2014.0,06,CAJAMARCA,04,CHOTA,02,ANGUIA,02963,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,766469.0,9300945.0,-78.5914644774,-6.31873446005,1551.0
060403,2014.0,06,CAJAMARCA,04,CHOTA,03,CHADIN,03006,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,790104.0,9283854.0,-78.3771976517,-6.47214980827,3430.0
060404,2014.0,06,CAJAMARCA,04,CHOTA,04,CHIGUIRIP,02900,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,755127.0,9292214.0,-78.6935770594,-6.39811342791,2517.0
060410,2014.0,06,CAJAMARCA,04,CHOTA,10,LAJAS,02713,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,751634.0,9273886.0,-78.7243979611,-6.56392769435,2316.0
060410,2014.0,06,CAJAMARCA,04,CHOTA,10,LAJAS,02717,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,753908.0,9275225.0,-78.7038964241,-6.55172365015,2406.0
060412,2014.0,06,CAJAMARCA,04,CHOTA,12,MIRACOSTA,02597,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,691017.0,9299093.0,-79.273152768,-6.33818906495,3209.0
060410,2014.0,06,CAJAMARCA,04,CHOTA,10,LAJAS,02746,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,756101.0,9265606.0,-78.6836687863,-6.63857744443,3449.0
060601,2014.0,06,CAJAMARCA,06,CUTERVO,01,CUTERVO,02456,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,735468.0,9298368.0,-78.8714422782,-6.34325198818,2736.0
060601,2014.0,06,CAJAMARCA,06,CUTERVO,01,CUTERVO,02453,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,740563.0,9298530.0,-78.8254090394,-6.3415972188,2688.0
060601,2014.0,06,CAJAMARCA,06,CUTERVO,01,CUTERVO,02429,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,732228.0,9302965.0,-78.9008880621,-6.3018153782,1903.0
060602,2014.0,06,CAJAMARCA,06,CUTERVO,02,CALLAYUC,02296,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,733701.0,9314866.0,-78.8880080327,-6.19417005128,1684.0
060613,2014.0,06,CAJAMARCA,06,CUTERVO,13,SANTO TOMAS,02349,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,749480.0,9315348.0,-78.7455026395,-6.18922913348,2293.0
060613,2014.0,06,CAJAMARCA,06,CUTERVO,13,SANTO TOMAS,02347,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,751711.0,9317380.0,-78.7254296828,-6.17077752108,2059.0
060607,2014.0,06,CAJAMARCA,06,CUTERVO,07,QUEROCOTILLO,02227,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,720098.0,9318146.0,-79.0109973649,-6.16499125022,2068.0
060606,2014.0,06,CAJAMARCA,06,CUTERVO,06,PIMPINGOS,02320,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,744661.0,9324783.0,-78.789377129,-6.10412460521,1839.0
060613,2014.0,06,CAJAMARCA,06,CUTERVO,13,SANTO TOMAS,02334,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,754640.0,9325814.0,-78.6993047085,-6.09442647904,1616.0
060603,2014.0,06,CAJAMARCA,06,CUTERVO,03,CHOROS,02327,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,741589.0,9336731.0,-78.8175583979,-5.99623455165,1729.0
010704,2014.0,01,AMAZONAS,07,UTCUBAMBA,04,EL MILAGRO,05204,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,763392.0,9371401.0,-78.6220262984,-5.6820445853,434.0
010701,2014.0,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,05256,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,784274.0,9346168.0,-78.4325920697,-5.90927629947,2206.0
010701,2014.0,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,05254,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,788124.0,9351612.0,-78.3980765941,-5.85991651837,1466.0
010701,2014.0,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,05263,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,794313.0,9353287.0,-78.3422966962,-5.8445176843,1074.0
010703,2014.0,01,AMAZONAS,07,UTCUBAMBA,03,CUMBA,05210,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,761633.0,9345895.0,-78.6369350419,-5.91265438758,991.0
010705,2014.0,01,AMAZONAS,07,UTCUBAMBA,05,JAMALCA,05329,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,798875.0,9337950.0,-78.3004576384,-5.98291466418,1662.0
010706,2014.0,01,AMAZONAS,07,UTCUBAMBA,06,LONYA GRANDE,05357,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,791044.0,9319944.0,-78.3703464491,-6.14596791274,1638.0
010706,2014.0,01,AMAZONAS,07,UTCUBAMBA,06,LONYA GRANDE,05347,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,790844.0,9327944.0,-78.372511127,-6.0736840289,1786.0
010706,2014.0,01,AMAZONAS,07,UTCUBAMBA,06,LONYA GRANDE,05337,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,778622.0,9328913.0,-78.4828917101,-6.0654518481,1195.0
010706,2014.0,01,AMAZONAS,07,UTCUBAMBA,06,LONYA GRANDE,05335,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,784401.0,9334744.0,-78.430963383,-6.01251470968,1983.0
010707,2014.0,01,AMAZONAS,07,UTCUBAMBA,07,YAMON,05230,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,769462.0,9331422.0,-78.5656968612,-6.0431547193,1006.0
010707,2014.0,01,AMAZONAS,07,UTCUBAMBA,07,YAMON,05226,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,781137.0,9340545.0,-78.4606716386,-5.96022534944,2023.0
010702,2014.0,01,AMAZONAS,07,UTCUBAMBA,02,CAJARURO,05312,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,821879.0,9360719.0,-78.0939232739,-5.77614145714,2605.0
010702,2014.0,01,AMAZONAS,07,UTCUBAMBA,02,CAJARURO,05302,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,805969.0,9366151.0,-78.2376878568,-5.72777797809,1731.0
010702,2014.0,01,AMAZONAS,07,UTCUBAMBA,02,CAJARURO,05289,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,787855.0,9369386.0,-78.4012318311,-5.69930570538,765.0
010702,2014.0,01,AMAZONAS,07,UTCUBAMBA,02,CAJARURO,05297,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,802442.0,9372273.0,-78.2697600509,-5.67261198073,1989.0
010504,2014.0,01,AMAZONAS,05,LUYA,04,COLCAMAR,05456,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,172645.0,9302817.0,-77.9583158731,-6.29898618226,2223.0
010513,2014.0,01,AMAZONAS,05,LUYA,13,OCUMAL,05447,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,806430.0,9299042.0,-78.2304507401,-6.33412756861,2525.0
010507,2014.0,01,AMAZONAS,05,LUYA,07,LONGUITA,05459,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,830143.0,9291349.0,-78.0159177224,-6.40243800323,3249.0
010508,2014.0,01,AMAZONAS,05,LUYA,08,LONYA CHICO,05435,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,831655.0,9314439.0,-78.0034617388,-6.19377471931,2531.0
010509,2014.0,01,AMAZONAS,05,LUYA,09,LUYA,05432,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,172369.0,9316360.0,-77.9601175413,-6.17662424483,2399.0
010512,2014.0,01,AMAZONAS,05,LUYA,12,OCALLI,05438,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,800410.0,9307537.0,-78.2852153129,-6.25765702261,1342.0
010512,2014.0,01,AMAZONAS,05,LUYA,12,OCALLI,05443,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,809556.0,9309281.0,-78.2027128998,-6.24146934225,1899.0
010512,2014.0,01,AMAZONAS,05,LUYA,12,OCALLI,05440,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,804643.0,9310659.0,-78.2471421768,-6.22924967841,1840.0
010514,2014.0,01,AMAZONAS,05,LUYA,14,PISUQUIA,05467,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,825064.0,9283677.0,-78.0613894944,-6.47201683677,2108.0
010514,2014.0,01,AMAZONAS,05,LUYA,14,PISUQUIA,05469,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,829809.0,9281822.0,-78.0184324396,-6.4885274347,3298.0
010514,2014.0,01,AMAZONAS,05,LUYA,14,PISUQUIA,05462,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,814932.0,9284106.0,-78.1529220743,-6.46866628841,1524.0
010515,2014.0,01,AMAZONAS,05,LUYA,15,PROVIDENCIA,05446,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,800413.0,9299104.0,-78.2847927037,-6.33385521321,1574.0
010517,2014.0,01,AMAZONAS,05,LUYA,17,SAN FRANCISCO DEL YESO,05483,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,183363.0,9265789.0,-77.863420101,-6.6340690569,2999.0
010518,2014.0,01,AMAZONAS,05,LUYA,18,SAN JERÓNIMO,05421,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,819955.0,9339767.0,-78.1103047826,-5.96553143475,2099.0
010521,2014.0,01,AMAZONAS,05,LUYA,21,SANTO TOMAS,05482,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,184243.0,9273358.0,-77.8550775243,-6.56572347879,2688.0
010521,2014.0,01,AMAZONAS,05,LUYA,21,SANTO TOMAS,05480,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,180457.0,9273807.0,-77.8892595195,-6.56147220159,2841.0
010521,2014.0,01,AMAZONAS,05,LUYA,21,SANTO TOMAS,05478,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,183059.0,9276119.0,-77.8656311556,-6.54071838949,2730.0
