UBIGEO,ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,REGION,ZONA,X,Y,LONGITUD,LATITUD,ALTITUD
130702,2018.0,13,LA LIBERTAD,07,PACASMAYO,02,GUADALUPE,07018,Costa,17.0,666978.0,9193644.0,-79.48742,-7.29243,306.0
130705,2018.0,13,LA LIBERTAD,07,PACASMAYO,05,SAN JOSE,07039,Costa,17.0,672533.0,9184740.0,-79.43684,-7.37278,98.0
130705,2018.0,13,LA LIBERTAD,07,PACASMAYO,05,SAN JOSE,07043,Costa,17.0,684374.0,9186330.0,-79.32964,-7.35801,442.0
130901,2018.0,13,LA LIBERTAD,09,SANCHEZ CARRION,01,HUAMACHUCO,07925,Sierra,17.0,816291.0,9121545.0,-78.13143,-7.93725,3562.0
130901,2018.0,13,LA LIBERTAD,09,SANCHEZ CARRION,01,HUAMACHUCO,07923,Sierra,17.0,814497.0,9125252.0,-78.14791,-7.90388,3485.0
130901,2018.0,13,LA LIBERTAD,09,SANCHEZ CARRION,01,HUAMACHUCO,07909,Sierra,17.0,822008.0,9123831.0,-78.07977,-7.91624,3672.0
130901,2018.0,13,LA LIBERTAD,09,SANCHEZ CARRION,01,HUAMACHUCO,07898,Sierra,17.0,826564.0,9132631.0,-78.03905,-7.83645,3574.0
130901,2018.0,13,LA LIBERTAD,09,SANCHEZ CARRION,01,HUAMACHUCO,07890,Sierra,18.0,169275.0,9134932.0,-77.99849,-7.8154,3229.0
130902,2018.0,13,LA LIBERTAD,09,SANCHEZ CARRION,02,CHUGAY,07792,Sierra,18.0,186031.0,9139349.0,-77.84644,-7.77655,3687.0
130901,2018.0,13,LA LIBERTAD,09,SANCHEZ CARRION,01,HUAMACHUCO,07859,Sierra,17.0,830447.0,9140686.0,-78.0044,-7.76344,3149.0
130901,2018.0,13,LA LIBERTAD,09,SANCHEZ CARRION,01,HUAMACHUCO,07871,Sierra,18.0,179832.0,9140706.0,-77.9025,-7.76391,3253.0
130901,2018.0,13,LA LIBERTAD,09,SANCHEZ CARRION,01,HUAMACHUCO,07913,Sierra,17.0,822670.0,9133000.0,-78.07434,-7.83336,3199.0
130903,2018.0,13,LA LIBERTAD,09,SANCHEZ CARRION,03,COCHORCO,07775,Sierra,18.0,202894.0,9133953.0,-77.69399,-7.8263,2700.0
130903,2018.0,13,LA LIBERTAD,09,SANCHEZ CARRION,03,COCHORCO,07770,Sierra,18.0,200554.0,9138684.0,-77.71491,-7.78342,2407.0
130903,2018.0,13,LA LIBERTAD,09,SANCHEZ CARRION,03,COCHORCO,07763,Sierra,18.0,193007.0,9142465.0,-77.78306,-7.74882,3768.0
130904,2018.0,13,LA LIBERTAD,09,SANCHEZ CARRION,04,CURGOS,07847,Sierra,18.0,170487.0,9127870.0,-77.98797,-7.87928,3574.0
130904,2018.0,13,LA LIBERTAD,09,SANCHEZ CARRION,04,CURGOS,07844,Sierra,18.0,176744.0,9129060.0,-77.93121,-7.86893,3044.0
130904,2018.0,13,LA LIBERTAD,09,SANCHEZ CARRION,04,CURGOS,07842,Sierra,18.0,176886.0,9130534.0,-77.92983,-7.85561,3122.0
130904,2018.0,13,LA LIBERTAD,09,SANCHEZ CARRION,04,CURGOS,07836,Sierra,18.0,173319.0,9130793.0,-77.96213,-7.85305,3418.0
130904,2018.0,13,LA LIBERTAD,09,SANCHEZ CARRION,04,CURGOS,07840,Sierra,18.0,176024.0,9130604.0,-77.93764,-7.85493,3362.0
130905,2018.0,13,LA LIBERTAD,09,SANCHEZ CARRION,05,MARCABAL,07718,Sierra,17.0,830600.0,9148088.0,-78.00348,-7.69657,3413.0
130905,2018.0,13,LA LIBERTAD,09,SANCHEZ CARRION,05,MARCABAL,07716,Sierra,17.0,824471.0,9148481.0,-78.05901,-7.69341,2624.0
130906,2018.0,13,LA LIBERTAD,09,SANCHEZ CARRION,06,SANAGORAN,07707,Sierra,17.0,808262.0,9133297.0,-78.2049,-7.83157,3141.0
130906,2018.0,13,LA LIBERTAD,09,SANCHEZ CARRION,06,SANAGORAN,07708,Sierra,17.0,810910.0,9135448.0,-78.18104,-7.81198,3363.0
130906,2018.0,13,LA LIBERTAD,09,SANCHEZ CARRION,06,SANAGORAN,07706,Sierra,17.0,809200.0,9137858.0,-78.19667,-7.7903,2830.0
130906,2018.0,13,LA LIBERTAD,09,SANCHEZ CARRION,06,SANAGORAN,07704,Sierra,17.0,807945.0,9140950.0,-78.20823,-7.76245,3511.0
130907,2018.0,13,LA LIBERTAD,09,SANCHEZ CARRION,07,SARIN,07936,Sierra,18.0,175204.0,9122615.0,-77.94557,-7.92705,2994.0
130908,2018.0,13,LA LIBERTAD,09,SANCHEZ CARRION,08,SARTIMBAMBA,07757,Sierra,18.0,198110.0,9147266.0,-77.73656,-7.70574,2613.0
130908,2018.0,13,LA LIBERTAD,09,SANCHEZ CARRION,08,SARTIMBAMBA,07755,Sierra,18.0,197862.0,9152472.0,-77.7385,-7.65868,2486.0
131201,2018.0,13,LA LIBERTAD,12,VIRU,01,VIRU,07462,Costa,17.0,745578.0,9072290.0,-78.7699,-8.38638,132.0
131201,2018.0,13,LA LIBERTAD,12,VIRU,01,VIRU,07463,Costa,17.0,752069.0,9077304.0,-78.71125,-8.34072,459.0
131202,2018.0,13,LA LIBERTAD,12,VIRU,02,CHAO,07495,Costa,17.0,758025.0,9055539.0,-78.65602,-8.53711,91.0
131202,2018.0,13,LA LIBERTAD,12,VIRU,02,CHAO,07496,Costa,17.0,756951.0,9055984.0,-78.66579,-8.53315,92.0
131001,2018.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,01,SANTIAGO DE CHUCO,07677,Sierra,17.0,813124.0,9075668.0,-78.1572,-8.35192,2252.0
131001,2018.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,01,SANTIAGO DE CHUCO,07685,Sierra,17.0,789865.0,9072921.0,-78.36803,-8.3782,3662.0
131002,2018.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,02,ANGASMARCA,07639,Sierra,17.0,828840.0,9092279.0,-78.01578,-8.20082,3040.0
131003,2018.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,03,CACHICADAN,07602,Sierra,17.0,820509.0,9105710.0,-78.09219,-8.08004,3402.0
131005,2018.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,05,MOLLEPATA,07619,Sierra,18.0,177126.0,9102533.0,-77.92946,-8.10859,3759.0
131005,2018.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,05,MOLLEPATA,07623,Sierra,18.0,173896.0,9095858.0,-77.95918,-8.16867,3103.0
131006,2018.0,13,LA LIBERTAD,10,SANTIAGO DE CHUCO,06,QUIRUVILCA,07588,Sierra,17.0,810607.0,9109143.0,-78.18216,-8.04965,3108.0
140205,2018.0,14,LAMBAYEQUE,02,FERREÑAFE,05,PITIPO,01665,Costa,17.0,634706.0,9274896.0,-79.7816,-6.55848,51.0
140205,2018.0,14,LAMBAYEQUE,02,FERREÑAFE,05,PITIPO,01661,Costa,17.0,653759.0,9281937.0,-79.60948,-6.49436,120.0
140205,2018.0,14,LAMBAYEQUE,02,FERREÑAFE,05,PITIPO,01648,Costa,17.0,646768.0,9283745.0,-79.67273,-6.47817,102.0
140205,2018.0,14,LAMBAYEQUE,02,FERREÑAFE,05,PITIPO,01653,Costa,17.0,653109.0,9288401.0,-79.61551,-6.43591,131.0
140205,2018.0,14,LAMBAYEQUE,02,FERREÑAFE,05,PITIPO,01654,Costa,17.0,655799.0,9289792.0,-79.59123,-6.42327,156.0
140203,2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01638,Sierra,17.0,678831.0,9304945.0,-79.38345,-6.28563,1960.0
140203,2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01637,Sierra,17.0,681359.0,9304866.0,-79.3606,-6.28627,2291.0
140203,2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01634,Sierra,17.0,683218.0,9306763.0,-79.34385,-6.26906,2979.0
140203,2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01632,Sierra,17.0,687242.0,9308202.0,-79.30753,-6.25594,3400.0
140203,2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01622,Sierra,17.0,672338.0,9306397.0,-79.44216,-6.27267,1749.0
140203,2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01623,Sierra,17.0,676562.0,9308802.0,-79.40406,-6.25082,1950.0
140203,2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01619,Sierra,17.0,680810.0,9314339.0,-79.36583,-6.20063,3450.0
140203,2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01616,Sierra,17.0,677943.0,9322115.0,-79.39194,-6.13039,3130.0
140203,2018.0,14,LAMBAYEQUE,02,FERREÑAFE,03,INCAHUASI,01617,Sierra,17.0,681017.0,9319764.0,-79.36411,-6.15157,3456.0
140108,2018.0,14,LAMBAYEQUE,01,CHICLAYO,08,MONSEFU,01784,Costa,17.0,623970.0,9242005.0,-79.87802,-6.85618,13.0
140110,2018.0,14,LAMBAYEQUE,01,CHICLAYO,10,OYOTUN,01728,Costa,17.0,684927.0,9242484.0,-79.32647,-6.85025,172.0
140110,2018.0,14,LAMBAYEQUE,01,CHICLAYO,10,OYOTUN,01721,Costa,17.0,696456.0,9245777.0,-79.22228,-6.82009,359.0
140110,2018.0,14,LAMBAYEQUE,01,CHICLAYO,10,OYOTUN,01719,Costa,17.0,687602.0,9252387.0,-79.30259,-6.76061,373.0
140115,2018.0,14,LAMBAYEQUE,01,CHICLAYO,15,SAÑA,01745,Costa,17.0,654394.0,9244745.0,-79.60278,-6.83068,78.0
140116,2018.0,14,LAMBAYEQUE,01,CHICLAYO,16,CAYALTI,01739,Costa,17.0,662314.0,9237527.0,-79.53093,-6.89574,82.0
140116,2018.0,14,LAMBAYEQUE,01,CHICLAYO,16,CAYALTI,01740,Costa,17.0,660865.0,9234957.0,-79.54397,-6.91901,70.0
140107,2018.0,14,LAMBAYEQUE,01,CHICLAYO,07,LAGUNAS,01806,Costa,17.0,652730.0,9227025.0,-79.61737,-6.99097,33.0
140107,2018.0,14,LAMBAYEQUE,01,CHICLAYO,07,LAGUNAS,01807,Costa,17.0,657047.0,9224172.0,-79.57822,-7.01665,54.0
140113,2018.0,14,LAMBAYEQUE,01,CHICLAYO,13,REQUE,01753,Costa,17.0,634194.0,9243815.0,-79.78553,-6.83958,31.0
140113,2018.0,14,LAMBAYEQUE,01,CHICLAYO,13,REQUE,01754,Costa,17.0,635363.0,9243223.0,-79.77494,-6.84491,190.0
140118,2018.0,14,LAMBAYEQUE,01,CHICLAYO,18,POMALCA,01760,Costa,17.0,637140.0,9250200.0,-79.75902,-6.78177,46.0
140101,2018.0,14,LAMBAYEQUE,01,CHICLAYO,01,CHICLAYO,01761,Costa,17.0,629751.0,9250082.0,-79.82588,-6.78301,29.0
140202,2018.0,14,LAMBAYEQUE,02,FERREÑAFE,02,CAÑARIS,01614,Sierra,17.0,700693.0,9326880.0,-79.18656,-6.08665,2188.0
140202,2018.0,14,LAMBAYEQUE,02,FERREÑAFE,02,CAÑARIS,01600,Sierra,17.0,685682.0,9324087.0,-79.32208,-6.11234,3115.0
140202,2018.0,14,LAMBAYEQUE,02,FERREÑAFE,02,CAÑARIS,01595,Sierra,17.0,679674.0,9328551.0,-79.37648,-6.07215,3046.0
140202,2018.0,14,LAMBAYEQUE,02,FERREÑAFE,02,CAÑARIS,01594,Sierra,17.0,677091.0,9327975.0,-79.39979,-6.07742,2732.0
140202,2018.0,14,LAMBAYEQUE,02,FERREÑAFE,02,CAÑARIS,01608,Sierra,17.0,699028.0,9328723.0,-79.20166,-6.07004,2245.0
140202,2018.0,14,LAMBAYEQUE,02,FERREÑAFE,02,CAÑARIS,01599,Sierra,17.0,683640.0,9328863.0,-79.34067,-6.06922,2549.0
140202,2018.0,14,LAMBAYEQUE,02,FERREÑAFE,02,CAÑARIS,01602,Sierra,17.0,688047.0,9333300.0,-79.30098,-6.02897,2438.0
140202,2018.0,14,LAMBAYEQUE,02,FERREÑAFE,02,CAÑARIS,01604,Sierra,17.0,690846.0,9333901.0,-79.27571,-6.02346,2450.0
140202,2018.0,14,LAMBAYEQUE,02,FERREÑAFE,02,CAÑARIS,01587,Sierra,17.0,679573.0,9337709.0,-79.37764,-5.98933,2285.0
140204,2018.0,14,LAMBAYEQUE,02,FERREÑAFE,04,MANUEL ANTONIO MESONES MURO,01678,Costa,17.0,640383.0,9261470.0,-79.72995,-6.67977,55.0
140204,2018.0,14,LAMBAYEQUE,02,FERREÑAFE,04,MANUEL ANTONIO MESONES MURO,01677,Costa,17.0,639745.0,9263263.0,-79.73576,-6.66358,57.0
140206,2018.0,14,LAMBAYEQUE,02,FERREÑAFE,06,PUEBLO NUEVO,01690,Costa,17.0,628348.0,9265221.0,-79.8389,-6.64611,25.0
140206,2018.0,14,LAMBAYEQUE,02,FERREÑAFE,06,PUEBLO NUEVO,01687,Costa,17.0,628478.0,9266913.0,-79.83775,-6.63081,23.0
140204,2018.0,14,LAMBAYEQUE,02,FERREÑAFE,04,MANUEL ANTONIO MESONES MURO,01668,Costa,17.0,637082.0,9268599.0,-79.75997,-6.61537,52.0
140312,2018.0,14,LAMBAYEQUE,03,LAMBAYEQUE,12,TUCUME,01426,Costa,17.0,627919.0,9280976.0,-79.8431,-6.50364,51.0
140312,2018.0,14,LAMBAYEQUE,03,LAMBAYEQUE,12,TUCUME,01423,Costa,17.0,629595.0,9281544.0,-79.82796,-6.49846,58.0
140309,2018.0,14,LAMBAYEQUE,03,LAMBAYEQUE,09,PACORA,01397,Costa,17.0,630415.0,9286091.0,-79.82064,-6.45732,60.0
140309,2018.0,14,LAMBAYEQUE,03,LAMBAYEQUE,09,PACORA,01389,Costa,17.0,625058.0,9287511.0,-79.86911,-6.44459,50.0
140310,2018.0,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01348,Costa,17.0,665563.0,9318673.0,-79.50371,-6.16184,1997.0
140310,2018.0,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01347,Costa,17.0,670388.0,9321191.0,-79.46018,-6.13895,2177.0
140310,2018.0,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01346,Costa,17.0,668140.0,9323567.0,-79.48055,-6.11752,2163.0
140310,2018.0,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01342,Costa,17.0,665429.0,9325950.0,-79.5051,-6.09604,1542.0
140303,2018.0,14,LAMBAYEQUE,03,LAMBAYEQUE,03,ILLIMO,01411,Costa,17.0,631337.0,9284334.0,-79.81227,-6.47319,64.0
140303,2018.0,14,LAMBAYEQUE,03,LAMBAYEQUE,03,ILLIMO,01402,Costa,17.0,625129.0,9285063.0,-79.86842,-6.46673,47.0
140307,2018.0,14,LAMBAYEQUE,03,LAMBAYEQUE,07,MOTUPE,01328,Costa,17.0,649360.0,9313551.0,-79.65,-6.20855,150.0
140306,2018.0,14,LAMBAYEQUE,03,LAMBAYEQUE,06,MORROPE,01515,Costa,17.0,611499.0,9267514.0,-79.99135,-6.62571,12.0
140306,2018.0,14,LAMBAYEQUE,03,LAMBAYEQUE,06,MORROPE,01513,Costa,17.0,603686.0,9267918.0,-80.06203,-6.6222,6.0
140306,2018.0,14,LAMBAYEQUE,03,LAMBAYEQUE,06,MORROPE,01502,Costa,17.0,616509.0,9275322.0,-79.94618,-6.55499,26.0
140306,2018.0,14,LAMBAYEQUE,03,LAMBAYEQUE,06,MORROPE,01495,Costa,17.0,616009.0,9277456.0,-79.95074,-6.5357,29.0
140306,2018.0,14,LAMBAYEQUE,03,LAMBAYEQUE,06,MORROPE,01489,Costa,17.0,612294.0,9278551.0,-79.98435,-6.52587,26.0
140306,2018.0,14,LAMBAYEQUE,03,LAMBAYEQUE,06,MORROPE,01481,Costa,17.0,616632.0,9279915.0,-79.94515,-6.51345,40.0
140306,2018.0,14,LAMBAYEQUE,03,LAMBAYEQUE,06,MORROPE,01487,Costa,17.0,611467.0,9279498.0,-79.99186,-6.51732,24.0
140306,2018.0,14,LAMBAYEQUE,03,LAMBAYEQUE,06,MORROPE,01484,Costa,17.0,613665.0,9280563.0,-79.97199,-6.50764,27.0
140301,2018.0,14,LAMBAYEQUE,03,LAMBAYEQUE,01,LAMBAYEQUE,01572,Costa,17.0,623240.0,9258024.0,-79.88495,-6.71131,19.0
140301,2018.0,14,LAMBAYEQUE,03,LAMBAYEQUE,01,LAMBAYEQUE,01559,Costa,17.0,624321.0,9265814.0,-79.87534,-6.64083,24.0
140308,2018.0,14,LAMBAYEQUE,03,LAMBAYEQUE,08,OLMOS,01306,Costa,17.0,646780.0,9340256.0,-79.6739,-5.9671,355.0
140308,2018.0,14,LAMBAYEQUE,03,LAMBAYEQUE,08,OLMOS,01310,Costa,17.0,635021.0,9346527.0,-79.78025,-5.91063,131.0
140308,2018.0,14,LAMBAYEQUE,03,LAMBAYEQUE,08,OLMOS,01302,Costa,17.0,633385.0,9363190.0,-79.79535,-5.75995,150.0
140306,2018.0,14,LAMBAYEQUE,03,LAMBAYEQUE,06,MORROPE,01465,Costa,17.0,614685.0,9282933.0,-79.96281,-6.48619,32.0
140306,2018.0,14,LAMBAYEQUE,03,LAMBAYEQUE,06,MORROPE,01449,Costa,17.0,611770.0,9282883.0,-79.98917,-6.4867,28.0
140306,2018.0,14,LAMBAYEQUE,03,LAMBAYEQUE,06,MORROPE,01456,Costa,17.0,618099.0,9284450.0,-79.93197,-6.47241,37.0
140306,2018.0,14,LAMBAYEQUE,03,LAMBAYEQUE,06,MORROPE,01451,Costa,17.0,614461.0,9285380.0,-79.96489,-6.46407,34.0
140301,2018.0,14,LAMBAYEQUE,03,LAMBAYEQUE,01,LAMBAYEQUE,01553,Costa,17.0,619773.0,9269175.0,-79.91654,-6.61053,24.0
140301,2018.0,14,LAMBAYEQUE,03,LAMBAYEQUE,01,LAMBAYEQUE,01548,Costa,17.0,623127.0,9269938.0,-79.88622,-6.60356,28.0
140301,2018.0,14,LAMBAYEQUE,03,LAMBAYEQUE,01,LAMBAYEQUE,01547,Costa,17.0,621865.0,9270211.0,-79.89764,-6.60112,27.0
140304,2018.0,14,LAMBAYEQUE,03,LAMBAYEQUE,04,JAYANCA,01376,Costa,17.0,634194.0,9288772.0,-79.78653,-6.43299,63.0
140304,2018.0,14,LAMBAYEQUE,03,LAMBAYEQUE,04,JAYANCA,01374,Costa,17.0,633040.0,9294011.0,-79.79708,-6.38564,67.0
140304,2018.0,14,LAMBAYEQUE,03,LAMBAYEQUE,04,JAYANCA,01367,Costa,17.0,640516.0,9296909.0,-79.72956,-6.35926,89.0
140304,2018.0,14,LAMBAYEQUE,03,LAMBAYEQUE,04,JAYANCA,01364,Costa,17.0,619244.0,9298462.0,-79.92189,-6.34565,47.0
140305,2018.0,14,LAMBAYEQUE,03,LAMBAYEQUE,05,MOCHUMI,01535,Costa,17.0,617546.0,9274384.0,-79.93678,-6.56346,26.0
140305,2018.0,14,LAMBAYEQUE,03,LAMBAYEQUE,05,MOCHUMI,01524,Costa,17.0,625971.0,9277460.0,-79.86065,-6.53548,40.0
140311,2018.0,14,LAMBAYEQUE,03,LAMBAYEQUE,11,SAN JOSE,01581,Costa,17.0,617375.0,9252744.0,-79.93791,-6.75919,13.0
140311,2018.0,14,LAMBAYEQUE,03,LAMBAYEQUE,11,SAN JOSE,01582,Costa,17.0,617502.0,9254817.0,-79.9368,-6.74043,10.0
140312,2018.0,14,LAMBAYEQUE,03,LAMBAYEQUE,12,TUCUME,01441,Costa,17.0,617302.0,9278644.0,-79.93907,-6.52494,35.0
140312,2018.0,14,LAMBAYEQUE,03,LAMBAYEQUE,12,TUCUME,01440,Costa,17.0,618225.0,9279127.0,-79.93073,-6.52055,33.0
140312,2018.0,14,LAMBAYEQUE,03,LAMBAYEQUE,12,TUCUME,01424,Costa,17.0,629413.0,9280134.0,-79.82958,-6.51121,53.0
140312,2018.0,14,LAMBAYEQUE,03,LAMBAYEQUE,12,TUCUME,01431,Costa,17.0,623310.0,9281185.0,-79.88479,-6.50183,41.0
150123,2018.0,15,LIMA,01,LIMA,23,PACHACAMAC,12318,Costa,18.0,298103.0,8647383.0,-76.85595,-12.22944,81.0
150106,2018.0,15,LIMA,01,LIMA,06,CARABAYLLO,12278,Costa,18.0,275173.0,8692540.0,-77.06353,-11.81983,366.0
150106,2018.0,15,LIMA,01,LIMA,06,CARABAYLLO,12273,Costa,18.0,291940.0,8695694.0,-76.90951,-11.7924,1038.0
150109,2018.0,15,LIMA,01,LIMA,09,CIENEGUILLA,12298,Costa,18.0,309557.0,8664948.0,-76.74966,-12.07135,707.0
150119,2018.0,15,LIMA,01,LIMA,19,LURIN,12327,Costa,18.0,296420.0,8641324.0,-76.8718,-12.2841,4.0
150119,2018.0,15,LIMA,01,LIMA,19,LURIN,12324,Costa,18.0,295288.0,8644472.0,-76.88201,-12.25557,22.0
150119,2018.0,15,LIMA,01,LIMA,19,LURIN,12321,Costa,18.0,296238.0,8647173.0,-76.87311,-12.23121,54.0
150118,2018.0,15,LIMA,01,LIMA,18,LURIGANCHO,12296,Costa,18.0,293285.0,8676397.0,-76.89837,-11.96689,494.0
150201,2018.0,15,LIMA,02,BARRANCA,01,BARRANCA,12022,Costa,18.0,202694.0,8811525.0,-77.71817,-10.73936,151.0
150201,2018.0,15,LIMA,02,BARRANCA,01,BARRANCA,12023,Costa,18.0,204742.0,8809631.0,-77.69962,-10.75663,356.0
150203,2018.0,15,LIMA,02,BARRANCA,03,PATIVILCA,12005,Costa,18.0,205617.0,8828170.0,-77.69015,-10.58922,503.0
150203,2018.0,15,LIMA,02,BARRANCA,03,PATIVILCA,12009,Costa,18.0,203458.0,8821108.0,-77.71042,-10.65285,211.0
150204,2018.0,15,LIMA,02,BARRANCA,04,SUPE,12029,Costa,18.0,230660.0,8810582.0,-77.46273,-10.75001,789.0
150204,2018.0,15,LIMA,02,BARRANCA,04,SUPE,12032,Costa,18.0,224523.0,8796997.0,-77.51983,-10.8723,354.0
150204,2018.0,15,LIMA,02,BARRANCA,04,SUPE,12042,Costa,18.0,207707.0,8805896.0,-77.67282,-10.79061,84.0
150205,2018.0,15,LIMA,02,BARRANCA,05,SUPE PUERTO,12026,Costa,18.0,200747.0,8804835.0,-77.73651,-10.79964,33.0
150303,2018.0,15,LIMA,03,CAJATAMBO,03,GORGOR,12064,Sierra,18.0,272347.0,8825631.0,-77.08083,-10.61678,3362.0
150305,2018.0,15,LIMA,03,CAJATAMBO,05,MANAS,12047,Sierra,18.0,259487.0,8823380.0,-77.19846,-10.63632,3383.0
150305,2018.0,15,LIMA,03,CAJATAMBO,05,MANAS,12046,Sierra,18.0,252933.0,8827375.0,-77.25807,-10.59979,2123.0
151001,2018.0,15,LIMA,10,YAUYOS,01,YAUYOS,12454,Sierra,18.0,392726.0,8614808.0,-75.98736,-12.52847,4612.0
151003,2018.0,15,LIMA,10,YAUYOS,03,AYAUCA,12450,Sierra,18.0,390280.0,8588343.0,-76.01081,-12.76767,2410.0
151032,2018.0,15,LIMA,10,YAUYOS,32,VIÑAC,12475,Sierra,18.0,422927.0,8574460.0,-75.71042,-12.89418,4554.0
151014,2018.0,15,LIMA,10,YAUYOS,14,HUANCAYA,12424,Sierra,18.0,409152.0,8663300.0,-75.8348,-12.0905,4309.0
151019,2018.0,15,LIMA,10,YAUYOS,19,LINCHA,12471,Sierra,18.0,419337.0,8578901.0,-75.74339,-12.85393,3763.0
151020,2018.0,15,LIMA,10,YAUYOS,20,MADEAN,12483,Sierra,18.0,425925.0,8569215.0,-75.68291,-12.94168,4157.0
151023,2018.0,15,LIMA,10,YAUYOS,23,PUTINZA,12464,Sierra,18.0,400616.0,8600360.0,-75.91521,-12.65936,3517.0
151029,2018.0,15,LIMA,10,YAUYOS,29,TAURIPAMPA,12446,Sierra,18.0,366018.0,8597821.0,-76.23388,-12.68103,2039.0
151033,2018.0,15,LIMA,10,YAUYOS,33,VITIS,12428,Sierra,18.0,406703.0,8654563.0,-75.85756,-12.16944,4821.0
151009,2018.0,15,LIMA,10,YAUYOS,09,CHOCOS,12480,Sierra,18.0,400917.0,8572524.0,-75.91334,-12.91105,2276.0
151030,2018.0,15,LIMA,10,YAUYOS,30,TOMAS,12425,Sierra,18.0,422686.0,8657612.0,-75.71058,-12.14228,4414.0
150711,2018.0,15,LIMA,07,HUAROCHIRI,11,LANGA,12393,Sierra,18.0,348832.0,8657509.0,-76.38925,-12.14064,3478.0
150709,2018.0,15,LIMA,07,HUAROCHIRI,09,HUAROCHIRI,12399,Sierra,18.0,366864.0,8657095.0,-76.22359,-12.14516,2875.0
150725,2018.0,15,LIMA,07,HUAROCHIRI,25,SAN PEDRO DE HUANCAYRE,12400,Sierra,18.0,369768.0,8663574.0,-76.19664,-12.08671,4243.0
150709,2018.0,15,LIMA,07,HUAROCHIRI,09,HUAROCHIRI,12396,Sierra,18.0,362820.0,8669874.0,-76.2602,-12.02947,4467.0
150728,2018.0,15,LIMA,07,HUAROCHIRI,28,SANTA EULALIA,12357,Sierra,18.0,324483.0,8684936.0,-76.6115,-11.8915,1895.0
150724,2018.0,15,LIMA,07,HUAROCHIRI,24,SAN PEDRO DE CASTA,12349,Sierra,18.0,325848.0,8695962.0,-76.59838,-11.79189,2594.0
150724,2018.0,15,LIMA,07,HUAROCHIRI,24,SAN PEDRO DE CASTA,12348,Sierra,18.0,331685.0,8699639.0,-76.54464,-11.75895,4029.0
150716,2018.0,15,LIMA,07,HUAROCHIRI,16,SAN ANTONIO,12352,Sierra,18.0,301252.0,8689391.0,-76.82445,-11.84993,1078.0
150801,2018.0,15,LIMA,08,HUAURA,01,HUACHO,12135,Costa,18.0,218747.0,8764392.0,-77.57519,-11.16644,74.0
150806,2018.0,15,LIMA,08,HUAURA,06,HUAURA,12109,Costa,18.0,234271.0,8771787.0,-77.43259,-11.10081,281.0
150806,2018.0,15,LIMA,08,HUAURA,06,HUAURA,12106,Costa,18.0,238032.0,8790459.0,-77.39682,-10.93237,1186.0
150503,2018.0,15,LIMA,05,CAÑETE,03,CALANGO,12492,Costa,18.0,327409.0,8615516.0,-76.58838,-12.51919,484.0
150504,2018.0,15,LIMA,05,CAÑETE,04,CERRO AZUL,12541,Costa,18.0,342378.0,8560624.0,-76.45348,-13.01618,15.0
150507,2018.0,15,LIMA,05,CAÑETE,07,IMPERIAL,12551,Costa,18.0,349569.0,8560499.0,-76.38719,-13.01768,89.0
150507,2018.0,15,LIMA,05,CAÑETE,07,IMPERIAL,12552,Costa,18.0,349854.0,8561852.0,-76.38449,-13.00546,95.0
150508,2018.0,15,LIMA,05,CAÑETE,08,LUNAHUANA,12603,Costa,18.0,374553.0,8563583.0,-76.1567,-12.99092,429.0
150808,2018.0,15,LIMA,08,HUAURA,08,PACCHO,12148,Sierra,18.0,289579.0,8791869.0,-76.92532,-10.92296,3523.0
150810,2018.0,15,LIMA,08,HUAURA,10,SANTA MARIA,12121,Costa,18.0,218219.0,8773805.0,-77.57928,-11.08136,94.0
150811,2018.0,15,LIMA,08,HUAURA,11,SAYAN,12147,Costa,18.0,242676.0,8751285.0,-77.35719,-11.28668,494.0
150811,2018.0,15,LIMA,08,HUAURA,11,SAYAN,12144,Costa,18.0,234929.0,8757159.0,-77.42767,-11.23304,370.0
150812,2018.0,15,LIMA,08,HUAURA,12,VEGUETA,12097,Costa,18.0,211735.0,8779692.0,-77.63811,-11.02766,46.0
