UBIGEO,ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,REGION,ZONA,X,Y,LONGITUD,LATITUD,ALTITUD
060201,2018.0,06,CAJAMARCA,02,CAJABAMBA,01,CAJABAMBA,05017,Sierra,17.0,827309.0,9155675.0,-78.03375,-7.62824,2851.0
060201,2018.0,06,CAJAMARCA,02,CAJABAMBA,01,CAJABAMBA,04999,Sierra,17.0,826187.0,9159160.0,-78.04413,-7.59683,2830.0
060202,2018.0,06,CAJAMARCA,02,CAJABAMBA,02,CACHACHI,04929,Sierra,17.0,800297.0,9150080.0,-78.27803,-7.6804,3948.0
060202,2018.0,06,CAJAMARCA,02,CAJABAMBA,02,CACHACHI,04922,Sierra,17.0,803778.0,9157127.0,-78.24692,-7.61653,2856.0
060202,2018.0,06,CAJAMARCA,02,CAJABAMBA,02,CACHACHI,04904,Sierra,17.0,814326.0,9158194.0,-78.15147,-7.60627,2223.0
060202,2018.0,06,CAJAMARCA,02,CAJABAMBA,02,CACHACHI,04892,Sierra,17.0,797842.0,9162432.0,-78.30097,-7.56893,3481.0
060202,2018.0,06,CAJAMARCA,02,CAJABAMBA,02,CACHACHI,04883,Sierra,17.0,810683.0,9165758.0,-78.1849,-7.53815,2132.0
060203,2018.0,06,CAJAMARCA,02,CAJABAMBA,03,CONDEBAMBA,04946,Sierra,17.0,815259.0,9168174.0,-78.14361,-7.51606,2065.0
060204,2018.0,06,CAJAMARCA,02,CAJABAMBA,04,SITACOCHA,04978,Sierra,18.0,178487.0,9174350.0,-77.91263,-7.45989,3402.0
061304,2018.0,06,CAJAMARCA,13,SANTA CRUZ,04,CHANCAYBAÑOS,03481,Sierra,17.0,731450.0,9276257.0,-78.90693,-6.54329,2103.0
061304,2018.0,06,CAJAMARCA,13,SANTA CRUZ,04,CHANCAYBAÑOS,03480,Sierra,17.0,728147.0,9276965.0,-78.93681,-6.53701,1928.0
061001,2018.0,06,CAJAMARCA,10,SAN MARCOS,01,PEDRO GALVEZ,04808,Sierra,17.0,817201.0,9188304.0,-78.12721,-7.33408,2421.0
061001,2018.0,06,CAJAMARCA,10,SAN MARCOS,01,PEDRO GALVEZ,04780,Sierra,17.0,810860.0,9191214.0,-78.18475,-7.30815,2640.0
061004,2018.0,06,CAJAMARCA,10,SAN MARCOS,04,GREGORIO PITA,04691,Sierra,17.0,815927.0,9198184.0,-78.1393,-7.24489,2917.0
061006,2018.0,06,CAJAMARCA,10,SAN MARCOS,06,JOSE MANUEL QUIROZ,04763,Sierra,17.0,828094.0,9186857.0,-78.02855,-7.34651,3600.0
061007,2018.0,06,CAJAMARCA,10,SAN MARCOS,07,JOSE SABOGAL,04720,Sierra,17.0,827628.0,9204241.0,-78.03381,-7.1895,3320.0
061202,2018.0,06,CAJAMARCA,12,SAN PABLO,02,SAN BERNARDINO,03788,Sierra,17.0,748382.0,9208714.0,-78.75102,-7.15315,2497.0
061201,2018.0,06,CAJAMARCA,12,SAN PABLO,01,SAN PABLO,03778,Sierra,17.0,746025.0,9211610.0,-78.77248,-7.12707,2776.0
061201,2018.0,06,CAJAMARCA,12,SAN PABLO,01,SAN PABLO,03770,Sierra,17.0,741083.0,9215166.0,-78.81736,-7.09514,2844.0
060306,2018.0,06,CAJAMARCA,03,CELENDIN,06,JOSE GALVEZ,04631,Sierra,17.0,812538.0,9235234.0,-78.17201,-6.91034,2976.0
060312,2018.0,06,CAJAMARCA,03,CELENDIN,12,LA LIBERTAD DE PALLAN,04332,Sierra,17.0,800756.0,9261223.0,-78.27985,-6.67613,3290.0
060302,2018.0,06,CAJAMARCA,03,CELENDIN,02,CHUMUCH,04311,Sierra,17.0,814006.0,9273638.0,-78.16075,-6.56329,1442.0
060304,2018.0,06,CAJAMARCA,03,CELENDIN,04,HUASMIN,04461,Sierra,17.0,803576.0,9243865.0,-78.25348,-6.83283,2016.0
060309,2018.0,06,CAJAMARCA,03,CELENDIN,09,SOROCHUCO,04568,Sierra,17.0,801430.0,9232743.0,-78.27231,-6.93343,2988.0
060309,2018.0,06,CAJAMARCA,03,CELENDIN,09,SOROCHUCO,04523,Sierra,17.0,801247.0,9238053.0,-78.27424,-6.88547,2761.0
060904,2018.0,06,CAJAMARCA,09,SAN IGNACIO,04,LA COIPA,01974,Selva,17.0,727943.0,9406294.0,-78.943,-5.36783,1830.0
060906,2018.0,06,CAJAMARCA,09,SAN IGNACIO,06,SAN JOSE DE LOURDES,01889,Selva,17.0,743645.0,9442443.0,-78.80252,-5.04055,1244.0
060902,2018.0,06,CAJAMARCA,09,SAN IGNACIO,02,CHIRINOS,01946,Selva,17.0,723802.0,9412523.0,-78.98055,-5.31163,1984.0
060901,2018.0,06,CAJAMARCA,09,SAN IGNACIO,01,SAN IGNACIO,01839,Selva,17.0,717467.0,9433747.0,-79.03828,-5.11992,1553.0
060901,2018.0,06,CAJAMARCA,09,SAN IGNACIO,01,SAN IGNACIO,01836,Selva,17.0,724421.0,9433494.0,-78.97557,-5.12202,1030.0
060904,2018.0,06,CAJAMARCA,09,SAN IGNACIO,04,LA COIPA,01973,Selva,17.0,728984.0,9403930.0,-78.93354,-5.38916,2068.0
060901,2018.0,06,CAJAMARCA,09,SAN IGNACIO,01,SAN IGNACIO,01846,Selva,17.0,719881.0,9431349.0,-79.01645,-5.14154,1482.0
060801,2018.0,06,CAJAMARCA,08,JAEN,01,JAEN,02165,Selva,17.0,727670.0,9359867.0,-78.94401,-5.78756,2561.0
060805,2018.0,06,CAJAMARCA,08,JAEN,05,HUABAL,02090,Selva,17.0,736823.0,9383760.0,-78.86218,-5.57126,1165.0
060811,2018.0,06,CAJAMARCA,08,JAEN,11,SAN JOSE DEL ALTO,02081,Selva,17.0,707506.0,9393757.0,-79.12702,-5.48177,1807.0
060811,2018.0,06,CAJAMARCA,08,JAEN,11,SAN JOSE DEL ALTO,02089,Selva,17.0,725947.0,9385468.0,-78.96038,-5.55616,1510.0
060811,2018.0,06,CAJAMARCA,08,JAEN,11,SAN JOSE DEL ALTO,02073,Selva,17.0,708748.0,9400232.0,-79.11599,-5.42319,1676.0
061308,2018.0,06,CAJAMARCA,13,SANTA CRUZ,08,SAUCEPAMPA,03564,Sierra,17.0,730995.0,9261730.0,-78.91049,-6.67463,1986.0
061306,2018.0,06,CAJAMARCA,13,SANTA CRUZ,06,NINABAMBA,03503,Sierra,17.0,745849.0,9264102.0,-78.77629,-6.65259,2378.0
061101,2018.0,06,CAJAMARCA,11,SAN MIGUEL,01,SAN MIGUEL,03696,Sierra,17.0,732942.0,9219510.0,-78.89121,-7.05621,2494.0
061106,2018.0,06,CAJAMARCA,11,SAN MIGUEL,06,LA FLORIDA,03608,Costa,17.0,712388.0,9238413.0,-79.0779,-6.88612,1582.0
061107,2018.0,06,CAJAMARCA,11,SAN MIGUEL,07,LLAPA,03650,Sierra,17.0,741137.0,9228127.0,-78.81742,-6.97798,3079.0
061108,2018.0,06,CAJAMARCA,11,SAN MIGUEL,08,NANCHOC,03732,Costa,17.0,695000.0,9235185.0,-79.2351,-6.91591,831.0
061111,2018.0,06,CAJAMARCA,11,SAN MIGUEL,11,SAN SILVESTRE DE COCHAN,03669,Sierra,17.0,744735.0,9224670.0,-78.78472,-7.00908,2848.0
061111,2018.0,06,CAJAMARCA,11,SAN MIGUEL,11,SAN SILVESTRE DE COCHAN,03662,Sierra,17.0,747074.0,9228820.0,-78.76374,-6.97146,3128.0
061102,2018.0,06,CAJAMARCA,11,SAN MIGUEL,02,BOLIVAR,03729,Costa,17.0,706970.0,9229770.0,-79.12661,-6.96445,1817.0
060501,2018.0,06,CAJAMARCA,05,CONTUMAZA,01,CONTUMAZA,03818,Sierra,17.0,754175.0,9188712.0,-78.69768,-7.33368,3137.0
060503,2018.0,06,CAJAMARCA,05,CONTUMAZA,03,CUPISNIQUE,03844,Sierra,17.0,712313.0,9181341.0,-79.07642,-7.4021,2100.0
060508,2018.0,06,CAJAMARCA,05,CONTUMAZA,08,YONAN,03799,Costa,17.0,698109.0,9189937.0,-79.20538,-7.32492,944.0
060702,2018.0,06,CAJAMARCA,07,HUALGAYOC,02,CHUGUR,03071,Sierra,17.0,749723.0,9262913.0,-78.74122,-6.66319,2644.0
060702,2018.0,06,CAJAMARCA,07,HUALGAYOC,02,CHUGUR,03067,Sierra,17.0,747980.0,9263177.0,-78.75699,-6.66088,2370.0
060702,2018.0,06,CAJAMARCA,07,HUALGAYOC,02,CHUGUR,03070,Sierra,17.0,751064.0,9264323.0,-78.72915,-6.65038,2820.0
060702,2018.0,06,CAJAMARCA,07,HUALGAYOC,02,CHUGUR,03074,Sierra,17.0,755385.0,9263467.0,-78.69005,-6.65795,3363.0
060703,2018.0,06,CAJAMARCA,07,HUALGAYOC,03,HUALGAYOC,03151,Sierra,17.0,764415.0,9256076.0,-78.6081,-6.72435,3600.0
060701,2018.0,06,CAJAMARCA,07,HUALGAYOC,01,BAMBAMARCA,03325,Sierra,17.0,772172.0,9258950.0,-78.5381,-6.69804,2777.0
060802,2018.0,06,CAJAMARCA,08,JAEN,02,BELLAVISTA,02137,Selva,17.0,730719.0,9388608.0,-78.91742,-5.52763,1770.0
060112,2018.0,06,CAJAMARCA,01,CAJAMARCA,12,SAN JUAN,04237,Sierra,17.0,777078.0,9194583.0,-78.49065,-7.27951,2804.0
060109,2018.0,06,CAJAMARCA,01,CAJAMARCA,09,MAGDALENA,04257,Sierra,17.0,769620.0,9195473.0,-78.55819,-7.27184,2372.0
060109,2018.0,06,CAJAMARCA,01,CAJAMARCA,09,MAGDALENA,04243,Sierra,17.0,751559.0,9201491.0,-78.72195,-7.21829,1399.0
060107,2018.0,06,CAJAMARCA,01,CAJAMARCA,07,LLACANORA,04218,Sierra,17.0,784837.0,9206476.0,-78.42104,-7.17164,2894.0
060107,2018.0,06,CAJAMARCA,01,CAJAMARCA,07,LLACANORA,04223,Sierra,17.0,789385.0,9208006.0,-78.37998,-7.15759,3169.0
060108,2018.0,06,CAJAMARCA,01,CAJAMARCA,08,LOS BAÑOS DEL INCA,03997,Sierra,17.0,784916.0,9214728.0,-78.42075,-7.09706,3024.0
060108,2018.0,06,CAJAMARCA,01,CAJAMARCA,08,LOS BAÑOS DEL INCA,04005,Sierra,17.0,778484.0,9210235.0,-78.47871,-7.13799,2687.0
060102,2018.0,06,CAJAMARCA,01,CAJAMARCA,02,ASUNCION,04280,Sierra,17.0,775378.0,9185978.0,-78.50561,-7.35736,3335.0
060105,2018.0,06,CAJAMARCA,01,CAJAMARCA,05,ENCAÑADA,04075,Sierra,17.0,788920.0,9222185.0,-78.3849,-7.02948,3488.0
060101,2018.0,06,CAJAMARCA,01,CAJAMARCA,01,CAJAMARCA,03919,Sierra,17.0,772899.0,9210371.0,-78.52925,-7.13704,2804.0
060105,2018.0,06,CAJAMARCA,01,CAJAMARCA,05,ENCAÑADA,04132,Sierra,17.0,802741.0,9215785.0,-78.25956,-7.08659,3599.0
060105,2018.0,06,CAJAMARCA,01,CAJAMARCA,05,ENCAÑADA,04047,Sierra,17.0,778118.0,9237875.0,-78.48336,-6.88822,3733.0
060105,2018.0,06,CAJAMARCA,01,CAJAMARCA,05,ENCAÑADA,04051,Sierra,17.0,770965.0,9240714.0,-78.54818,-6.8629,3583.0
060105,2018.0,06,CAJAMARCA,01,CAJAMARCA,05,ENCAÑADA,04046,Sierra,17.0,778699.0,9241389.0,-78.47828,-6.85643,3406.0
060105,2018.0,06,CAJAMARCA,01,CAJAMARCA,05,ENCAÑADA,04072,Sierra,17.0,786531.0,9220391.0,-78.40642,-7.04582,3052.0
060607,2018.0,06,CAJAMARCA,06,CUTERVO,07,QUEROCOTILLO,02271,Sierra,17.0,716124.0,9305206.0,-79.04647,-6.28212,2204.0
060607,2018.0,06,CAJAMARCA,06,CUTERVO,07,QUEROCOTILLO,02251,Sierra,17.0,714660.0,9307751.0,-79.05978,-6.25916,1683.0
060601,2018.0,06,CAJAMARCA,06,CUTERVO,01,CUTERVO,02497,Sierra,17.0,736975.0,9293460.0,-78.85765,-6.38756,2719.0
060601,2018.0,06,CAJAMARCA,06,CUTERVO,01,CUTERVO,02509,Sierra,17.0,734087.0,9293594.0,-78.88374,-6.38646,2295.0
060601,2018.0,06,CAJAMARCA,06,CUTERVO,01,CUTERVO,02490,Sierra,17.0,742302.0,9294054.0,-78.80953,-6.38199,2623.0
060601,2018.0,06,CAJAMARCA,06,CUTERVO,01,CUTERVO,02463,Sierra,17.0,730200.0,9296609.0,-78.91898,-6.35935,1536.0
060419,2018.0,06,CAJAMARCA,04,CHOTA,19,CHALAMARCA,03026,Sierra,17.0,780523.0,9278758.0,-78.46353,-6.51864,2586.0
060408,2018.0,06,CAJAMARCA,04,CHOTA,08,CONCHAN,02878,Sierra,17.0,761250.0,9283742.0,-78.6379,-6.47444,2606.0
060408,2018.0,06,CAJAMARCA,04,CHOTA,08,CONCHAN,02876,Sierra,17.0,758969.0,9285289.0,-78.65857,-6.46055,2598.0
060401,2018.0,06,CAJAMARCA,04,CHOTA,01,CHOTA,02851,Sierra,17.0,761947.0,9270247.0,-78.63103,-6.59638,2578.0
060401,2018.0,06,CAJAMARCA,04,CHOTA,01,CHOTA,02756,Sierra,17.0,756868.0,9281720.0,-78.67742,-6.49289,2593.0
060404,2018.0,06,CAJAMARCA,04,CHOTA,04,CHIGUIRIP,02918,Sierra,17.0,752953.0,9286169.0,-78.71297,-6.45285,3037.0
060413,2018.0,06,CAJAMARCA,04,CHOTA,13,PACCHA,03058,Sierra,17.0,785327.0,9278517.0,-78.42011,-6.52059,2695.0
060405,2018.0,06,CAJAMARCA,04,CHOTA,05,CHIMBAN,02990,Selva,17.0,786451.0,9307087.0,-78.41125,-6.26236,2193.0
060409,2018.0,06,CAJAMARCA,04,CHOTA,09,HUAMBOS,02671,Sierra,17.0,729124.0,9281762.0,-78.92815,-6.4936,2326.0
060409,2018.0,06,CAJAMARCA,04,CHOTA,09,HUAMBOS,02664,Sierra,17.0,726796.0,9285445.0,-78.94934,-6.4604,2328.0
060409,2018.0,06,CAJAMARCA,04,CHOTA,09,HUAMBOS,02660,Sierra,17.0,727147.0,9288759.0,-78.94628,-6.43042,2143.0
060401,2018.0,06,CAJAMARCA,04,CHOTA,01,CHOTA,02813,Sierra,17.0,755336.0,9271252.0,-78.69083,-6.58758,2807.0
060601,2018.0,06,CAJAMARCA,06,CUTERVO,01,CUTERVO,02436,Sierra,17.0,729830.0,9301448.0,-78.92249,-6.31561,1893.0
060601,2018.0,06,CAJAMARCA,06,CUTERVO,01,CUTERVO,02446,Sierra,17.0,740044.0,9301581.0,-78.83022,-6.31403,2643.0
060601,2018.0,06,CAJAMARCA,06,CUTERVO,01,CUTERVO,02427,Sierra,17.0,733855.0,9302059.0,-78.88615,-6.30995,2333.0
060607,2018.0,06,CAJAMARCA,06,CUTERVO,07,QUEROCOTILLO,02264,Sierra,17.0,725128.0,9307858.0,-78.9652,-6.25783,1711.0
060607,2018.0,06,CAJAMARCA,06,CUTERVO,07,QUEROCOTILLO,02237,Sierra,17.0,709599.0,9311672.0,-79.10563,-6.22388,1821.0
060611,2018.0,06,CAJAMARCA,06,CUTERVO,11,SANTA CRUZ,02310,Sierra,17.0,742063.0,9317008.0,-78.81256,-6.17451,1717.0
060607,2018.0,06,CAJAMARCA,06,CUTERVO,07,QUEROCOTILLO,02222,Sierra,17.0,719781.0,9323624.0,-79.01405,-6.11548,2172.0
060611,2018.0,06,CAJAMARCA,06,CUTERVO,11,SANTA CRUZ,02308,Sierra,17.0,742492.0,9324221.0,-78.80894,-6.10928,1557.0
060601,2018.0,06,CAJAMARCA,06,CUTERVO,01,CUTERVO,02569,Sierra,17.0,747566.0,9288986.0,-78.76177,-6.4276,2654.0
010703,2018.0,01,AMAZONAS,07,UTCUBAMBA,03,CUMBA,05212,Selva,17.0,763784.0,9343351.0,-78.61742,-5.93556,992.0
010701,2018.0,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,05274,Selva,17.0,795757.0,9338515.0,-78.32863,-5.97795,1667.0
010701,2018.0,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,05272,Selva,17.0,798391.0,9343179.0,-78.30505,-5.93568,1525.0
010701,2018.0,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,05260,Selva,17.0,787929.0,9348842.0,-78.39972,-5.88496,1882.0
010701,2018.0,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,05239,Selva,17.0,771753.0,9359213.0,-78.54612,-5.79189,875.0
010703,2018.0,01,AMAZONAS,07,UTCUBAMBA,03,CUMBA,05223,Selva,17.0,774482.0,9342981.0,-78.52084,-5.93848,2210.0
010703,2018.0,01,AMAZONAS,07,UTCUBAMBA,03,CUMBA,05214,Selva,17.0,772283.0,9347247.0,-78.54086,-5.90001,2236.0
010705,2018.0,01,AMAZONAS,07,UTCUBAMBA,05,JAMALCA,05333,Selva,17.0,806832.0,9332695.0,-78.2284,-6.03003,2087.0
010706,2018.0,01,AMAZONAS,07,UTCUBAMBA,06,LONYA GRANDE,05334,Selva,17.0,784345.0,9339119.0,-78.43165,-5.97298,2051.0
010702,2018.0,01,AMAZONAS,07,UTCUBAMBA,02,CAJARURO,05318,Selva,17.0,807956.0,9357387.0,-78.21937,-5.80688,1057.0
010702,2018.0,01,AMAZONAS,07,UTCUBAMBA,02,CAJARURO,05317,Selva,17.0,815208.0,9359186.0,-78.15403,-5.7903,2227.0
010702,2018.0,01,AMAZONAS,07,UTCUBAMBA,02,CAJARURO,05303,Selva,17.0,805347.0,9362449.0,-78.24313,-5.76125,977.0
010702,2018.0,01,AMAZONAS,07,UTCUBAMBA,02,CAJARURO,05298,Selva,17.0,800028.0,9364405.0,-78.29121,-5.74381,909.0
010702,2018.0,01,AMAZONAS,07,UTCUBAMBA,02,CAJARURO,05308,Selva,17.0,817106.0,9367604.0,-78.13729,-5.71415,2595.0
010503,2018.0,01,AMAZONAS,05,LUYA,03,COCABAMBA,05474,Sierra,18.0,168582.0,9262224.0,-77.99717,-6.66548,1440.0
010513,2018.0,01,AMAZONAS,05,LUYA,13,OCUMAL,05447,Sierra,17.0,806430.0,9299042.0,-78.23045,-6.33413,2521.0
010509,2018.0,01,AMAZONAS,05,LUYA,09,LUYA,05434,Sierra,18.0,175803.0,9315095.0,-77.92918,-6.18822,2120.0
010509,2018.0,01,AMAZONAS,05,LUYA,09,LUYA,05430,Sierra,17.0,827807.0,9317871.0,-78.03837,-6.16297,2916.0
010512,2018.0,01,AMAZONAS,05,LUYA,12,OCALLI,05438,Sierra,17.0,800622.0,9307954.0,-78.28332,-6.25388,1436.0
010512,2018.0,01,AMAZONAS,05,LUYA,12,OCALLI,05439,Sierra,17.0,803037.0,9308890.0,-78.26155,-6.24531,1339.0
010512,2018.0,01,AMAZONAS,05,LUYA,12,OCALLI,05441,Sierra,17.0,806237.0,9310970.0,-78.23276,-6.22636,2010.0
010513,2018.0,01,AMAZONAS,05,LUYA,13,OCUMAL,05450,Sierra,17.0,814471.0,9297398.0,-78.15775,-6.34859,2278.0
010514,2018.0,01,AMAZONAS,05,LUYA,14,PISUQUIA,05470,Sierra,17.0,823630.0,9277181.0,-78.07399,-6.53078,2108.0
010514,2018.0,01,AMAZONAS,05,LUYA,14,PISUQUIA,05467,Sierra,17.0,825064.0,9283677.0,-78.06139,-6.47202,2145.0
010514,2018.0,01,AMAZONAS,05,LUYA,14,PISUQUIA,05466,Sierra,17.0,825470.0,9285232.0,-78.0578,-6.45795,2736.0
010514,2018.0,01,AMAZONAS,05,LUYA,14,PISUQUIA,05469,Sierra,17.0,829809.0,9281822.0,-78.01843,-6.48853,3300.0
010514,2018.0,01,AMAZONAS,05,LUYA,14,PISUQUIA,05463,Sierra,17.0,818638.0,9283176.0,-78.1194,-6.47687,1958.0
010514,2018.0,01,AMAZONAS,05,LUYA,14,PISUQUIA,05465,Sierra,17.0,828051.0,9286042.0,-78.03453,-6.4505,3520.0
010515,2018.0,01,AMAZONAS,05,LUYA,15,PROVIDENCIA,05446,Sierra,17.0,801098.0,9300689.0,-78.27868,-6.3195,2155.0
010515,2018.0,01,AMAZONAS,05,LUYA,15,PROVIDENCIA,05445,Sierra,17.0,797051.0,9304394.0,-78.3154,-6.28621,2031.0
010516,2018.0,01,AMAZONAS,05,LUYA,16,SAN CRISTOBAL,05424,Sierra,18.0,171934.0,9323945.0,-77.96367,-6.10808,2470.0
010518,2018.0,01,AMAZONAS,05,LUYA,18,SAN JERONIMO,05422,Sierra,17.0,832087.0,9332338.0,-78.00046,-6.03205,2623.0
010518,2018.0,01,AMAZONAS,05,LUYA,18,SAN JERONIMO,05421,Sierra,17.0,819955.0,9339767.0,-78.1103,-5.96553,2116.0
010521,2018.0,01,AMAZONAS,05,LUYA,21,SANTO TOMAS,05482,Sierra,18.0,177021.0,9267699.0,-77.92062,-6.61648,3449.0
010521,2018.0,01,AMAZONAS,05,LUYA,21,SANTO TOMAS,05481,Sierra,18.0,177443.0,9271534.0,-77.91661,-6.58185,3154.0
010521,2018.0,01,AMAZONAS,05,LUYA,21,SANTO TOMAS,05478,Sierra,18.0,183059.0,9276119.0,-77.86563,-6.54072,2723.0
010501,2018.0,01,AMAZONAS,05,LUYA,01,LAMUD,05425,Sierra,18.0,169128.0,9321936.0,-77.98909,-6.12608,2847.0
010520,2018.0,01,AMAZONAS,05,LUYA,20,SANTA CATALINA,05419,Sierra,17.0,818774.0,9329094.0,-78.12045,-6.06201,2061.0
010502,2018.0,01,AMAZONAS,05,LUYA,02,CAMPORREDONDO,05410,Sierra,17.0,798239.0,9309217.0,-78.3049,-6.24258,1550.0
010502,2018.0,01,AMAZONAS,05,LUYA,02,CAMPORREDONDO,05405,Sierra,17.0,794050.0,9314006.0,-78.34294,-6.1995,1295.0
010502,2018.0,01,AMAZONAS,05,LUYA,02,CAMPORREDONDO,05402,Sierra,17.0,789750.0,9315552.0,-78.38184,-6.18572,1509.0
010502,2018.0,01,AMAZONAS,05,LUYA,02,CAMPORREDONDO,05400,Sierra,17.0,795279.0,9322642.0,-78.33224,-6.1214,1855.0
010504,2018.0,01,AMAZONAS,05,LUYA,04,COLCAMAR,05453,Sierra,17.0,826705.0,9303777.0,-78.04761,-6.29035,2766.0
010505,2018.0,01,AMAZONAS,05,LUYA,05,CONILA,05413,Sierra,17.0,817471.0,9318291.0,-78.13169,-6.15968,2679.0
010601,2018.0,01,AMAZONAS,06,RODRIGUEZ DE MENDOZA,01,SAN NICOLAS,05548,Selva,18.0,231407.0,9293569.0,-77.42803,-6.38531,2157.0
010603,2018.0,01,AMAZONAS,06,RODRIGUEZ DE MENDOZA,03,COCHAMAL,05535,Selva,18.0,205126.0,9293338.0,-77.66545,-6.38622,1909.0
010609,2018.0,01,AMAZONAS,06,RODRIGUEZ DE MENDOZA,09,OMIA,05594,Selva,18.0,232552.0,9287402.0,-77.41795,-6.4411,1465.0
010609,2018.0,01,AMAZONAS,06,RODRIGUEZ DE MENDOZA,09,OMIA,05584,Selva,18.0,242655.0,9290839.0,-77.32652,-6.41045,2072.0
010609,2018.0,01,AMAZONAS,06,RODRIGUEZ DE MENDOZA,09,OMIA,05576,Selva,18.0,242585.0,9294719.0,-77.327,-6.37538,2275.0
010312,2018.0,01,AMAZONAS,03,BONGARA,12,YAMBRASBAMBA,05363,Selva,18.0,174128.0,9379313.0,-77.94124,-5.60797,1886.0
010305,2018.0,01,AMAZONAS,03,BONGARA,05,CUISPES,05384,Sierra,18.0,175617.0,9348279.0,-77.92925,-5.88841,2052.0
010301,2018.0,01,AMAZONAS,03,BONGARA,01,JUMBILLA,05381,Sierra,18.0,185820.0,9350576.0,-77.83708,-5.86814,2037.0
010306,2018.0,01,AMAZONAS,03,BONGARA,06,FLORIDA,05374,Sierra,18.0,172139.0,9351626.0,-77.96047,-5.85801,2094.0
010306,2018.0,01,AMAZONAS,03,BONGARA,06,FLORIDA,05370,Sierra,18.0,174257.0,9356781.0,-77.94112,-5.81154,2287.0
010312,2018.0,01,AMAZONAS,03,BONGARA,12,YAMBRASBAMBA,05366,Selva,18.0,186590.0,9365336.0,-77.82948,-5.73481,2366.0
010401,2018.0,01,AMAZONAS,04,CONDORCANQUI,01,NIEVA,05072,Selva,18.0,196583.0,9496176.0,-77.73428,-4.55296,199.0
010402,2018.0,01,AMAZONAS,04,CONDORCANQUI,02,EL CENEPA,05038,Selva,17.0,781660.0,9538411.0,-78.46294,-4.17196,1081.0
010403,2018.0,01,AMAZONAS,04,CONDORCANQUI,03,RIO SANTIAGO,05057,Selva,18.0,192070.0,9558206.0,-77.7729,-3.99229,217.0
010403,2018.0,01,AMAZONAS,04,CONDORCANQUI,03,RIO SANTIAGO,05056,Selva,17.0,831480.0,9559073.0,-78.01525,-3.98371,1205.0
010403,2018.0,01,AMAZONAS,04,CONDORCANQUI,03,RIO SANTIAGO,05049,Selva,18.0,180162.0,9605230.0,-77.87863,-3.56703,336.0
010403,2018.0,01,AMAZONAS,04,CONDORCANQUI,03,RIO SANTIAGO,05050,Selva,17.0,830172.0,9598027.0,-78.02823,-3.63182,332.0
010403,2018.0,01,AMAZONAS,04,CONDORCANQUI,03,RIO SANTIAGO,05046,Selva,18.0,179040.0,9652966.0,-77.88745,-3.13569,233.0
010120,2018.0,01,AMAZONAS,01,CHACHAPOYAS,20,SOLOCO,05505,Sierra,18.0,197243.0,9304375.0,-77.73613,-6.28612,2942.0
010202,2018.0,01,AMAZONAS,02,BAGUA,02,ARAMANGO,05162,Selva,17.0,782791.0,9390288.0,-78.44775,-5.51061,968.0
010119,2018.0,01,AMAZONAS,01,CHACHAPOYAS,19,SAN ISIDRO DE MAINO,05509,Sierra,18.0,187711.0,9296765.0,-77.82257,-6.35442,3002.0
010205,2018.0,01,AMAZONAS,02,BAGUA,05,IMAZA,05140,Selva,17.0,795529.0,9417485.0,-78.33394,-5.26434,989.0
010205,2018.0,01,AMAZONAS,02,BAGUA,05,IMAZA,05136,Selva,17.0,792489.0,9424808.0,-78.36162,-5.19827,322.0
010102,2018.0,01,AMAZONAS,01,CHACHAPOYAS,02,ASUNCION,05485,Sierra,18.0,196295.0,9336463.0,-77.7432,-5.99613,2778.0
010103,2018.0,01,AMAZONAS,01,CHACHAPOYAS,03,BALSAS,05527,Sierra,18.0,175776.0,9247214.0,-77.93298,-6.80147,2764.0
010101,2018.0,01,AMAZONAS,01,CHACHAPOYAS,01,CHACHAPOYAS,05494,Sierra,18.0,180713.0,9309128.0,-77.88516,-6.24238,2157.0
010105,2018.0,01,AMAZONAS,01,CHACHAPOYAS,05,CHILIQUIN,05491,Sierra,18.0,196736.0,9324532.0,-77.73976,-6.10396,2814.0
010106,2018.0,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,05534,Sierra,18.0,191440.0,9232325.0,-77.79218,-6.93684,3919.0
010106,2018.0,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,05530,Sierra,18.0,174268.0,9234050.0,-77.94734,-6.92031,2363.0
010106,2018.0,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,05532,Sierra,18.0,185585.0,9233233.0,-77.84508,-6.92832,3207.0
010110,2018.0,01,AMAZONAS,01,CHACHAPOYAS,10,LEIMEBAMBA,05526,Sierra,18.0,192201.0,9241537.0,-77.78482,-6.85364,3570.0
010110,2018.0,01,AMAZONAS,01,CHACHAPOYAS,10,LEIMEBAMBA,05524,Sierra,18.0,193899.0,9257208.0,-77.76865,-6.71214,3058.0
010110,2018.0,01,AMAZONAS,01,CHACHAPOYAS,10,LEIMEBAMBA,05523,Sierra,18.0,192829.0,9261417.0,-77.77811,-6.67406,2647.0
