ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,ESTRATO,TipoMuestra,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P102_1,P102_2,P404AA_1,P404AA_2,P404AA_3,P404AA_4,P404AA_5,P410AA,P410AB,P410AE,OMICAP400A
2014.0,13,LA LIBERTAD,09,SANCHEZ CARRION,06,SANAGORAN,07712,00160,1,GRANJAS Y ESTABLOS,Censal,Completa,SIERRA,,1.0804598,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Pase,Pase,Granja de cuyes?,Pase,Granja de cuyes,20.0,manantial,00
2014.0,13,LA LIBERTAD,09,SANCHEZ CARRION,06,SANAGORAN,07712,00161,2,GRANJAS Y ESTABLOS,Censal,Completa,SIERRA,,1.0804598,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Pase,Pase,Granja de cuyes?,Pase,Granja de cuyes,3.0,Río/riachuelo,00
2014.0,02,ANCASH,18,SANTA,05,MORO,08294,00112,1,GRANJAS Y ESTABLOS,Censal,Completa,COSTA,,1.0804598,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Pase,Pase,Granja de cuyes?,Pase,Granja de cuyes,1.0,Pozo,00
2014.0,02,ANCASH,18,SANTA,05,MORO,08299,00096,2,GRANJAS AVÍCOLAS,Censal,Completa,COSTA,,1.1649485,Grandes productores/as agropecuarios/as,pase,Pecuaria,Pase,Pase,Pase,Pase,Granja avícola?,Granja avícola de pollo de engorde,45.0,Pozo,00
2014.0,02,ANCASH,18,SANTA,05,MORO,08299,00096,2,GRANJAS AVÍCOLAS,Censal,Completa,COSTA,,1.1649485,Grandes productores/as agropecuarios/as,pase,Pecuaria,Pase,Pase,Pase,Pase,Granja avícola?,Granja avícola de gallina de postura,2.0,Pozo,00
2014.0,02,ANCASH,18,SANTA,06,NEPEÑA,08300,00102,1,GRANJAS Y ESTABLOS,Muestral,Completa,COSTA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Pase,Granja porcina?,Pase,Pase,Granja porcina,1.0,Red pública,00
2014.0,02,ANCASH,18,SANTA,06,NEPEÑA,08302,00022,3,GRANJAS AVÍCOLAS,Censal,Completa,COSTA,,1.1649485,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Pase,Pase,Pase,Granja avícola?,Granja avícola de pollo de engorde,48.0,Pozo,00
2014.0,02,ANCASH,18,SANTA,06,NEPEÑA,08303,00162,6,GRANJAS Y ESTABLOS,Muestral,Completa,COSTA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Pase,Granja porcina?,Pase,Pase,Granja porcina,8.0,Cisterna,00
2014.0,02,ANCASH,12,HUAYLAS,03,HUATA,08374,00013,1,GRANJAS Y ESTABLOS,Muestral,Completa,SIERRA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Pase,Pase,Granja de cuyes?,Pase,Granja de cuyes,1.0,Red pública,00
2014.0,02,ANCASH,12,HUAYLAS,07,PUEBLO LIBRE,08412,00057,1,EMPRESAS,Muestral,Completa,SIERRA,,5.7039711,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Pase,Pase,Granja de cuyes?,Pase,Granja de cuyes,2.0,Red pública,00
2014.0,02,ANCASH,20,YUNGAY,08,YANAMA,08559,00121,1,GRANJAS Y ESTABLOS,Muestral,Completa,SIERRA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Establo lechero?,Pase,Pase,Pase,Pase,Establo lechero,1.0,Río/riachuelo,00
2014.0,02,ANCASH,20,YUNGAY,08,YANAMA,08559,00121,1,GRANJAS Y ESTABLOS,Muestral,Completa,SIERRA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Pase,Granja porcina?,Pase,Pase,Granja porcina,1.0,Red pública,00
2014.0,02,ANCASH,08,CASMA,03,COMANDANTE NOEL,08699,00140,3,EMPRESAS,Muestral,Completa,COSTA,,5.7039711,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Establo lechero?,Pase,Pase,Pase,Pase,Establo lechero,2.0,Río/riachuelo,00
2014.0,02,ANCASH,08,CASMA,03,COMANDANTE NOEL,08699,00140,3,EMPRESAS,Muestral,Completa,COSTA,,5.7039711,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Pase,Granja porcina?,Pase,Pase,Granja porcina,10.0,Río/riachuelo,00
2014.0,02,ANCASH,11,HUARMEY,01,HUARMEY,09490,00085,2,GRANJAS Y ESTABLOS,Muestral,Completa,COSTA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Establo lechero?,Pase,Pase,Pase,Pase,Establo lechero,1.0,Pozo,00
2014.0,02,ANCASH,14,OCROS,05,COCHAS,09555,00068,1,GRANJAS Y ESTABLOS,Censal,Completa,COSTA,,1.0804598,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Pase,Pase,Granja de cuyes?,Pase,Granja de cuyes,8.0,Río/riachuelo,00
2014.0,10,HUÁNUCO,07,MARAÑON,02,CHOLON,09586,00132,1,GRANJAS Y ESTABLOS,Muestral,Completa,SIERRA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Centro de engorde vacuno,1.0,manantial,00
2014.0,10,HUÁNUCO,06,LEONCIO PRADO,04,JOSE CRESPO Y CASTILLO,09747,00109,2,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Centro de engorde vacuno,9.0,manantial,00
2014.0,10,HUÁNUCO,06,LEONCIO PRADO,04,JOSE CRESPO Y CASTILLO,09755,00111,3,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Centro de engorde vacuno,2.0,manantial,00
2014.0,10,HUÁNUCO,06,LEONCIO PRADO,04,JOSE CRESPO Y CASTILLO,09755,00111,3,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Pase,Granja porcina?,Pase,Pase,Granja porcina,1.0,manantial,00
2014.0,10,HUÁNUCO,06,LEONCIO PRADO,04,JOSE CRESPO Y CASTILLO,09755,00111,3,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Pase,Pase,Granja de cuyes?,Pase,Granja de cuyes,1.0,Red pública,00
2014.0,10,HUÁNUCO,06,LEONCIO PRADO,04,JOSE CRESPO Y CASTILLO,09779,00011,4,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Establo lechero?,Centro de engorde vacuno?,Pase,Pase,Pase,Establo lechero,16.0,Pozo,00
2014.0,10,HUÁNUCO,06,LEONCIO PRADO,04,JOSE CRESPO Y CASTILLO,09779,00011,4,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Establo lechero?,Centro de engorde vacuno?,Pase,Pase,Pase,Centro de engorde vacuno,16.0,Río/riachuelo,00
2014.0,10,HUÁNUCO,06,LEONCIO PRADO,04,JOSE CRESPO Y CASTILLO,09779,00011,4,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Pase,Granja porcina?,Pase,Pase,Granja porcina,3.0,Pozo,00
2014.0,10,HUÁNUCO,06,LEONCIO PRADO,04,JOSE CRESPO Y CASTILLO,09779,00011,4,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Pase,Pase,Granja de cuyes?,Pase,Granja de cuyes,1.0,Pozo,00
2014.0,10,HUÁNUCO,06,LEONCIO PRADO,01,RUPA-RUPA,09798,00114,1,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Establo lechero?,Pase,Pase,Pase,Pase,Establo lechero,7.0,Pozo,00
2014.0,10,HUÁNUCO,06,LEONCIO PRADO,05,LUYANDO,09805,00090,1,GRANJAS AVÍCOLAS,Muestral,Completa,SELVA,,5.5106383,Grandes productores/as agropecuarios/as,pase,Pecuaria,Pase,Pase,Pase,Pase,Granja avícola?,Granja avícola de pollo de engorde,1.0,Pozo,00
2014.0,10,HUÁNUCO,06,LEONCIO PRADO,06,MARIANO DAMASO BERAUN,09851,00072,1,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,pase,Pecuaria,Pase,Pase,Granja porcina?,Pase,Pase,Granja porcina,20.0,Red pública,00
2014.0,10,HUÁNUCO,09,PUERTO INCA,03,HONORIA,09866,00045,2,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Centro de engorde vacuno,5.0,manantial,00
2014.0,10,HUÁNUCO,09,PUERTO INCA,03,HONORIA,09866,00065,3,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Centro de engorde vacuno,2.0,manantial,00
2014.0,10,HUÁNUCO,09,PUERTO INCA,03,HONORIA,09867,00001,4,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Centro de engorde vacuno,7.0,manantial,00
2014.0,10,HUÁNUCO,09,PUERTO INCA,03,HONORIA,09867,00126,5,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Centro de engorde vacuno,10.0,Río/riachuelo,00
2014.0,10,HUÁNUCO,09,PUERTO INCA,03,HONORIA,09867,00147,6,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Centro de engorde vacuno,6.0,manantial,00
2014.0,10,HUÁNUCO,09,PUERTO INCA,04,TOURNAVISTA,09870,00011,1,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Centro de engorde vacuno,1.0,Río/riachuelo,00
2014.0,10,HUÁNUCO,09,PUERTO INCA,04,TOURNAVISTA,09872,00061,2,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Centro de engorde vacuno,1.0,Río/riachuelo,00
2014.0,10,HUÁNUCO,09,PUERTO INCA,04,TOURNAVISTA,09873,00041,3,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,pase,Pecuaria,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Centro de engorde vacuno,2.0,Río/riachuelo,00
2014.0,10,HUÁNUCO,09,PUERTO INCA,04,TOURNAVISTA,09873,00128,4,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Centro de engorde vacuno,1.0,Río/riachuelo,00
2014.0,10,HUÁNUCO,09,PUERTO INCA,04,TOURNAVISTA,09874,00127,5,EMPRESAS,Censal,Completa,SELVA,,1.2574257,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Centro de engorde vacuno,1.0,Río/riachuelo,00
2014.0,10,HUÁNUCO,09,PUERTO INCA,04,TOURNAVISTA,09875,00061,6,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Centro de engorde vacuno,1.0,Río/riachuelo,00
2014.0,10,HUÁNUCO,09,PUERTO INCA,04,TOURNAVISTA,09876,00006,7,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Centro de engorde vacuno,1.0,manantial,00
2014.0,10,HUÁNUCO,09,PUERTO INCA,04,TOURNAVISTA,09877,00088,9,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Centro de engorde vacuno,1.0,Río/riachuelo,00
2014.0,10,HUÁNUCO,09,PUERTO INCA,04,TOURNAVISTA,09879,00077,10,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Centro de engorde vacuno,1.0,Río/riachuelo,00
2014.0,10,HUÁNUCO,09,PUERTO INCA,01,PUERTO INCA,09887,00037,1,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Centro de engorde vacuno,8.0,Río/riachuelo,00
2014.0,10,HUÁNUCO,09,PUERTO INCA,01,PUERTO INCA,09888,00080,2,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Centro de engorde vacuno,5.0,Río/riachuelo,00
2014.0,10,HUÁNUCO,09,PUERTO INCA,05,YUYAPICHIS,09891,00040,1,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Centro de engorde vacuno,17.0,manantial,00
2014.0,10,HUÁNUCO,09,PUERTO INCA,05,YUYAPICHIS,09892,00042,2,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Centro de engorde vacuno,5.0,manantial,00
2014.0,10,HUÁNUCO,09,PUERTO INCA,05,YUYAPICHIS,09892,00114,3,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Centro de engorde vacuno,4.0,manantial,00
2014.0,10,HUÁNUCO,09,PUERTO INCA,05,YUYAPICHIS,09893,00010,6,EMPRESAS,Muestral,Completa,SELVA,,5.7039711,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Centro de engorde vacuno,1.0,manantial,00
2014.0,10,HUÁNUCO,09,PUERTO INCA,05,YUYAPICHIS,09895,00064,4,GRANJAS Y ESTABLOS,Censal,Completa,SELVA,,1.0804598,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Centro de engorde vacuno,15.0,manantial,00
2014.0,10,HUÁNUCO,09,PUERTO INCA,05,YUYAPICHIS,09897,00108,5,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Centro de engorde vacuno,6.0,manantial,00
2014.0,10,HUÁNUCO,09,PUERTO INCA,02,CODO DEL POZUZO,09905,00097,1,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Centro de engorde vacuno,2.0,Río/riachuelo,00
2014.0,10,HUÁNUCO,09,PUERTO INCA,02,CODO DEL POZUZO,09905,00100,2,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Centro de engorde vacuno,2.0,Río/riachuelo,00
2014.0,10,HUÁNUCO,09,PUERTO INCA,02,CODO DEL POZUZO,09906,00034,3,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Centro de engorde vacuno,2.0,Río/riachuelo,00
2014.0,10,HUÁNUCO,09,PUERTO INCA,02,CODO DEL POZUZO,09906,00067,4,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Centro de engorde vacuno,2.0,Río/riachuelo,00
2014.0,10,HUÁNUCO,09,PUERTO INCA,02,CODO DEL POZUZO,09906,00073,5,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Centro de engorde vacuno,2.0,Río/riachuelo,00
2014.0,10,HUÁNUCO,09,PUERTO INCA,02,CODO DEL POZUZO,09906,00092,6,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Centro de engorde vacuno,1.0,Río/riachuelo,00
2014.0,10,HUÁNUCO,09,PUERTO INCA,02,CODO DEL POZUZO,09907,00031,7,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Centro de engorde vacuno,1.0,Río/riachuelo,00
2014.0,10,HUÁNUCO,09,PUERTO INCA,02,CODO DEL POZUZO,09908,00063,8,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Centro de engorde vacuno,28.0,Río/riachuelo,00
2014.0,10,HUÁNUCO,09,PUERTO INCA,02,CODO DEL POZUZO,09908,00063,8,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Pase,Granja porcina?,Pase,Pase,Granja porcina,1.0,Río/riachuelo,00
2014.0,10,HUÁNUCO,09,PUERTO INCA,02,CODO DEL POZUZO,09908,00076,9,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Centro de engorde vacuno,70.0,Río/riachuelo,00
2014.0,10,HUÁNUCO,09,PUERTO INCA,02,CODO DEL POZUZO,09908,00076,9,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Pase,Granja porcina?,Pase,Pase,Granja porcina,1.0,Río/riachuelo,00
2014.0,10,HUÁNUCO,09,PUERTO INCA,02,CODO DEL POZUZO,09908,00076,9,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Pase,Pase,Pase,Granja avícola?,Granja avícola de gallina de postura,1.0,Río/riachuelo,00
2014.0,10,HUÁNUCO,09,PUERTO INCA,02,CODO DEL POZUZO,09911,00083,10,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Centro de engorde vacuno,12.0,Río/riachuelo,00
2014.0,10,HUÁNUCO,01,HUANUCO,09,SANTA MARIA DEL VALLE,10087,00138,1,GRANJAS AVÍCOLAS,Muestral,Completa,SIERRA,,5.5106383,Grandes productores/as agropecuarios/as,pase,Pecuaria,Pase,Pase,Pase,Pase,Granja avícola?,Granja avícola de gallina de postura,1.0,Otro,00
2014.0,10,HUÁNUCO,01,HUANUCO,01,HUANUCO,10110,00074,1,GRANJAS Y ESTABLOS,Censal,Completa,SIERRA,,1.0804598,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Pase,Pase,Granja de cuyes?,Pase,Granja de cuyes,2.0,Río/riachuelo,00
2014.0,10,HUÁNUCO,01,HUANUCO,01,HUANUCO,10110,00075,2,GRANJAS Y ESTABLOS,Muestral,Completa,SIERRA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Pase,Pase,Granja de cuyes?,Pase,Granja de cuyes,4.0,Río/riachuelo,00
2014.0,10,HUÁNUCO,01,HUANUCO,01,HUANUCO,10114,00083,3,GRANJAS Y ESTABLOS,Censal,Completa,SIERRA,,1.0804598,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Pase,Granja porcina?,Pase,Pase,Granja porcina,2.0,Red pública,00
2014.0,10,HUÁNUCO,01,HUANUCO,01,HUANUCO,10114,00083,3,GRANJAS Y ESTABLOS,Censal,Completa,SIERRA,,1.0804598,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Pase,Pase,Granja de cuyes?,Pase,Granja de cuyes,4.0,Red pública,00
2014.0,10,HUÁNUCO,02,AMBO,08,TOMAY KICHWA,10344,00164,1,GRANJAS Y ESTABLOS,Muestral,Completa,SIERRA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Pase,Pase,Granja de cuyes?,Pase,Granja de cuyes,1.0,Río/riachuelo,00
2014.0,10,HUÁNUCO,02,AMBO,05,HUACAR,10358,00039,1,GRANJAS Y ESTABLOS,Muestral,Completa,SIERRA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Establo lechero?,Pase,Pase,Pase,Pase,Establo lechero,1.0,Red pública,00
2014.0,10,HUÁNUCO,02,AMBO,03,COLPAS,10380,00051,1,GRANJAS Y ESTABLOS,Muestral,Completa,SIERRA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Pase,Pase,Granja de cuyes?,Pase,Granja de cuyes,1.0,manantial,00
2014.0,25,UCAYALI,03,PADRE ABAD,02,IRAZOLA,10453,00053,3,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Centro de engorde vacuno,1.0,Río/riachuelo,00
2014.0,25,UCAYALI,03,PADRE ABAD,02,IRAZOLA,10453,00053,3,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Pase,Granja porcina?,Pase,Pase,Granja porcina,1.0,Pozo,00
2014.0,25,UCAYALI,03,PADRE ABAD,02,IRAZOLA,10455,00100,4,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Establo lechero?,Pase,Pase,Pase,Pase,Establo lechero,3.0,Pozo,00
2014.0,25,UCAYALI,03,PADRE ABAD,02,IRAZOLA,10459,00022,7,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,pase,Pecuaria,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Centro de engorde vacuno,1.0,Cisterna,00
2014.0,25,UCAYALI,03,PADRE ABAD,02,IRAZOLA,10467,00140,8,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,pase,Pecuaria,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Centro de engorde vacuno,1.0,Cisterna,00
2014.0,25,UCAYALI,01,CORONEL PORTILLO,01,CALLERIA,10504,00177,2,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Establo lechero?,Pase,Pase,Pase,Pase,Establo lechero,1.0,Pozo,00
2014.0,25,UCAYALI,01,CORONEL PORTILLO,01,CALLERIA,10504,00177,2,GRANJAS Y ESTABLOS,Muestral,Completa,SELVA,,4.6491935,Grandes productores/as agropecuarios/as,Agrícola,Pecuaria,Pase,Pase,Granja porcina?,Pase,Pase,Granja porcina,13.0,Pozo,00
2014.0,25,UCAYALI,01,CORONEL PORTILLO,01,CALLERIA,10504,00179,3,GRANJAS AVÍCOLAS,Censal,Completa,SELVA,,1.1649485,Grandes productores/as agropecuarios/as,pase,Pecuaria,Pase,Pase,Pase,Pase,Granja avícola?,Granja avícola de pollo de engorde,6.0,Pozo,00
2014.0,25,UCAYALI,01,CORONEL PORTILLO,02,CAMPOVERDE,10510,00123,1,GRANJAS AVÍCOLAS,Censal,Completa,SELVA,,1.1649485,Grandes productores/as agropecuarios/as,pase,Pecuaria,Pase,Pase,Pase,Pase,Granja avícola?,Granja avícola de gallina de postura,10.0,Pozo,00
2014.0,25,UCAYALI,01,CORONEL PORTILLO,02,CAMPOVERDE,10510,00124,2,GRANJAS AVÍCOLAS,Muestral,Completa,SELVA,,5.5106383,Grandes productores/as agropecuarios/as,pase,Pecuaria,Pase,Pase,Pase,Pase,Granja avícola?,Granja avícola de pollo de engorde,18.0,Pozo,00
2014.0,25,UCAYALI,01,CORONEL PORTILLO,02,CAMPOVERDE,10510,00125,3,GRANJAS AVÍCOLAS,Muestral,Completa,SELVA,,5.5106383,Grandes productores/as agropecuarios/as,pase,Pecuaria,Pase,Pase,Pase,Pase,Granja avícola?,Granja avícola de pollo de engorde,3.0,Pozo,00
2014.0,25,UCAYALI,01,CORONEL PORTILLO,02,CAMPOVERDE,10510,00126,4,GRANJAS AVÍCOLAS,Muestral,Completa,SELVA,,5.5106383,Grandes productores/as agropecuarios/as,pase,Pecuaria,Pase,Pase,Pase,Pase,Granja avícola?,Granja avícola de pollo de engorde,11.0,Pozo,00
2014.0,25,UCAYALI,01,CORONEL PORTILLO,02,CAMPOVERDE,10510,00127,5,GRANJAS AVÍCOLAS,Censal,Completa,SELVA,,1.1649485,Grandes productores/as agropecuarios/as,pase,Pecuaria,Pase,Pase,Pase,Pase,Granja avícola?,Granja avícola de pollo de engorde,36.0,Pozo,00
2014.0,19,PASCO,01,PASCO,09,SIMON BOLIVAR,10735,00113,1,GRANJAS Y ESTABLOS,Muestral,Completa,SIERRA,,4.6491935,Grandes productores/as agropecuarios/as,pase,Pecuaria,Pase,Centro de engorde vacuno?,Pase,Pase,Pase,Centro de engorde vacuno,1.0,Río/riachuelo,00
