ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P101A,P102_1,P102_2,P401A_400C,P411B_400C,P419_N,P419_NOM,P419_COD,P420_CANT_ENT,P420_CANT_DEC,P420_UM,P420_UM_COD,P420_EQUIV,P421_1_CANT_ENT,P421_1_CANT_DEC,P421_1_PREC_ENT,P421_1_PREC_DEC,P421_1_VAL,P421_1_PRE_KG,P421_2_CANT_ENT,P421_2_CANT_DEC,P421_3_CANT_ENT,P421_3_CANT_DEC,OMICAP400_04
2022.0,10,HUANUCO,01,HUANUCO,07,SAN FRANCISCO DE CAYRAN,10144,00022,3,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,4,,1.0,MANTECA,4205.0,40.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,40.0,00,0.0,00,
2022.0,10,HUANUCO,01,HUANUCO,07,SAN FRANCISCO DE CAYRAN,10144,00053,6,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,4,,1.0,MANTECA,4205.0,2.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,1.0,50,0.0,50,
2022.0,10,HUANUCO,01,HUANUCO,07,SAN FRANCISCO DE CAYRAN,10144,00114,15,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2,,1.0,CHARQUI,4211.0,10.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,10.0,00,0.0,00,
2022.0,10,HUANUCO,01,HUANUCO,12,YACUS,10151,00050,3,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1,1,1.0,QUESO,4208.0,20.0,00,KILOGRAMO,12.0,1.0,10.0,00,15.0,00,150.0,15.0,10.0,00,0.0,00,
2022.0,10,HUANUCO,01,HUANUCO,12,YACUS,10151,00096,8,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1,1,1.0,QUESO,4208.0,25.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,25.0,00,0.0,00,
2022.0,10,HUANUCO,01,HUANUCO,05,MARGOS,10159,00051,10,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2,,1.0,CHARQUI,4211.0,8.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,8.0,00,0.0,00,
2022.0,10,HUANUCO,01,HUANUCO,08,SAN PEDRO DE CHAULAN,10166,00014,1,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2,,1.0,CHARQUI,4211.0,10.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,10.0,00,0.0,00,
2022.0,10,HUANUCO,01,HUANUCO,08,SAN PEDRO DE CHAULAN,10166,00016,2,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2,,1.0,CHARQUI,4211.0,6.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,6.0,00,0.0,00,
2022.0,10,HUANUCO,01,HUANUCO,08,SAN PEDRO DE CHAULAN,10166,00032,3,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2,,1.0,CHARQUI,4211.0,5.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,5.0,00,0.0,00,
2022.0,10,HUANUCO,01,HUANUCO,08,SAN PEDRO DE CHAULAN,10166,00043,4,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2,,1.0,CHARQUI,4211.0,5.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,5.0,00,0.0,00,
2022.0,10,HUANUCO,01,HUANUCO,08,SAN PEDRO DE CHAULAN,10166,00045,5,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2,,1.0,CHARQUI,4211.0,12.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,12.0,00,0.0,00,
2022.0,10,HUANUCO,01,HUANUCO,08,SAN PEDRO DE CHAULAN,10166,00066,7,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2,,1.0,CHARQUI,4211.0,10.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,10.0,00,0.0,00,
2022.0,10,HUANUCO,01,HUANUCO,08,SAN PEDRO DE CHAULAN,10166,00069,8,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2,,1.0,CHARQUI,4211.0,12.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,12.0,00,0.0,00,
2022.0,10,HUANUCO,01,HUANUCO,08,SAN PEDRO DE CHAULAN,10166,00102,10,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2,,1.0,CHARQUI,4211.0,12.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,12.0,00,0.0,00,
2022.0,10,HUANUCO,01,HUANUCO,08,SAN PEDRO DE CHAULAN,10166,00105,11,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2,,1.0,CHARQUI,4211.0,5.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,5.0,00,0.0,00,
2022.0,10,HUANUCO,01,HUANUCO,08,SAN PEDRO DE CHAULAN,10166,00110,12,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2,,1.0,CHARQUI,4211.0,12.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,12.0,00,0.0,00,
2022.0,10,HUANUCO,01,HUANUCO,08,SAN PEDRO DE CHAULAN,10166,00118,13,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2,,1.0,CHARQUI,4211.0,6.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,6.0,00,0.0,00,
2022.0,10,HUANUCO,01,HUANUCO,08,SAN PEDRO DE CHAULAN,10166,00130,14,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2,,1.0,CHARQUI,4211.0,6.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,6.0,00,0.0,00,
2022.0,10,HUANUCO,01,HUANUCO,08,SAN PEDRO DE CHAULAN,10166,00132,15,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2,,1.0,CHARQUI,4211.0,10.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,10.0,00,0.0,00,
2022.0,10,HUANUCO,03,DOS DE MAYO,13,PACHAS,10174,00001,1,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1,1,2.0,QUESO,4208.0,50.0,00,KILOGRAMO,12.0,1.0,30.0,00,20.0,00,600.0,20.0,20.0,00,0.0,00,
2022.0,10,HUANUCO,03,DOS DE MAYO,13,PACHAS,10174,00001,1,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2,,1.0,CHARQUI,4211.0,10.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,10.0,00,0.0,00,
2022.0,10,HUANUCO,03,DOS DE MAYO,13,PACHAS,10174,00025,4,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2,,1.0,CHARQUI,4211.0,10.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,10.0,00,0.0,00,
2022.0,10,HUANUCO,03,DOS DE MAYO,13,PACHAS,10174,00032,6,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2,,1.0,CHARQUI,4211.0,14.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,14.0,00,0.0,00,
2022.0,10,HUANUCO,03,DOS DE MAYO,13,PACHAS,10174,00032,6,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,4,,2.0,JAMON,4204.0,9.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,9.0,00,0.0,00,
2022.0,10,HUANUCO,03,DOS DE MAYO,13,PACHAS,10174,00033,7,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2,,1.0,CHARQUI,4211.0,14.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,4.0,00,10.0,00,
2022.0,10,HUANUCO,03,DOS DE MAYO,13,PACHAS,10174,00040,9,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,3,,1.0,CHARQUI,4211.0,4.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,4.0,00,0.0,00,
2022.0,10,HUANUCO,03,DOS DE MAYO,11,MARIAS,10188,00003,2,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2,,1.0,CHARQUI,4211.0,10.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,10.0,00,0.0,00,
2022.0,10,HUANUCO,03,DOS DE MAYO,11,MARIAS,10188,00044,6,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2,,1.0,CHARQUI,4211.0,10.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,10.0,00,0.0,00,
2022.0,10,HUANUCO,03,DOS DE MAYO,11,MARIAS,10188,00078,11,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2,,1.0,CHARQUI,4211.0,12.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,12.0,00,0.0,00,
2022.0,10,HUANUCO,03,DOS DE MAYO,11,MARIAS,10188,00086,12,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2,,1.0,CHARQUI,4211.0,12.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,12.0,00,0.0,00,
2022.0,10,HUANUCO,03,DOS DE MAYO,11,MARIAS,10188,00109,15,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,4,,2.0,CESINA,4202.0,8.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,8.0,00,0.0,00,
2022.0,10,HUANUCO,03,DOS DE MAYO,11,MARIAS,10188,00109,15,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,"1,2,3",,1.0,CHARQUI,4211.0,10.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,10.0,00,0.0,00,
2022.0,10,HUANUCO,03,DOS DE MAYO,22,SILLAPATA,10211,00007,2,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1,1,1.0,QUESO,4208.0,40.0,00,KILOGRAMO,12.0,1.0,30.0,00,25.0,00,750.0,25.0,10.0,00,0.0,00,
2022.0,10,HUANUCO,03,DOS DE MAYO,22,SILLAPATA,10211,00014,4,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2,,1.0,CHARQUI,4211.0,12.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,12.0,00,0.0,00,
2022.0,10,HUANUCO,03,DOS DE MAYO,22,SILLAPATA,10211,00015,5,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1,1,1.0,QUESO,4208.0,40.0,00,KILOGRAMO,12.0,1.0,30.0,00,25.0,00,750.0,25.0,10.0,00,0.0,00,
2022.0,10,HUANUCO,03,DOS DE MAYO,22,SILLAPATA,10211,00022,8,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2,,1.0,CHARQUI,4211.0,7.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,7.0,00,0.0,00,
2022.0,10,HUANUCO,03,DOS DE MAYO,22,SILLAPATA,10211,00060,12,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1,1,1.0,QUESO,4208.0,40.0,00,KILOGRAMO,12.0,1.0,30.0,00,25.0,00,750.0,25.0,10.0,00,0.0,00,
2022.0,10,HUANUCO,03,DOS DE MAYO,17,RIPAN,10218,00049,8,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2,,1.0,CHARQUI,4211.0,8.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,6.0,00,2.0,00,
2022.0,10,HUANUCO,03,DOS DE MAYO,17,RIPAN,10218,00092,13,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2,,1.0,CHARQUI,4211.0,10.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,10.0,00,0.0,00,
2022.0,10,HUANUCO,03,DOS DE MAYO,01,LA UNION,10226,00023,1,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1,1,1.0,QUESO,4208.0,270.0,00,KILOGRAMO,12.0,1.0,263.0,00,18.0,00,4734.0,18.0,7.0,00,0.0,00,
2022.0,10,HUANUCO,03,DOS DE MAYO,01,LA UNION,10226,00039,3,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1,1,1.0,QUESO,4208.0,1079.0,00,KILOGRAMO,12.0,1.0,1070.0,00,18.0,00,19260.0,18.0,5.0,00,4.0,00,
2022.0,10,HUANUCO,03,DOS DE MAYO,01,LA UNION,10226,00064,5,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2,,1.0,CHARQUI,4211.0,3.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,3.0,00,0.0,00,
2022.0,10,HUANUCO,03,DOS DE MAYO,01,LA UNION,10226,00068,6,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2,,1.0,CHARQUI,4211.0,11.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,11.0,00,0.0,00,
2022.0,10,HUANUCO,03,DOS DE MAYO,01,LA UNION,10226,00074,7,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1,1,1.0,QUESO,4208.0,24.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,24.0,00,0.0,00,
2022.0,10,HUANUCO,03,DOS DE MAYO,01,LA UNION,10226,00080,8,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1,1,1.0,QUESO,4208.0,86.0,00,KILOGRAMO,12.0,1.0,80.0,00,18.0,00,1440.0,18.0,6.0,00,0.0,00,
2022.0,10,HUANUCO,03,DOS DE MAYO,01,LA UNION,10226,00080,8,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1,1,2.0,SUERO DE LECHE,4212.0,740.0,00,LITRO,14.0,1.0,0.0,00,,,,,0.0,00,740.0,00,
2022.0,10,HUANUCO,03,DOS DE MAYO,01,LA UNION,10226,00086,9,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1,1,1.0,QUESO,4208.0,449.0,00,KILOGRAMO,12.0,1.0,445.0,00,15.0,00,6675.0,15.0,4.0,00,0.0,00,
2022.0,10,HUANUCO,03,DOS DE MAYO,01,LA UNION,10226,00086,9,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1,1,3.0,SUERO DE LECHE,4212.0,700.0,00,LITRO,14.0,1.0,0.0,00,,,,,700.0,00,0.0,00,
2022.0,10,HUANUCO,03,DOS DE MAYO,01,LA UNION,10226,00086,9,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1,1,2.0,YOGURT,4213.0,3145.0,00,LITRO,14.0,1.0,3140.0,00,6.0,00,18840.0,6.0,5.0,00,0.0,00,
2022.0,10,HUANUCO,03,DOS DE MAYO,01,LA UNION,10226,00094,10,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1,1,2.0,SUERO DE LECHE,4212.0,5670.0,00,LITRO,14.0,1.0,0.0,00,,,,,5670.0,00,0.0,00,
2022.0,10,HUANUCO,03,DOS DE MAYO,01,LA UNION,10226,00094,10,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1,1,1.0,QUESO,4208.0,1890.0,00,KILOGRAMO,12.0,1.0,1861.0,20,10.0,00,18612.0,10.0,28.0,80,0.0,00,
2022.0,10,HUANUCO,03,DOS DE MAYO,01,LA UNION,10226,00115,12,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1,1,2.0,SUERO DE LECHE,4212.0,280.0,00,LITRO,14.0,1.0,0.0,00,,,,,0.0,00,280.0,00,
2022.0,10,HUANUCO,03,DOS DE MAYO,01,LA UNION,10226,00115,12,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1,1,1.0,QUESO,4208.0,70.0,00,MOLDE,41.0,0.8,50.0,00,10.0,00,500.0,12.5,17.0,00,3.0,00,
2022.0,10,HUANUCO,03,DOS DE MAYO,01,LA UNION,10226,00117,13,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1,1,1.0,QUESO,4208.0,734.0,00,KILOGRAMO,12.0,1.0,700.0,00,18.0,00,12600.0,18.0,22.0,00,12.0,00,
2022.0,10,HUANUCO,03,DOS DE MAYO,01,LA UNION,10226,00134,14,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1,1,1.0,QUESO,4208.0,67.0,60,KILOGRAMO,12.0,1.0,59.0,60,13.0,00,775.0,13.0,8.0,00,0.0,00,
2022.0,10,HUANUCO,03,DOS DE MAYO,01,LA UNION,10226,00134,14,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1,1,2.0,SUERO DE LECHE,4212.0,590.0,00,LITRO,14.0,1.0,0.0,00,,,,,0.0,00,590.0,00,
2022.0,10,HUANUCO,11,YAROWILCA,04,APARICIO POMARES,10240,00029,3,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2,,1.0,CHARQUI,4211.0,5.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,5.0,00,0.0,00,
2022.0,10,HUANUCO,11,YAROWILCA,04,APARICIO POMARES,10240,00031,4,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2,,1.0,CHARQUI,4211.0,5.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,4.0,00,1.0,00,
2022.0,10,HUANUCO,11,YAROWILCA,04,APARICIO POMARES,10240,00077,8,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2,,1.0,CHARQUI,4211.0,5.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,5.0,00,0.0,00,
2022.0,10,HUANUCO,11,YAROWILCA,04,APARICIO POMARES,10240,00082,9,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,4,,2.0,MANTECA,4205.0,10.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,10.0,00,0.0,00,
2022.0,10,HUANUCO,11,YAROWILCA,04,APARICIO POMARES,10240,00082,9,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2,,1.0,CHARQUI,4211.0,6.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,6.0,00,0.0,00,
2022.0,10,HUANUCO,11,YAROWILCA,04,APARICIO POMARES,10240,00097,11,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2,,1.0,CHARQUI,4211.0,7.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,7.0,00,0.0,00,
2022.0,10,HUANUCO,11,YAROWILCA,04,APARICIO POMARES,10240,00099,12,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2,,1.0,CHARQUI,4211.0,2.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,2.0,00,0.0,00,
2022.0,10,HUANUCO,11,YAROWILCA,04,APARICIO POMARES,10240,00112,13,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,4,,2.0,MANTECA,4205.0,7.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,7.0,00,0.0,00,
2022.0,10,HUANUCO,11,YAROWILCA,04,APARICIO POMARES,10240,00112,13,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2,,1.0,CHARQUI,4211.0,5.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,5.0,00,0.0,00,
2022.0,10,HUANUCO,11,YAROWILCA,01,CHAVINILLO,10255,00020,2,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2,,1.0,CHARQUI,4211.0,7.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,7.0,00,0.0,00,
2022.0,10,HUANUCO,11,YAROWILCA,01,CHAVINILLO,10255,00028,4,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2,,1.0,CHARQUI,4211.0,9.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,9.0,00,0.0,00,
2022.0,10,HUANUCO,11,YAROWILCA,01,CHAVINILLO,10255,00046,5,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2,,1.0,CHARQUI,4211.0,6.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,6.0,00,0.0,00,
2022.0,10,HUANUCO,11,YAROWILCA,01,CHAVINILLO,10255,00054,6,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,4,,1.0,JAMON,4204.0,8.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,8.0,00,0.0,00,
2022.0,10,HUANUCO,11,YAROWILCA,01,CHAVINILLO,10255,00059,7,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2,,1.0,CHARQUI,4211.0,6.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,6.0,00,0.0,00,
2022.0,10,HUANUCO,11,YAROWILCA,01,CHAVINILLO,10255,00069,9,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2,,1.0,CHARQUI,4211.0,12.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,12.0,00,0.0,00,
2022.0,10,HUANUCO,11,YAROWILCA,01,CHAVINILLO,10255,00077,10,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2,,1.0,CHARQUI,4211.0,6.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,6.0,00,0.0,00,
2022.0,10,HUANUCO,11,YAROWILCA,01,CHAVINILLO,10255,00084,11,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2,,1.0,CHARQUI,4211.0,6.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,6.0,00,0.0,00,
2022.0,10,HUANUCO,11,YAROWILCA,01,CHAVINILLO,10255,00084,11,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1,1,2.0,QUESO,4208.0,27.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,27.0,00,0.0,00,
2022.0,10,HUANUCO,11,YAROWILCA,01,CHAVINILLO,10255,00088,12,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1,1,1.0,QUESO,4208.0,140.0,00,KILOGRAMO,12.0,1.0,50.0,00,20.0,00,1000.0,20.0,50.0,00,40.0,00,
2022.0,10,HUANUCO,11,YAROWILCA,01,CHAVINILLO,10255,00095,13,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2,,1.0,CHARQUI,4211.0,15.0,00,KILOGRAMO,12.0,1.0,0.0,00,,,,,15.0,00,0.0,00,
