ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,ESTRATO,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P102_1,P102_2,P229G_N,P204_NOM_200D,P204_COD_200D,P229G_NOM,P229G_COD,P229H_CANT_ENT,P229H_CANT_DEC,P229H_UM,P229H_UM_COD,P229H_EQUIV,P229I_1_CANT_ENT,P229I_1_CANT_DEC,P229I_PREC_ENT,P229I_PREC_DEC,P229I_VAL,P229I_2_ENT,P229I_2_DEC,P229I_3_ENT,P229I_3_DEC,OMICAP200_03
2017.0,24,TUMBES,02,CONTRALMIRANTE VILLAR,02,CASITAS,00005,00055,5,,Completa,COSTA,Costa Norte,9.769230769230768,1.0,1.0,1.0,1.0,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105.0,210.0,000,TERCIO,20.0,30.0,0.0,000,,,,210.0,000,0.0,000,
2017.0,24,TUMBES,02,CONTRALMIRANTE VILLAR,02,CASITAS,00005,00087,9,,Completa,COSTA,Costa Norte,9.769230769230768,1.0,1.0,1.0,1.0,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105.0,300.0,000,TERCIO,20.0,40.0,0.0,000,,,,50.0,000,250.0,000,
2017.0,24,TUMBES,01,TUMBES,02,CORRALES,00011,00057,8,,Completa,COSTA,Costa Norte,8.052521008403362,1.0,1.0,0.0,1.0,MAIZ AMARILLO DURO,2107,CHALA DE MAIZ,4105.0,2.0,000,CAMIONADA,8.0,500.0,0.0,000,,,,0.0,000,2.0,000,
2017.0,24,TUMBES,01,TUMBES,02,CORRALES,00011,00096,14,,Completa,COSTA,Costa Norte,8.052521008403362,1.0,1.0,1.0,1.0,MAIZ AMARILLO DURO,2107,CHALA DE MAIZ,4105.0,120.0,000,KILO,12.0,1.0,0.0,000,,,,120.0,000,0.0,000,
2017.0,24,TUMBES,01,TUMBES,02,CORRALES,00020,00026,5,,Completa,COSTA,Costa Norte,8.05252100840336,1.0,1.0,1.0,1.0,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105.0,120.0,000,TERCIO,20.0,40.0,40.0,000,2.0,50,100.0,40.0,000,40.0,000,
2017.0,24,TUMBES,01,TUMBES,02,CORRALES,00021,00038,7,,Completa,COSTA,Costa Norte,8.671945701357467,1.0,1.0,0.0,1.0,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105.0,1.0,000,LOTE,37.0,4000.0,1.0,000,200.0,00,200.0,0.0,000,0.0,000,
2017.0,24,TUMBES,01,TUMBES,02,CORRALES,00021,00070,12,,Completa,COSTA,Costa Norte,8.671945701357467,1.0,1.0,0.0,1.0,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105.0,300.0,000,KILO,12.0,1.0,300.0,000,0.0,30,90.0,0.0,000,0.0,000,
2017.0,24,TUMBES,01,TUMBES,02,CORRALES,00021,00070,12,,Completa,COSTA,Costa Norte,8.671945701357467,1.0,1.0,0.0,2.0,CAMOTE,2603,HOJA DE CAMOTE,4120.0,150.0,000,KILO,12.0,1.0,150.0,000,0.0,30,45.0,0.0,000,0.0,000,
2017.0,24,TUMBES,01,TUMBES,02,CORRALES,00021,00081,13,,Completa,COSTA,Costa Norte,8.671945701357467,1.0,1.0,0.0,1.0,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105.0,2.0,000,LOTE,37.0,5000.0,2.0,000,600.0,00,1200.0,0.0,000,0.0,000,
2017.0,24,TUMBES,01,TUMBES,01,TUMBES,00023,00039,5,,Completa,COSTA,Costa Norte,8.05252100840336,1.0,1.0,1.0,1.0,CAMOTE,2603,HOJA DE CAMOTE,4120.0,4000.0,000,KILO,12.0,1.0,0.0,000,,,,2000.0,000,2000.0,000,
2017.0,24,TUMBES,01,TUMBES,01,TUMBES,00023,00076,11,,Completa,COSTA,Costa Norte,8.05252100840336,1.0,1.0,0.0,1.0,MAIZ AMARILLO DURO,2107,CHALA DE MAIZ,4105.0,5000.0,000,KILO,12.0,1.0,0.0,000,,,,0.0,000,5000.0,000,
2017.0,24,TUMBES,01,TUMBES,01,TUMBES,00023,00096,14,,Completa,COSTA,Costa Norte,8.05252100840336,1.0,1.0,1.0,2.0,CAMOTE,2603,HOJA DE CAMOTE,4120.0,1050.0,000,KILO,12.0,1.0,0.0,000,,,,0.0,000,1050.0,000,
2017.0,24,TUMBES,01,TUMBES,01,TUMBES,00023,00096,14,,Completa,COSTA,Costa Norte,8.05252100840336,1.0,1.0,1.0,1.0,MAIZ AMARILLO DURO,2107,CHALA DE MAIZ,4105.0,700.0,000,KILO,12.0,1.0,0.0,000,,,,0.0,000,700.0,000,
2017.0,24,TUMBES,01,TUMBES,01,TUMBES,00024,00064,10,,Completa,COSTA,Costa Norte,8.05252100840336,1.0,1.0,1.0,1.0,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105.0,30.0,000,TERCIO,20.0,25.0,0.0,000,,,,30.0,000,0.0,000,
2017.0,24,TUMBES,01,TUMBES,01,TUMBES,00027,00004,1,,Completa,COSTA,Costa Norte,8.052521008403362,1.0,1.0,1.0,1.0,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105.0,2.0,000,LOTE,37.0,5000.0,2.0,000,100.0,00,200.0,0.0,000,0.0,000,
2017.0,24,TUMBES,01,TUMBES,01,TUMBES,00027,00027,5,,Completa,COSTA,Costa Norte,8.052521008403362,1.0,1.0,1.0,1.0,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105.0,780.0,000,TERCIO,20.0,30.0,0.0,000,,,,0.0,000,780.0,000,
2017.0,24,TUMBES,01,TUMBES,01,TUMBES,00027,00035,6,,Completa,COSTA,Costa Norte,8.052521008403362,1.0,1.0,1.0,1.0,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105.0,540.0,000,TERCIO,20.0,30.0,0.0,000,,,,520.0,000,20.0,000,
2017.0,24,TUMBES,01,TUMBES,01,TUMBES,00028,00019,4,,Completa,COSTA,Costa Norte,8.052521008403362,1.0,1.0,0.0,1.0,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105.0,2000.0,000,KILO,12.0,1.0,0.0,000,,,,0.0,000,2000.0,000,
2017.0,24,TUMBES,01,TUMBES,01,TUMBES,00028,00020,5,,Completa,COSTA,Costa Norte,8.052521008403362,1.0,1.0,0.0,1.0,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105.0,300.0,000,KILO,12.0,1.0,200.0,000,0.0,30,60.0,0.0,000,100.0,000,
2017.0,24,TUMBES,01,TUMBES,01,TUMBES,00028,00055,10,,Completa,COSTA,Costa Norte,8.052521008403362,1.0,1.0,0.0,1.0,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105.0,3000.0,000,KILO,12.0,1.0,3000.0,000,0.0,30,900.0,0.0,000,0.0,000,
2017.0,24,TUMBES,01,TUMBES,01,TUMBES,00028,00057,11,,Completa,COSTA,Costa Norte,8.052521008403362,1.0,1.0,1.0,1.0,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105.0,2500.0,000,KILO,12.0,1.0,1500.0,000,0.0,20,300.0,300.0,000,700.0,000,
2017.0,24,TUMBES,01,TUMBES,06,SAN JUAN DE LA VIRGEN,00030,00004,1,,Completa,COSTA,Costa Norte,8.052521008403362,1.0,1.0,0.0,1.0,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105.0,20.0,000,CARGA,9.0,90.0,0.0,000,,,,0.0,000,20.0,000,
2017.0,24,TUMBES,01,TUMBES,06,SAN JUAN DE LA VIRGEN,00030,00044,7,,Completa,COSTA,Costa Norte,8.052521008403362,1.0,1.0,1.0,1.0,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105.0,5.0,000,CARGA,9.0,80.0,0.0,000,,,,5.0,000,0.0,000,
2017.0,24,TUMBES,01,TUMBES,06,SAN JUAN DE LA VIRGEN,00030,00054,8,,Completa,COSTA,Costa Norte,8.052521008403362,1.0,1.0,0.0,1.0,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105.0,450.0,000,KILO,12.0,1.0,0.0,000,,,,0.0,000,450.0,000,
2017.0,24,TUMBES,01,TUMBES,06,SAN JUAN DE LA VIRGEN,00030,00070,10,,Completa,COSTA,Costa Norte,8.052521008403362,1.0,1.0,1.0,1.0,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105.0,3000.0,000,KILO,12.0,1.0,0.0,000,,,,0.0,000,3000.0,000,
2017.0,24,TUMBES,01,TUMBES,06,SAN JUAN DE LA VIRGEN,00030,00075,12,,Completa,COSTA,Costa Norte,8.052521008403362,1.0,1.0,1.0,1.0,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105.0,2100.0,000,KILO,12.0,1.0,0.0,000,,,,0.0,000,2100.0,000,
2017.0,24,TUMBES,01,TUMBES,06,SAN JUAN DE LA VIRGEN,00032,00018,3,,Completa,COSTA,Costa Norte,9.428571428571429,1.0,1.0,0.0,1.0,MAIZ CHOCLO,2109,PANCA DE CHOCLO,4129.0,30.0,000,CARGA,9.0,50.0,30.0,000,5.0,00,150.0,0.0,000,0.0,000,
2017.0,24,TUMBES,01,TUMBES,06,SAN JUAN DE LA VIRGEN,00032,00039,5,,Completa,COSTA,Costa Norte,9.428571428571429,1.0,1.0,1.0,1.0,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105.0,2200.0,000,KILO,12.0,1.0,0.0,000,,,,2200.0,000,0.0,000,
2017.0,24,TUMBES,01,TUMBES,06,SAN JUAN DE LA VIRGEN,00032,00071,8,,Completa,COSTA,Costa Norte,9.428571428571429,1.0,1.0,1.0,1.0,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105.0,10400.0,000,KILO,12.0,1.0,0.0,000,,,,10400.0,000,0.0,000,
2017.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00037,00020,5,,Completa,COSTA,Costa Norte,8.05252100840336,1.0,1.0,0.0,1.0,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105.0,3.0,000,CARGA,9.0,60.0,2.0,000,5.0,00,10.0,0.0,000,1.0,000,
2017.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00037,00025,6,,Completa,COSTA,Costa Norte,8.05252100840336,1.0,1.0,1.0,1.0,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105.0,100.0,000,CARGA,9.0,60.0,0.0,000,,,,0.0,000,100.0,000,
2017.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00038,00020,3,,Completa,COSTA,Costa Norte,8.671945701357464,1.0,1.0,1.0,1.0,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105.0,3.0,000,CARGA,9.0,70.0,0.0,000,,,,2.0,000,1.0,000,
2017.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00038,00076,10,,Completa,COSTA,Costa Norte,8.671945701357464,1.0,1.0,0.0,1.0,MAIZ AMARILLO DURO,2107,CHALA DE MAIZ,4105.0,1.0,000,CAMIONADA,8.0,240.0,1.0,000,300.0,00,300.0,0.0,000,0.0,000,
2017.0,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,00045,00006,2,,Completa,COSTA,Costa Norte,9.785714285714286,1.0,1.0,1.0,1.0,MAIZ MORADO,2110,CHALA DE MAIZ,4105.0,3.0,000,CARGA,9.0,80.0,3.0,000,3.0,00,9.0,0.0,000,0.0,000,
2017.0,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,00045,00020,4,,Completa,COSTA,Costa Norte,9.785714285714286,1.0,1.0,1.0,1.0,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105.0,500.0,000,KILO,12.0,1.0,0.0,000,,,,0.0,000,500.0,000,
2017.0,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,00045,00044,6,,Completa,COSTA,Costa Norte,9.785714285714286,1.0,1.0,1.0,1.0,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105.0,1000.0,000,KILO,12.0,1.0,0.0,000,,,,0.0,000,1000.0,000,
2017.0,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,00045,00065,8,,Completa,COSTA,Costa Norte,9.785714285714286,1.0,1.0,1.0,1.0,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105.0,200.0,000,KILO,12.0,1.0,0.0,000,,,,200.0,000,0.0,000,
2017.0,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,00045,00099,11,,Completa,COSTA,Costa Norte,9.785714285714286,1.0,1.0,1.0,1.0,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105.0,20.0,000,CARGA,9.0,90.0,0.0,000,,,,0.0,000,20.0,000,
2017.0,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,00050,00015,2,,Completa,COSTA,Costa Norte,8.052521008403362,1.0,1.0,1.0,1.0,MAIZ AMARILLO DURO,2107,CHALA DE MAIZ,4105.0,2.0,000,CARGA,9.0,200.0,0.0,000,,,,2.0,000,0.0,000,
2017.0,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,00050,00025,3,,Completa,COSTA,Costa Norte,8.052521008403362,1.0,1.0,1.0,1.0,MAIZ CHOCLO,2109,PANCA DE CHOCLO,4129.0,300.0,000,KILO,12.0,1.0,0.0,000,,,,300.0,000,0.0,000,
2017.0,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,00050,00054,8,,Completa,COSTA,Costa Norte,8.052521008403362,1.0,1.0,1.0,1.0,MAIZ AMARILLO DURO,2107,CHALA DE MAIZ,4105.0,20.0,000,KILO,12.0,1.0,0.0,000,,,,20.0,000,0.0,000,
2017.0,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,00053,00088,12,,Completa,COSTA,Costa Norte,8.052521008403362,1.0,1.0,1.0,1.0,MAIZ AMARILLO DURO,2107,CHALA DE MAIZ,4105.0,2.0,000,TONELADA,22.0,1000.0,0.0,000,,,,2.0,000,0.0,000,
2017.0,20,PIURA,05,PAITA,06,TAMARINDO,00083,00001,1,,Completa,COSTA,Costa Norte,124.66256157635465,1.0,1.0,1.0,1.0,ARROZ CASCARA,2101,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,200.0,000,KILO,12.0,1.0,0.0,000,,,,0.0,000,200.0,000,
2017.0,20,PIURA,05,PAITA,06,TAMARINDO,00083,00011,3,,Completa,COSTA,Costa Norte,124.66256157635465,1.0,1.0,1.0,1.0,ARROZ CASCARA,2101,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,100.0,000,KILO,12.0,1.0,0.0,000,,,,0.0,000,100.0,000,
2017.0,20,PIURA,05,PAITA,06,TAMARINDO,00083,00022,5,,Completa,COSTA,Costa Norte,124.66256157635465,1.0,1.0,1.0,1.0,ARROZ CASCARA,2101,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,0.0,400,TONELADA,22.0,1000.0,0.0,000,,,,0.0,000,0.0,400,
2017.0,20,PIURA,05,PAITA,06,TAMARINDO,00083,00033,6,,Completa,COSTA,Costa Norte,124.66256157635465,1.0,1.0,1.0,1.0,ARROZ CASCARA,2101,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,80.0,000,KILO,12.0,1.0,0.0,000,,,,0.0,000,80.0,000,
2017.0,20,PIURA,05,PAITA,06,TAMARINDO,00083,00050,8,,Completa,COSTA,Costa Norte,124.66256157635465,1.0,1.0,1.0,1.0,ARROZ CASCARA,2101,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,1.0,300,TONELADA,22.0,1000.0,0.0,000,,,,0.0,000,1.0,300,
2017.0,20,PIURA,05,PAITA,06,TAMARINDO,00083,00054,9,,Completa,COSTA,Costa Norte,124.66256157635465,1.0,1.0,0.0,1.0,ARROZ CASCARA,2101,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,1.0,300,TONELADA,22.0,1000.0,0.0,000,,,,0.0,000,1.0,300,
2017.0,20,PIURA,05,PAITA,06,TAMARINDO,00083,00066,10,,Completa,COSTA,Costa Norte,124.66256157635465,1.0,1.0,1.0,1.0,ARROZ CASCARA,2101,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,1.0,500,TONELADA,22.0,1000.0,0.0,000,,,,0.0,000,1.0,500,
2017.0,20,PIURA,05,PAITA,06,TAMARINDO,00083,00074,11,,Completa,COSTA,Costa Norte,124.66256157635465,1.0,1.0,0.0,1.0,ARROZ CASCARA,2101,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,1.0,400,TONELADA,22.0,1000.0,0.0,000,,,,0.0,000,1.0,400,
2017.0,20,PIURA,05,PAITA,06,TAMARINDO,00083,00083,12,,Completa,COSTA,Costa Norte,124.66256157635465,1.0,1.0,1.0,1.0,ARROZ CASCARA,2101,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,1.0,300,TONELADA,22.0,1000.0,0.0,000,,,,0.0,000,1.0,300,
2017.0,20,PIURA,05,PAITA,06,TAMARINDO,00083,00092,13,,Completa,COSTA,Costa Norte,124.66256157635465,1.0,1.0,1.0,1.0,ARROZ CASCARA,2101,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,1.0,500,TONELADA,22.0,1000.0,0.0,000,,,,0.0,000,1.0,500,
2017.0,20,PIURA,05,PAITA,06,TAMARINDO,00083,00104,14,,Completa,COSTA,Costa Norte,124.66256157635465,1.0,1.0,1.0,1.0,ARROZ CASCARA,2101,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,100.0,000,KILO,12.0,1.0,0.0,000,,,,0.0,000,100.0,000,
2017.0,20,PIURA,05,PAITA,05,LA HUACA,00088,00007,1,,Completa,COSTA,Costa Norte,134.25198938992042,1.0,1.0,0.0,1.0,ARROZ CASCARA,2101,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,1.0,800,TONELADA,22.0,1000.0,0.0,000,,,,0.0,000,1.0,800,
2017.0,20,PIURA,05,PAITA,05,LA HUACA,00088,00014,3,,Completa,COSTA,Costa Norte,134.25198938992042,1.0,1.0,1.0,1.0,ARROZ CASCARA,2101,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,250.0,000,KILO,12.0,1.0,0.0,000,,,,0.0,000,250.0,000,
2017.0,20,PIURA,05,PAITA,05,LA HUACA,00088,00018,4,,Completa,COSTA,Costa Norte,134.25198938992042,1.0,1.0,0.0,1.0,ARROZ CASCARA,2101,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,10000.0,000,KILO,12.0,1.0,0.0,000,,,,0.0,000,10000.0,000,
2017.0,20,PIURA,06,SULLANA,03,IGNACIO ESCUDERO,00112,00015,1,,Completa,COSTA,Costa Norte,124.66256157635468,1.0,1.0,1.0,1.0,ARROZ CASCARA,2101,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,45.0,000,SACO,19.0,10.0,0.0,000,,,,0.0,000,45.0,000,
2017.0,20,PIURA,06,SULLANA,03,IGNACIO ESCUDERO,00112,00021,2,,Completa,COSTA,Costa Norte,124.66256157635468,1.0,1.0,1.0,1.0,ARROZ CASCARA,2101,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,700.0,000,SACO,19.0,10.0,0.0,000,,,,0.0,000,700.0,000,
2017.0,20,PIURA,06,SULLANA,03,IGNACIO ESCUDERO,00112,00032,3,,Completa,COSTA,Costa Norte,124.66256157635468,1.0,1.0,1.0,1.0,ARROZ CASCARA,2101,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,200.0,000,SACO,19.0,10.0,0.0,000,,,,0.0,000,200.0,000,
2017.0,20,PIURA,06,SULLANA,03,IGNACIO ESCUDERO,00112,00043,4,,Completa,COSTA,Costa Norte,124.66256157635468,1.0,1.0,1.0,1.0,ARROZ CASCARA,2101,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,1000.0,000,SACO,19.0,10.0,0.0,000,,,,0.0,000,1000.0,000,
2017.0,20,PIURA,06,SULLANA,03,IGNACIO ESCUDERO,00112,00045,5,,Completa,COSTA,Costa Norte,124.66256157635468,1.0,1.0,1.0,1.0,ARROZ CASCARA,2101,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,200.0,000,SACO,19.0,15.0,0.0,000,,,,0.0,000,200.0,000,
2017.0,20,PIURA,06,SULLANA,03,IGNACIO ESCUDERO,00112,00052,6,,Completa,COSTA,Costa Norte,124.66256157635468,1.0,1.0,0.0,1.0,ARROZ CASCARA,2101,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,150.0,000,SACO,19.0,10.0,0.0,000,,,,0.0,000,150.0,000,
2017.0,20,PIURA,06,SULLANA,05,MARCAVELICA,00143,00006,1,,Completa,COSTA,Costa Norte,124.66256157635468,1.0,1.0,1.0,1.0,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105.0,100.0,000,SACO,19.0,20.0,0.0,000,,,,0.0,000,100.0,000,
2017.0,20,PIURA,06,SULLANA,05,MARCAVELICA,00143,00010,2,,Completa,COSTA,Costa Norte,124.66256157635468,1.0,1.0,1.0,1.0,ARROZ CASCARA,2101,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,196.0,000,SACO,19.0,51.0,0.0,000,,,,0.0,000,196.0,000,
2017.0,20,PIURA,06,SULLANA,05,MARCAVELICA,00143,00033,4,,Completa,COSTA,Costa Norte,124.66256157635468,1.0,1.0,1.0,1.0,ARROZ CASCARA,2101,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,100.0,000,SACO,19.0,80.0,0.0,000,,,,0.0,000,100.0,000,
2017.0,20,PIURA,06,SULLANA,05,MARCAVELICA,00143,00063,7,,Completa,COSTA,Costa Norte,124.66256157635468,1.0,1.0,0.0,1.0,ARROZ CASCARA,2101,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,200.0,000,SACO,19.0,20.0,0.0,000,,,,0.0,000,200.0,000,
2017.0,20,PIURA,06,SULLANA,05,MARCAVELICA,00143,00093,10,,Completa,COSTA,Costa Norte,124.66256157635468,1.0,1.0,1.0,1.0,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105.0,60.0,000,SACO,19.0,30.0,0.0,000,,,,0.0,000,60.0,000,
2017.0,20,PIURA,06,SULLANA,05,MARCAVELICA,00143,00097,11,,Completa,COSTA,Costa Norte,124.66256157635468,1.0,1.0,1.0,1.0,ARROZ CASCARA,2101,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,500.0,000,SACO,19.0,20.0,0.0,000,,,,0.0,000,500.0,000,
2017.0,20,PIURA,06,SULLANA,05,MARCAVELICA,00143,00120,13,,Completa,COSTA,Costa Norte,124.66256157635468,1.0,1.0,0.0,1.0,MAIZ CHOCLO,2109,CHALA DE MAIZ,4105.0,80.0,000,SACO,19.0,20.0,0.0,000,,,,0.0,000,80.0,000,
2017.0,20,PIURA,06,SULLANA,07,QUERECOTILLO,00191,00078,11,,Completa,COSTA,Costa Norte,124.66256157635468,1.0,1.0,1.0,1.0,ARROZ CASCARA,2101,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,150.0,000,SACO,19.0,10.0,0.0,000,,,,0.0,000,150.0,000,
2017.0,20,PIURA,02,AYABACA,10,SUYO,00258,00014,2,,Completa,COSTA,Costa Norte,124.66256157635468,1.0,1.0,1.0,1.0,MAIZ AMARILLO DURO,2107,CHALA DE MAIZ,4105.0,200.0,000,KILO,12.0,1.0,0.0,000,,,,0.0,000,200.0,000,
2017.0,20,PIURA,02,AYABACA,10,SUYO,00258,00017,3,,Completa,COSTA,Costa Norte,124.66256157635468,1.0,1.0,1.0,1.0,MAIZ AMARILLO DURO,2107,CHALA DE MAIZ,4105.0,200.0,000,KILO,12.0,1.0,0.0,000,,,,0.0,000,200.0,000,
