ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,ESTRATO,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P102_1,P102_2,P404AA_1,P404AA_2,P404AA_3,P404AA_4,P404AA_5,P404AA_6,P410AA,P410AB1,P410AB2,P410AC_CANT_1,P410AC_CANT_2,P410AD,P410AD1,P410AE,OMICAP400_02
2016.0,20,PIURA,08,SECHURA,03,BERNAL,01266,00062,1,Granja y Establo,Completa,Costa,,3.32425068119891,Grandes productores agropecuarios,Agrícola,Pecuaria,,,,,,,Granja porcina,1.0,6.0,0.0,200,200.0,Manual?,Red pública,
2016.0,14,LAMBAYEQUE,03,LAMBAYEQUE,01,LAMBAYEQUE,01571,00110,1,Granja y Establo,Completa,Costa,,3.32425068119891,Grandes productores agropecuarios,pase,Pecuaria,,,,,,,Establo lechero,11.0,0.0,0.0,300,192.0,Manual?,Pozo,
2016.0,14,LAMBAYEQUE,03,LAMBAYEQUE,01,LAMBAYEQUE,01571,00110,1,Granja y Establo,Completa,Costa,,3.32425068119891,Grandes productores agropecuarios,pase,Pecuaria,,,,,,,Granja de cuyes,1.0,0.0,0.0,005,180.0,Manual?,Pozo,
2016.0,14,LAMBAYEQUE,03,LAMBAYEQUE,01,LAMBAYEQUE,01572,00050,2,Granja avicola,Completa,Costa,,4.377952755905511,Grandes productores agropecuarios,pase,Pecuaria,,,,,,,Granja avícola de gallina de postura,3.0,4.0,0.0,700,71000.0,Manual?,Pozo,
2016.0,14,LAMBAYEQUE,03,LAMBAYEQUE,11,SAN JOSE,01581,00095,1,Granja avicola,Completa,Costa,,4.377952755905511,Grandes productores agropecuarios,pase,Pecuaria,,,,,,,Granja avícola de gallina de postura,1.0,2.0,0.0,292,18000.0,Manual?,Red pública,
2016.0,14,LAMBAYEQUE,03,LAMBAYEQUE,11,SAN JOSE,01581,00095,1,Granja avicola,Completa,Costa,,4.377952755905511,Grandes productores agropecuarios,pase,Pecuaria,,,,,,,granja avícola de pavos de engorde,0.0,2.0,0.0,248,3000.0,Manual?,Red pública,
2016.0,14,LAMBAYEQUE,02,FERREÑAFE,04,MANUEL ANTONIO MESONES MURO,01673,00028,1,Granja y Establo,Completa,Costa,,3.32425068119891,Grandes productores agropecuarios,Agrícola,Pecuaria,,,,,,,Establo lechero,6.0,0.0,0.0,400,72.0,Manual?,Pozo,
2016.0,14,LAMBAYEQUE,01,CHICLAYO,11,PICSI,01694,00011,1,Granja avicola,Completa,Costa,,4.377952755905511,Grandes productores agropecuarios,pase,Pecuaria,,,,,,,Granja avícola de gallina de postura,1.0,0.0,0.0,100,9000.0,Manual?,Pozo,
2016.0,14,LAMBAYEQUE,01,CHICLAYO,20,TUMAN,01696,00116,1,Granja y Establo,Completa,Costa,,3.32425068119891,Grandes productores agropecuarios,pase,Pecuaria,,,,,,,Establo lechero,1.0,0.0,0.0,094,28.0,Manual?,Pozo,
2016.0,14,LAMBAYEQUE,01,CHICLAYO,20,TUMAN,01696,00117,2,Granja y Establo,Completa,Costa,,3.32425068119891,Grandes productores agropecuarios,pase,Pecuaria,,,,,,,Establo lechero,6.0,0.0,0.0,300,350.0,Manual?,Pozo,
2016.0,14,LAMBAYEQUE,01,CHICLAYO,20,TUMAN,01696,00117,2,Granja y Establo,Completa,Costa,,3.32425068119891,Grandes productores agropecuarios,pase,Pecuaria,,,,,,,Granja porcina,5.0,0.0,0.0,020,100.0,Manual?,Pozo,
2016.0,14,LAMBAYEQUE,01,CHICLAYO,20,TUMAN,01696,00119,3,Granja y Establo,Completa,Costa,,3.32425068119891,Grandes productores agropecuarios,pase,Pecuaria,,,,,,,Establo lechero,5.0,0.0,0.0,600,72.0,Manual?,Pozo,
2016.0,14,LAMBAYEQUE,01,CHICLAYO,17,PATAPO,01700,00098,1,Granja avicola,Completa,Costa,,4.377952755905511,Grandes productores agropecuarios,pase,Pecuaria,,,,,,,Granja avícola de gallina de postura,4.0,0.0,0.0,400,24000.0,Manual?,Pozo,
2016.0,14,LAMBAYEQUE,01,CHICLAYO,15,SAÑA,01744,00117,1,Granja avicola,Completa,Costa,,4.377952755905511,Grandes productores agropecuarios,pase,Pecuaria,,,,,,,Granja avícola de pollo de engorde,2.0,0.0,21.0,500,23863.0,Manual?,Cisterna,
2016.0,14,LAMBAYEQUE,01,CHICLAYO,15,SAÑA,01744,00117,1,Granja avicola,Completa,Costa,,4.377952755905511,Grandes productores agropecuarios,pase,Pecuaria,,,,,,,Granja avícola de reproductores abuelos de engorde,3.0,1.0,21.0,500,7341.0,Manual?,Cisterna,
2016.0,14,LAMBAYEQUE,01,CHICLAYO,15,SAÑA,01747,00073,1,Granja avicola,Completa,Costa,,4.377952755905511,Grandes productores agropecuarios,pase,Pecuaria,,,,,,,Granja avícola de gallina de postura,4.0,0.0,0.0,500,55000.0,Manual?,Pozo,
2016.0,14,LAMBAYEQUE,01,CHICLAYO,18,POMALCA,01760,00001,1,Granja y Establo,Completa,Costa,,3.32425068119891,Grandes productores agropecuarios,pase,Pecuaria,,,,,,,Establo lechero,2.0,0.0,0.0,500,60.0,Manual?,Pozo,
2016.0,14,LAMBAYEQUE,01,CHICLAYO,18,POMALCA,01760,00004,2,Granja y Establo,Completa,Costa,,3.32425068119891,Grandes productores agropecuarios,pase,Pecuaria,,,,,,,Granja porcina,3.0,0.0,0.0,250,150.0,Manual?,Pozo,
2016.0,14,LAMBAYEQUE,01,CHICLAYO,18,POMALCA,01760,00006,3,Granja y Establo,Completa,Costa,,3.32425068119891,Grandes productores agropecuarios,pase,Pecuaria,,,,,,,Establo lechero,4.0,0.0,0.0,400,120.0,Manual?,Pozo,
2016.0,14,LAMBAYEQUE,01,CHICLAYO,18,POMALCA,01760,00008,4,Granja y Establo,Completa,Costa,,3.32425068119891,Grandes productores agropecuarios,pase,Pecuaria,,,,,,,Establo lechero,6.0,5.0,0.0,500,200.0,Manual?,Pozo,
2016.0,14,LAMBAYEQUE,01,CHICLAYO,18,POMALCA,01760,00017,6,Granja y Establo,Completa,Costa,,3.32425068119891,Grandes productores agropecuarios,pase,Pecuaria,,,,,,,Granja porcina,5.0,0.0,0.0,250,40.0,Manual?,Pozo,
2016.0,14,LAMBAYEQUE,01,CHICLAYO,18,POMALCA,01760,00019,7,Granja y Establo,Completa,Costa,,3.32425068119891,Grandes productores agropecuarios,pase,Pecuaria,,,,,,,Establo lechero,1.0,0.0,0.0,008,10.0,Manual?,Pozo,
2016.0,14,LAMBAYEQUE,01,CHICLAYO,18,POMALCA,01760,00022,8,Granja y Establo,Completa,Costa,,3.32425068119891,Grandes productores agropecuarios,pase,Pecuaria,,,,,,,Granja porcina,3.0,0.0,0.0,025,40.0,Manual?,Pozo,
2016.0,14,LAMBAYEQUE,01,CHICLAYO,18,POMALCA,01760,00022,8,Granja y Establo,Completa,Costa,,3.32425068119891,Grandes productores agropecuarios,pase,Pecuaria,,,,,,,Establo lechero,1.0,1.0,0.0,012,20.0,Manual?,Pozo,
2016.0,14,LAMBAYEQUE,01,CHICLAYO,01,CHICLAYO,01761,00073,1,Granja y Establo,Completa,Costa,,3.32425068119891,Grandes productores agropecuarios,pase,Pecuaria,,,,,,,Establo lechero,2.0,0.0,1.0,000,100.0,Manual?,Pozo,
2016.0,14,LAMBAYEQUE,01,CHICLAYO,01,CHICLAYO,01761,00074,2,Granja y Establo,Completa,Costa,,3.32425068119891,Grandes productores agropecuarios,pase,Pecuaria,,,,,,,Establo lechero,3.0,0.0,1.0,000,80.0,Manual?,Pozo,
2016.0,14,LAMBAYEQUE,01,CHICLAYO,01,CHICLAYO,01761,00087,3,Granja y Establo,Completa,Costa,,3.32425068119891,Grandes productores agropecuarios,pase,Pecuaria,,,,,,,Establo lechero,2.0,0.0,0.0,052,80.0,Manual?,Pozo,
2016.0,14,LAMBAYEQUE,01,CHICLAYO,06,LA VICTORIA,01768,00127,1,Granja y Establo,Completa,Costa,,1.0421318727617443,Grandes productores agropecuarios,pase,Pecuaria,,,,,,,Granja porcina,3.0,0.0,1.0,000,2200.0,Manual?,Pozo,
2016.0,14,LAMBAYEQUE,01,CHICLAYO,06,LA VICTORIA,01768,00137,2,Granja y Establo,Completa,Costa,,3.32425068119891,Grandes productores agropecuarios,pase,Pecuaria,,,,,,,Granja porcina,0.0,1.0,0.0,060,300.0,Manual?,Pozo,
2016.0,14,LAMBAYEQUE,01,CHICLAYO,08,MONSEFU,01777,00082,1,Granja y Establo,Completa,Costa,,3.32425068119891,Grandes productores agropecuarios,Agrícola,Pecuaria,,,,,,,Granja porcina,1.0,0.0,0.0,003,8.0,Manual?,Pozo,
2016.0,14,LAMBAYEQUE,01,CHICLAYO,08,MONSEFU,01786,00087,1,Granja y Establo,Completa,Costa,,3.32425068119891,Grandes productores agropecuarios,Agrícola,Pecuaria,,,,,,,Establo lechero,4.0,0.0,0.0,160,70.0,Manual?,Pozo,
2016.0,14,LAMBAYEQUE,01,CHICLAYO,08,MONSEFU,01786,00087,1,Granja y Establo,Completa,Costa,,3.32425068119891,Grandes productores agropecuarios,Agrícola,Pecuaria,,,,,,,Granja avícola de gallina de postura,2.0,0.0,0.0,006,50.0,Manual?,Pozo,
2016.0,14,LAMBAYEQUE,01,CHICLAYO,08,MONSEFU,01786,00087,1,Granja y Establo,Completa,Costa,,3.32425068119891,Grandes productores agropecuarios,Agrícola,Pecuaria,,,,,,,Granja porcina,3.0,0.0,0.0,040,120.0,Manual?,Pozo,
2016.0,14,LAMBAYEQUE,01,CHICLAYO,08,MONSEFU,01793,00066,1,Granja y Establo,Completa,Costa,,3.32425068119891,Grandes productores agropecuarios,Agrícola,Pecuaria,,,,,,,Establo lechero,2.0,1.0,0.0,040,60.0,Manual?,Pozo,
2016.0,14,LAMBAYEQUE,01,CHICLAYO,08,MONSEFU,01795,00105,1,Granja avicola,Completa,Costa,,4.377952755905511,Grandes productores agropecuarios,pase,Pecuaria,,,,,,,Granja avícola de gallina de postura,2.0,0.0,0.0,096,5400.0,Manual?,Red pública,
2016.0,06,CAJAMARCA,08,JAEN,12,SANTA ROSA,02134,00075,1,Granja y Establo,Completa,Selva,,3.32425068119891,Grandes productores agropecuarios,Agrícola,Pecuaria,,,,,,,Granja porcina,15.0,0.0,0.0,027,120.0,Manual?,manantial,
2016.0,06,CAJAMARCA,08,JAEN,02,BELLAVISTA,02150,00013,1,Granja avicola,Completa,Selva,,4.377952755905511,Grandes productores agropecuarios,Agrícola,Pecuaria,,,,,,,Granja avícola de pollo de engorde,5.0,0.0,0.0,616,43000.0,Manual?,Río/riachuelo,
2016.0,06,CAJAMARCA,06,CUTERVO,01,CUTERVO,02478,00013,1,Granja avicola,Completa,Sierra,,4.377952755905511,Grandes productores agropecuarios,Agrícola,Pecuaria,,,,,,,Granja avícola de pollo de engorde,1.0,2.0,0.0,050,2600.0,Manual?,Red pública,
2016.0,06,CAJAMARCA,06,CUTERVO,01,CUTERVO,02478,00013,1,Granja avicola,Completa,Sierra,,4.377952755905511,Grandes productores agropecuarios,Agrícola,Pecuaria,,,,,,,Granja de cuyes,1.0,0.0,0.0,010,300.0,Manual?,Red pública,
2016.0,06,CAJAMARCA,06,CUTERVO,01,CUTERVO,02478,00013,1,Granja avicola,Completa,Sierra,,4.377952755905511,Grandes productores agropecuarios,Agrícola,Pecuaria,,,,,,,Granja porcina,1.0,0.0,0.0,010,30.0,Manual?,Red pública,
2016.0,06,CAJAMARCA,06,CUTERVO,01,CUTERVO,02478,00018,2,Granja avicola,Completa,Sierra,,4.377952755905511,Grandes productores agropecuarios,Agrícola,Pecuaria,,,,,,,Granja avícola de pollo de engorde,2.0,1.0,0.0,030,3000.0,Manual?,Red pública,
2016.0,06,CAJAMARCA,06,CUTERVO,01,CUTERVO,02478,00018,2,Granja avicola,Completa,Sierra,,4.377952755905511,Grandes productores agropecuarios,Agrícola,Pecuaria,,,,,,,Granja de cuyes,1.0,0.0,0.0,010,150.0,Manual?,Red pública,
2016.0,06,CAJAMARCA,06,CUTERVO,01,CUTERVO,02478,00080,3,Granja y Establo,Completa,Sierra,,3.32425068119891,Grandes productores agropecuarios,Agrícola,Pecuaria,,,,,,,Granja de cuyes,1.0,0.0,0.0,010,300.0,Manual?,Red pública,
2016.0,06,CAJAMARCA,06,CUTERVO,01,CUTERVO,02478,00080,3,Granja y Establo,Completa,Sierra,,3.32425068119891,Grandes productores agropecuarios,Agrícola,Pecuaria,,,,,,,Granja porcina,1.0,0.0,0.0,010,20.0,Manual?,Red pública,
2016.0,06,CAJAMARCA,06,CUTERVO,01,CUTERVO,02479,00064,1,Granja y Establo,Completa,Sierra,,3.32425068119891,Grandes productores agropecuarios,Agrícola,Pecuaria,,,,,,,Granja de cuyes,1.0,0.0,0.0,010,300.0,Manual?,Red pública,
2016.0,06,CAJAMARCA,04,CHOTA,01,CHOTA,02760,00100,1,Granja y Establo,Completa,Sierra,,1.0421318727617443,Grandes productores agropecuarios,Agrícola,Pecuaria,,,,,,,Granja de cuyes,1.0,1.0,0.0,020,1200.0,Manual?,Red pública,
2016.0,06,CAJAMARCA,04,CHOTA,01,CHOTA,02769,00091,1,Granja y Establo,Completa,Sierra,,3.32425068119891,Grandes productores agropecuarios,Agrícola,Pecuaria,,,,,,,Establo lechero,1.0,0.0,0.0,120,50.0,Manual?,Red pública,
2016.0,06,CAJAMARCA,04,CHOTA,01,CHOTA,02769,00091,1,Granja y Establo,Completa,Sierra,,3.32425068119891,Grandes productores agropecuarios,Agrícola,Pecuaria,,,,,,,Granja de cuyes,1.0,0.0,0.0,010,300.0,Manual?,Red pública,
2016.0,06,CAJAMARCA,04,CHOTA,01,CHOTA,02796,00104,1,Granja y Establo,Completa,Sierra,,3.32425068119891,Grandes productores agropecuarios,Agrícola,Pecuaria,,,,,,,Granja de cuyes,1.0,0.0,0.0,002,80.0,Manual?,Red pública,
2016.0,06,CAJAMARCA,04,CHOTA,01,CHOTA,02817,00051,1,Granja y Establo,Completa,Sierra,,3.32425068119891,Grandes productores agropecuarios,Agrícola,Pecuaria,,,,,,,Establo lechero,1.0,0.0,0.0,150,30.0,Manual?,Red pública,
2016.0,06,CAJAMARCA,04,CHOTA,01,CHOTA,02835,00091,1,Granja y Establo,Completa,Sierra,,3.32425068119891,Grandes productores agropecuarios,Agrícola,Pecuaria,,,,,,,Granja de cuyes,2.0,0.0,0.0,030,1200.0,Manual?,Red pública,
2016.0,06,CAJAMARCA,04,CHOTA,08,CONCHAN,02869,00101,1,Granja y Establo,Completa,Sierra,,3.32425068119891,Grandes productores agropecuarios,Agrícola,Pecuaria,,,,,,,Granja de cuyes,1.0,0.0,0.0,005,100.0,Manual?,Red pública,
2016.0,06,CAJAMARCA,04,CHOTA,08,CONCHAN,02876,00006,1,Granja y Establo,Completa,Sierra,,3.32425068119891,Grandes productores agropecuarios,Agrícola,Pecuaria,,,,,,,Granja de cuyes,1.0,0.0,0.0,006,300.0,Manual?,manantial,
2016.0,06,CAJAMARCA,04,CHOTA,08,CONCHAN,02876,00023,2,Granja y Establo,Completa,Sierra,,3.32425068119891,Grandes productores agropecuarios,Agrícola,Pecuaria,,,,,,,Granja de cuyes,1.0,0.0,0.0,010,130.0,Manual?,Red pública,
2016.0,06,CAJAMARCA,13,SANTA CRUZ,01,SANTA CRUZ,03548,00141,1,Granja avicola,Completa,Sierra,,4.377952755905511,Grandes productores agropecuarios,Agrícola,Pecuaria,,,,,,,Granja avícola de pollo de engorde,2.0,0.0,0.0,024,3000.0,Manual?,Río/riachuelo,
2016.0,06,CAJAMARCA,11,SAN MIGUEL,10,SAN GREGORIO,03739,00098,1,Granja avicola,Completa,Costa,,4.377952755905511,Grandes productores agropecuarios,pase,Pecuaria,,,,,,,Granja avícola de pollo de engorde,0.0,3.0,0.0,168,3000.0,Manual?,Pozo,
2016.0,06,CAJAMARCA,11,SAN MIGUEL,10,SAN GREGORIO,03739,00098,1,Granja avicola,Completa,Costa,,4.377952755905511,Grandes productores agropecuarios,pase,Pecuaria,,,,,,,Granja avícola de gallina de postura,0.0,2.0,0.0,112,5500.0,Manual?,Pozo,
2016.0,06,CAJAMARCA,01,CAJAMARCA,01,CAJAMARCA,03923,00199,1,Granja y Establo,Completa,Sierra,,3.32425068119891,Grandes productores agropecuarios,Agrícola,Pecuaria,,,,,,,Establo lechero,0.0,1.0,0.0,300,50.0,Manual?,manantial,
2016.0,06,CAJAMARCA,01,CAJAMARCA,08,LOS BAÑOS DEL INCA,03983,00045,1,Granja y Establo,Completa,Sierra,,3.32425068119891,Grandes productores agropecuarios,Agrícola,Pecuaria,,,,,,,Granja de cuyes,1.0,0.0,0.0,002,60.0,Manual?,Red pública,
2016.0,06,CAJAMARCA,01,CAJAMARCA,08,LOS BAÑOS DEL INCA,03983,00045,1,Granja y Establo,Completa,Sierra,,3.32425068119891,Grandes productores agropecuarios,Agrícola,Pecuaria,,,,,,,Establo lechero,1.0,0.0,0.0,250,38.0,Manual?,Red pública,
2016.0,06,CAJAMARCA,01,CAJAMARCA,08,LOS BAÑOS DEL INCA,04024,00042,1,Granja y Establo,Completa,Sierra,,3.32425068119891,Grandes productores agropecuarios,Agrícola,Pecuaria,,,,,,,Establo lechero,1.0,0.0,0.0,125,50.0,Manual?,manantial,
2016.0,06,CAJAMARCA,01,CAJAMARCA,07,LLACANORA,04213,00112,1,Granja y Establo,Completa,Sierra,,3.32425068119891,Grandes productores agropecuarios,Agrícola,Pecuaria,,,,,,,Establo lechero,1.0,0.0,0.0,400,78.0,Manual?,Pozo,
2016.0,06,CAJAMARCA,01,CAJAMARCA,07,LLACANORA,04213,00112,1,Granja y Establo,Completa,Sierra,,3.32425068119891,Grandes productores agropecuarios,Agrícola,Pecuaria,,,,,,,Granja de cuyes,1.0,0.0,0.0,003,178.0,Manual?,Pozo,
2016.0,06,CAJAMARCA,01,CAJAMARCA,09,MAGDALENA,04245,00039,1,Granja avicola,Completa,Sierra,,4.377952755905511,Grandes productores agropecuarios,pase,Pecuaria,,,,,,,Granja avícola de gallina de postura,4.0,0.0,2.0,800,21200.0,Manual?,Río/riachuelo,
2016.0,06,CAJAMARCA,01,CAJAMARCA,09,MAGDALENA,04256,00098,1,Granja avicola,Completa,Sierra,,4.377952755905511,Grandes productores agropecuarios,pase,Pecuaria,,,,,,,Granja avícola de pollo de engorde,13.0,0.0,0.0,315,31000.0,Manual?,Río/riachuelo,
2016.0,06,CAJAMARCA,01,CAJAMARCA,09,MAGDALENA,04256,00098,1,Granja avicola,Completa,Sierra,,4.377952755905511,Grandes productores agropecuarios,pase,Pecuaria,,,,,,,Granja avícola de reproductores padre de engorde,3.0,0.0,0.0,050,30000.0,Manual?,Río/riachuelo,
2016.0,06,CAJAMARCA,01,CAJAMARCA,09,MAGDALENA,04256,00098,1,Granja avicola,Completa,Sierra,,4.377952755905511,Grandes productores agropecuarios,pase,Pecuaria,,,,,,,Granja avícola de gallina de postura,6.0,0.0,0.0,150,30000.0,Manual?,Río/riachuelo,
2016.0,06,CAJAMARCA,01,CAJAMARCA,04,COSPAN,04290,00119,1,Granja y Establo,Completa,Sierra,,1.0421318727617443,Grandes productores agropecuarios,Agrícola,Pecuaria,,,,,,,Establo lechero,4.0,0.0,1.0,000,7625.0,Manual?,manantial,
2016.0,06,CAJAMARCA,03,CELENDIN,06,JOSE GALVEZ,04638,00082,1,Granja y Establo,Completa,Sierra,,3.32425068119891,Grandes productores agropecuarios,Agrícola,Pecuaria,,,,,,,Establo lechero,2.0,0.0,0.0,600,10.0,Manual?,Red pública,
2016.0,06,CAJAMARCA,10,SAN MARCOS,04,GREGORIO PITA,04696,00078,1,Granja y Establo,Completa,Sierra,,1.0421318727617443,Grandes productores agropecuarios,Agrícola,Pecuaria,,,,,,,Granja de cuyes,1.0,0.0,0.0,024,1100.0,Manual?,manantial,
2016.0,06,CAJAMARCA,10,SAN MARCOS,04,GREGORIO PITA,04696,00078,1,Granja y Establo,Completa,Sierra,,1.0421318727617443,Grandes productores agropecuarios,Agrícola,Pecuaria,,,,,,,Establo lechero,1.0,0.0,0.0,300,45.0,Manual?,manantial,
2016.0,06,CAJAMARCA,10,SAN MARCOS,01,PEDRO GALVEZ,04778,00110,1,Granja y Establo,Completa,Sierra,,1.0421318727617443,Grandes productores agropecuarios,Agrícola,Pecuaria,,,,,,,Granja avícola de gallina de postura,1.0,0.0,0.0,015,450.0,Manual?,Red pública,
2016.0,06,CAJAMARCA,10,SAN MARCOS,01,PEDRO GALVEZ,04778,00110,1,Granja y Establo,Completa,Sierra,,1.0421318727617443,Grandes productores agropecuarios,Agrícola,Pecuaria,,,,,,,Granja de cuyes,2.0,1.0,0.0,040,1300.0,Manual?,Red pública,
2016.0,06,CAJAMARCA,10,SAN MARCOS,01,PEDRO GALVEZ,04778,00110,1,Granja y Establo,Completa,Sierra,,1.0421318727617443,Grandes productores agropecuarios,Agrícola,Pecuaria,,,,,,,Establo lechero,1.0,0.0,0.0,025,12.0,Manual?,Red pública,
2016.0,06,CAJAMARCA,02,CAJABAMBA,03,CONDEBAMBA,04946,00074,1,Granja y Establo,Completa,Sierra,,1.0421318727617443,Grandes productores agropecuarios,Agrícola,Pecuaria,,,,,,,Granja de cuyes,1.0,0.0,0.0,060,3000.0,Manual?,Red pública,
2016.0,06,CAJAMARCA,02,CAJABAMBA,03,CONDEBAMBA,04946,00074,1,Granja y Establo,Completa,Sierra,,1.0421318727617443,Grandes productores agropecuarios,Agrícola,Pecuaria,,,,,,,Establo lechero,1.0,0.0,0.0,600,30.0,Manual?,Red pública,
2016.0,06,CAJAMARCA,02,CAJABAMBA,03,CONDEBAMBA,04965,00055,1,Granja y Establo,Completa,Sierra,,1.0421318727617443,Grandes productores agropecuarios,Agrícola,Pecuaria,,,,,,,Granja de cuyes,8.0,0.0,0.0,090,1275.0,Manual?,Red pública,
2016.0,06,CAJAMARCA,02,CAJABAMBA,04,SITACOCHA,04983,00034,1,Granja y Establo,Completa,Sierra,,3.32425068119891,Grandes productores agropecuarios,Agrícola,Pecuaria,,,,,,,Establo lechero,1.0,0.0,500.0,000,40.0,Manual?,manantial,
2016.0,06,CAJAMARCA,02,CAJABAMBA,04,SITACOCHA,04983,00034,1,Granja y Establo,Completa,Sierra,,3.32425068119891,Grandes productores agropecuarios,Agrícola,Pecuaria,,,,,,,Granja porcina,0.0,1.0,0.0,015,16.0,Manual?,manantial,
2016.0,01,AMAZONAS,03,BONGARA,12,YAMBRASBAMBA,05366,00141,1,Persona natural,Completa,Selva,,1.0,Grandes productores agropecuarios,Agrícola,Pecuaria,,,,,,,Granja porcina,1.0,0.0,0.0,060,100.0,Manual?,Red pública,
2016.0,01,AMAZONAS,03,BONGARA,07,JAZAN,05393,00088,1,Granja y Establo,Completa,Selva,,1.0421318727617443,Grandes productores agropecuarios,pase,Pecuaria,,,,,,,Granja porcina,7.0,2.0,1.0,080,7800.0,Manual?,manantial,
2016.0,01,AMAZONAS,03,BONGARA,07,JAZAN,05393,00088,1,Granja y Establo,Completa,Selva,,1.0421318727617443,Grandes productores agropecuarios,pase,Pecuaria,,,,,,,Granja avícola de pollo de engorde,7.0,5.0,1.0,960,140000.0,Manual?,manantial,
2016.0,01,AMAZONAS,03,BONGARA,07,JAZAN,05393,00146,2,Empresa,Completa,Selva,,6.1044176706827304,Grandes productores agropecuarios,Agrícola,Pecuaria,,,,,,,Granja porcina,1.0,0.0,0.0,250,150.0,Manual?,manantial,
