ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P101A,P102_1,P102_2,P102_3,P1228_N,P1228_NOM,P1228_TIPO,P1229,OMICAP1200_EQUIPO
2022.0,06,CAJAMARCA,09,SAN IGNACIO,05,NAMBALLE,01814,00006,1,Completa,Selva,Selva,337.89285714285717,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,DESPULPADORA,Equipo,Alquilada?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,05,NAMBALLE,01814,00018,2,Completa,Selva,Selva,337.89285714285717,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,DESPULPADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,05,NAMBALLE,01814,00019,3,Completa,Selva,Selva,337.89285714285717,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,DESPULPADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,05,NAMBALLE,01814,00028,5,Completa,Selva,Selva,337.89285714285717,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,DESPULPADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,05,NAMBALLE,01814,00029,6,Completa,Selva,Selva,337.89285714285717,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,DESPULPADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,05,NAMBALLE,01814,00036,7,Completa,Selva,Selva,337.89285714285717,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,DESPULPADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,05,NAMBALLE,01814,00039,8,Completa,Selva,Selva,337.89285714285717,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,DESPULPADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,05,NAMBALLE,01814,00044,9,Completa,Selva,Selva,337.89285714285717,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,DESPULPADORA,Equipo,Alquilada?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,05,NAMBALLE,01814,00045,10,Completa,Selva,Selva,337.89285714285717,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,DESPULPADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,05,NAMBALLE,01814,00047,11,Completa,Selva,Selva,337.89285714285717,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,DESPULPADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,05,NAMBALLE,01814,00048,12,Completa,Selva,Selva,337.89285714285717,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,DESPULPADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,01,SAN IGNACIO,01848,00004,1,Completa,Selva,Selva,337.89285714285705,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,DESPULPADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,01,SAN IGNACIO,01848,00030,2,Completa,Selva,Selva,337.89285714285705,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,DESPULPADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,01,SAN IGNACIO,01848,00064,4,Completa,Selva,Selva,337.89285714285705,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,DESPULPADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,01,SAN IGNACIO,01848,00075,5,Completa,Selva,Selva,337.89285714285705,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,DESPULPADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,01,SAN IGNACIO,01848,00077,6,Completa,Selva,Selva,337.89285714285705,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,DESPULPADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,01,SAN IGNACIO,01848,00080,7,Completa,Selva,Selva,337.89285714285705,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,DESPULPADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,01,SAN IGNACIO,01848,00103,8,Completa,Selva,Selva,337.89285714285705,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,DESPULPADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,01,SAN IGNACIO,01848,00104,9,Completa,Selva,Selva,337.89285714285705,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,DESPULPADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,01,SAN IGNACIO,01848,00105,10,Completa,Selva,Selva,337.89285714285705,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,DESPULPADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,01,SAN IGNACIO,01848,00113,11,Completa,Selva,Selva,337.89285714285705,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,DESPULPADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,01,SAN IGNACIO,01848,00120,12,Completa,Selva,Selva,337.89285714285705,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,DESPULPADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,01,SAN IGNACIO,01848,00128,13,Completa,Selva,Selva,337.89285714285705,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,DESPULPADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,01,SAN IGNACIO,01848,00129,14,Completa,Selva,Selva,337.89285714285705,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,DESPULPADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,01,SAN IGNACIO,01848,00141,15,Completa,Selva,Selva,337.89285714285705,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,DESPULPADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,06,SAN JOSÉ DE LOURDES,01879,00012,1,Completa,Selva,Selva,337.89285714285705,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,3.0,DESPULPADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,06,SAN JOSÉ DE LOURDES,01879,00012,1,Completa,Selva,Selva,337.89285714285705,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,MOTOGUADAÑA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,06,SAN JOSÉ DE LOURDES,01879,00012,1,Completa,Selva,Selva,337.89285714285705,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,2.0,MOTOR,Maquinaria,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,06,SAN JOSÉ DE LOURDES,01879,00015,2,Completa,Selva,Selva,337.89285714285705,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,3.0,DESPULPADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,06,SAN JOSÉ DE LOURDES,01879,00015,2,Completa,Selva,Selva,337.89285714285705,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,MOCHILA FUMIGADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,06,SAN JOSÉ DE LOURDES,01879,00015,2,Completa,Selva,Selva,337.89285714285705,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,2.0,MOTOR,Maquinaria,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,06,SAN JOSÉ DE LOURDES,01879,00026,3,Completa,Selva,Selva,337.89285714285705,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,2.0,MOTOR,Maquinaria,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,06,SAN JOSÉ DE LOURDES,01879,00026,3,Completa,Selva,Selva,337.89285714285705,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,MOTOGUADAÑA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,06,SAN JOSÉ DE LOURDES,01879,00026,3,Completa,Selva,Selva,337.89285714285705,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,3.0,DESPULPADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,06,SAN JOSÉ DE LOURDES,01879,00027,4,Completa,Selva,Selva,337.89285714285705,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,2.0,DESPULPADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,06,SAN JOSÉ DE LOURDES,01879,00027,4,Completa,Selva,Selva,337.89285714285705,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,3.0,MOTOGUADAÑA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,06,SAN JOSÉ DE LOURDES,01879,00027,4,Completa,Selva,Selva,337.89285714285705,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,MOCHILA FUMIGADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,06,SAN JOSÉ DE LOURDES,01879,00045,6,Completa,Selva,Selva,337.89285714285705,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,2.0,DESPULPADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,06,SAN JOSÉ DE LOURDES,01879,00045,6,Completa,Selva,Selva,337.89285714285705,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,ELECTROBOMBA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,06,SAN JOSÉ DE LOURDES,01879,00045,6,Completa,Selva,Selva,337.89285714285705,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,3.0,MOTOGUADAÑA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,06,SAN JOSÉ DE LOURDES,01879,00049,7,Completa,Selva,Selva,337.89285714285705,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,3.0,DESPULPADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,06,SAN JOSÉ DE LOURDES,01879,00049,7,Completa,Selva,Selva,337.89285714285705,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,MOCHILA FUMIGADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,06,SAN JOSÉ DE LOURDES,01879,00049,7,Completa,Selva,Selva,337.89285714285705,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,2.0,MOTOR,Maquinaria,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,06,SAN JOSÉ DE LOURDES,01879,00051,8,Completa,Selva,Selva,337.89285714285705,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,3.0,DESPULPADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,06,SAN JOSÉ DE LOURDES,01879,00051,8,Completa,Selva,Selva,337.89285714285705,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,MOTOGUADAÑA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,06,SAN JOSÉ DE LOURDES,01879,00051,8,Completa,Selva,Selva,337.89285714285705,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,2.0,ELECTROBOMBA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,06,SAN JOSÉ DE LOURDES,01879,00057,9,Completa,Selva,Selva,337.89285714285705,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,MOTOGUADAÑA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,06,SAN JOSÉ DE LOURDES,01879,00057,9,Completa,Selva,Selva,337.89285714285705,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,2.0,ELECTROBOMBA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,06,SAN JOSÉ DE LOURDES,01879,00057,9,Completa,Selva,Selva,337.89285714285705,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,3.0,DESPULPADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,06,SAN JOSÉ DE LOURDES,01879,00084,11,Completa,Selva,Selva,337.89285714285705,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,3.0,MOTOR,Maquinaria,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,06,SAN JOSÉ DE LOURDES,01879,00084,11,Completa,Selva,Selva,337.89285714285705,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,4.0,DESPULPADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,06,SAN JOSÉ DE LOURDES,01879,00084,11,Completa,Selva,Selva,337.89285714285705,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,MOCHILA FUMIGADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,06,SAN JOSÉ DE LOURDES,01879,00084,11,Completa,Selva,Selva,337.89285714285705,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,2.0,MOTOGUADAÑA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,06,SAN JOSÉ DE LOURDES,01879,00090,12,Completa,Selva,Selva,337.89285714285705,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,DESPULPADORA,Equipo,Cedido?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,06,SAN JOSÉ DE LOURDES,01879,00090,12,Completa,Selva,Selva,337.89285714285705,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,2.0,MOTOR,Maquinaria,Cedido?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,06,SAN JOSÉ DE LOURDES,01879,00090,12,Completa,Selva,Selva,337.89285714285705,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,3.0,MOTOGUADAÑA,Equipo,Cedido?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,06,SAN JOSÉ DE LOURDES,01879,00102,15,Completa,Selva,Selva,337.89285714285705,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,MOTOR,Maquinaria,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,06,SAN JOSÉ DE LOURDES,01879,00102,15,Completa,Selva,Selva,337.89285714285705,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,3.0,DESPULPADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,06,SAN JOSÉ DE LOURDES,01879,00102,15,Completa,Selva,Selva,337.89285714285705,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,2.0,MOCHILA FUMIGADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,03,HUARANGO,01911,00001,1,Completa,Selva,Selva,315.3666666666666,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,MOTOGUADAÑA,Equipo,Alquilada?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,03,HUARANGO,01911,00031,2,Completa,Selva,Selva,315.3666666666666,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,2.0,MOTOGUADAÑA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,03,HUARANGO,01911,00031,2,Completa,Selva,Selva,315.3666666666666,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,DESPULPADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,03,HUARANGO,01911,00041,3,Completa,Selva,Selva,315.3666666666666,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,MOTOGUADAÑA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,03,HUARANGO,01911,00056,4,Completa,Selva,Selva,315.3666666666666,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,DESPULPADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,03,HUARANGO,01911,00056,4,Completa,Selva,Selva,315.3666666666666,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,2.0,MOTOGUADAÑA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,03,HUARANGO,01911,00082,5,Completa,Selva,Selva,315.3666666666666,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,DESPULPADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,03,HUARANGO,01911,00103,8,Completa,Selva,Selva,315.3666666666666,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,MOTOGUADAÑA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,03,HUARANGO,01911,00118,9,Completa,Selva,Selva,315.3666666666666,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,2.0,DESPULPADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,03,HUARANGO,01911,00118,9,Completa,Selva,Selva,315.3666666666666,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,MOTOGUADAÑA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,03,HUARANGO,01911,00142,13,Completa,Selva,Selva,315.3666666666666,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,MOTOGUADAÑA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,03,HUARANGO,01911,00157,14,Completa,Selva,Selva,315.3666666666666,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,MOTOGUADAÑA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,03,HUARANGO,01911,00157,14,Completa,Selva,Selva,315.3666666666666,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,2.0,DESPULPADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,03,HUARANGO,01911,00169,15,Completa,Selva,Selva,315.3666666666666,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,DESPULPADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,02,CHIRINOS,01942,00086,4,Completa,Selva,Selva,315.3666666666666,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,MOTOGUADAÑA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,02,CHIRINOS,01942,00104,6,Completa,Selva,Selva,315.3666666666666,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,MOTOGUADAÑA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,02,CHIRINOS,01942,00111,7,Completa,Selva,Selva,315.3666666666666,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,MOTOGUADAÑA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,02,CHIRINOS,01942,00136,8,Completa,Selva,Selva,315.3666666666666,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,MOTOGUADAÑA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,02,CHIRINOS,01942,00161,11,Completa,Selva,Selva,315.3666666666666,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,MOTOGUADAÑA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,02,CHIRINOS,01942,00224,13,Completa,Selva,Selva,315.3666666666666,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,2.0,DESPULPADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,02,CHIRINOS,01942,00224,13,Completa,Selva,Selva,315.3666666666666,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,MOTOGUADAÑA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,02,CHIRINOS,01942,00256,14,Completa,Selva,Selva,315.3666666666666,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,MOTOGUADAÑA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,02,CHIRINOS,01942,00263,15,Completa,Selva,Selva,315.3666666666666,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,MOTOGUADAÑA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,04,LA COIPA,01973,00031,1,Completa,Selva,Selva,315.3666666666667,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,2.0,MOTOGUADAÑA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,04,LA COIPA,01973,00031,1,Completa,Selva,Selva,315.3666666666667,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,3.0,MOTOSIERRA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,04,LA COIPA,01973,00031,1,Completa,Selva,Selva,315.3666666666667,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,DESPULPADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,04,LA COIPA,01973,00042,2,Completa,Selva,Selva,315.3666666666667,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,DESPULPADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,04,LA COIPA,01973,00042,2,Completa,Selva,Selva,315.3666666666667,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,2.0,MOTOGUADAÑA,Equipo,Alquilada?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,04,LA COIPA,01973,00047,3,Completa,Selva,Selva,315.3666666666667,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,2.0,MOTOGUADAÑA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,04,LA COIPA,01973,00047,3,Completa,Selva,Selva,315.3666666666667,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,DESPULPADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,04,LA COIPA,01973,00091,4,Completa,Selva,Selva,315.3666666666667,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,MOTOGUADAÑA,Equipo,Cedido?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,04,LA COIPA,01973,00091,4,Completa,Selva,Selva,315.3666666666667,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,2.0,DESPULPADORA,Equipo,Cedido?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,04,LA COIPA,01973,00100,5,Completa,Selva,Selva,315.3666666666667,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,MOTOGUADAÑA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,04,LA COIPA,01973,00100,5,Completa,Selva,Selva,315.3666666666667,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,2.0,DESPULPADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,04,LA COIPA,01973,00128,6,Completa,Selva,Selva,315.3666666666667,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,4.0,MOTOSIERRA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,04,LA COIPA,01973,00128,6,Completa,Selva,Selva,315.3666666666667,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,2.0,DESPULPADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,04,LA COIPA,01973,00128,6,Completa,Selva,Selva,315.3666666666667,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,MOTOGUADAÑA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,04,LA COIPA,01973,00128,6,Completa,Selva,Selva,315.3666666666667,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,3.0,EQUIPO PARA CERCO ELECTRICO,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,04,LA COIPA,01973,00155,7,Completa,Selva,Selva,315.3666666666667,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,DESPULPADORA,Equipo,Propia?,
2022.0,06,CAJAMARCA,09,SAN IGNACIO,04,LA COIPA,01973,00157,8,Completa,Selva,Selva,315.3666666666667,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,2.0,DESPULPADORA,Equipo,Propia?,
