ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P101A,P102_1,P102_2,P102_3,P1228_N,P1228_NOM,P1228_TIPO,P1229,OMICAP1200_EQUIPO
2022.0,15,LIMA,02,BARRANCA,04,SUPE,12040,00027,7,Completa,Costa,Costa Centro,65.98684210526315,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,TRACTOR AGRICOLA,Maquinaria,Alquilada?,
2022.0,15,LIMA,02,BARRANCA,04,SUPE,12040,00029,8,Completa,Costa,Costa Centro,65.98684210526315,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,MOCHILA FUMIGADORA,Equipo,Propia?,
2022.0,15,LIMA,02,BARRANCA,04,SUPE,12040,00032,9,Completa,Costa,Costa Centro,65.98684210526315,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,TRACTOR AGRICOLA,Maquinaria,Alquilada?,
2022.0,15,LIMA,02,BARRANCA,04,SUPE,12040,00038,10,Completa,Costa,Costa Centro,65.98684210526315,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,TRACTOR AGRICOLA,Maquinaria,Alquilada?,
2022.0,15,LIMA,02,BARRANCA,04,SUPE,12040,00045,11,Completa,Costa,Costa Centro,65.98684210526315,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,TRACTOR AGRICOLA,Maquinaria,Alquilada?,
2022.0,15,LIMA,02,BARRANCA,04,SUPE,12040,00068,13,Completa,Costa,Costa Centro,65.98684210526315,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,TRACTOR AGRICOLA,Maquinaria,Alquilada?,
2022.0,15,LIMA,09,OYON,02,ANDAJES,12076,00112,14,Completa,Sierra,Sierra Centro,70.63111111111111,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,MOCHILA FUMIGADORA,Equipo,Propia?,
2022.0,15,LIMA,09,OYON,06,PACHANGARA,12084,00125,15,Completa,Sierra,Sierra Centro,70.63111111111111,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,MOTOFUMIGADORA,Equipo,Propia?,
2022.0,15,LIMA,08,HUAURA,12,VEGUETA,12088,00009,1,Completa,Costa,Costa Centro,65.98684210526316,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,MOTOFUMIGADORA,Equipo,Propia?,
2022.0,15,LIMA,08,HUAURA,12,VEGUETA,12088,00120,12,Completa,Costa,Costa Centro,65.98684210526316,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,MOCHILA FUMIGADORA,Equipo,Propia?,
2022.0,15,LIMA,08,HUAURA,12,VEGUETA,12088,00160,13,Completa,Costa,Costa Centro,65.98684210526316,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,MOCHILA FUMIGADORA,Equipo,Propia?,
2022.0,15,LIMA,08,HUAURA,12,VEGUETA,12088,00168,14,Completa,Costa,Costa Centro,65.98684210526316,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,MOCHILA FUMIGADORA,Equipo,Propia?,
2022.0,15,LIMA,08,HUAURA,12,VEGUETA,12088,00169,15,Completa,Costa,Costa Centro,65.98684210526316,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,MOCHILA FUMIGADORA,Equipo,Propia?,
2022.0,15,LIMA,08,HUAURA,12,VEGUETA,12094,00009,2,Completa,Costa,Costa Centro,65.98684210526316,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,TRACTOR AGRICOLA,Maquinaria,Alquilada?,
2022.0,15,LIMA,08,HUAURA,12,VEGUETA,12094,00029,3,Completa,Costa,Costa Centro,65.98684210526316,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,TRACTOR AGRICOLA,Maquinaria,Alquilada?,
2022.0,15,LIMA,08,HUAURA,12,VEGUETA,12094,00039,6,Completa,Costa,Costa Centro,65.98684210526316,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,TRACTOR AGRICOLA,Maquinaria,Alquilada?,
2022.0,15,LIMA,08,HUAURA,12,VEGUETA,12094,00044,8,Completa,Costa,Costa Centro,65.98684210526316,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,TRACTOR AGRICOLA,Maquinaria,Alquilada?,
2022.0,15,LIMA,08,HUAURA,12,VEGUETA,12094,00048,9,Completa,Costa,Costa Centro,65.98684210526316,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,TRACTOR AGRICOLA,Maquinaria,Alquilada?,
2022.0,15,LIMA,08,HUAURA,12,VEGUETA,12094,00054,10,Completa,Costa,Costa Centro,65.98684210526316,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,TRACTOR AGRICOLA,Maquinaria,Alquilada?,
2022.0,15,LIMA,08,HUAURA,12,VEGUETA,12094,00059,12,Completa,Costa,Costa Centro,65.98684210526316,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,TRACTOR AGRICOLA,Maquinaria,Alquilada?,
2022.0,15,LIMA,08,HUAURA,06,HUAURA,12107,00009,1,Completa,Costa,Costa Centro,52.78947368421053,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,TRACTOR AGRICOLA,Maquinaria,Alquilada?,
2022.0,15,LIMA,08,HUAURA,06,HUAURA,12107,00015,2,Completa,Costa,Costa Centro,52.78947368421053,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,TRACTOR AGRICOLA,Maquinaria,Alquilada?,
2022.0,15,LIMA,08,HUAURA,06,HUAURA,12107,00019,3,Completa,Costa,Costa Centro,52.78947368421053,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,TRACTOR AGRICOLA,Maquinaria,Alquilada?,
2022.0,15,LIMA,08,HUAURA,06,HUAURA,12107,00064,9,Completa,Costa,Costa Centro,52.78947368421053,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,TRACTOR AGRICOLA,Maquinaria,Alquilada?,
2022.0,15,LIMA,08,HUAURA,06,HUAURA,12107,00094,10,Completa,Costa,Costa Centro,52.78947368421053,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,TRACTOR AGRICOLA,Maquinaria,Alquilada?,
2022.0,15,LIMA,08,HUAURA,06,HUAURA,12107,00102,12,Completa,Costa,Costa Centro,52.78947368421053,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,TRACTOR AGRICOLA,Maquinaria,Alquilada?,
2022.0,15,LIMA,08,HUAURA,06,HUAURA,12107,00104,13,Completa,Costa,Costa Centro,52.78947368421053,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,TRACTOR AGRICOLA,Maquinaria,Alquilada?,
2022.0,15,LIMA,08,HUAURA,06,HUAURA,12113,00011,1,Completa,Costa,Costa Centro,52.78947368421053,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,TRACTOR AGRICOLA,Maquinaria,Alquilada?,
2022.0,15,LIMA,08,HUAURA,06,HUAURA,12113,00019,3,Completa,Costa,Costa Centro,52.78947368421053,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,TRACTOR AGRICOLA,Maquinaria,Alquilada?,
2022.0,15,LIMA,08,HUAURA,06,HUAURA,12113,00068,5,Completa,Costa,Costa Centro,52.78947368421053,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,TRACTOR AGRICOLA,Maquinaria,Alquilada?,
2022.0,15,LIMA,08,HUAURA,06,HUAURA,12113,00083,6,Completa,Costa,Costa Centro,52.78947368421053,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,TRACTOR AGRICOLA,Maquinaria,Alquilada?,
2022.0,15,LIMA,08,HUAURA,06,HUAURA,12113,00097,7,Completa,Costa,Costa Centro,52.78947368421053,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,TRACTOR AGRICOLA,Maquinaria,Alquilada?,
2022.0,15,LIMA,08,HUAURA,06,HUAURA,12113,00107,8,Completa,Costa,Costa Centro,52.78947368421053,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,TRACTOR AGRICOLA,Maquinaria,Alquilada?,
2022.0,15,LIMA,08,HUAURA,06,HUAURA,12113,00114,10,Completa,Costa,Costa Centro,52.78947368421053,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,TRACTOR AGRICOLA,Maquinaria,Alquilada?,
2022.0,15,LIMA,08,HUAURA,06,HUAURA,12113,00120,11,Completa,Costa,Costa Centro,52.78947368421053,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,TRACTOR AGRICOLA,Maquinaria,Alquilada?,
2022.0,15,LIMA,08,HUAURA,06,HUAURA,12113,00127,12,Completa,Costa,Costa Centro,52.78947368421053,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,TRACTOR AGRICOLA,Maquinaria,Propia?,
2022.0,15,LIMA,08,HUAURA,06,HUAURA,12113,00128,13,Completa,Costa,Costa Centro,52.78947368421053,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,TRACTOR AGRICOLA,Maquinaria,Alquilada?,
2022.0,15,LIMA,08,HUAURA,06,HUAURA,12113,00132,15,Completa,Costa,Costa Centro,52.78947368421053,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,TRACTOR AGRICOLA,Maquinaria,Alquilada?,
2022.0,15,LIMA,08,HUAURA,10,SANTA MARIA,12120,00021,2,Completa,Costa,Costa Centro,52.78947368421053,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,TRACTOR AGRICOLA,Maquinaria,Alquilada?,
2022.0,15,LIMA,08,HUAURA,10,SANTA MARIA,12120,00022,3,Completa,Costa,Costa Centro,52.78947368421053,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,TRACTOR AGRICOLA,Maquinaria,Alquilada?,
2022.0,15,LIMA,08,HUAURA,10,SANTA MARIA,12120,00024,5,Completa,Costa,Costa Centro,52.78947368421053,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,TRACTOR AGRICOLA,Maquinaria,Alquilada?,
2022.0,15,LIMA,08,HUAURA,10,SANTA MARIA,12120,00046,7,Completa,Costa,Costa Centro,52.78947368421053,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,TRACTOR AGRICOLA,Maquinaria,Alquilada?,
2022.0,15,LIMA,08,HUAURA,10,SANTA MARIA,12120,00047,8,Completa,Costa,Costa Centro,52.78947368421053,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,TRACTOR AGRICOLA,Maquinaria,Alquilada?,
2022.0,15,LIMA,08,HUAURA,10,SANTA MARIA,12120,00051,10,Completa,Costa,Costa Centro,52.78947368421053,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,MOCHILA FUMIGADORA,Equipo,Propia?,
2022.0,15,LIMA,08,HUAURA,10,SANTA MARIA,12120,00067,13,Completa,Costa,Costa Centro,52.78947368421053,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,MOCHILA FUMIGADORA,Equipo,Propia?,
2022.0,15,LIMA,08,HUAURA,10,SANTA MARIA,12120,00071,15,Completa,Costa,Costa Centro,52.78947368421053,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,TRACTOR AGRICOLA,Maquinaria,Alquilada?,
2022.0,15,LIMA,08,HUAURA,10,SANTA MARIA,12126,00066,4,Completa,Costa,Costa Centro,56.56015037593985,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,TRACTOR AGRICOLA,Maquinaria,Alquilada?,
2022.0,15,LIMA,08,HUAURA,10,SANTA MARIA,12126,00069,5,Completa,Costa,Costa Centro,56.56015037593985,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,2.0,TRACTOR AGRICOLA,Maquinaria,Alquilada?,
2022.0,15,LIMA,08,HUAURA,10,SANTA MARIA,12126,00069,5,Completa,Costa,Costa Centro,56.56015037593985,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,MOCHILA FUMIGADORA,Equipo,Propia?,
2022.0,15,LIMA,08,HUAURA,10,SANTA MARIA,12126,00076,6,Completa,Costa,Costa Centro,56.56015037593985,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,TRACTOR AGRICOLA,Maquinaria,Alquilada?,
2022.0,15,LIMA,08,HUAURA,10,SANTA MARIA,12126,00082,7,Completa,Costa,Costa Centro,56.56015037593985,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,TRACTOR AGRICOLA,Maquinaria,Alquilada?,
2022.0,15,LIMA,08,HUAURA,10,SANTA MARIA,12126,00084,8,Completa,Costa,Costa Centro,56.56015037593985,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,TRACTOR AGRICOLA,Maquinaria,Alquilada?,
2022.0,15,LIMA,08,HUAURA,10,SANTA MARIA,12126,00094,9,Completa,Costa,Costa Centro,56.56015037593985,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,MOCHILA FUMIGADORA,Equipo,Propia?,
2022.0,15,LIMA,08,HUAURA,10,SANTA MARIA,12126,00105,11,Completa,Costa,Costa Centro,56.56015037593985,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,TRACTOR AGRICOLA,Maquinaria,Alquilada?,
2022.0,15,LIMA,08,HUAURA,10,SANTA MARIA,12126,00107,12,Completa,Costa,Costa Centro,56.56015037593985,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,TRACTOR AGRICOLA,Maquinaria,Alquilada?,
2022.0,15,LIMA,08,HUAURA,10,SANTA MARIA,12126,00118,15,Completa,Costa,Costa Centro,56.56015037593985,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,MOCHILA FUMIGADORA,Equipo,Propia?,
2022.0,15,LIMA,08,HUAURA,01,HUACHO,12132,00053,7,Completa,Costa,Costa Centro,52.78947368421053,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,MOTOBOMBA,Equipo,Propia?,
2022.0,15,LIMA,08,HUAURA,01,HUACHO,12132,00077,10,Completa,Costa,Costa Centro,52.78947368421053,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,MOTOBOMBA,Equipo,Propia?,
2022.0,15,LIMA,08,HUAURA,01,HUACHO,12132,00085,11,Completa,Costa,Costa Centro,52.78947368421053,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,MOTOR,Maquinaria,Propia?,
2022.0,15,LIMA,08,HUAURA,01,HUACHO,12132,00087,12,Completa,Costa,Costa Centro,52.78947368421053,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,MOTOBOMBA,Equipo,Propia?,
2022.0,15,LIMA,08,HUAURA,01,HUACHO,12132,00113,14,Completa,Costa,Costa Centro,52.78947368421053,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,MOTOBOMBA,Equipo,Propia?,
2022.0,15,LIMA,08,HUAURA,11,SAYAN,12139,00094,5,Completa,Costa,Costa Centro,52.78947368421054,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,MOTOBOMBA,Equipo,Propia?,
2022.0,15,LIMA,08,HUAURA,11,SAYAN,12139,00134,7,Completa,Costa,Costa Centro,52.78947368421054,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,MOTOBOMBA,Equipo,Propia?,
2022.0,15,LIMA,08,HUAURA,11,SAYAN,12139,00137,8,Completa,Costa,Costa Centro,52.78947368421054,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,MOTOBOMBA,Equipo,Propia?,
2022.0,15,LIMA,08,HUAURA,11,SAYAN,12139,00166,10,Completa,Costa,Costa Centro,52.78947368421054,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,MOTOBOMBA,Equipo,Propia?,
2022.0,15,LIMA,08,HUAURA,11,SAYAN,12139,00198,12,Completa,Costa,Costa Centro,52.78947368421054,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,MOTOBOMBA,Equipo,Propia?,
2022.0,15,LIMA,08,HUAURA,11,SAYAN,12139,00201,13,Completa,Costa,Costa Centro,52.78947368421054,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,MOTOBOMBA,Equipo,Propia?,
2022.0,15,LIMA,08,HUAURA,11,SAYAN,12139,00207,14,Completa,Costa,Costa Centro,52.78947368421054,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,MOTOBOMBA,Equipo,Propia?,
2022.0,15,LIMA,08,HUAURA,11,SAYAN,12139,00210,15,Completa,Costa,Costa Centro,52.78947368421054,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,MOTOBOMBA,Equipo,Propia?,
2022.0,15,LIMA,06,HUARAL,06,IHUARI,12164,00022,1,Completa,Sierra,Sierra Centro,70.63111111111112,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,MOTOBOMBA,Equipo,Propia?,
2022.0,15,LIMA,06,HUARAL,06,IHUARI,12164,00035,3,Completa,Sierra,Sierra Centro,70.63111111111112,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,MOTOFUMIGADORA,Equipo,Propia?,
2022.0,15,LIMA,06,HUARAL,06,IHUARI,12164,00048,5,Completa,Sierra,Sierra Centro,70.63111111111112,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,MOCHILA FUMIGADORA,Equipo,Propia?,
2022.0,15,LIMA,06,HUARAL,06,IHUARI,12164,00048,5,Completa,Sierra,Sierra Centro,70.63111111111112,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,2.0,MOTOBOMBA,Equipo,Cedido?,
2022.0,15,LIMA,06,HUARAL,06,IHUARI,12164,00055,6,Completa,Sierra,Sierra Centro,70.63111111111112,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,MOTOBOMBA,Equipo,Propia?,
2022.0,15,LIMA,06,HUARAL,06,IHUARI,12164,00067,7,Completa,Sierra,Sierra Centro,70.63111111111112,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,MOTOBOMBA,Equipo,Propia?,
2022.0,15,LIMA,06,HUARAL,06,IHUARI,12164,00078,8,Completa,Sierra,Sierra Centro,70.63111111111112,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,MOTOBOMBA,Equipo,Propia?,
2022.0,15,LIMA,06,HUARAL,06,IHUARI,12164,00082,10,Completa,Sierra,Sierra Centro,70.63111111111112,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,MOTOBOMBA,Equipo,Propia?,
2022.0,15,LIMA,06,HUARAL,06,IHUARI,12164,00137,14,Completa,Sierra,Sierra Centro,70.63111111111112,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,MOTOBOMBA,Equipo,Propia?,
2022.0,15,LIMA,06,HUARAL,06,IHUARI,12164,00139,15,Completa,Sierra,Sierra Centro,70.63111111111112,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,MOTOR ESTACIONARIO,Equipo,Cedido?,
2022.0,15,LIMA,06,HUARAL,10,SANTA CRUZ DE ANDAMARCA,12173,00013,2,Completa,Sierra,Sierra Centro,75.67619047619047,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,MOTOBOMBA,Equipo,Propia?,
2022.0,15,LIMA,06,HUARAL,10,SANTA CRUZ DE ANDAMARCA,12173,00017,4,Completa,Sierra,Sierra Centro,75.67619047619047,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,MOTOBOMBA,Equipo,Alquilada?,
2022.0,15,LIMA,06,HUARAL,11,SUMBILCA,12181,00124,11,Completa,Sierra,Sierra Centro,75.67619047619048,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,MOCHILA FUMIGADORA,Equipo,Propia?,
2022.0,15,LIMA,06,HUARAL,11,SUMBILCA,12181,00124,11,Completa,Sierra,Sierra Centro,75.67619047619048,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,2.0,MOTOBOMBA,Equipo,Propia?,
2022.0,15,LIMA,06,HUARAL,11,SUMBILCA,12181,00126,12,Completa,Sierra,Sierra Centro,75.67619047619048,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,2.0,MOTOFUMIGADORA,Equipo,Propia?,
2022.0,15,LIMA,06,HUARAL,11,SUMBILCA,12181,00126,12,Completa,Sierra,Sierra Centro,75.67619047619048,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,MOCHILA FUMIGADORA,Equipo,Propia?,
2022.0,15,LIMA,06,HUARAL,01,HUARAL,12186,00005,1,Completa,Costa,Costa Centro,52.78947368421052,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,MOCHILA FUMIGADORA,Equipo,Propia?,
2022.0,15,LIMA,06,HUARAL,01,HUARAL,12186,00016,3,Completa,Costa,Costa Centro,52.78947368421052,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,MOCHILA FUMIGADORA,Equipo,Propia?,
2022.0,15,LIMA,06,HUARAL,01,HUARAL,12186,00038,4,Completa,Costa,Costa Centro,52.78947368421052,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,MOCHILA FUMIGADORA,Equipo,Propia?,
2022.0,15,LIMA,06,HUARAL,01,HUARAL,12186,00040,5,Completa,Costa,Costa Centro,52.78947368421052,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,MOCHILA FUMIGADORA,Equipo,Propia?,
2022.0,15,LIMA,06,HUARAL,01,HUARAL,12186,00050,6,Completa,Costa,Costa Centro,52.78947368421052,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,MOCHILA FUMIGADORA,Equipo,Propia?,
2022.0,15,LIMA,06,HUARAL,01,HUARAL,12186,00054,7,Completa,Costa,Costa Centro,52.78947368421052,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,MOCHILA FUMIGADORA,Equipo,Propia?,
2022.0,15,LIMA,06,HUARAL,01,HUARAL,12186,00059,9,Completa,Costa,Costa Centro,52.78947368421052,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,MOCHILA FUMIGADORA,Equipo,Propia?,
2022.0,15,LIMA,06,HUARAL,01,HUARAL,12186,00066,10,Completa,Costa,Costa Centro,52.78947368421052,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,MOCHILA FUMIGADORA,Equipo,Propia?,
2022.0,15,LIMA,06,HUARAL,01,HUARAL,12186,00078,11,Completa,Costa,Costa Centro,52.78947368421052,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,MOCHILA FUMIGADORA,Equipo,Propia?,
2022.0,15,LIMA,06,HUARAL,01,HUARAL,12186,00085,12,Completa,Costa,Costa Centro,52.78947368421052,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,MOCHILA FUMIGADORA,Equipo,Propia?,
2022.0,15,LIMA,06,HUARAL,01,HUARAL,12186,00097,13,Completa,Costa,Costa Centro,52.78947368421052,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,MOCHILA FUMIGADORA,Equipo,Propia?,
2022.0,15,LIMA,06,HUARAL,01,HUARAL,12186,00098,14,Completa,Costa,Costa Centro,52.78947368421052,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,MOCHILA FUMIGADORA,Equipo,Propia?,
2022.0,15,LIMA,06,HUARAL,01,HUARAL,12186,00099,15,Completa,Costa,Costa Centro,52.78947368421052,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,MOCHILA FUMIGADORA,Equipo,Propia?,
2022.0,15,LIMA,06,HUARAL,01,HUARAL,12192,00008,2,Completa,Costa,Costa Centro,52.78947368421053,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,MOCHILA FUMIGADORA,Equipo,Propia?,
2022.0,15,LIMA,06,HUARAL,01,HUARAL,12192,00015,3,Completa,Costa,Costa Centro,52.78947368421053,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,TRACTOR AGRICOLA,Maquinaria,Alquilada?,
2022.0,15,LIMA,06,HUARAL,01,HUARAL,12192,00018,5,Completa,Costa,Costa Centro,52.78947368421053,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,TRACTOR AGRICOLA,Maquinaria,Alquilada?,
2022.0,15,LIMA,06,HUARAL,01,HUARAL,12192,00039,6,Completa,Costa,Costa Centro,52.78947368421053,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,TRACTOR AGRICOLA,Maquinaria,Alquilada?,
2022.0,15,LIMA,06,HUARAL,01,HUARAL,12192,00062,9,Completa,Costa,Costa Centro,52.78947368421053,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,TRACTOR AGRICOLA,Maquinaria,Alquilada?,
2022.0,15,LIMA,06,HUARAL,01,HUARAL,12192,00122,14,Completa,Costa,Costa Centro,52.78947368421053,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,TRACTOR AGRICOLA,Maquinaria,Alquilada?,
