UBIGEO,ANIO,CCDD,NOMBREDD,CCPP,NOMBREPP,CCDI,NOMBREDI,CONGLOME,REGION,CODIGO,ZONA,X,Y,LONGITUD,LATITUD,ALTITUD
060201,2015.0,06,CAJAMARCA,02,CAJABAMBA,01,CAJABAMBA,05017,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,827309.0,9155675.0,-78.0337535597,-7.628237615,2847.0
060202,2015.0,06,CAJAMARCA,02,CAJABAMBA,02,CACHACHI,04929,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,798853.0,9149117.0,-78.2910588936,-7.68918761892,4008.0
060202,2015.0,06,CAJAMARCA,02,CAJABAMBA,02,CACHACHI,04922,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,803778.0,9157127.0,-78.2469168098,-7.61653035085,2842.0
060202,2015.0,06,CAJAMARCA,02,CAJABAMBA,02,CACHACHI,04904,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,814326.0,9158194.0,-78.1514674704,-7.60627317708,2215.0
060202,2015.0,06,CAJAMARCA,02,CAJABAMBA,02,CACHACHI,04892,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,797842.0,9162432.0,-78.3009726406,-7.56893444644,3462.0
060203,2015.0,06,CAJAMARCA,02,CAJABAMBA,03,CONDEBAMBA,04946,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,815259.0,9168174.0,-78.143609395,-7.51605673099,2060.0
060907,2015.0,06,CAJAMARCA,09,SAN IGNACIO,07,TABACONAS,02013,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,699166.0,9415314.0,-79.2028386298,-5.287079296,1872.0
060907,2015.0,06,CAJAMARCA,09,SAN IGNACIO,07,TABACONAS,02005,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,701944.0,9417552.0,-79.1778440532,-5.26677203503,1811.0
061304,2015.0,06,CAJAMARCA,13,SANTA CRUZ,04,CHANCAYBAÐOS,03480,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,728147.0,9276965.0,-78.9368082099,-6.53700661165,1918.0
061005,2015.0,06,CAJAMARCA,10,SAN MARCOS,05,ICHOCAN,04822,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,816295.0,9184466.0,-78.1351907998,-7.36880375584,2531.0
061006,2015.0,06,CAJAMARCA,10,SAN MARCOS,06,JOSE MANUEL QUIROZ,04763,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,828094.0,9186857.0,-78.028553787,-7.34651213361,3611.0
061007,2015.0,06,CAJAMARCA,10,SAN MARCOS,07,JOSE SABOGAL,04739,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,176852.0,9192844.0,-77.9263342918,-7.29271249146,2180.0
061007,2015.0,06,CAJAMARCA,10,SAN MARCOS,07,JOSE SABOGAL,04720,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,827628.0,9204241.0,-78.0338099517,-7.18949677708,3310.0
061204,2015.0,06,CAJAMARCA,12,SAN PABLO,04,TUMBADEN,03750,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,756796.0,9233337.0,-78.6759914985,-6.93021565252,3506.0
061201,2015.0,06,CAJAMARCA,12,SAN PABLO,01,SAN PABLO,03778,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,746025.0,9211610.0,-78.7724839832,-7.12707446043,2779.0
061202,2015.0,06,CAJAMARCA,12,SAN PABLO,02,SAN BERNARDINO,03787,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,745010.0,9206624.0,-78.7814530684,-7.17218943046,1974.0
060308,2015.0,06,CAJAMARCA,03,CELENDIN,08,OXAMARCA,04661,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,827573.0,9225183.0,-78.0355144,-7.00031617336,2087.0
060306,2015.0,06,CAJAMARCA,03,CELENDIN,06,JOSE GALVEZ,04636,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,816004.0,9236100.0,-78.140715977,-6.90233413161,2743.0
060311,2015.0,06,CAJAMARCA,03,CELENDIN,11,UTCO,04651,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,822574.0,9238355.0,-78.0814506764,-6.88159439037,2204.0
060312,2015.0,06,CAJAMARCA,03,CELENDIN,12,LA LIBERTAD DE PALLAN,04332,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,800756.0,9261223.0,-78.2798535904,-6.67612730291,3258.0
060302,2015.0,06,CAJAMARCA,03,CELENDIN,02,CHUMUCH,04311,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,814006.0,9273638.0,-78.1607521552,-6.56328649609,1443.0
060304,2015.0,06,CAJAMARCA,03,CELENDIN,04,HUASMIN,04461,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,803576.0,9243865.0,-78.2534836438,-6.83282772294,1988.0
060309,2015.0,06,CAJAMARCA,03,CELENDIN,09,SOROCHUCO,04566,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,802242.0,9233845.0,-78.2650259851,-6.9234327823,2740.0
060309,2015.0,06,CAJAMARCA,03,CELENDIN,09,SOROCHUCO,04521,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,799502.0,9237896.0,-78.2900083135,-6.88697050443,3184.0
060601,2015.0,06,CAJAMARCA,06,CUTERVO,01,CUTERVO,02528,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,748519.0,9290607.0,-78.7532226832,-6.41290744383,2622.0
060907,2015.0,06,CAJAMARCA,09,SAN IGNACIO,07,TABACONAS,02021,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,692546.0,9409562.0,-79.2624142112,-5.33925998116,2059.0
060904,2015.0,06,CAJAMARCA,09,SAN IGNACIO,04,LA COIPA,01974,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,727943.0,9406294.0,-78.9430042228,-5.36782598695,1817.0
060904,2015.0,06,CAJAMARCA,09,SAN IGNACIO,04,LA COIPA,01975,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,728386.0,9407453.0,-78.9390449173,-5.35733321509,1598.0
060905,2015.0,06,CAJAMARCA,09,SAN IGNACIO,05,NAMBALLE,01818,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,702449.0,9438900.0,-79.1738383484,-5.07373196731,1860.0
060906,2015.0,06,CAJAMARCA,09,SAN IGNACIO,06,SAN JOS? DE LOURDES,01895,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,741442.0,9432961.0,-78.8220864266,-5.12633167085,1453.0
060906,2015.0,06,CAJAMARCA,09,SAN IGNACIO,06,SAN JOS? DE LOURDES,01889,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,744405.0,9442497.0,-78.7956636806,-5.04003383523,943.0
060901,2015.0,06,CAJAMARCA,09,SAN IGNACIO,01,SAN IGNACIO,01836,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,724973.0,9433650.0,-78.9705973771,-5.12058870944,941.0
060904,2015.0,06,CAJAMARCA,09,SAN IGNACIO,04,LA COIPA,01973,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,728984.0,9403930.0,-78.9335437536,-5.38915938094,2036.0
060903,2015.0,06,CAJAMARCA,09,SAN IGNACIO,03,HUARANGO,01928,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,748542.0,9410445.0,-78.7573503948,-5.32964659782,858.0
061001,2015.0,06,CAJAMARCA,10,SAN MARCOS,01,PEDRO GALVEZ,04796,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,821928.0,9187611.0,-78.0843953495,-7.34006537077,3054.0
060801,2015.0,06,CAJAMARCA,08,JAEN,01,JAEN,02165,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,727670.0,9359867.0,-78.9440091283,-5.78755829771,2513.0
060811,2015.0,06,CAJAMARCA,08,JAEN,11,SAN JOSE DEL ALTO,02089,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,727934.0,9386031.0,-78.9424638686,-5.55101198186,1769.0
060812,2015.0,06,CAJAMARCA,08,JAEN,12,SANTA ROSA,02131,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,771892.0,9400017.0,-78.5464048602,-5.42309086816,1305.0
061306,2015.0,06,CAJAMARCA,13,SANTA CRUZ,06,NINABAMBA,03503,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,745696.0,9264417.0,-78.7776854038,-6.64975796943,2236.0
061305,2015.0,06,CAJAMARCA,13,SANTA CRUZ,05,LA ESPERANZA,03537,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,737876.0,9265995.0,-78.8484406159,-6.63580479146,2131.0
061301,2015.0,06,CAJAMARCA,13,SANTA CRUZ,01,SANTA CRUZ,03552,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,728612.0,9265479.0,-78.9321781827,-6.64082501422,2130.0
061101,2015.0,06,CAJAMARCA,11,SAN MIGUEL,01,SAN MIGUEL,03674,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,736455.0,9226120.0,-78.8596912252,-6.99631910983,2895.0
061101,2015.0,06,CAJAMARCA,11,SAN MIGUEL,01,SAN MIGUEL,03670,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,726804.0,9224216.0,-78.946931907,-7.01392145204,3680.0
061106,2015.0,06,CAJAMARCA,11,SAN MIGUEL,06,LA FLORIDA,03606,COSTA,Pequeños y medianos productores/as agropecuarios/as,17,709507.0,9238898.0,-79.1039776713,-6.88183784878,1462.0
061107,2015.0,06,CAJAMARCA,11,SAN MIGUEL,07,LLAPA,03650,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,741137.0,9228127.0,-78.8174197432,-6.97797879811,3060.0
061111,2015.0,06,CAJAMARCA,11,SAN MIGUEL,11,SAN SILVESTRE DE COCHAN,03662,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,747136.0,9228434.0,-78.7631595365,-6.97494860181,3118.0
061102,2015.0,06,CAJAMARCA,11,SAN MIGUEL,02,BOLIVAR,03729,COSTA,Pequeños y medianos productores/as agropecuarios/as,17,706970.0,9229770.0,-79.1266060315,-6.96445311624,1809.0
060501,2015.0,06,CAJAMARCA,05,CONTUMAZA,01,CONTUMAZA,03818,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,754175.0,9188712.0,-78.6976835106,-7.33367583627,3112.0
060508,2015.0,06,CAJAMARCA,05,CONTUMAZA,08,YONAN,03803,COSTA,Pequeños y medianos productores/as agropecuarios/as,17,684791.0,9188924.0,-79.3259513343,-7.33454233485,271.0
060508,2015.0,06,CAJAMARCA,05,CONTUMAZA,08,YONAN,03799,COSTA,Pequeños y medianos productores/as agropecuarios/as,17,698109.0,9189937.0,-79.2053826599,-7.32491559693,954.0
060702,2015.0,06,CAJAMARCA,07,HUALGAYOC,02,CHUGUR,03071,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,749249.0,9262358.0,-78.7454740285,-6.66822049975,2639.0
060702,2015.0,06,CAJAMARCA,07,HUALGAYOC,02,CHUGUR,03067,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,747980.0,9263177.0,-78.7569866839,-6.66087653546,2352.0
060701,2015.0,06,CAJAMARCA,07,HUALGAYOC,01,BAMBAMARCA,03325,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,772172.0,9258950.0,-78.5381047334,-6.69803575855,2760.0
060701,2015.0,06,CAJAMARCA,07,HUALGAYOC,01,BAMBAMARCA,03321,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,770843.0,9261005.0,-78.5502106328,-6.6795211708,3005.0
060804,2015.0,06,CAJAMARCA,08,JAEN,04,COLASAY,02194,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,723291.0,9339836.0,-78.9828867132,-5.96879354576,1810.0
060802,2015.0,06,CAJAMARCA,08,JAEN,02,BELLAVISTA,02137,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,730719.0,9388608.0,-78.917421244,-5.52762744087,1748.0
060109,2015.0,06,CAJAMARCA,01,CAJAMARCA,09,MAGDALENA,04257,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,769620.0,9195473.0,-78.5581947079,-7.27183847633,2358.0
060107,2015.0,06,CAJAMARCA,01,CAJAMARCA,07,LLACANORA,04217,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,784293.0,9205768.0,-78.4259307124,-7.17806936207,2747.0
060107,2015.0,06,CAJAMARCA,01,CAJAMARCA,07,LLACANORA,04223,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,788186.0,9206593.0,-78.3907487259,-7.1704096591,3194.0
060111,2015.0,06,CAJAMARCA,01,CAJAMARCA,11,NAMORA,04144,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,795543.0,9203681.0,-78.3240294606,-7.1963386843,2741.0
060108,2015.0,06,CAJAMARCA,01,CAJAMARCA,08,LOS BAÐOS DEL INCA,03975,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,772010.0,9219914.0,-78.5377505843,-7.05083167583,3355.0
060108,2015.0,06,CAJAMARCA,01,CAJAMARCA,08,LOS BAÐOS DEL INCA,04005,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,778484.0,9210235.0,-78.4787148999,-7.13798673609,2683.0
060103,2015.0,06,CAJAMARCA,01,CAJAMARCA,03,CHETILLA,03861,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,758985.0,9206060.0,-78.6549523338,-7.17665570476,3353.0
060102,2015.0,06,CAJAMARCA,01,CAJAMARCA,02,ASUNCION,04280,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,775378.0,9185978.0,-78.5056068811,-7.35736193786,3335.0
060105,2015.0,06,CAJAMARCA,01,CAJAMARCA,05,ENCAÐADA,04075,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,788920.0,9222185.0,-78.384903548,-7.02947787034,3477.0
060101,2015.0,06,CAJAMARCA,01,CAJAMARCA,01,CAJAMARCA,03946,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,778561.0,9204346.0,-78.4777231925,-7.19120815189,2647.0
060101,2015.0,06,CAJAMARCA,01,CAJAMARCA,01,CAJAMARCA,03919,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,772861.0,9210450.0,-78.529600209,-7.13632023593,2797.0
060105,2015.0,06,CAJAMARCA,01,CAJAMARCA,05,ENCAÐADA,04132,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,802720.0,9215557.0,-78.2597381549,-7.08865009451,3580.0
060105,2015.0,06,CAJAMARCA,01,CAJAMARCA,05,ENCAÐADA,04054,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,776441.0,9231710.0,-78.4982404115,-6.94401798072,3810.0
060105,2015.0,06,CAJAMARCA,01,CAJAMARCA,05,ENCAÐADA,04046,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,778699.0,9241389.0,-78.4782799306,-6.85643302086,3394.0
060105,2015.0,06,CAJAMARCA,01,CAJAMARCA,05,ENCAÐADA,04030,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,771137.0,9243694.0,-78.5467605741,-6.83595814658,3120.0
060105,2015.0,06,CAJAMARCA,01,CAJAMARCA,05,ENCAÐADA,04036,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,774557.0,9244024.0,-78.5158566511,-6.83281849176,3272.0
060417,2015.0,06,CAJAMARCA,04,CHOTA,17,TACABAMBA,02956,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,779685.0,9294356.0,-78.4718005787,-6.3777183344,2256.0
060607,2015.0,06,CAJAMARCA,06,CUTERVO,07,QUEROCOTILLO,02271,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,716124.0,9305206.0,-79.0464672622,-6.28212090526,2176.0
060610,2015.0,06,CAJAMARCA,06,CUTERVO,10,SAN LUIS DE LUCMA,02370,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,763537.0,9304872.0,-78.6181119974,-6.28336269736,2280.0
060601,2015.0,06,CAJAMARCA,06,CUTERVO,01,CUTERVO,02497,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,736975.0,9293460.0,-78.8576457494,-6.3875636743,2708.0
060419,2015.0,06,CAJAMARCA,04,CHOTA,19,CHALAMARCA,03026,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,780523.0,9278758.0,-78.4635265395,-6.51863822893,2578.0
060408,2015.0,06,CAJAMARCA,04,CHOTA,08,CONCHAN,02876,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,758969.0,9285289.0,-78.6585728045,-6.46055485766,2573.0
060401,2015.0,06,CAJAMARCA,04,CHOTA,01,CHOTA,02783,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,756538.0,9274771.0,-78.6801054803,-6.55572153155,2304.0
060401,2015.0,06,CAJAMARCA,04,CHOTA,01,CHOTA,02772,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,759991.0,9280771.0,-78.6491561838,-6.50134838328,2532.0
060402,2015.0,06,CAJAMARCA,04,CHOTA,02,ANGUIA,02981,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,764041.0,9295321.0,-78.6131701864,-6.36966610509,2298.0
060404,2015.0,06,CAJAMARCA,04,CHOTA,04,CHIGUIRIP,02918,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,752953.0,9286169.0,-78.7129706161,-6.45284765706,3026.0
060409,2015.0,06,CAJAMARCA,04,CHOTA,09,HUAMBOS,02664,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,726796.0,9285445.0,-78.9493368184,-6.46039880872,2317.0
060409,2015.0,06,CAJAMARCA,04,CHOTA,09,HUAMBOS,02663,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,727613.0,9287155.0,-78.9420092513,-6.44490809637,2414.0
060410,2015.0,06,CAJAMARCA,04,CHOTA,10,LAJAS,02726,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,748929.0,9271100.0,-78.7487324067,-6.5892130886,2661.0
060410,2015.0,06,CAJAMARCA,04,CHOTA,10,LAJAS,02702,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,752005.0,9278186.0,-78.721219195,-6.52504004081,2412.0
060412,2015.0,06,CAJAMARCA,04,CHOTA,12,MIRACOSTA,02604,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,685914.0,9276775.0,-79.3186051671,-6.54015121035,674.0
060401,2015.0,06,CAJAMARCA,04,CHOTA,01,CHOTA,02785,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,757322.0,9273834.0,-78.6729826833,-6.56416025825,2330.0
060401,2015.0,06,CAJAMARCA,04,CHOTA,01,CHOTA,02813,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,755461.0,9271315.0,-78.6896973678,-6.58700700234,2809.0
060601,2015.0,06,CAJAMARCA,06,CUTERVO,01,CUTERVO,02446,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,740044.0,9301581.0,-78.830221294,-6.31403359015,2641.0
060601,2015.0,06,CAJAMARCA,06,CUTERVO,01,CUTERVO,02427,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,733855.0,9302059.0,-78.8861538431,-6.3099459152,2313.0
060607,2015.0,06,CAJAMARCA,06,CUTERVO,07,QUEROCOTILLO,02264,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,725128.0,9307858.0,-78.9652041069,-6.25783198224,1697.0
060608,2015.0,06,CAJAMARCA,06,CUTERVO,08,SAN ANDRES DE CUTERVO,02400,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,755456.0,9307746.0,-78.6912241349,-6.25771261263,2295.0
060612,2015.0,06,CAJAMARCA,06,CUTERVO,12,SANTO DOMINGO DE LA CAPILLA,02402,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,738513.0,9312836.0,-78.8444642207,-6.21234670975,1824.0
060613,2015.0,06,CAJAMARCA,06,CUTERVO,13,SANTO TOMAS,02341,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,757699.0,9317991.0,-78.6713698273,-6.16501893259,1800.0
060611,2015.0,06,CAJAMARCA,06,CUTERVO,11,SANTA CRUZ,02310,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,741693.0,9317310.0,-78.8159059487,-6.17179041383,1591.0
060614,2015.0,06,CAJAMARCA,06,CUTERVO,14,SOCOTA,02372,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,760568.0,9311605.0,-78.6452087011,-6.22262669568,2007.0
060601,2015.0,06,CAJAMARCA,06,CUTERVO,01,CUTERVO,02569,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,747566.0,9288986.0,-78.7617665335,-6.42760020354,2651.0
010706,2015.0,01,AMAZONAS,07,UTCUBAMBA,06,LONYA GRANDE,05344,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,787797.0,9330932.0,-78.4001437364,-6.04682127925,1303.0
010701,2015.0,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,05241,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,773920.0,9359443.0,-78.5265682274,-5.78972226687,752.0
010701,2015.0,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,05274,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,795757.0,9338515.0,-78.3286278696,-5.97794810389,1685.0
010701,2015.0,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,05272,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,798391.0,9343179.0,-78.3050525883,-5.93567984822,1522.0
010701,2015.0,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,05262,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,793103.0,9349780.0,-78.353067538,-5.87626155422,1386.0
010701,2015.0,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,05260,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,787929.0,9348842.0,-78.3997183595,-5.88496329608,1874.0
010701,2015.0,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,05255,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,783932.0,9347465.0,-78.4357345822,-5.89757019893,2111.0
010703,2015.0,01,AMAZONAS,07,UTCUBAMBA,03,CUMBA,05216,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,769365.0,9344651.0,-78.5670935996,-5.92359686522,1889.0
010703,2015.0,01,AMAZONAS,07,UTCUBAMBA,03,CUMBA,05214,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,772669.0,9347895.0,-78.5374054283,-5.89414097866,2152.0
010703,2015.0,01,AMAZONAS,07,UTCUBAMBA,03,CUMBA,05209,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,764839.0,9348926.0,-78.6081146235,-5.88513645112,1696.0
010706,2015.0,01,AMAZONAS,07,UTCUBAMBA,06,LONYA GRANDE,05355,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,789835.0,9320542.0,-78.3812941187,-6.14062467398,1508.0
010706,2015.0,01,AMAZONAS,07,UTCUBAMBA,06,LONYA GRANDE,05351,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,785693.0,9324618.0,-78.4188679218,-6.10397138062,1442.0
010706,2015.0,01,AMAZONAS,07,UTCUBAMBA,06,LONYA GRANDE,05343,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,793236.0,9330278.0,-78.351019913,-6.05248685043,2096.0
010702,2015.0,01,AMAZONAS,07,UTCUBAMBA,02,CAJARURO,05318,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,807956.0,9357387.0,-78.2193740263,-5.80687751375,1046.0
010702,2015.0,01,AMAZONAS,07,UTCUBAMBA,02,CAJARURO,05303,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,805347.0,9362449.0,-78.2431320871,-5.76125303626,990.0
010702,2015.0,01,AMAZONAS,07,UTCUBAMBA,02,CAJARURO,05308,SELVA,Pequeños y medianos productores/as agropecuarios/as,17,817106.0,9367604.0,-78.1372858328,-5.71415416228,2573.0
010503,2015.0,01,AMAZONAS,05,LUYA,03,COCABAMBA,05474,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,168582.0,9262224.0,-77.9971652126,-6.66548360191,1446.0
010513,2015.0,01,AMAZONAS,05,LUYA,13,OCUMAL,05451,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,811087.0,9291609.0,-78.1880289362,-6.40106777178,1694.0
010522,2015.0,01,AMAZONAS,05,LUYA,22,TINGO,05458,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,176660.0,9290587.0,-77.9226849662,-6.40968029663,3016.0
010508,2015.0,01,AMAZONAS,05,LUYA,08,LONYA CHICO,05436,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,173249.0,9311034.0,-77.9524391956,-6.22478130737,2240.0
010509,2015.0,01,AMAZONAS,05,LUYA,09,LUYA,05434,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,175803.0,9315095.0,-77.9291792508,-6.18822443868,2119.0
010509,2015.0,01,AMAZONAS,05,LUYA,09,LUYA,05430,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,827807.0,9317871.0,-78.038371028,-6.16296567401,2907.0
010509,2015.0,01,AMAZONAS,05,LUYA,09,LUYA,05431,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,831165.0,9318816.0,-78.0081054203,-6.1542596784,2869.0
010512,2015.0,01,AMAZONAS,05,LUYA,12,OCALLI,05444,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,814851.0,9310292.0,-78.1549547166,-6.23207842669,2163.0
010512,2015.0,01,AMAZONAS,05,LUYA,12,OCALLI,05441,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,806237.0,9310970.0,-78.2327590532,-6.22636277553,1997.0
010514,2015.0,01,AMAZONAS,05,LUYA,14,PISUQUIA,05470,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,823630.0,9277181.0,-78.0739947403,-6.53077611377,2109.0
010514,2015.0,01,AMAZONAS,05,LUYA,14,PISUQUIA,05463,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,818638.0,9283176.0,-78.1194048655,-6.47687339342,1906.0
010514,2015.0,01,AMAZONAS,05,LUYA,14,PISUQUIA,05465,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,828051.0,9286042.0,-78.0345336882,-6.45049819293,3513.0
010514,2015.0,01,AMAZONAS,05,LUYA,14,PISUQUIA,05464,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,825243.0,9288089.0,-78.0599999816,-6.4321459864,2963.0
010515,2015.0,01,AMAZONAS,05,LUYA,15,PROVIDENCIA,05446,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,800413.0,9299104.0,-78.2847927037,-6.33385521321,1574.0
010515,2015.0,01,AMAZONAS,05,LUYA,15,PROVIDENCIA,05445,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,797051.0,9304394.0,-78.3154026207,-6.28621245019,1988.0
010516,2015.0,01,AMAZONAS,05,LUYA,16,SAN CRISTOBAL,05424,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,171934.0,9323945.0,-77.9636670378,-6.10808021562,2487.0
010518,2015.0,01,AMAZONAS,05,LUYA,18,SAN JERËNIMO,05422,SIERRA,Pequeños y medianos productores/as agropecuarios/as,17,832087.0,9332338.0,-78.0004649931,-6.03205114681,2587.0
010519,2015.0,01,AMAZONAS,05,LUYA,19,SAN JUAN DE LOPECANCHA,05477,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,180130.0,9282520.0,-77.8917582358,-6.48274156192,2298.0
010521,2015.0,01,AMAZONAS,05,LUYA,21,SANTO TOMAS,05481,SIERRA,Pequeños y medianos productores/as agropecuarios/as,18,177443.0,9271534.0,-77.9166089998,-6.58185083358,3170.0
