ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,ESTRATO,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P102_1,P102_2,P229C,P204_NOM_200C,P204_COD_200C,P229C_NOM,P229C_COD,P229D_CANT_ENT,P229D_CANT_DEC,P229D_UM,P229D_UM_COD,P229_EQUIV,P229E_1_CANT_ENT,P229E_1_CANT_DEC,P229E_PREC_ENT,P229E_PREC_DEC,P229E_VAL,P229E_2_ENT,P229E_2_DEC,P229E_3_ENT,P229E_3_DEC,OMICAP200_02
2017.0,20,PIURA,02,AYABACA,01,AYABACA,00286,00041,4,,Completa,SIERRA,Sierra Norte,73.38035714285715,1.0,1.0,1.0,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,3.0,000,KILO,12.0,1.0,0.0,000,,,,3.0,000,0.0,000,
2017.0,20,PIURA,02,AYABACA,01,AYABACA,00286,00057,5,,Completa,SIERRA,Sierra Norte,73.38035714285715,1.0,1.0,1.0,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809,GUARAPO,4111.0,1440.0,000,LATA,13.0,18.0,1440.0,000,25.0,00,36000.0,0.0,000,0.0,000,
2017.0,20,PIURA,02,AYABACA,01,AYABACA,00312,00130,12,,Completa,SIERRA,Sierra Norte,73.38035714285714,1.0,1.0,1.0,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,3.0,000,QUINTAL,18.0,50.0,2.0,750,100.0,00,275.0,0.0,250,0.0,000,
2017.0,20,PIURA,02,AYABACA,01,AYABACA,00312,00130,12,,Completa,SIERRA,Sierra Norte,73.38035714285714,1.0,1.0,1.0,2.0,CAÑA DE AZUCAR PARA CHANCACA,2809,GUARAPO,4111.0,5.0,000,LATA,13.0,15.0,4.0,000,50.0,00,200.0,1.0,000,0.0,000,
2017.0,20,PIURA,02,AYABACA,01,AYABACA,00312,00146,13,,Completa,SIERRA,Sierra Norte,73.38035714285714,1.0,1.0,1.0,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,75.0,000,KILO,12.0,1.0,60.0,000,2.0,00,120.0,12.0,000,3.0,000,
2017.0,20,PIURA,02,AYABACA,01,AYABACA,00312,00147,14,,Completa,SIERRA,Sierra Norte,73.38035714285714,1.0,1.0,1.0,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,1.0,000,QUINTAL,18.0,50.0,0.0,000,,,,1.0,000,0.0,000,
2017.0,20,PIURA,02,AYABACA,01,AYABACA,00313,00006,2,,Completa,SIERRA,Sierra Norte,73.38035714285715,1.0,1.0,1.0,2.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,1620.0,000,KILO,12.0,1.0,0.0,000,,,,1000.0,000,620.0,000,
2017.0,20,PIURA,02,AYABACA,01,AYABACA,00313,00006,2,,Completa,SIERRA,Sierra Norte,73.38035714285715,1.0,1.0,1.0,1.0,TRIGO,2113,HARINA DE TRIGO,4118.0,25.0,000,KILO,12.0,1.0,0.0,000,,,,25.0,000,0.0,000,
2017.0,20,PIURA,02,AYABACA,01,AYABACA,00313,00024,3,,Completa,SIERRA,Sierra Norte,73.38035714285715,1.0,1.0,1.0,1.0,TRIGO,2113,HARINA DE TRIGO,4118.0,0.0,900,QUINTAL,18.0,50.0,0.0,000,,,,0.0,900,0.0,000,
2017.0,20,PIURA,02,AYABACA,01,AYABACA,00313,00104,7,,Completa,SIERRA,Sierra Norte,73.38035714285715,1.0,1.0,0.0,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,5.0,000,QUINTAL,18.0,50.0,0.0,000,,,,5.0,000,0.0,000,
2017.0,20,PIURA,02,AYABACA,01,AYABACA,00313,00169,12,,Completa,SIERRA,Sierra Norte,73.38035714285715,1.0,1.0,1.0,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,1.0,500,QUINTAL,18.0,50.0,1.0,000,130.0,00,130.0,0.0,500,0.0,000,
2017.0,20,PIURA,02,AYABACA,01,AYABACA,00313,00186,13,,Completa,SIERRA,Sierra Norte,73.38035714285715,1.0,1.0,0.0,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,12.0,500,QUINTAL,18.0,50.0,12.0,500,85.0,00,1063.0,0.0,000,0.0,000,
2017.0,20,PIURA,02,AYABACA,01,AYABACA,00313,00201,14,,Completa,SIERRA,Sierra Norte,73.38035714285715,1.0,1.0,1.0,2.0,CAÑA DE AZUCAR PARA ALCOHOL,2807,AGUARDIENTE (CAÑAZO),4103.0,60.0,000,LATA,13.0,18.0,60.0,000,50.0,00,3000.0,0.0,000,0.0,000,
2017.0,20,PIURA,02,AYABACA,01,AYABACA,00313,00201,14,,Completa,SIERRA,Sierra Norte,73.38035714285715,1.0,1.0,1.0,1.0,ÑA DE AZUCAR PARA CHANCACA,"2807,2",CHANCACA,4106.0,1.0,000,QUINTAL,18.0,50.0,0.0,000,,,,1.0,000,0.0,000,
2017.0,20,PIURA,02,AYABACA,01,AYABACA,00331,00009,2,,Completa,SIERRA,Sierra Norte,73.38035714285714,1.0,1.0,1.0,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,0.0,320,QUINTAL,18.0,50.0,0.0,000,,,,0.0,320,0.0,000,
2017.0,20,PIURA,02,AYABACA,01,AYABACA,00331,00040,5,,Completa,SIERRA,Sierra Norte,73.38035714285714,1.0,1.0,1.0,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,1.0,000,QUINTAL,18.0,50.0,0.0,000,,,,1.0,000,0.0,000,
2017.0,20,PIURA,02,AYABACA,01,AYABACA,00331,00052,6,,Completa,SIERRA,Sierra Norte,73.38035714285714,1.0,1.0,1.0,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,33.0,600,ARROBA,1.0,11.5,30.0,000,22.0,00,660.0,3.0,600,0.0,000,
2017.0,20,PIURA,02,AYABACA,01,AYABACA,00340,00007,1,,Completa,SIERRA,Sierra Norte,73.38035714285715,1.0,1.0,1.0,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,1.0,000,ARROBA,1.0,11.5,0.0,000,,,,1.0,000,0.0,000,
2017.0,20,PIURA,02,AYABACA,01,AYABACA,00340,00074,10,,Completa,SIERRA,Sierra Norte,73.38035714285715,1.0,1.0,1.0,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,1.0,000,ARROBA,1.0,11.5,0.0,000,,,,1.0,000,0.0,000,
2017.0,20,PIURA,02,AYABACA,01,AYABACA,00340,00105,14,,Completa,SIERRA,Sierra Norte,73.38035714285715,1.0,1.0,1.0,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,5.0,000,KILO,12.0,1.0,0.0,000,,,,5.0,000,0.0,000,
2017.0,20,PIURA,02,AYABACA,07,PAIMAS,00368,00002,1,,Completa,COSTA,Costa Norte,124.66256157635468,1.0,1.0,1.0,1.0,MAIZ AMARILLO DURO,2107,HARINA DE MAIZ,4115.0,1.0,000,SACO,19.0,48.0,0.0,000,,,,1.0,000,0.0,000,
2017.0,20,PIURA,02,AYABACA,07,PAIMAS,00368,00099,13,,Completa,COSTA,Costa Norte,124.66256157635468,1.0,1.0,1.0,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,5.0,000,SACO,19.0,48.0,0.0,000,,,,5.0,000,0.0,000,
2017.0,20,PIURA,02,AYABACA,08,SAPILLICA,00390,00010,1,,Completa,COSTA,Costa Norte,124.66256157635468,1.0,1.0,1.0,1.0,MAIZ AMARILLO DURO,2107,HARINA DE MAIZ,4115.0,1.0,000,QUINTAL,18.0,50.0,0.0,000,,,,1.0,000,0.0,000,
2017.0,20,PIURA,02,AYABACA,08,SAPILLICA,00390,00023,2,,Completa,COSTA,Costa Norte,124.66256157635468,1.0,1.0,1.0,1.0,MAIZ AMARILLO DURO,2107,HARINA DE MAIZ,4115.0,0.0,500,QUINTAL,18.0,50.0,0.0,000,,,,0.0,500,0.0,000,
2017.0,20,PIURA,02,AYABACA,08,SAPILLICA,00390,00023,2,,Completa,COSTA,Costa Norte,124.66256157635468,1.0,1.0,1.0,2.0,TRIGO,2113,HARINA DE TRIGO,4118.0,1.0,000,QUINTAL,18.0,50.0,0.0,000,,,,1.0,000,0.0,000,
2017.0,20,PIURA,02,AYABACA,08,SAPILLICA,00390,00029,3,,Completa,COSTA,Costa Norte,124.66256157635468,1.0,1.0,1.0,1.0,MAIZ AMARILLO DURO,2107,HARINA DE MAIZ,4115.0,1.0,000,QUINTAL,18.0,50.0,0.0,000,,,,1.0,000,0.0,000,
2017.0,20,PIURA,02,AYABACA,08,SAPILLICA,00390,00035,4,,Completa,COSTA,Costa Norte,124.66256157635468,1.0,1.0,1.0,1.0,MAIZ AMARILLO DURO,2107,HARINA DE MAIZ,4115.0,1.0,000,SACO,19.0,50.0,0.0,000,,,,0.0,000,1.0,000,
2017.0,20,PIURA,02,AYABACA,08,SAPILLICA,00390,00046,5,,Completa,COSTA,Costa Norte,124.66256157635468,1.0,1.0,1.0,1.0,MAIZ AMARILLO DURO,2107,HARINA DE MAIZ,4115.0,1.0,000,QUINTAL,18.0,50.0,0.0,000,,,,1.0,000,0.0,000,
2017.0,20,PIURA,02,AYABACA,08,SAPILLICA,00390,00060,6,,Completa,COSTA,Costa Norte,124.66256157635468,1.0,1.0,1.0,1.0,TRIGO,2113,HARINA DE TRIGO,4118.0,1.0,000,QUINTAL,18.0,50.0,0.0,000,,,,1.0,000,0.0,000,
2017.0,20,PIURA,02,AYABACA,08,SAPILLICA,00390,00080,7,,Completa,COSTA,Costa Norte,124.66256157635468,1.0,1.0,1.0,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,1.0,000,QUINTAL,18.0,50.0,0.0,000,,,,1.0,000,0.0,000,
2017.0,20,PIURA,02,AYABACA,08,SAPILLICA,00390,00080,7,,Completa,COSTA,Costa Norte,124.66256157635468,1.0,1.0,1.0,2.0,TRIGO,2113,HARINA DE TRIGO,4118.0,1.0,000,QUINTAL,18.0,50.0,0.0,000,,,,1.0,000,0.0,000,
2017.0,20,PIURA,02,AYABACA,08,SAPILLICA,00390,00096,8,,Completa,COSTA,Costa Norte,124.66256157635468,1.0,1.0,1.0,1.0,TRIGO,2113,HARINA DE TRIGO,4118.0,1.0,000,QUINTAL,18.0,50.0,0.0,000,,,,1.0,000,0.0,000,
2017.0,20,PIURA,02,AYABACA,08,SAPILLICA,00390,00109,9,,Completa,COSTA,Costa Norte,124.66256157635468,1.0,1.0,1.0,2.0,TRIGO,2113,HARINA DE TRIGO,4118.0,1.0,000,QUINTAL,18.0,50.0,0.0,000,,,,1.0,000,0.0,000,
2017.0,20,PIURA,02,AYABACA,08,SAPILLICA,00390,00109,9,,Completa,COSTA,Costa Norte,124.66256157635468,1.0,1.0,1.0,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,0.0,500,QUINTAL,18.0,50.0,0.0,000,,,,0.0,500,0.0,000,
2017.0,20,PIURA,02,AYABACA,08,SAPILLICA,00390,00112,10,,Completa,COSTA,Costa Norte,124.66256157635468,1.0,1.0,1.0,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,1.0,000,QUINTAL,18.0,50.0,0.0,000,,,,1.0,000,0.0,000,
2017.0,20,PIURA,02,AYABACA,08,SAPILLICA,00390,00112,10,,Completa,COSTA,Costa Norte,124.66256157635468,1.0,1.0,1.0,2.0,TRIGO,2113,HARINA DE TRIGO,4118.0,1.0,000,QUINTAL,18.0,50.0,0.0,000,,,,1.0,000,0.0,000,
2017.0,20,PIURA,02,AYABACA,08,SAPILLICA,00390,00122,11,,Completa,COSTA,Costa Norte,124.66256157635468,1.0,1.0,1.0,1.0,MAIZ AMARILLO DURO,2107,HARINA DE MAIZ,4115.0,1.0,000,QUINTAL,18.0,50.0,0.0,000,,,,1.0,000,0.0,000,
2017.0,20,PIURA,02,AYABACA,08,SAPILLICA,00390,00135,12,,Completa,COSTA,Costa Norte,124.66256157635468,1.0,1.0,1.0,1.0,MAIZ AMARILLO DURO,2107,HARINA DE MAIZ,4115.0,1.0,000,QUINTAL,18.0,50.0,0.0,000,,,,1.0,000,0.0,000,
2017.0,20,PIURA,02,AYABACA,08,SAPILLICA,00390,00135,12,,Completa,COSTA,Costa Norte,124.66256157635468,1.0,1.0,1.0,2.0,TRIGO,2113,HARINA DE TRIGO,4118.0,1.0,000,QUINTAL,18.0,50.0,0.0,000,,,,1.0,000,0.0,000,
2017.0,20,PIURA,02,AYABACA,08,SAPILLICA,00390,00141,13,,Completa,COSTA,Costa Norte,124.66256157635468,1.0,1.0,1.0,1.0,MAIZ AMARILLO DURO,2107,HARINA DE MAIZ,4115.0,1.0,000,QUINTAL,18.0,50.0,0.0,000,,,,1.0,000,0.0,000,
2017.0,20,PIURA,02,AYABACA,08,SAPILLICA,00390,00150,14,,Completa,COSTA,Costa Norte,124.66256157635468,1.0,1.0,1.0,1.0,MAIZ AMARILLO DURO,2107,HARINA DE MAIZ,4115.0,1.0,000,QUINTAL,18.0,50.0,0.0,000,,,,1.0,000,0.0,000,
2017.0,20,PIURA,02,AYABACA,02,FRIAS,00460,00055,6,,Completa,COSTA,Costa Norte,124.66256157635468,1.0,1.0,0.0,1.0,"MAIZ AMARILLO DURO, MAIZ AMILACEO","2107,2",HARINA DE MAIZ,4115.0,2.0,000,QUINTAL,18.0,46.0,0.0,000,,,,2.0,000,0.0,000,
2017.0,20,PIURA,03,HUANCABAMBA,05,LALAQUIZ,00482,00028,3,,Completa,COSTA,Costa Norte,124.66256157635468,1.0,1.0,1.0,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,1.0,000,QUINTAL,18.0,50.0,1.0,000,150.0,00,150.0,0.0,000,0.0,000,
2017.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00495,00032,5,,Completa,SIERRA,Sierra Norte,79.02499999999999,1.0,1.0,1.0,1.0,TRIGO,2113,HARINA DE TRIGO,4118.0,20.0,000,KILO,12.0,1.0,0.0,000,,,,20.0,000,0.0,000,
2017.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00495,00033,6,,Completa,SIERRA,Sierra Norte,79.02499999999999,1.0,1.0,1.0,1.0,TRIGO,2113,HARINA DE TRIGO,4118.0,20.0,000,KILO,12.0,1.0,0.0,000,,,,20.0,000,0.0,000,
2017.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00495,00044,7,,Completa,SIERRA,Sierra Norte,79.02499999999999,1.0,1.0,1.0,1.0,TRIGO,2113,HARINA DE TRIGO,4118.0,40.0,000,KILO,12.0,1.0,0.0,000,,,,40.0,000,0.0,000,
2017.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00519,00082,8,,Completa,SIERRA,Sierra Norte,73.38035714285715,1.0,1.0,1.0,1.0,TRIGO,2113,HARINA DE TRIGO,4118.0,4.0,000,ARROBA,1.0,11.5,0.0,000,,,,4.0,000,0.0,000,
2017.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00519,00094,10,,Completa,SIERRA,Sierra Norte,73.38035714285715,1.0,1.0,1.0,1.0,TRIGO,2113,HARINA DE TRIGO,4118.0,4.0,000,ARROBA,1.0,11.5,0.0,000,,,,4.0,000,0.0,000,
2017.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00519,00100,11,,Completa,SIERRA,Sierra Norte,73.38035714285715,1.0,1.0,1.0,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809,GUARAPO,4111.0,8.0,000,LATA,13.0,18.0,0.0,000,,,,0.0,000,8.0,000,
2017.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00521,00027,7,,Completa,SIERRA,Sierra Norte,73.38035714285715,1.0,1.0,1.0,1.0,TRIGO,2113,HARINA DE TRIGO,4118.0,45.0,000,KILO,12.0,1.0,0.0,000,,,,45.0,000,0.0,000,
2017.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00521,00043,9,,Completa,SIERRA,Sierra Norte,73.38035714285715,1.0,1.0,1.0,1.0,TRIGO,2113,HARINA DE TRIGO,4118.0,40.0,000,KILO,12.0,1.0,0.0,000,,,,40.0,000,0.0,000,
2017.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00535,00061,6,,Completa,SIERRA,Sierra Norte,73.38035714285715,1.0,1.0,1.0,1.0,TRIGO,2113,HARINA DE TRIGO,4118.0,1.0,000,QUINTAL,18.0,46.0,0.0,000,,,,1.0,000,0.0,000,
2017.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00535,00102,11,,Completa,SIERRA,Sierra Norte,73.38035714285715,1.0,1.0,1.0,1.0,TRIGO,2113,HARINA DE TRIGO,4118.0,1.0,000,QUINTAL,18.0,46.0,0.0,000,,,,0.0,500,0.0,500,
2017.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00535,00113,12,,Completa,SIERRA,Sierra Norte,73.38035714285715,1.0,1.0,1.0,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,0.0,500,QUINTAL,18.0,46.0,0.0,000,,,,0.0,500,0.0,000,
2017.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00535,00117,13,,Completa,SIERRA,Sierra Norte,73.38035714285715,1.0,1.0,1.0,1.0,TRIGO,2113,HARINA DE TRIGO,4118.0,1.0,000,QUINTAL,18.0,46.0,0.0,000,,,,1.0,000,0.0,000,
2017.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00535,00129,14,,Completa,SIERRA,Sierra Norte,73.38035714285715,1.0,1.0,1.0,1.0,TRIGO,2113,HARINA DE TRIGO,4118.0,1.0,000,QUINTAL,18.0,46.0,0.0,000,,,,1.0,000,0.0,000,
2017.0,20,PIURA,03,HUANCABAMBA,03,EL CARMEN DE LA FRONTERA,00542,00006,1,,Completa,SIERRA,Sierra Norte,73.38035714285715,1.0,1.0,1.0,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,50.0,000,KILO,12.0,1.0,0.0,000,,,,50.0,000,0.0,000,
2017.0,20,PIURA,03,HUANCABAMBA,03,EL CARMEN DE LA FRONTERA,00542,00096,10,,Completa,SIERRA,Sierra Norte,73.38035714285715,1.0,1.0,1.0,1.0,TRIGO,2113,HARINA DE TRIGO,4118.0,90.0,000,KILO,12.0,1.0,0.0,000,,,,40.0,000,50.0,000,
2017.0,20,PIURA,03,HUANCABAMBA,03,EL CARMEN DE LA FRONTERA,00544,00001,1,,Completa,SIERRA,Sierra Norte,79.025,1.0,1.0,1.0,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,10.0,000,KILO,12.0,1.0,0.0,000,,,,10.0,000,0.0,000,
2017.0,20,PIURA,03,HUANCABAMBA,03,EL CARMEN DE LA FRONTERA,00544,00030,5,,Completa,SIERRA,Sierra Norte,79.025,1.0,1.0,1.0,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,7.0,000,KILO,12.0,1.0,0.0,000,,,,7.0,000,0.0,000,
2017.0,20,PIURA,03,HUANCABAMBA,03,EL CARMEN DE LA FRONTERA,00544,00052,9,,Completa,SIERRA,Sierra Norte,79.025,1.0,1.0,1.0,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,5.0,000,KILO,12.0,1.0,0.0,000,,,,5.0,000,0.0,000,
2017.0,20,PIURA,03,HUANCABAMBA,03,EL CARMEN DE LA FRONTERA,00544,00083,14,,Completa,SIERRA,Sierra Norte,79.025,1.0,1.0,1.0,1.0,MAIZ AMARILLO DURO,2107,HARINA DE MAIZ,4115.0,2.0,000,ARROBA,1.0,11.5,0.0,000,,,,2.0,000,0.0,000,
2017.0,20,PIURA,03,HUANCABAMBA,07,SONDOR,00571,00001,1,,Completa,SIERRA,Sierra Norte,73.38035714285714,1.0,1.0,1.0,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,7.0,000,QUINTAL,18.0,50.0,5.0,000,80.0,00,400.0,2.0,000,0.0,000,
2017.0,20,PIURA,03,HUANCABAMBA,07,SONDOR,00571,00009,2,,Completa,SIERRA,Sierra Norte,73.38035714285714,1.0,1.0,1.0,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,1.0,500,QUINTAL,18.0,50.0,1.0,000,80.0,00,80.0,0.0,500,0.0,000,
2017.0,20,PIURA,03,HUANCABAMBA,07,SONDOR,00571,00014,3,,Completa,SIERRA,Sierra Norte,73.38035714285714,1.0,1.0,1.0,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,150.0,000,KILO,12.0,1.0,100.0,000,2.0,00,200.0,50.0,000,0.0,000,
2017.0,20,PIURA,03,HUANCABAMBA,07,SONDOR,00571,00024,4,,Completa,SIERRA,Sierra Norte,73.38035714285714,1.0,1.0,1.0,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,60.0,000,KILO,12.0,1.0,40.0,000,2.0,00,80.0,20.0,000,0.0,000,
2017.0,20,PIURA,03,HUANCABAMBA,07,SONDOR,00571,00031,5,,Completa,SIERRA,Sierra Norte,73.38035714285714,1.0,1.0,1.0,2.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,2.0,000,QUINTAL,18.0,50.0,1.0,500,80.0,00,120.0,0.0,500,0.0,000,
2017.0,20,PIURA,03,HUANCABAMBA,07,SONDOR,00571,00031,5,,Completa,SIERRA,Sierra Norte,73.38035714285714,1.0,1.0,1.0,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809,AGUARDIENTE (CAÑAZO),4103.0,3.0,000,BOTIJA,6.0,50.0,3.0,000,50.0,00,150.0,0.0,000,0.0,000,
2017.0,20,PIURA,03,HUANCABAMBA,07,SONDOR,00571,00038,6,,Completa,SIERRA,Sierra Norte,73.38035714285714,1.0,1.0,1.0,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,8.0,000,QUINTAL,18.0,50.0,6.0,000,80.0,00,480.0,2.0,000,0.0,000,
2017.0,20,PIURA,03,HUANCABAMBA,07,SONDOR,00571,00061,10,,Completa,SIERRA,Sierra Norte,73.38035714285714,1.0,1.0,1.0,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,10.0,000,QUINTAL,18.0,50.0,8.0,000,80.0,00,640.0,2.0,000,0.0,000,
2017.0,20,PIURA,03,HUANCABAMBA,07,SONDOR,00571,00070,11,,Completa,SIERRA,Sierra Norte,73.38035714285714,1.0,1.0,1.0,1.0,CAÑA DE AZUCAR PARA CHANCACA,2809,AGUARDIENTE (CAÑAZO),4103.0,5.0,000,BOTIJA,6.0,50.0,5.0,000,130.0,00,650.0,0.0,000,0.0,000,
2017.0,20,PIURA,03,HUANCABAMBA,07,SONDOR,00571,00079,12,,Completa,SIERRA,Sierra Norte,73.38035714285714,1.0,1.0,1.0,2.0,CAÑA DE AZUCAR PARA CHANCACA,2809,CHANCACA,4106.0,1.0,000,QUINTAL,18.0,50.0,1.0,000,100.0,00,100.0,0.0,000,0.0,000,
2017.0,20,PIURA,03,HUANCABAMBA,07,SONDOR,00571,00079,12,,Completa,SIERRA,Sierra Norte,73.38035714285714,1.0,1.0,1.0,1.0,CAÑA DE AZUCAR PARA ALCOHOL,2807,AGUARDIENTE (CAÑAZO),4103.0,800.0,000,BOTELLA,5.0,1.0,650.0,000,1.0,30,845.0,50.0,000,100.0,000,
