UBIGEO,ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,REGION,ZONA,X,Y,LONGITUD,LATITUD,ALTITUD
060202,2017.0,06,CAJAMARCA,02,CAJABAMBA,02,CACHACHI,04904,SIERRA,17.0,814000.0,9158194.0,-78.15147,-7.60627,2215.0
060202,2017.0,06,CAJAMARCA,02,CAJABAMBA,02,CACHACHI,04892,SIERRA,17.0,798000.0,9162432.0,-78.30097,-7.56893,3462.0
060203,2017.0,06,CAJAMARCA,02,CAJABAMBA,03,CONDEBAMBA,04946,SIERRA,17.0,815000.0,9168174.0,-78.14361,-7.51606,2060.0
060204,2017.0,06,CAJAMARCA,02,CAJABAMBA,04,SITACOCHA,04978,SIERRA,18.0,178000.0,9174350.0,-77.91263,-7.45989,3401.0
060907,2017.0,06,CAJAMARCA,09,SAN IGNACIO,07,TABACONAS,02013,SIERRA,17.0,699000.0,9415314.0,-79.20284,-5.28708,1872.0
060907,2017.0,06,CAJAMARCA,09,SAN IGNACIO,07,TABACONAS,02005,SIERRA,17.0,702000.0,9417552.0,-79.17784,-5.26677,1811.0
061304,2017.0,06,CAJAMARCA,13,SANTA CRUZ,04,CHANCAYBA?ÑOS,03481,SIERRA,17.0,731000.0,9276257.0,-78.90693,-6.54329,2096.0
061304,2017.0,06,CAJAMARCA,13,SANTA CRUZ,04,CHANCAYBA?æOS,03480,SIERRA,17.0,728000.0,9276965.0,-78.93681,-6.53701,1918.0
061001,2017.0,06,CAJAMARCA,10,SAN MARCOS,01,PEDRO GALVEZ,04808,SIERRA,17.0,817000.0,9188304.0,-78.12721,-7.33408,2429.0
061001,2017.0,06,CAJAMARCA,10,SAN MARCOS,01,PEDRO GALVEZ,04780,SIERRA,17.0,811000.0,9191214.0,-78.18475,-7.30815,2636.0
061006,2017.0,06,CAJAMARCA,10,SAN MARCOS,06,JOSE MANUEL QUIROZ,04763,SIERRA,17.0,828000.0,9186857.0,-78.02855,-7.34651,3611.0
061007,2017.0,06,CAJAMARCA,10,SAN MARCOS,07,JOSE SABOGAL,04720,SIERRA,17.0,828000.0,9204241.0,-78.03381,-7.1895,3310.0
061202,2017.0,06,CAJAMARCA,12,SAN PABLO,02,SAN BERNARDINO,03788,SIERRA,17.0,748000.0,9208714.0,-78.75102,-7.15315,2474.0
061201,2017.0,06,CAJAMARCA,12,SAN PABLO,01,SAN PABLO,03778,SIERRA,17.0,746000.0,9211610.0,-78.77248,-7.12707,2779.0
061201,2017.0,06,CAJAMARCA,12,SAN PABLO,01,SAN PABLO,03770,SIERRA,17.0,741000.0,9215166.0,-78.81736,-7.09514,2846.0
060306,2017.0,06,CAJAMARCA,03,CELENDIN,06,JOSE GALVEZ,04631,SIERRA,17.0,813000.0,9235234.0,-78.17201,-6.91034,2961.0
060309,2017.0,06,CAJAMARCA,03,CELENDIN,09,SOROCHUCO,04566,SIERRA,17.0,802000.0,9233845.0,-78.26503,-6.92343,2740.0
060309,2017.0,06,CAJAMARCA,03,CELENDIN,09,SOROCHUCO,04521,SIERRA,17.0,800000.0,9237896.0,-78.29001,-6.88697,3184.0
060309,2017.0,06,CAJAMARCA,03,CELENDIN,09,SOROCHUCO,04523,SIERRA,17.0,801000.0,9238053.0,-78.27424,-6.88547,2744.0
060907,2017.0,06,CAJAMARCA,09,SAN IGNACIO,07,TABACONAS,02021,SIERRA,17.0,693000.0,9409562.0,-79.26241,-5.33926,2059.0
060906,2017.0,06,CAJAMARCA,09,SAN IGNACIO,06,SAN JOS?ë DE LOURDES,01895,SELVA,17.0,741000.0,9432961.0,-78.82209,-5.12633,1453.0
060901,2017.0,06,CAJAMARCA,09,SAN IGNACIO,01,SAN IGNACIO,01839,SELVA,17.0,717000.0,9433747.0,-79.03828,-5.11992,1550.0
060901,2017.0,06,CAJAMARCA,09,SAN IGNACIO,01,SAN IGNACIO,01836,SELVA,17.0,725000.0,9433650.0,-78.9706,-5.12059,941.0
060903,2017.0,06,CAJAMARCA,09,SAN IGNACIO,03,HUARANGO,01928,SELVA,17.0,749000.0,9410445.0,-78.75735,-5.32965,858.0
060901,2017.0,06,CAJAMARCA,09,SAN IGNACIO,01,SAN IGNACIO,01846,SELVA,17.0,720000.0,9431349.0,-79.01645,-5.14154,1470.0
061001,2017.0,06,CAJAMARCA,10,SAN MARCOS,01,PEDRO GALVEZ,04796,SIERRA,17.0,822000.0,9187611.0,-78.0844,-7.34007,3054.0
060801,2017.0,06,CAJAMARCA,08,JAEN,01,JAEN,02165,SELVA,17.0,728000.0,9359867.0,-78.94401,-5.78756,2513.0
060811,2017.0,06,CAJAMARCA,08,JAEN,11,SAN JOSE DEL ALTO,02081,SELVA,17.0,708000.0,9393757.0,-79.12702,-5.48177,1795.0
060811,2017.0,06,CAJAMARCA,08,JAEN,11,SAN JOSE DEL ALTO,02089,SELVA,17.0,728000.0,9386031.0,-78.94246,-5.55101,1769.0
060812,2017.0,06,CAJAMARCA,08,JAEN,12,SANTA ROSA,02131,SELVA,17.0,772000.0,9400017.0,-78.5464,-5.42309,1305.0
061308,2017.0,06,CAJAMARCA,13,SANTA CRUZ,08,SAUCEPAMPA,03564,SIERRA,17.0,731000.0,9261730.0,-78.91049,-6.67463,1997.0
061305,2017.0,06,CAJAMARCA,13,SANTA CRUZ,05,LA ESPERANZA,03537,SIERRA,17.0,738000.0,9265995.0,-78.84844,-6.63581,2131.0
061301,2017.0,06,CAJAMARCA,13,SANTA CRUZ,01,SANTA CRUZ,03552,SIERRA,17.0,729000.0,9265479.0,-78.93218,-6.64083,2130.0
061101,2017.0,06,CAJAMARCA,11,SAN MIGUEL,01,SAN MIGUEL,03696,SIERRA,17.0,733000.0,9219510.0,-78.89121,-7.05621,2350.0
061101,2017.0,06,CAJAMARCA,11,SAN MIGUEL,01,SAN MIGUEL,03674,SIERRA,17.0,736000.0,9226120.0,-78.85969,-6.99632,2895.0
061101,2017.0,06,CAJAMARCA,11,SAN MIGUEL,01,SAN MIGUEL,03670,SIERRA,17.0,727000.0,9224216.0,-78.94693,-7.01392,3680.0
061106,2017.0,06,CAJAMARCA,11,SAN MIGUEL,06,LA FLORIDA,03608,COSTA,17.0,712000.0,9238413.0,-79.0779,-6.88612,1587.0
061111,2017.0,06,CAJAMARCA,11,SAN MIGUEL,11,SAN SILVESTRE DE COCHAN,03662,SIERRA,17.0,747000.0,9228434.0,-78.76316,-6.97495,3118.0
061102,2017.0,06,CAJAMARCA,11,SAN MIGUEL,02,BOLIVAR,03729,COSTA,17.0,707000.0,9229770.0,-79.12661,-6.96445,1809.0
060501,2017.0,06,CAJAMARCA,05,CONTUMAZA,01,CONTUMAZA,03818,SIERRA,17.0,754000.0,9188712.0,-78.69768,-7.33368,3112.0
060508,2017.0,06,CAJAMARCA,05,CONTUMAZA,08,YONAN,03803,COSTA,17.0,685000.0,9188924.0,-79.32595,-7.33454,271.0
060702,2017.0,06,CAJAMARCA,07,HUALGAYOC,02,CHUGUR,03074,SIERRA,17.0,755000.0,9263467.0,-78.69005,-6.65795,3368.0
060109,2017.0,06,CAJAMARCA,01,CAJAMARCA,09,MAGDALENA,04243,SIERRA,17.0,752000.0,9201491.0,-78.72195,-7.21829,1388.0
060108,2017.0,06,CAJAMARCA,01,CAJAMARCA,08,LOS BA?æOS DEL INCA,03975,SIERRA,17.0,772000.0,9219914.0,-78.53775,-7.05083,3355.0
060102,2017.0,06,CAJAMARCA,01,CAJAMARCA,02,ASUNCION,04280,SIERRA,17.0,775000.0,9185978.0,-78.50561,-7.35736,3335.0
060105,2017.0,06,CAJAMARCA,01,CAJAMARCA,05,ENCA?æADA,04075,SIERRA,17.0,789000.0,9222185.0,-78.3849,-7.02948,3477.0
060105,2017.0,06,CAJAMARCA,01,CAJAMARCA,05,ENCA?æADA,04132,SIERRA,17.0,803000.0,9215557.0,-78.25974,-7.08865,3580.0
060105,2017.0,06,CAJAMARCA,01,CAJAMARCA,05,ENCA?æADA,04054,SIERRA,17.0,776000.0,9231710.0,-78.49824,-6.94402,3810.0
060105,2017.0,06,CAJAMARCA,01,CAJAMARCA,05,ENCA?ÑADA,04051,SIERRA,17.0,771000.0,9240714.0,-78.54818,-6.8629,3578.0
060105,2017.0,06,CAJAMARCA,01,CAJAMARCA,05,ENCA?æADA,04046,SIERRA,17.0,779000.0,9241389.0,-78.47828,-6.85643,3394.0
060105,2017.0,06,CAJAMARCA,01,CAJAMARCA,05,ENCA?æADA,04030,SIERRA,17.0,771000.0,9243694.0,-78.54676,-6.83596,3120.0
060105,2017.0,06,CAJAMARCA,01,CAJAMARCA,05,ENCA?æADA,04036,SIERRA,17.0,775000.0,9244024.0,-78.51586,-6.83282,3272.0
060607,2017.0,06,CAJAMARCA,06,CUTERVO,07,QUEROCOTILLO,02271,SIERRA,17.0,716000.0,9305206.0,-79.04647,-6.28212,2176.0
060610,2017.0,06,CAJAMARCA,06,CUTERVO,10,SAN LUIS DE LUCMA,02370,SELVA,17.0,764000.0,9304872.0,-78.61811,-6.28336,2280.0
060601,2017.0,06,CAJAMARCA,06,CUTERVO,01,CUTERVO,02497,SIERRA,17.0,737000.0,9293460.0,-78.85765,-6.38756,2708.0
060601,2017.0,06,CAJAMARCA,06,CUTERVO,01,CUTERVO,02509,SIERRA,17.0,734000.0,9293594.0,-78.88374,-6.38646,2287.0
060601,2017.0,06,CAJAMARCA,06,CUTERVO,01,CUTERVO,02490,SIERRA,17.0,742000.0,9294054.0,-78.80953,-6.38199,2614.0
060419,2017.0,06,CAJAMARCA,04,CHOTA,19,CHALAMARCA,03026,SIERRA,17.0,781000.0,9278758.0,-78.46353,-6.51864,2578.0
060408,2017.0,06,CAJAMARCA,04,CHOTA,08,CONCHAN,02876,SIERRA,17.0,759000.0,9285289.0,-78.65857,-6.46056,2573.0
060401,2017.0,06,CAJAMARCA,04,CHOTA,01,CHOTA,02851,SIERRA,17.0,762000.0,9270247.0,-78.63103,-6.59638,2564.0
060401,2017.0,06,CAJAMARCA,04,CHOTA,01,CHOTA,02772,SIERRA,17.0,760000.0,9280771.0,-78.64916,-6.50135,2532.0
060401,2017.0,06,CAJAMARCA,04,CHOTA,01,CHOTA,02756,SIERRA,17.0,757000.0,9281720.0,-78.67742,-6.49289,2580.0
060402,2017.0,06,CAJAMARCA,04,CHOTA,02,ANGUIA,02981,SIERRA,17.0,764000.0,9295321.0,-78.61317,-6.36967,2298.0
060409,2017.0,06,CAJAMARCA,04,CHOTA,09,HUAMBOS,02671,SIERRA,17.0,729000.0,9281762.0,-78.92815,-6.4936,2304.0
060409,2017.0,06,CAJAMARCA,04,CHOTA,09,HUAMBOS,02663,SIERRA,17.0,728000.0,9287155.0,-78.94201,-6.44491,2414.0
060410,2017.0,06,CAJAMARCA,04,CHOTA,10,LAJAS,02702,SIERRA,17.0,752000.0,9278186.0,-78.72122,-6.52504,2412.0
060412,2017.0,06,CAJAMARCA,04,CHOTA,12,MIRACOSTA,02604,SIERRA,17.0,686000.0,9276775.0,-79.31861,-6.54015,674.0
060401,2017.0,06,CAJAMARCA,04,CHOTA,01,CHOTA,02813,SIERRA,17.0,755000.0,9271315.0,-78.6897,-6.58701,2809.0
060601,2017.0,06,CAJAMARCA,06,CUTERVO,01,CUTERVO,02446,SIERRA,17.0,740000.0,9301581.0,-78.83022,-6.31403,2641.0
060613,2017.0,06,CAJAMARCA,06,CUTERVO,13,SANTO TOMAS,02341,SIERRA,17.0,758000.0,9317991.0,-78.67137,-6.16502,1800.0
060611,2017.0,06,CAJAMARCA,06,CUTERVO,11,SANTA CRUZ,02310,SIERRA,17.0,742000.0,9317310.0,-78.81591,-6.17179,1591.0
060607,2017.0,06,CAJAMARCA,06,CUTERVO,07,QUEROCOTILLO,02222,SIERRA,17.0,720000.0,9323624.0,-79.01405,-6.11548,2160.0
060611,2017.0,06,CAJAMARCA,06,CUTERVO,11,SANTA CRUZ,02308,SIERRA,17.0,742000.0,9324221.0,-78.80894,-6.10928,1560.0
010706,2017.0,01,AMAZONAS,07,UTCUBAMBA,06,LONYA GRANDE,05344,SELVA,17.0,788000.0,9330932.0,-78.40014,-6.04682,1303.0
010701,2017.0,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,05274,SELVA,17.0,796000.0,9338515.0,-78.32863,-5.97795,1685.0
010701,2017.0,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,05262,SELVA,17.0,793000.0,9349780.0,-78.35307,-5.87626,1386.0
010701,2017.0,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,05260,SELVA,17.0,788000.0,9348842.0,-78.39972,-5.88496,1874.0
010701,2017.0,01,AMAZONAS,07,UTCUBAMBA,01,BAGUA GRANDE,05239,SELVA,17.0,772000.0,9359213.0,-78.54612,-5.79189,881.0
010703,2017.0,01,AMAZONAS,07,UTCUBAMBA,03,CUMBA,05223,SELVA,17.0,774000.0,9342981.0,-78.52084,-5.93848,2196.0
010703,2017.0,01,AMAZONAS,07,UTCUBAMBA,03,CUMBA,05216,SELVA,17.0,769000.0,9344651.0,-78.56709,-5.9236,1889.0
010703,2017.0,01,AMAZONAS,07,UTCUBAMBA,03,CUMBA,05214,SELVA,17.0,773000.0,9347895.0,-78.53741,-5.89414,2152.0
010705,2017.0,01,AMAZONAS,07,UTCUBAMBA,05,JAMALCA,05333,SELVA,17.0,807000.0,9332695.0,-78.2284,-6.03003,2074.0
010706,2017.0,01,AMAZONAS,07,UTCUBAMBA,06,LONYA GRANDE,05351,SELVA,17.0,786000.0,9324618.0,-78.41887,-6.10397,1442.0
010706,2017.0,01,AMAZONAS,07,UTCUBAMBA,06,LONYA GRANDE,05343,SELVA,17.0,793000.0,9330278.0,-78.35102,-6.05249,2096.0
010503,2017.0,01,AMAZONAS,05,LUYA,03,COCABAMBA,05474,SIERRA,18.0,169000.0,9262224.0,-77.99716,-6.66548,1446.0
010513,2017.0,01,AMAZONAS,05,LUYA,13,OCUMAL,05451,SIERRA,17.0,811000.0,9291609.0,-78.18803,-6.40107,1694.0
010513,2017.0,01,AMAZONAS,05,LUYA,13,OCUMAL,05447,SIERRA,17.0,806000.0,9299042.0,-78.23045,-6.33413,2528.0
010522,2017.0,01,AMAZONAS,05,LUYA,22,TINGO,05458,SIERRA,18.0,177000.0,9290587.0,-77.92269,-6.40968,3016.0
010508,2017.0,01,AMAZONAS,05,LUYA,08,LONYA CHICO,05436,SIERRA,18.0,173000.0,9311034.0,-77.95244,-6.22478,2240.0
010509,2017.0,01,AMAZONAS,05,LUYA,09,LUYA,05434,SIERRA,18.0,176000.0,9315095.0,-77.92918,-6.18822,2119.0
010513,2017.0,01,AMAZONAS,05,LUYA,13,OCUMAL,05450,SIERRA,17.0,814000.0,9297398.0,-78.15775,-6.34859,2291.0
010514,2017.0,01,AMAZONAS,05,LUYA,14,PISUQUIA,05466,SIERRA,17.0,825000.0,9285232.0,-78.0578,-6.45795,2709.0
010514,2017.0,01,AMAZONAS,05,LUYA,14,PISUQUIA,05469,SIERRA,17.0,830000.0,9281822.0,-78.01843,-6.48853,3297.0
010514,2017.0,01,AMAZONAS,05,LUYA,14,PISUQUIA,05463,SIERRA,17.0,819000.0,9283176.0,-78.11941,-6.47687,1906.0
010514,2017.0,01,AMAZONAS,05,LUYA,14,PISUQUIA,05465,SIERRA,17.0,828000.0,9286042.0,-78.03453,-6.4505,3513.0
010515,2017.0,01,AMAZONAS,05,LUYA,15,PROVIDENCIA,05445,SIERRA,17.0,797000.0,9304394.0,-78.3154,-6.28621,1988.0
010521,2017.0,01,AMAZONAS,05,LUYA,21,SANTO TOMAS,05482,SIERRA,18.0,177000.0,9267699.0,-77.92062,-6.61648,3472.0
010501,2017.0,01,AMAZONAS,05,LUYA,01,LAMUD,05425,SIERRA,18.0,169000.0,9321936.0,-77.98909,-6.12608,2837.0
010502,2017.0,01,AMAZONAS,05,LUYA,02,CAMPORREDONDO,05408,SIERRA,17.0,793000.0,9309026.0,-78.34875,-6.24453,1612.0
010502,2017.0,01,AMAZONAS,05,LUYA,02,CAMPORREDONDO,05404,SIERRA,17.0,792000.0,9313347.0,-78.36409,-6.20556,1407.0
010502,2017.0,01,AMAZONAS,05,LUYA,02,CAMPORREDONDO,05405,SIERRA,17.0,794000.0,9314006.0,-78.34294,-6.1995,1320.0
010502,2017.0,01,AMAZONAS,05,LUYA,02,CAMPORREDONDO,05402,SIERRA,17.0,790000.0,9315552.0,-78.38184,-6.18572,1499.0
010502,2017.0,01,AMAZONAS,05,LUYA,02,CAMPORREDONDO,05398,SIERRA,17.0,792000.0,9321976.0,-78.36213,-6.12757,1670.0
010505,2017.0,01,AMAZONAS,05,LUYA,05,CONILA,05413,SIERRA,17.0,817000.0,9318291.0,-78.13169,-6.15968,2682.0
010505,2017.0,01,AMAZONAS,05,LUYA,05,CONILA,05412,SIERRA,17.0,813000.0,9318633.0,-78.17404,-6.15681,2465.0
010603,2017.0,01,AMAZONAS,06,RODRIGUEZ DE MENDOZA,03,COCHAMAL,05535,SELVA,18.0,201000.0,9292327.0,-77.70216,-6.39517,2504.0
010609,2017.0,01,AMAZONAS,06,RODRIGUEZ DE MENDOZA,09,OMIA,05594,SELVA,18.0,233000.0,9287402.0,-77.41795,-6.44109,1446.0
010609,2017.0,01,AMAZONAS,06,RODRIGUEZ DE MENDOZA,09,OMIA,05584,SELVA,18.0,243000.0,9290729.0,-77.32528,-6.41145,1948.0
010606,2017.0,01,AMAZONAS,06,RODRIGUEZ DE MENDOZA,06,LONGAR,05536,SELVA,18.0,214000.0,9300517.0,-77.58691,-6.32174,2550.0
010312,2017.0,01,AMAZONAS,03,BONGARA,12,YAMBRASBAMBA,05363,SELVA,18.0,174000.0,9379313.0,-77.94124,-5.60797,1888.0
010301,2017.0,01,AMAZONAS,03,BONGARA,01,JUMBILLA,05381,SIERRA,18.0,186000.0,9350576.0,-77.83708,-5.86814,2067.0
010312,2017.0,01,AMAZONAS,03,BONGARA,12,YAMBRASBAMBA,05366,SELVA,18.0,187000.0,9365336.0,-77.82948,-5.73481,2375.0
010312,2017.0,01,AMAZONAS,03,BONGARA,12,YAMBRASBAMBA,05362,SELVA,18.0,185000.0,9372343.0,-77.83959,-5.67145,2138.0
010401,2017.0,01,AMAZONAS,04,CONDORCANQUI,01,NIEVA,05094,SELVA,18.0,175000.0,9472242.0,-77.92913,-4.76843,236.0
010403,2017.0,01,AMAZONAS,04,CONDORCANQUI,03,R?ìO SANTIAGO,05067,SELVA,18.0,204000.0,9514688.0,-77.67005,-4.38591,179.0
010403,2017.0,01,AMAZONAS,04,CONDORCANQUI,03,R?ûO SANTIAGO,05057,SELVA,18.0,192000.0,9558206.0,-77.7729,-3.99229,221.0
010403,2017.0,01,AMAZONAS,04,CONDORCANQUI,03,R?ûO SANTIAGO,05056,SELVA,17.0,831000.0,9559073.0,-78.01525,-3.98371,1222.0
010403,2017.0,01,AMAZONAS,04,CONDORCANQUI,03,R?ìO SANTIAGO,05050,SELVA,17.0,822000.0,9601278.0,-78.1001,-3.60268,609.0
010120,2017.0,01,AMAZONAS,01,CHACHAPOYAS,20,SOLOCO,05505,SIERRA,18.0,197000.0,9304375.0,-77.73613,-6.28612,2933.0
010202,2017.0,01,AMAZONAS,02,BAGUA,02,ARAMANGO,05162,SELVA,17.0,783000.0,9390288.0,-78.44775,-5.51061,956.0
010205,2017.0,01,AMAZONAS,02,BAGUA,05,IMAZA,05140,SELVA,17.0,796000.0,9417485.0,-78.33394,-5.26434,984.0
010102,2017.0,01,AMAZONAS,01,CHACHAPOYAS,02,ASUNCION,05485,SIERRA,18.0,196000.0,9336463.0,-77.7432,-5.99613,2781.0
010103,2017.0,01,AMAZONAS,01,CHACHAPOYAS,03,BALSAS,05527,SIERRA,18.0,176000.0,9247214.0,-77.93298,-6.80147,2702.0
010109,2017.0,01,AMAZONAS,01,CHACHAPOYAS,09,LA JALCA,05518,SIERRA,18.0,193000.0,9276330.0,-77.7721,-6.53934,2971.0
010109,2017.0,01,AMAZONAS,01,CHACHAPOYAS,09,LA JALCA,05517,SIERRA,18.0,194000.0,9279427.0,-77.76634,-6.51138,3171.0
010109,2017.0,01,AMAZONAS,01,CHACHAPOYAS,09,LA JALCA,05516,SIERRA,18.0,194000.0,9283731.0,-77.76536,-6.4725,2912.0
010105,2017.0,01,AMAZONAS,01,CHACHAPOYAS,05,CHILIQUIN,05490,SIERRA,18.0,192000.0,9329202.0,-77.78339,-6.06154,2336.0
010106,2017.0,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,05533,SIERRA,18.0,191000.0,9231350.0,-77.80002,-6.9456,4021.0
010106,2017.0,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,05530,SIERRA,18.0,174000.0,9234050.0,-77.94734,-6.92031,2378.0
010106,2017.0,01,AMAZONAS,01,CHACHAPOYAS,06,CHUQUIBAMBA,05532,SIERRA,18.0,186000.0,9233233.0,-77.84508,-6.92832,3219.0
010110,2017.0,01,AMAZONAS,01,CHACHAPOYAS,10,LEIMEBAMBA,05526,SIERRA,18.0,192000.0,9241537.0,-77.78482,-6.85364,3556.0
010111,2017.0,01,AMAZONAS,01,CHACHAPOYAS,11,LEVANTO,05507,SIERRA,18.0,177000.0,9300658.0,-77.91552,-6.31873,2521.0
010111,2017.0,01,AMAZONAS,01,CHACHAPOYAS,11,LEVANTO,05508,SIERRA,18.0,187000.0,9303374.0,-77.83301,-6.29464,3181.0
010114,2017.0,01,AMAZONAS,01,CHACHAPOYAS,14,MOLINOPAMPA,05499,SIERRA,18.0,212000.0,9307672.0,-77.60301,-6.257,2873.0
010120,2017.0,01,AMAZONAS,01,CHACHAPOYAS,20,SOLOCO,05504,SIERRA,18.0,193000.0,9302585.0,-77.77216,-6.3021,2947.0
010205,2017.0,01,AMAZONAS,02,BAGUA,05,IMAZA,05139,SELVA,17.0,800000.0,9422015.0,-78.29299,-5.22322,382.0
010205,2017.0,01,AMAZONAS,02,BAGUA,05,IMAZA,05125,SELVA,17.0,793000.0,9443770.0,-78.35621,-5.02689,404.0
010205,2017.0,01,AMAZONAS,02,BAGUA,05,IMAZA,05120,SELVA,17.0,805000.0,9458740.0,-78.24759,-4.89117,665.0
010202,2017.0,01,AMAZONAS,02,BAGUA,02,ARAMANGO,05161,SELVA,17.0,777000.0,9394725.0,-78.49582,-5.47071,1218.0
010203,2017.0,01,AMAZONAS,02,BAGUA,03,COPALLIN,05198,SELVA,17.0,783000.0,9371279.0,-78.44271,-5.68238,584.0
021801,2017.0,02,ANCASH,18,SANTA,01,CHIMBOTE,08235,COSTA,17.0,799000.0,9029123.0,-78.28596,-8.77337,1340.0
021801,2017.0,02,ANCASH,18,SANTA,01,CHIMBOTE,08246,COSTA,17.0,769000.0,9012338.0,-78.55218,-8.92689,107.0
021801,2017.0,02,ANCASH,18,SANTA,01,CHIMBOTE,08258,COSTA,17.0,777000.0,9005464.0,-78.48403,-8.98855,148.0
021801,2017.0,02,ANCASH,18,SANTA,01,CHIMBOTE,08260,COSTA,17.0,770000.0,9003549.0,-78.54006,-9.00624,59.0
021801,2017.0,02,ANCASH,18,SANTA,01,CHIMBOTE,08263,COSTA,17.0,764000.0,8998279.0,-78.59957,-9.05426,11.0
021804,2017.0,02,ANCASH,18,SANTA,04,MACATE,08275,SIERRA,17.0,826000.0,9030007.0,-78.03505,-8.76351,3601.0
021804,2017.0,02,ANCASH,18,SANTA,04,MACATE,08277,SIERRA,17.0,821000.0,9027654.0,-78.08242,-8.78513,2233.0
021807,2017.0,02,ANCASH,18,SANTA,07,SAMANCO,08313,COSTA,17.0,779000.0,8977875.0,-78.46483,-9.23773,267.0
021808,2017.0,02,ANCASH,18,SANTA,08,SANTA,08228,COSTA,17.0,763000.0,9007852.0,-78.61044,-8.96781,18.0
020802,2017.0,02,ANCASH,08,CASMA,02,BUENA VISTA ALTA,08708,COSTA,17.0,819000.0,8970403.0,-78.09575,-9.30244,1249.0
020802,2017.0,02,ANCASH,08,CASMA,02,BUENA VISTA ALTA,08710,COSTA,17.0,808000.0,8968734.0,-78.19414,-9.3183,571.0
020804,2017.0,02,ANCASH,08,CASMA,04,YAUTAN,08720,COSTA,17.0,827000.0,8946893.0,-78.02362,-9.51421,644.0
020201,2017.0,02,ANCASH,02,AIJA,01,AIJA,09480,SIERRA,18.0,218000.0,8920168.0,-77.57139,-9.75892,4267.0
020101,2017.0,02,ANCASH,01,HUARAZ,01,HUARAZ,08938,SIERRA,18.0,223000.0,8938810.0,-77.52116,-9.59084,3132.0
020101,2017.0,02,ANCASH,01,HUARAZ,01,HUARAZ,08931,SIERRA,18.0,222000.0,8939223.0,-77.53611,-9.587,3542.0
020101,2017.0,02,ANCASH,01,HUARAZ,01,HUARAZ,08894,SIERRA,18.0,225000.0,8944487.0,-77.50271,-9.53968,3459.0
020105,2017.0,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,08782,SIERRA,18.0,228000.0,8947197.0,-77.47358,-9.51539,3458.0
020105,2017.0,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,08856,SIERRA,18.0,217000.0,8947120.0,-77.58214,-9.5153,3885.0
020105,2017.0,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,08819,SIERRA,18.0,223000.0,8948805.0,-77.52042,-9.50053,3144.0
020105,2017.0,02,ANCASH,01,HUARAZ,05,INDEPENDENCIA,08774,SIERRA,18.0,222000.0,8954376.0,-77.52875,-9.45013,3293.0
020106,2017.0,02,ANCASH,01,HUARAZ,06,JANGAS,08748,SIERRA,18.0,219000.0,8955347.0,-77.55669,-9.44115,3210.0
020106,2017.0,02,ANCASH,01,HUARAZ,06,JANGAS,08756,SIERRA,18.0,217000.0,8955480.0,-77.57629,-9.43981,3523.0
020108,2017.0,02,ANCASH,01,HUARAZ,08,OLLEROS,08960,SIERRA,18.0,236000.0,8938206.0,-77.40576,-9.59712,4340.0
020110,2017.0,02,ANCASH,01,HUARAZ,10,PARIACOTO,08735,SIERRA,18.0,181000.0,8945410.0,-77.90845,-9.52819,1298.0
020111,2017.0,02,ANCASH,01,HUARAZ,11,PIRA,08873,SIERRA,18.0,201000.0,8948640.0,-77.71934,-9.50053,4326.0
021101,2017.0,02,ANCASH,11,HUARMEY,01,HUARMEY,09493,COSTA,18.0,179000.0,8901133.0,-77.92989,-9.92798,633.0
020608,2017.0,02,ANCASH,06,CARHUAZ,08,SAN MIGUEL DE ACO,09130,SIERRA,18.0,219000.0,8963174.0,-77.5618,-9.37038,3019.0
020609,2017.0,02,ANCASH,06,CARHUAZ,09,SHILLA,09026,SIERRA,18.0,212000.0,8977729.0,-77.62248,-9.23843,3125.0
020609,2017.0,02,ANCASH,06,CARHUAZ,09,SHILLA,09013,SIERRA,18.0,212000.0,8979653.0,-77.61642,-9.22108,3168.0
020610,2017.0,02,ANCASH,06,CARHUAZ,10,TINCO,08989,SIERRA,18.0,206000.0,8975305.0,-77.67545,-9.25994,2671.0
020610,2017.0,02,ANCASH,06,CARHUAZ,10,TINCO,08982,SIERRA,18.0,206000.0,8976472.0,-77.67434,-9.2494,2726.0
020602,2017.0,02,ANCASH,06,CARHUAZ,02,ACOPAMPA,09067,SIERRA,18.0,212000.0,8973295.0,-77.62223,-9.27849,2935.0
020601,2017.0,02,ANCASH,06,CARHUAZ,01,CARHUAZ,09045,SIERRA,18.0,211000.0,8974121.0,-77.63459,-9.27094,2905.0
020606,2017.0,02,ANCASH,06,CARHUAZ,06,MARCARA,09093,SIERRA,18.0,221000.0,8966154.0,-77.53681,-9.34363,3253.0
020606,2017.0,02,ANCASH,06,CARHUAZ,06,MARCARA,09089,SIERRA,18.0,220000.0,8968207.0,-77.55157,-9.32498,3108.0
