UBIGEO,ANIO,CCDD,NOMBREDD,CCPP,NOMBREPP,CCDI,NOMBREDI,CONGLOMERADO,REGION,ZONA,X,Y,LONGITUD,LATITUD,ALTITUD
240203,2016.0,24,TUMBES,02,CONTRALMIRANTE VILLAR,03,CANOAS DE PUNTA SAL,00001,COSTA,17,512169.0,9553346.0,-80.8903716581,-4.04094432874,122.0
240201,2016.0,24,TUMBES,02,CONTRALMIRANTE VILLAR,01,ZORRITOS,00002,COSTA,17,525576.0,9572799.0,-80.7696337059,-3.864929722,256.0
240202,2016.0,24,TUMBES,02,CONTRALMIRANTE VILLAR,02,CASITAS,00003,COSTA,17,544050.0,9573085.0,-80.6032449135,-3.86228441098,181.0
240202,2016.0,24,TUMBES,02,CONTRALMIRANTE VILLAR,02,CASITAS,00004,COSTA,17,546505.0,9562204.0,-80.5810804946,-3.9607116231,311.0
240202,2016.0,24,TUMBES,02,CONTRALMIRANTE VILLAR,02,CASITAS,00005,COSTA,17,534420.0,9562408.0,-80.6899420459,-3.9589100116,339.0
240202,2016.0,24,TUMBES,02,CONTRALMIRANTE VILLAR,02,CASITAS,00006,COSTA,17,534074.0,9547302.0,-80.6930070807,-4.09557110365,411.0
240103,2016.0,24,TUMBES,01,TUMBES,03,LA CRUZ,00007,COSTA,17,548152.0,9594142.0,-80.5663881933,-3.67176615649,132.0
240102,2016.0,24,TUMBES,01,TUMBES,02,CORRALES,00008,COSTA,17,551409.0,9601793.0,-80.5370936738,-3.60253957433,3.0
240102,2016.0,24,TUMBES,01,TUMBES,02,CORRALES,00009,COSTA,17,553311.0,9603283.0,-80.5199750229,-3.58905172617,9.0
240102,2016.0,24,TUMBES,01,TUMBES,02,CORRALES,00010,COSTA,17,555370.0,9603587.0,-80.5014388321,-3.58628822338,7.0
240102,2016.0,24,TUMBES,01,TUMBES,02,CORRALES,00011,COSTA,17,555042.0,9608389.0,-80.5044208073,-3.54285333167,5.0
240102,2016.0,24,TUMBES,01,TUMBES,02,CORRALES,00012,COSTA,17,557322.0,9607219.0,-80.4838827466,-3.55342439329,6.0
240102,2016.0,24,TUMBES,01,TUMBES,02,CORRALES,00013,COSTA,17,558190.0,9604949.0,-80.4760518066,-3.5739577302,12.0
240102,2016.0,24,TUMBES,01,TUMBES,02,CORRALES,00015,COSTA,17,558363.0,9602229.0,-80.4744813215,-3.59856044644,7.0
240102,2016.0,24,TUMBES,01,TUMBES,02,CORRALES,00016,COSTA,17,559180.0,9600586.0,-80.4671192016,-3.61341808568,4.0
240102,2016.0,24,TUMBES,01,TUMBES,02,CORRALES,00018,COSTA,17,560639.0,9601589.0,-80.4539915933,-3.60433723351,6.0
240102,2016.0,24,TUMBES,01,TUMBES,02,CORRALES,00019,COSTA,17,561749.0,9601023.0,-80.4439887957,-3.60945557471,7.0
240102,2016.0,24,TUMBES,01,TUMBES,02,CORRALES,00020,COSTA,17,560718.0,9600275.0,-80.453265934,-3.61622157078,6.0
240102,2016.0,24,TUMBES,01,TUMBES,02,CORRALES,00021,COSTA,17,561376.0,9599784.0,-80.4473460651,-3.62066387917,13.0
240101,2016.0,24,TUMBES,01,TUMBES,01,TUMBES,00023,COSTA,17,558460.0,9610944.0,-80.4736568261,-3.51972033413,7.0
240101,2016.0,24,TUMBES,01,TUMBES,01,TUMBES,00024,COSTA,17,558710.0,9607718.0,-80.4713844609,-3.54889865314,15.0
240101,2016.0,24,TUMBES,01,TUMBES,01,TUMBES,00025,COSTA,17,560797.0,9608325.0,-80.4526040454,-3.54340127531,9.0
240101,2016.0,24,TUMBES,01,TUMBES,01,TUMBES,00026,COSTA,17,565013.0,9609741.0,-80.4146506313,-3.53056985232,4.0
240101,2016.0,24,TUMBES,01,TUMBES,01,TUMBES,00027,COSTA,17,561638.0,9605112.0,-80.4450101929,-3.5724653223,20.0
240101,2016.0,24,TUMBES,01,TUMBES,01,TUMBES,00028,COSTA,17,561458.0,9602789.0,-80.4466229055,-3.59347850685,29.0
240106,2016.0,24,TUMBES,01,TUMBES,06,SAN JUAN DE LA VIRGEN,00030,COSTA,17,563669.0,9600017.0,-80.4266928634,-3.61854410492,21.0
240106,2016.0,24,TUMBES,01,TUMBES,06,SAN JUAN DE LA VIRGEN,00032,COSTA,17,565878.0,9596342.0,-80.4067858356,-3.65177243439,14.0
240106,2016.0,24,TUMBES,01,TUMBES,06,SAN JUAN DE LA VIRGEN,00033,COSTA,17,572770.0,9596269.0,-80.3447300705,-3.65238730768,38.0
240105,2016.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00034,COSTA,17,561594.0,9598848.0,-80.4453759125,-3.62912589616,9.0
240105,2016.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00035,COSTA,17,558845.0,9596937.0,-80.4701139976,-3.64643427799,56.0
240105,2016.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00036,COSTA,17,561730.0,9597274.0,-80.4441388809,-3.64336993546,26.0
240105,2016.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00037,COSTA,17,562825.0,9597299.0,-80.4342821477,-3.64313353785,11.0
240105,2016.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00038,COSTA,17,552849.0,9591397.0,-80.5240822864,-3.69658339868,212.0
240105,2016.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00039,COSTA,17,562301.0,9594538.0,-80.4389842351,-3.66811504541,10.0
240105,2016.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00040,COSTA,17,556035.0,9589928.0,-80.4953843901,-3.70985034954,140.0
240105,2016.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00041,COSTA,17,559246.0,9588743.0,-80.4664586276,-3.7205541401,48.0
240105,2016.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00042,COSTA,17,554897.0,9586340.0,-80.5056099647,-3.74231531889,156.0
240105,2016.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00043,COSTA,17,555865.0,9582518.0,-80.4968736938,-3.77688603819,111.0
240105,2016.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00044,COSTA,17,559405.0,9560898.0,-80.4648735767,-3.97245923369,599.0
240104,2016.0,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,00045,COSTA,17,564369.0,9593768.0,-80.4203574267,-3.67507142251,54.0
240104,2016.0,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,00046,COSTA,17,561910.0,9593029.0,-80.4424936936,-3.68176440613,8.0
240104,2016.0,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,00047,COSTA,17,561816.0,9591691.0,-80.4433329563,-3.69386944422,12.0
240104,2016.0,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,00049,COSTA,17,566060.0,9589026.0,-80.4051011401,-3.71795395243,75.0
240104,2016.0,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,00050,COSTA,17,571097.0,9589485.0,-80.3597475692,-3.71377609368,118.0
240104,2016.0,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,00051,COSTA,17,575793.0,9570863.0,-80.3173239596,-3.88219973678,641.0
240104,2016.0,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,00052,COSTA,17,563958.0,9585462.0,-80.4240076338,-3.75020851951,66.0
240104,2016.0,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,00053,COSTA,17,562592.0,9587026.0,-80.4363211027,-3.73606748818,42.0
240104,2016.0,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,00054,COSTA,17,563776.0,9572799.0,-80.425577415,-3.86476820265,322.0
240301,2016.0,24,TUMBES,03,ZARUMILLA,01,ZARUMILLA,00055,COSTA,17,577598.0,9617046.0,-80.3013926657,-3.46440305921,7.0
240302,2016.0,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00056,COSTA,17,583204.0,9615512.0,-80.2509187641,-3.47823986409,8.0
240302,2016.0,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00057,COSTA,17,585070.0,9612876.0,-80.2340998649,-3.50207587435,11.0
240302,2016.0,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00058,COSTA,17,586174.0,9611658.0,-80.224147475,-3.5130887336,15.0
240302,2016.0,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00060,COSTA,17,585975.0,9609763.0,-80.2259270661,-3.53023070752,12.0
240302,2016.0,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00061,COSTA,17,587395.0,9609256.0,-80.2131407527,-3.53480663349,13.0
240302,2016.0,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00062,COSTA,17,586699.0,9608082.0,-80.2193996832,-3.54542740101,15.0
240302,2016.0,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00063,COSTA,17,587563.0,9607863.0,-80.2116183401,-3.54740013228,15.0
240304,2016.0,24,TUMBES,03,ZARUMILLA,04,PAPAYAL,00064,COSTA,17,571785.0,9611755.0,-80.3536927014,-3.51230142896,9.0
240304,2016.0,24,TUMBES,03,ZARUMILLA,04,PAPAYAL,00065,COSTA,17,577343.0,9607661.0,-80.3036271629,-3.54930246164,28.0
240304,2016.0,24,TUMBES,03,ZARUMILLA,04,PAPAYAL,00066,COSTA,17,584722.0,9607665.0,-80.2371905834,-3.54921562063,32.0
240304,2016.0,24,TUMBES,03,ZARUMILLA,04,PAPAYAL,00067,COSTA,17,586240.0,9604321.0,-80.2234996977,-3.57945555304,31.0
240304,2016.0,24,TUMBES,03,ZARUMILLA,04,PAPAYAL,00068,COSTA,17,579943.0,9601640.0,-80.2801788612,-3.60375150078,90.0
240303,2016.0,24,TUMBES,03,ZARUMILLA,03,MATAPALO,00069,COSTA,17,581945.0,9593998.0,-80.26209724,-3.67287138089,102.0
240303,2016.0,24,TUMBES,03,ZARUMILLA,03,MATAPALO,00070,COSTA,17,589109.0,9596990.0,-80.1976144649,-3.6457527481,95.0
240303,2016.0,24,TUMBES,03,ZARUMILLA,03,MATAPALO,00071,COSTA,17,586873.0,9579084.0,-80.2175998006,-3.80774575364,477.0
200701,2016.0,20,PIURA,07,TALARA,01,PARIÐAS,00073,COSTA,17,495166.0,9502730.0,-81.0435716961,-4.49886567752,253.0
200603,2016.0,20,PIURA,06,SULLANA,03,IGNACIO ESCUDERO,00112,COSTA,17,510743.0,9468856.0,-80.9031189426,-4.80531012008,73.0
200603,2016.0,20,PIURA,06,SULLANA,03,IGNACIO ESCUDERO,00117,COSTA,17,512354.0,9463587.0,-80.8885813646,-4.85297289772,23.0
200605,2016.0,20,PIURA,06,SULLANA,05,MARCAVELICA,00141,COSTA,17,529803.0,9462809.0,-80.7312128498,-4.85996514902,33.0
200605,2016.0,20,PIURA,06,SULLANA,05,MARCAVELICA,00143,COSTA,17,528432.0,9459533.0,-80.7435608065,-4.88960560173,22.0
200605,2016.0,20,PIURA,06,SULLANA,05,MARCAVELICA,00145,COSTA,17,525493.0,9461289.0,-80.7700746898,-4.87372809696,28.0
200607,2016.0,20,PIURA,06,SULLANA,07,QUERECOTILLO,00180,COSTA,17,544640.0,9471180.0,-80.597445553,-4.78417124889,54.0
200607,2016.0,20,PIURA,06,SULLANA,07,QUERECOTILLO,00189,COSTA,17,540944.0,9467138.0,-80.6307523133,-4.82075165501,56.0
200607,2016.0,20,PIURA,06,SULLANA,07,QUERECOTILLO,00191,COSTA,17,540194.0,9467101.0,-80.6375133443,-4.82109289558,53.0
200601,2016.0,20,PIURA,06,SULLANA,01,SULLANA,00226,COSTA,17,545621.0,9466857.0,-80.5885723088,-4.82326980771,41.0
200601,2016.0,20,PIURA,06,SULLANA,01,SULLANA,00229,COSTA,17,543610.0,9466291.0,-80.6067031803,-4.8283998357,38.0
200601,2016.0,20,PIURA,06,SULLANA,01,SULLANA,00241,COSTA,17,532895.0,9457419.0,-80.7032981956,-4.90870974097,51.0
200210,2016.0,20,PIURA,02,AYABACA,10,SUYO,00264,COSTA,17,613526.0,9513087.0,-79.9768209057,-4.40446346517,483.0
200209,2016.0,20,PIURA,02,AYABACA,09,SICCHEZ,00280,COSTA,17,633935.0,9495997.0,-79.7926533112,-4.55875770406,1241.0
200201,2016.0,20,PIURA,02,AYABACA,01,AYABACA,00285,SIERRA,17,636286.0,9499728.0,-79.771521682,-4.52498438524,1352.0
200201,2016.0,20,PIURA,02,AYABACA,01,AYABACA,00286,SIERRA,17,640911.0,9500430.0,-79.7298457046,-4.5185628676,1940.0
200201,2016.0,20,PIURA,02,AYABACA,01,AYABACA,00299,SIERRA,17,649999.0,9498260.0,-79.6479063326,-4.5380375047,2115.0
200201,2016.0,20,PIURA,02,AYABACA,01,AYABACA,00304,SIERRA,17,647476.0,9487011.0,-79.6704604549,-4.63982162987,2204.0
200201,2016.0,20,PIURA,02,AYABACA,01,AYABACA,00312,SIERRA,17,645508.0,9483684.0,-79.6881439441,-4.66994323761,1741.0
200201,2016.0,20,PIURA,02,AYABACA,01,AYABACA,00313,SIERRA,17,643872.0,9487431.0,-79.7029553296,-4.63608061521,2400.0
200201,2016.0,20,PIURA,02,AYABACA,01,AYABACA,00327,SIERRA,17,657067.0,9480569.0,-79.5838947845,-4.69791519181,2522.0
200201,2016.0,20,PIURA,02,AYABACA,01,AYABACA,00331,SIERRA,17,667189.0,9484251.0,-79.4927315694,-4.66442280672,2747.0
200201,2016.0,20,PIURA,02,AYABACA,01,AYABACA,00343,SIERRA,17,667098.0,9466887.0,-79.4932042521,-4.82145542474,2150.0
200207,2016.0,20,PIURA,02,AYABACA,07,PAIMAS,00371,COSTA,17,613831.0,9481456.0,-79.9736702141,-4.69057016576,1446.0
200207,2016.0,20,PIURA,02,AYABACA,07,PAIMAS,00372,COSTA,17,616617.0,9483306.0,-79.9485792283,-4.67379579191,1428.0
200208,2016.0,20,PIURA,02,AYABACA,08,SAPILLICA,00379,COSTA,17,608597.0,9472405.0,-80.0207365803,-4.77250740759,1283.0
200208,2016.0,20,PIURA,02,AYABACA,08,SAPILLICA,00390,COSTA,17,616028.0,9464932.0,-79.9536330816,-4.84000211634,2358.0
200206,2016.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00410,SIERRA,17,637319.0,9466649.0,-79.761683607,-4.82415268237,1998.0
200206,2016.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00417,SIERRA,17,641536.0,9444409.0,-79.723279308,-5.02523152697,2361.0
200206,2016.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00427,SIERRA,17,651682.0,9448818.0,-79.6318626078,-4.9851640056,2008.0
200206,2016.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00434,SIERRA,17,656055.0,9443781.0,-79.5923222951,-5.03063628484,2672.0
200206,2016.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,00436,SIERRA,17,659512.0,9446813.0,-79.5612097308,-5.00314966884,2714.0
200202,2016.0,20,PIURA,02,AYABACA,02,FRIAS,00460,COSTA,17,612897.0,9451050.0,-79.981683196,-4.96561513997,1439.0
200305,2016.0,20,PIURA,03,HUANCABAMBA,05,LALAQUIZ,00482,COSTA,17,647579.0,9422357.0,-79.6683645134,-5.22456300732,1131.0
200301,2016.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00490,SIERRA,17,662690.0,9430492.0,-79.5322213574,-5.15068312265,3180.0
200301,2016.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00495,SIERRA,17,665084.0,9428986.0,-79.5105894523,-5.16425926795,3129.0
200301,2016.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00512,SIERRA,17,675618.0,9423417.0,-79.4154472537,-5.21438852687,2441.0
200301,2016.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00513,SIERRA,17,674325.0,9422275.0,-79.4270870171,-5.2247466229,2186.0
200301,2016.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00521,SIERRA,17,671399.0,9422731.0,-79.4534931267,-5.2206803943,2098.0
200301,2016.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00532,SIERRA,17,672049.0,9418669.0,-79.4475403973,-5.25739892542,1999.0
200301,2016.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00534,SIERRA,17,668072.0,9414562.0,-79.4833256517,-5.29463556293,2853.0
200301,2016.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00535,SIERRA,17,667187.0,9413383.0,-79.4912799785,-5.30531170524,2899.0
200303,2016.0,20,PIURA,03,HUANCABAMBA,03,EL CARMEN DE LA FRONTERA,00542,SIERRA,17,679940.0,9437896.0,-79.3767938322,-5.08335750111,2777.0
200303,2016.0,20,PIURA,03,HUANCABAMBA,03,EL CARMEN DE LA FRONTERA,00560,SIERRA,17,677318.0,9431447.0,-79.4002981648,-5.14173036224,2901.0
200307,2016.0,20,PIURA,03,HUANCABAMBA,07,SONDOR,00567,SIERRA,17,674276.0,9414968.0,-79.4273629425,-5.29081916546,1955.0
200307,2016.0,20,PIURA,03,HUANCABAMBA,07,SONDOR,00571,SIERRA,17,682100.0,9407904.0,-79.3566118541,-5.35452078136,2443.0
200307,2016.0,20,PIURA,03,HUANCABAMBA,07,SONDOR,00579,SIERRA,17,683111.0,9390923.0,-79.3470730404,-5.50805049256,2453.0
200308,2016.0,20,PIURA,03,HUANCABAMBA,08,SONDORILLO,00600,SIERRA,17,671596.0,9407065.0,-79.451363868,-5.36234706331,2322.0
200308,2016.0,20,PIURA,03,HUANCABAMBA,08,SONDORILLO,00607,SIERRA,17,674079.0,9397123.0,-79.4287240756,-5.45219703102,2203.0
200306,2016.0,20,PIURA,03,HUANCABAMBA,06,SAN MIGUEL DE EL FAIQUE,00635,COSTA,17,663875.0,9404543.0,-79.5209759488,-5.38533420451,3332.0
200306,2016.0,20,PIURA,03,HUANCABAMBA,06,SAN MIGUEL DE EL FAIQUE,00652,COSTA,17,654309.0,9397793.0,-79.6071518046,-5.44658073667,1031.0
200304,2016.0,20,PIURA,03,HUANCABAMBA,04,HUARMACA,00666,SIERRA,17,659767.0,9389388.0,-79.5577163269,-5.52247994448,1433.0
200304,2016.0,20,PIURA,03,HUANCABAMBA,04,HUARMACA,00670,SIERRA,17,668183.0,9387438.0,-79.4817117676,-5.53992104179,2591.0
200304,2016.0,20,PIURA,03,HUANCABAMBA,04,HUARMACA,00685,SIERRA,17,660375.0,9379919.0,-79.5520177876,-5.60809650433,2191.0
200304,2016.0,20,PIURA,03,HUANCABAMBA,04,HUARMACA,00687,SIERRA,17,656555.0,9380067.0,-79.5865042135,-5.60684042189,2093.0
200304,2016.0,20,PIURA,03,HUANCABAMBA,04,HUARMACA,00695,SIERRA,17,644704.0,9375579.0,-79.693389423,-5.64768094189,1182.0
200304,2016.0,20,PIURA,03,HUANCABAMBA,04,HUARMACA,00710,SIERRA,17,678155.0,9379208.0,-79.3915051848,-5.61410655768,1991.0
200304,2016.0,20,PIURA,03,HUANCABAMBA,04,HUARMACA,00714,SIERRA,17,667731.0,9374174.0,-79.4854863205,-5.65987937084,2370.0
200304,2016.0,20,PIURA,03,HUANCABAMBA,04,HUARMACA,00727,SIERRA,17,660763.0,9369256.0,-79.5482716023,-5.70452240452,2220.0
200304,2016.0,20,PIURA,03,HUANCABAMBA,04,HUARMACA,00735,SIERRA,17,645699.0,9358164.0,-79.684046796,-5.80516013844,324.0
200401,2016.0,20,PIURA,04,MORROPON,01,CHULUCANAS,00753,COSTA,17,591020.0,9447732.0,-80.1789578957,-4.99590540101,88.0
200401,2016.0,20,PIURA,04,MORROPON,01,CHULUCANAS,00763,COSTA,17,582270.0,9425233.0,-80.2576432345,-5.19951840097,148.0
200401,2016.0,20,PIURA,04,MORROPON,01,CHULUCANAS,00775,COSTA,17,600595.0,9439441.0,-80.0924844234,-5.07078662131,167.0
200401,2016.0,20,PIURA,04,MORROPON,01,CHULUCANAS,00791,COSTA,17,605336.0,9436146.0,-80.049677306,-5.1005280463,132.0
200401,2016.0,20,PIURA,04,MORROPON,01,CHULUCANAS,00806,COSTA,17,596466.0,9432804.0,-80.1296540701,-5.13086996429,74.0
200409,2016.0,20,PIURA,04,MORROPON,09,SANTO DOMINGO,00816,COSTA,17,624240.0,9448167.0,-79.8793355963,-4.99151932633,2319.0
200403,2016.0,20,PIURA,04,MORROPON,03,CHALACO,00839,SIERRA,17,630672.0,9437437.0,-79.8211476487,-5.08847081135,1568.0
200403,2016.0,20,PIURA,04,MORROPON,03,CHALACO,00840,SIERRA,17,632094.0,9435379.0,-79.808290054,-5.10705781651,1216.0
200410,2016.0,20,PIURA,04,MORROPON,10,YAMANGO,00856,COSTA,17,636617.0,9434028.0,-79.7674655305,-5.11920279382,2257.0
200408,2016.0,20,PIURA,04,MORROPON,08,SANTA CATALINA DE MOSSA,00864,COSTA,17,625975.0,9438173.0,-79.8635281444,-5.08188813964,1475.0
200405,2016.0,20,PIURA,04,MORROPON,05,MORROPON,00881,COSTA,17,613618.0,9428609.0,-79.9748572356,-5.16858896652,171.0
200405,2016.0,20,PIURA,04,MORROPON,05,MORROPON,00887,COSTA,17,609791.0,9423917.0,-80.0093171937,-5.21107728585,102.0
200404,2016.0,20,PIURA,04,MORROPON,04,LA MATANZA,00898,COSTA,17,605705.0,9420216.0,-80.0461316058,-5.24461691391,97.0
200407,2016.0,20,PIURA,04,MORROPON,07,SAN JUAN DE BIGOTE,00911,COSTA,17,635329.0,9418726.0,-79.7788184033,-5.25762209623,433.0
200111,2016.0,20,PIURA,01,PIURA,11,LAS LOMAS,00934,COSTA,17,585513.0,9487656.0,-80.2290361921,-4.63481666776,266.0
200111,2016.0,20,PIURA,01,PIURA,11,LAS LOMAS,00949,COSTA,17,584873.0,9480282.0,-80.2347310476,-4.70152552952,273.0
200114,2016.0,20,PIURA,01,PIURA,14,TAMBO GRANDE,00957,COSTA,17,554085.0,9462203.0,-80.5122129608,-4.86532796396,112.0
200114,2016.0,20,PIURA,01,PIURA,14,TAMBO GRANDE,00992,COSTA,17,574464.0,9459600.0,-80.3283966603,-4.8887171358,76.0
200114,2016.0,20,PIURA,01,PIURA,14,TAMBO GRANDE,00996,COSTA,17,562811.0,9459079.0,-80.4334923034,-4.89352039924,76.0
200104,2016.0,20,PIURA,01,PIURA,04,CASTILLA,01024,COSTA,17,541924.0,9441703.0,-80.6217877272,-5.05084891004,27.0
200101,2016.0,20,PIURA,01,PIURA,01,PIURA,01036,COSTA,17,539965.0,9448201.0,-80.6394862989,-4.99206948853,98.0
200101,2016.0,20,PIURA,01,PIURA,01,PIURA,01039,COSTA,17,541855.0,9443846.0,-80.6224135693,-5.03146331325,30.0
200105,2016.0,20,PIURA,01,PIURA,05,CATACAOS,01070,COSTA,17,541229.0,9420690.0,-80.6279472817,-5.24094639486,15.0
200109,2016.0,20,PIURA,01,PIURA,09,LA ARENA,01094,COSTA,17,529340.0,9412253.0,-80.7352012742,-5.31731967813,9.0
200109,2016.0,20,PIURA,01,PIURA,09,LA ARENA,01099,COSTA,17,524656.0,9410986.0,-80.7774687019,-5.32879844698,8.0
200109,2016.0,20,PIURA,01,PIURA,09,LA ARENA,01109,COSTA,17,533120.0,9411232.0,-80.7010795572,-5.3265382043,11.0
200107,2016.0,20,PIURA,01,PIURA,07,CURA MORI,01153,COSTA,17,535859.0,9410848.0,-80.6763524343,-5.33000659348,10.0
200107,2016.0,20,PIURA,01,PIURA,07,CURA MORI,01157,COSTA,17,538136.0,9410743.0,-80.6558033261,-5.33094512621,12.0
200108,2016.0,20,PIURA,01,PIURA,08,EL TALLAN,01174,COSTA,17,534911.0,9401388.0,-80.6848654866,-5.41558280124,8.0
200110,2016.0,20,PIURA,01,PIURA,10,LA UNION,01188,COSTA,17,523813.0,9408400.0,-80.7850654589,-5.3521925858,8.0
200110,2016.0,20,PIURA,01,PIURA,10,LA UNION,01193,COSTA,17,526550.0,9405187.0,-80.7603519754,-5.38125463953,10.0
200110,2016.0,20,PIURA,01,PIURA,10,LA UNION,01206,COSTA,17,528230.0,9404627.0,-80.7451829706,-5.38631816568,10.0
200110,2016.0,20,PIURA,01,PIURA,10,LA UNION,01214,COSTA,17,529096.0,9403191.0,-80.7373652757,-5.39930004797,8.0
200805,2016.0,20,PIURA,08,SECHURA,05,VICE,01241,COSTA,17,523742.0,9397148.0,-80.785670236,-5.45398605192,6.0
200802,2016.0,20,PIURA,08,SECHURA,02,BELLAVISTA DE LA UNION,01246,COSTA,17,529392.0,9401515.0,-80.7346894501,-5.41446503185,7.0
200804,2016.0,20,PIURA,08,SECHURA,04,CRISTO NOS VALGA,01282,COSTA,17,541185.0,9392234.0,-80.6281823707,-5.49836538522,6.0
200806,2016.0,20,PIURA,08,SECHURA,06,RINCONADA LLICUAR,01286,COSTA,17,526472.0,9396242.0,-80.7610246996,-5.46217174565,8.0
200801,2016.0,20,PIURA,08,SECHURA,01,SECHURA,01294,COSTA,17,522948.0,9389481.0,-80.7928126145,-5.52334668939,8.0
140308,2016.0,14,LAMBAYEQUE,03,LAMBAYEQUE,08,OLMOS,01302,COSTA,17,633385.0,9363190.0,-79.7953524125,-5.75995202704,138.0
140308,2016.0,14,LAMBAYEQUE,03,LAMBAYEQUE,08,OLMOS,01304,COSTA,17,642519.0,9346553.0,-79.7125243866,-5.91024226724,253.0
140308,2016.0,14,LAMBAYEQUE,03,LAMBAYEQUE,08,OLMOS,01310,COSTA,17,630811.0,9353850.0,-79.8184138117,-5.84447289444,108.0
140308,2016.0,14,LAMBAYEQUE,03,LAMBAYEQUE,08,OLMOS,01315,COSTA,17,627707.0,9335903.0,-79.8461089592,-6.00685137406,305.0
140307,2016.0,14,LAMBAYEQUE,03,LAMBAYEQUE,07,MOTUPE,01328,COSTA,17,649360.0,9313551.0,-79.6499989891,-6.20855111311,136.0
140307,2016.0,14,LAMBAYEQUE,03,LAMBAYEQUE,07,MOTUPE,01332,COSTA,17,636251.0,9307783.0,-79.7683417697,-6.26101190317,87.0
140310,2016.0,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01340,COSTA,17,668461.0,9325451.0,-79.4776980932,-6.10046936439,1721.0
140310,2016.0,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01346,COSTA,17,669588.0,9324154.0,-79.4674823562,-6.11216912449,2146.0
140310,2016.0,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01348,COSTA,17,665563.0,9318673.0,-79.503708058,-6.16183774598,1976.0
140310,2016.0,14,LAMBAYEQUE,03,LAMBAYEQUE,10,SALAS,01360,COSTA,17,645194.0,9303131.0,-79.6874068084,-6.3028863357,94.0
140304,2016.0,14,LAMBAYEQUE,03,LAMBAYEQUE,04,JAYANCA,01364,COSTA,17,619244.0,9298462.0,-79.9218881446,-6.34564932852,44.0
140304,2016.0,14,LAMBAYEQUE,03,LAMBAYEQUE,04,JAYANCA,01374,COSTA,17,631768.0,9293736.0,-79.8085727444,-6.38814792751,48.0
140304,2016.0,14,LAMBAYEQUE,03,LAMBAYEQUE,04,JAYANCA,01376,COSTA,17,634194.0,9288772.0,-79.7865291306,-6.43298942002,52.0
140309,2016.0,14,LAMBAYEQUE,03,LAMBAYEQUE,09,PACORA,01387,COSTA,17,622098.0,9287244.0,-79.8958707917,-6.44706336073,33.0
140309,2016.0,14,LAMBAYEQUE,03,LAMBAYEQUE,09,PACORA,01397,COSTA,17,630415.0,9286091.0,-79.8206447518,-6.45731756279,43.0
140303,2016.0,14,LAMBAYEQUE,03,LAMBAYEQUE,03,ILLIMO,01404,COSTA,17,626351.0,9286284.0,-79.8573928284,-6.45565660376,37.0
140303,2016.0,14,LAMBAYEQUE,03,LAMBAYEQUE,03,ILLIMO,01410,COSTA,17,629038.0,9284334.0,-79.8330600482,-6.47324193187,39.0
