ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P101A,P102_1,P102_2,P102_3,P1202B_N,P1202B_DEP_COD,P1202B_DEP,P1202B_PROV_COD,P1202B_PROV,P1202B_DIST_COD,P1202B_DIST,P1202B_CANT,OMICAP1200A
2021.0,24,TUMBES,02,CONTRALMIRANTE VILLAR,01,ZORRITOS,00002,00027,3,Completa,Costa,Costa Norte,11.90909090909091,Pequeños y medianos productores/as agropecuarios/as,,Pase,¿Pecuaria?,Pase,1.0,24,TUMBES,02,CONTRALMIRANTE VILLAR,02,CASITAS,1.0,
2021.0,24,TUMBES,02,CONTRALMIRANTE VILLAR,01,ZORRITOS,00002,00061,8,Completa,Costa,Costa Norte,11.90909090909091,Pequeños y medianos productores/as agropecuarios/as,,Pase,¿Pecuaria?,Pase,1.0,24,TUMBES,01,TUMBES,02,CORRALES,1.0,
2021.0,24,TUMBES,02,CONTRALMIRANTE VILLAR,01,ZORRITOS,00002,00084,10,Completa,Costa,Costa Norte,11.90909090909091,Pequeños y medianos productores/as agropecuarios/as,,Pase,¿Pecuaria?,Pase,1.0,24,TUMBES,02,CONTRALMIRANTE VILLAR,02,CASITAS,1.0,
2021.0,24,TUMBES,02,CONTRALMIRANTE VILLAR,01,ZORRITOS,00002,00120,14,Completa,Costa,Costa Norte,11.90909090909091,Pequeños y medianos productores/as agropecuarios/as,,Pase,¿Pecuaria?,Pase,1.0,24,TUMBES,02,CONTRALMIRANTE VILLAR,02,CASITAS,1.0,
2021.0,24,TUMBES,01,TUMBES,03,LA CRUZ,00007,00039,6,Completa,Costa,Costa Norte,8.230158730158731,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,24,TUMBES,01,TUMBES,02,CORRALES,2.0,
2021.0,24,TUMBES,01,TUMBES,02,CORRALES,00008,00102,12,Completa,Costa,Costa Norte,8.230158730158731,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,24,TUMBES,03,ZARUMILLA,01,ZARUMILLA,1.0,
2021.0,24,TUMBES,01,TUMBES,02,CORRALES,00010,00036,4,Completa,Costa,Costa Norte,9.601851851851851,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,24,TUMBES,01,TUMBES,01,TUMBES,1.0,
2021.0,24,TUMBES,01,TUMBES,02,CORRALES,00010,00049,7,Completa,Costa,Costa Norte,9.601851851851851,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,24,TUMBES,01,TUMBES,01,TUMBES,1.0,
2021.0,24,TUMBES,01,TUMBES,02,CORRALES,00013,00034,4,Completa,Costa,Costa Norte,10.909090909090908,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,8.0,
2021.0,24,TUMBES,01,TUMBES,02,CORRALES,00014,00019,3,Completa,Costa,Costa Norte,9.601851851851851,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,24,TUMBES,01,TUMBES,02,CORRALES,3.0,
2021.0,24,TUMBES,01,TUMBES,02,CORRALES,00015,00062,9,Completa,Costa,Costa Norte,9.601851851851853,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,24,TUMBES,01,TUMBES,03,LA CRUZ,3.0,
2021.0,24,TUMBES,01,TUMBES,02,CORRALES,00015,00072,10,Completa,Costa,Costa Norte,9.601851851851853,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,24,TUMBES,01,TUMBES,01,TUMBES,1.0,
2021.0,24,TUMBES,01,TUMBES,02,CORRALES,00016,00002,1,Completa,Costa,Costa Norte,8.230158730158731,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,24,TUMBES,01,TUMBES,01,TUMBES,1.0,
2021.0,24,TUMBES,01,TUMBES,02,CORRALES,00016,00002,1,Completa,Costa,Costa Norte,8.230158730158731,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,2.0,24,TUMBES,03,ZARUMILLA,01,ZARUMILLA,1.0,
2021.0,24,TUMBES,01,TUMBES,02,CORRALES,00016,00005,2,Completa,Costa,Costa Norte,8.230158730158731,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,24,TUMBES,01,TUMBES,01,TUMBES,1.0,
2021.0,24,TUMBES,01,TUMBES,02,CORRALES,00016,00018,3,Completa,Costa,Costa Norte,8.230158730158731,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,24,TUMBES,03,ZARUMILLA,01,ZARUMILLA,1.0,
2021.0,24,TUMBES,01,TUMBES,02,CORRALES,00016,00089,14,Completa,Costa,Costa Norte,8.230158730158731,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,24,TUMBES,01,TUMBES,01,TUMBES,1.0,
2021.0,24,TUMBES,01,TUMBES,02,CORRALES,00018,00034,8,Completa,Costa,Costa Norte,8.23015873015873,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,24,TUMBES,03,ZARUMILLA,01,ZARUMILLA,1.0,
2021.0,24,TUMBES,01,TUMBES,02,CORRALES,00018,00074,13,Completa,Costa,Costa Norte,8.23015873015873,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,24,TUMBES,01,TUMBES,01,TUMBES,1.0,
2021.0,24,TUMBES,01,TUMBES,02,CORRALES,00018,00076,14,Completa,Costa,Costa Norte,8.23015873015873,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,24,TUMBES,01,TUMBES,03,LA CRUZ,2.0,
2021.0,24,TUMBES,01,TUMBES,02,CORRALES,00019,00056,8,Completa,Costa,Costa Norte,8.863247863247862,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,24,TUMBES,01,TUMBES,01,TUMBES,1.0,
2021.0,24,TUMBES,01,TUMBES,02,CORRALES,00021,00033,7,Completa,Costa,Costa Norte,8.230158730158731,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,24,TUMBES,01,TUMBES,02,CORRALES,1.0,
2021.0,24,TUMBES,01,TUMBES,02,CORRALES,00021,00055,9,Completa,Costa,Costa Norte,8.230158730158731,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,24,TUMBES,03,ZARUMILLA,04,PAPAYAL,1.0,
2021.0,24,TUMBES,01,TUMBES,01,TUMBES,00025,00052,12,Completa,Costa,Costa Norte,10.474747474747476,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,24,TUMBES,01,TUMBES,01,TUMBES,1.0,
2021.0,24,TUMBES,01,TUMBES,01,TUMBES,00026,00041,4,Completa,Costa,Costa Norte,9.615384615384615,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,24,TUMBES,03,ZARUMILLA,04,PAPAYAL,1.0,
2021.0,24,TUMBES,01,TUMBES,01,TUMBES,00026,00056,7,Completa,Costa,Costa Norte,9.615384615384615,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,24,TUMBES,03,ZARUMILLA,01,ZARUMILLA,1.0,
2021.0,24,TUMBES,01,TUMBES,01,TUMBES,00026,00060,8,Completa,Costa,Costa Norte,9.615384615384615,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,2.0,24,TUMBES,01,TUMBES,02,CORRALES,1.0,
2021.0,24,TUMBES,01,TUMBES,01,TUMBES,00026,00060,8,Completa,Costa,Costa Norte,9.615384615384615,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,24,TUMBES,01,TUMBES,06,SAN JUAN DE LA VIRGEN,2.0,
2021.0,24,TUMBES,01,TUMBES,01,TUMBES,00029,00035,5,Completa,Costa,Costa Norte,10.5,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,24,TUMBES,01,TUMBES,02,CORRALES,1.0,
2021.0,24,TUMBES,01,TUMBES,01,TUMBES,00029,00067,9,Completa,Costa,Costa Norte,10.5,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,24,TUMBES,01,TUMBES,02,CORRALES,1.0,
2021.0,24,TUMBES,01,TUMBES,01,TUMBES,00029,00077,10,Completa,Costa,Costa Norte,10.5,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,24,TUMBES,03,ZARUMILLA,03,MATAPALO,1.0,
2021.0,24,TUMBES,01,TUMBES,06,SAN JUAN DE LA VIRGEN,00030,00015,2,Completa,Costa,Costa Norte,8.23015873015873,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,24,TUMBES,01,TUMBES,02,CORRALES,1.0,
2021.0,24,TUMBES,01,TUMBES,06,SAN JUAN DE LA VIRGEN,00032,00071,8,Completa,Costa,Costa Norte,10.23076923076923,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,2.0,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,1.0,
2021.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00034,00001,1,Completa,Costa,Costa Norte,11.522222222222222,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,24,TUMBES,01,TUMBES,02,CORRALES,1.0,
2021.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00034,00019,3,Completa,Costa,Costa Norte,11.522222222222222,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,24,TUMBES,01,TUMBES,02,CORRALES,2.0,
2021.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00034,00028,4,Completa,Costa,Costa Norte,11.522222222222222,Pequeños y medianos productores/as agropecuarios/as,,Pase,Pase,NO REALIZÓ ACTIVIDAD,1.0,24,TUMBES,01,TUMBES,06,SAN JUAN DE LA VIRGEN,1.0,
2021.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00034,00030,5,Completa,Costa,Costa Norte,11.522222222222222,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,24,TUMBES,01,TUMBES,02,CORRALES,1.0,
2021.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00039,00008,1,Completa,Costa,Costa Norte,8.285714285714285,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,24,TUMBES,01,TUMBES,06,SAN JUAN DE LA VIRGEN,1.0,
2021.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00039,00052,7,Completa,Costa,Costa Norte,8.285714285714285,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,1.0,
2021.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00039,00068,9,Completa,Costa,Costa Norte,8.285714285714285,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,1.0,
2021.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00039,00076,10,Completa,Costa,Costa Norte,8.285714285714285,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,24,TUMBES,01,TUMBES,06,SAN JUAN DE LA VIRGEN,1.0,
2021.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00040,00014,2,Completa,Costa,Costa Norte,9.214285714285715,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,24,TUMBES,01,TUMBES,01,TUMBES,1.0,
2021.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00042,00099,7,Completa,Costa,Costa Norte,15.307692307692308,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,1.0,
2021.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00042,00118,8,Completa,Costa,Costa Norte,15.307692307692308,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,24,TUMBES,01,TUMBES,01,TUMBES,1.0,
2021.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00044,00001,1,Completa,Costa,Costa Norte,8.863247863247864,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,1.0,
2021.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,00044,00031,4,Completa,Costa,Costa Norte,8.863247863247864,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,1.0,
2021.0,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,00045,00033,3,Completa,Costa,Costa Norte,10.538461538461538,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,24,TUMBES,01,TUMBES,01,TUMBES,1.0,
2021.0,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,00045,00106,11,Completa,Costa,Costa Norte,10.538461538461538,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,1.0,
2021.0,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,00050,00037,6,Completa,Costa,Costa Norte,9.601851851851851,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,24,TUMBES,01,TUMBES,06,SAN JUAN DE LA VIRGEN,1.0,
2021.0,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,00050,00070,10,Completa,Costa,Costa Norte,9.601851851851851,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,24,TUMBES,01,TUMBES,06,SAN JUAN DE LA VIRGEN,1.0,
2021.0,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,00053,00076,11,Completa,Costa,Costa Norte,8.230158730158731,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,1.0,
2021.0,24,TUMBES,01,TUMBES,04,PAMPAS DE HOSPITAL,00054,00101,12,Completa,Costa,Costa Norte,10.23076923076923,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,24,TUMBES,01,TUMBES,05,SAN JACINTO,1.0,
2021.0,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00056,00028,3,Completa,Costa,Costa Norte,10.5,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,24,TUMBES,03,ZARUMILLA,01,ZARUMILLA,1.0,
2021.0,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00057,00117,12,Completa,Costa,Costa Norte,10.285714285714285,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,24,TUMBES,03,ZARUMILLA,04,PAPAYAL,1.0,
2021.0,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00058,00016,3,Completa,Costa,Costa Norte,9.142857142857142,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,24,TUMBES,03,ZARUMILLA,04,PAPAYAL,1.0,
2021.0,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00058,00030,4,Completa,Costa,Costa Norte,9.142857142857142,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,24,TUMBES,03,ZARUMILLA,04,PAPAYAL,1.0,
2021.0,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00060,00066,9,Completa,Costa,Costa Norte,8.863247863247864,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,24,TUMBES,03,ZARUMILLA,03,MATAPALO,1.0,
2021.0,24,TUMBES,03,ZARUMILLA,02,AGUAS VERDES,00060,00085,12,Completa,Costa,Costa Norte,8.863247863247864,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,24,TUMBES,01,TUMBES,01,TUMBES,1.0,
2021.0,24,TUMBES,03,ZARUMILLA,04,PAPAYAL,00065,00024,2,Completa,Costa,Costa Norte,11.363636363636363,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,24,TUMBES,01,TUMBES,03,LA CRUZ,1.0,
2021.0,24,TUMBES,03,ZARUMILLA,04,PAPAYAL,00065,00106,13,Completa,Costa,Costa Norte,11.363636363636363,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,24,TUMBES,01,TUMBES,02,CORRALES,1.0,
2021.0,24,TUMBES,03,ZARUMILLA,03,MATAPALO,00070,00129,13,Completa,Costa,Costa Norte,11.142857142857142,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,24,TUMBES,03,ZARUMILLA,04,PAPAYAL,1.0,
2021.0,20,PIURA,05,PAITA,06,TAMARINDO,00083,00075,9,Completa,Costa,Costa Norte,138.07692307692307,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,20,PIURA,06,SULLANA,03,IGNACIO ESCUDERO,1.0,
2021.0,20,PIURA,05,PAITA,05,LA HUACA,00088,00005,2,Completa,Costa,Costa Norte,128.21428571428572,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,20,PIURA,06,SULLANA,06,MIGUEL CHECA,1.0,
2021.0,20,PIURA,05,PAITA,05,LA HUACA,00092,00003,1,Completa,Costa,Costa Norte,138.07692307692307,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,20,PIURA,05,PAITA,02,AMOTAPE,1.0,
2021.0,20,PIURA,06,SULLANA,05,MARCAVELICA,00130,00147,8,Completa,Costa,Costa Norte,199.44444444444443,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,20,PIURA,06,SULLANA,01,SULLANA,1.0,
2021.0,20,PIURA,06,SULLANA,05,MARCAVELICA,00143,00033,4,Completa,Costa,Costa Norte,128.2142857142857,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,20,PIURA,06,SULLANA,05,MARCAVELICA,1.0,
2021.0,20,PIURA,06,SULLANA,05,MARCAVELICA,00143,00070,8,Completa,Costa,Costa Norte,128.2142857142857,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,20,PIURA,02,AYABACA,01,AYABACA,1.0,
2021.0,20,PIURA,06,SULLANA,04,LANCONES,00161,00055,7,Completa,Costa,Costa Norte,128.2142857142857,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,20,PIURA,06,SULLANA,01,SULLANA,1.0,
2021.0,20,PIURA,06,SULLANA,01,SULLANA,00237,00103,8,Completa,Costa,Costa Norte,138.07692307692304,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,20,PIURA,06,SULLANA,04,LANCONES,1.0,
2021.0,20,PIURA,02,AYABACA,01,AYABACA,00286,00076,7,Completa,Sierra,Sierra Norte,74.60714285714286,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,20,PIURA,02,AYABACA,09,SICCHEZ,1.0,
2021.0,20,PIURA,02,AYABACA,01,AYABACA,00340,00015,2,Completa,Sierra,Sierra Norte,80.34615384615385,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,1.0,
2021.0,20,PIURA,02,AYABACA,07,PAIMAS,00372,00108,9,Completa,Costa,Costa Norte,128.2142857142857,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,20,PIURA,01,PIURA,11,LAS LOMAS,1.0,
2021.0,20,PIURA,02,AYABACA,07,PAIMAS,00372,00169,14,Completa,Costa,Costa Norte,128.2142857142857,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,20,PIURA,02,AYABACA,05,MONTERO,1.0,
2021.0,20,PIURA,02,AYABACA,04,LAGUNAS,00408,00009,2,Completa,Sierra,Sierra Norte,80.34615384615383,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,20,PIURA,02,AYABACA,06,PACAIPAMPA,1.0,
2021.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00519,00002,1,Completa,Sierra,Sierra Norte,74.60714285714286,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,20,PIURA,03,HUANCABAMBA,07,SONDOR,1.0,
2021.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00519,00005,2,Completa,Sierra,Sierra Norte,74.60714285714286,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,20,PIURA,03,HUANCABAMBA,07,SONDOR,1.0,
2021.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00519,00026,5,Completa,Sierra,Sierra Norte,74.60714285714286,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,20,PIURA,03,HUANCABAMBA,07,SONDOR,2.0,
2021.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,00519,00101,12,Completa,Sierra,Sierra Norte,74.60714285714286,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,20,PIURA,03,HUANCABAMBA,07,SONDOR,1.0,
2021.0,20,PIURA,03,HUANCABAMBA,03,EL CARMEN DE LA FRONTERA,00544,00009,2,Completa,Sierra,Sierra Norte,74.60714285714286,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,1.0,
2021.0,20,PIURA,03,HUANCABAMBA,03,EL CARMEN DE LA FRONTERA,00545,00041,6,Completa,Sierra,Sierra Norte,74.60714285714285,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,20,PIURA,02,AYABACA,01,AYABACA,1.0,
2021.0,20,PIURA,03,HUANCABAMBA,03,EL CARMEN DE LA FRONTERA,00545,00049,7,Completa,Sierra,Sierra Norte,74.60714285714285,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,20,PIURA,03,HUANCABAMBA,01,HUANCABAMBA,1.0,
2021.0,20,PIURA,03,HUANCABAMBA,08,SONDORILLO,00580,00017,4,Completa,Sierra,Sierra Norte,74.60714285714286,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,20,PIURA,03,HUANCABAMBA,06,SAN MIGUEL DE EL FAIQUE,1.0,
2021.0,20,PIURA,03,HUANCABAMBA,08,SONDORILLO,00596,00016,2,Completa,Sierra,Sierra Norte,74.60714285714286,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,20,PIURA,03,HUANCABAMBA,06,SAN MIGUEL DE EL FAIQUE,1.0,
2021.0,20,PIURA,03,HUANCABAMBA,08,SONDORILLO,00596,00049,6,Completa,Sierra,Sierra Norte,74.60714285714286,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,20,PIURA,03,HUANCABAMBA,06,SAN MIGUEL DE EL FAIQUE,1.0,
2021.0,20,PIURA,03,HUANCABAMBA,08,SONDORILLO,00596,00094,11,Completa,Sierra,Sierra Norte,74.60714285714286,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,20,PIURA,03,HUANCABAMBA,06,SAN MIGUEL DE EL FAIQUE,1.0,
2021.0,20,PIURA,04,MORROPON,01,CHULUCANAS,00749,00067,8,Completa,Costa,Costa Norte,128.2142857142857,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,20,PIURA,04,MORROPON,06,SALITRAL,1.0,
2021.0,20,PIURA,04,MORROPON,01,CHULUCANAS,00749,00089,10,Completa,Costa,Costa Norte,128.2142857142857,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,20,PIURA,01,PIURA,01,PIURA,1.0,
2021.0,20,PIURA,04,MORROPON,03,CHALACO,00830,00035,4,Completa,Sierra,Sierra Norte,74.60714285714286,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,20,PIURA,04,MORROPON,09,SANTO DOMINGO,2.0,
2021.0,20,PIURA,04,MORROPON,02,BUENOS AIRES,00910,00057,9,Completa,Costa,Costa Norte,128.21428571428572,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,20,PIURA,04,MORROPON,06,SALITRAL,1.0,
2021.0,20,PIURA,04,MORROPON,02,BUENOS AIRES,00910,00072,12,Completa,Costa,Costa Norte,128.21428571428572,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,20,PIURA,04,MORROPON,06,SALITRAL,1.0,
2021.0,20,PIURA,04,MORROPON,06,SALITRAL,00924,00042,4,Completa,Costa,Costa Norte,138.07692307692304,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,20,PIURA,03,HUANCABAMBA,04,HUARMACA,3.0,
2021.0,20,PIURA,04,MORROPON,06,SALITRAL,00924,00112,14,Completa,Costa,Costa Norte,138.07692307692304,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,20,PIURA,04,MORROPON,07,SAN JUAN DE BIGOTE,2.0,
2021.0,20,PIURA,01,PIURA,14,TAMBO GRANDE,00972,00094,10,Completa,Costa,Costa Norte,128.2142857142857,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,Pase,1.0,20,PIURA,06,SULLANA,03,IGNACIO ESCUDERO,3.0,
2021.0,20,PIURA,01,PIURA,05,CATACAOS,01079,00044,5,Completa,Costa,Costa Norte,128.21428571428572,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,20,PIURA,01,PIURA,01,PIURA,1.0,
2021.0,20,PIURA,01,PIURA,05,CATACAOS,01079,00098,11,Completa,Costa,Costa Norte,128.21428571428572,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,Pase,1.0,20,PIURA,01,PIURA,05,CATACAOS,1.0,
